Day,382067,382070,382049,382069
07-Dec-07,355,7407,6178,4087
25-Feb-08,198,828,227,593
28-Jul-08,469,0,0,43
30-Dec-07,167,1268,713,141
27-Jan-08,675,577,393,402
29-Jun-08,7160,40,500,797
05-Jul-08,1066,75,3075,523
18-Feb-08,284,257,499,402
03-Feb-08,1114,403,981,704
08-Nov-07,10,564,17,20
25-Oct-07,12,1320,1555,1694
17-Jan-08,291,553,467,666
08-Feb-08,586,201,388,911
04-Jan-08,26,236,364,332
30-May-08,2503,6163,4478,3028
12-May-08,2939,2074,6151,2723
28-Apr-08,1845,705,708,1619
12-Nov-07,740,1809,608,288
30-Jan-08,328,242,626,475
18-Jun-08,3309,809,1435,2772
06-Feb-08,1587,453,268,721
16-Nov-07,949,754,218,26
29-Feb-08,848,436,188,956
14-May-08,1949,704,3669,3665
11-May-08,2876,2269,5468,3197
25-Jun-08,2038,470,537,1316
23-Mar-08,1272,333,198,740
22-Mar-08,1154,222,219,1799
25-Mar-08,669,345,106,500
30-Mar-08,668,299,296,546
11-Dec-07,267,6190,5439,5598
22-Jan-08,194,223,235,342
10-Jan-08,142,0,521,375
29-Oct-07,1711,1691,1492,1632
29-Mar-08,494,170,115,263
13-Apr-08,2041,470,386,482
09-Jul-08,6075,238,594,385
26-Jan-08,1062,300,556,367
27-Jul-08,1582,0,0,972
31-Jan-08,838,111,219,525
17-May-08,4016,4926,6060,2332
15-Feb-08,257,120,619,472
04-May-08,2236,1830,1946,1440
11-Mar-08,522,484,506,1824
16-Jun-08,4804,1095,1950,1820
18-May-08,2907,5588,5154,2819
24-Jun-08,1582,464,546,1722
19-Jul-08,1081,289,148,730
06-May-08,2096,699,1594,1712
07-Jun-08,3442,2176,1711,2550
02-Jan-08,90,123,469,93
14-Dec-07,918,9773,7770,4668
04-Jul-08,1478,67,3210,681
27-Oct-07,6,4,7,0
23-Jun-08,1959,533,805,1441
24-Jan-08,692,174,370,301
13-Dec-07,1261,10189,8877,8522
07-Jul-08,5873,267,4553,903
10-Nov-07,285,2682,1221,1102
21-Feb-08,691,210,397,876
23-Nov-07,13,1001,518,309
22-Jun-08,2977,764,794,1479
30-Nov-07,15,1061,3001,362
03-Jan-08,28,448,413,271
24-Dec-07,64,579,582,177
22-May-08,4754,3762,3774,3173
21-Oct-07,0,409,242,0
05-Dec-07,114,7267,3439,1684
13-Jan-08,1138,445,153,757
12-Jun-08,3662,1649,2033,3129
19-May-08,4341,5164,4062,2121
06-Jul-08,1712,357,1739,1300
07-Mar-08,601,232,226,443
17-Apr-08,2493,208,526,1158
28-Oct-07,414,712,893,470
21-Apr-08,1335,1018,984,1137
08-Dec-07,1336,7145,7815,5069
27-Nov-07,227,2460,834,780
09-May-08,1825,817,3275,2902
31-May-08,3802,5969,4046,4496
12-Apr-08,2315,355,179,698
16-Feb-08,452,369,586,340
14-Mar-08,1083,210,480,1538
25-Jul-08,2566,0,0,765
14-Jun-08,4873,1817,1495,2728
26-Jul-08,1462,0,0,1287
03-Mar-08,679,1286,475,1659
23-Dec-07,344,441,637,389
01-Jan-08,296,443,359,740
03-Nov-07,355,905,513,444
13-Feb-08,441,316,580,511
24-Jul-08,694,0,0,631
10-May-08,2073,2023,5306,2490
08-Mar-08,392,485,428,480
19-Apr-08,1057,951,1109,473
05-Mar-08,1079,933,410,2247
17-Feb-08,498,173,664,496
03-Apr-08,946,183,246,759
21-Jul-08,432,0,0,56
07-Nov-07,6,361,6,1
01-Jul-08,808,68,466,429
30-Jun-08,1574,40,388,301
05-Jun-08,3699,1633,2496,1949
02-Mar-08,417,849,347,1219
30-Jul-08,111,0,0,1
07-May-08,2374,1175,1169,2985
25-Nov-07,17,353,29,111
22-Feb-08,429,233,292,874
17-Jun-08,3559,828,1550,2395
12-Dec-07,447,9443,8194,9025
18-Nov-07,126,585,6,1
05-Feb-08,2045,228,300,1458
01-Dec-07,129,4239,4851,1958
14-Jul-08,367,983,268,1193
05-Apr-08,1235,70,633,484
09-Dec-07,2726,7397,8781,6891
05-May-08,2698,1992,1835,1807
28-Jan-08,987,121,98,372
06-Nov-07,6,617,6,1
26-May-08,4375,3564,4553,3169
11-Feb-08,992,287,530,1583
27-Apr-08,1127,985,685,1694
15-Apr-08,1867,162,515,1117
24-Feb-08,213,380,282,597
26-Oct-07,354,129,523,527
09-Nov-07,220,1107,888,460
20-Jan-08,336,174,319,463
20-Nov-07,7,28,6,1
20-Jun-08,3647,589,1592,2130
04-Jun-08,5391,2213,3285,3367
20-May-08,3834,4705,3918,2345
15-Dec-07,1602,10277,9248,6408
08-May-08,1722,938,2443,2563
20-Feb-08,395,837,560,1202
18-Jul-08,1431,15,898,594
02-Apr-08,758,308,452,601
22-Dec-07,292,4004,251,166
10-Jun-08,3932,2368,1583,2580
19-Nov-07,37,1060,6,1
25-Jan-08,1035,330,480,194
11-Nov-07,506,2467,694,329
14-Nov-07,164,758,259,287
20-Apr-08,1271,900,1199,581
22-Jul-08,196,0,0,697
21-Nov-07,12,6,6,138
09-Jun-08,3010,2571,1708,2669
01-Apr-08,1608,690,1140,681
07-Apr-08,1415,411,283,305
07-Jan-08,218,0,167,295
10-Jul-08,3514,139,2570,632
26-Dec-07,271,4494,348,450
06-Mar-08,1237,496,580,1006
24-May-08,4324,3599,2648,2622
29-Nov-07,58,6428,4250,440
15-Jul-08,785,251,275,1302
12-Jul-08,4871,1311,282,482
21-Jan-08,210,155,319,95
08-Apr-08,1223,245,518,460
12-Mar-08,692,429,1200,1670
09-Feb-08,545,75,351,1364
02-Jul-08,4049,439,745,509
13-Mar-08,724,229,1432,1332
26-Nov-07,44,1297,227,47
09-Jan-08,76,88,791,103
17-Jul-08,882,2,131,412
01-Feb-08,845,274,213,722
19-Dec-07,509,8086,4588,376
28-Jun-08,2748,979,376,556
05-Nov-07,7,1242,6,1
30-Apr-08,1722,1168,1015,1665
19-Feb-08,181,147,305,729
02-May-08,1368,1109,1626,1544
10-Apr-08,2441,96,680,228
20-Dec-07,319,9210,821,595
06-Jun-08,2753,3300,3548,2627
02-Jun-08,3900,2046,3254,3739
24-Apr-08,1282,892,1097,1579
29-May-08,3437,1983,3737,2598
27-Mar-08,1075,796,219,348
23-Apr-08,913,296,1320,1960
15-May-08,2530,4590,6265,3432
27-Feb-08,318,363,201,552
13-Jul-08,634,1,30,559
01-Jun-08,3037,2597,4105,2588
01-Nov-07,1177,986,1482,1462
23-May-08,4291,4619,3323,2512
15-Jan-08,838,168,586,628
31-Jul-08,222,0,0,0
10-Dec-07,1960,5270,9867,5693
03-Aug-08,921,0,0,0
26-Apr-08,1759,592,616,846
02-Nov-07,1734,1152,1123,1688
01-May-08,1284,787,1786,2164
04-Dec-07,51,2078,1154,210
23-Jul-08,218,0,0,1509
01-Aug-08,360,0,0,0
29-Jul-08,361,0,0,28
08-Jun-08,3478,2721,1714,3224
28-Nov-07,124,4945,2418,1415
23-Jan-08,583,545,36,276
06-Apr-08,1152,95,432,296
22-Oct-07,0,1015,1540,1357
16-Apr-08,2288,296,389,1142
15-Nov-07,279,1475,52,6
19-Jan-08,500,359,690,815
06-Jan-08,233,332,47,103
04-Apr-08,832,88,256,325
15-Mar-08,898,62,244,958
06-Dec-07,43,7691,2096,710
02-Dec-09,1,0,0,0
10-Feb-08,592,186,585,947
04-Mar-08,796,887,372,674
02-Dec-07,304,5865,3941,2023
