Day,382067,382070,382049,382069
07-Dec-07,6,24,9,7
25-Feb-08,9,24,21,48
28-Jul-08,117,0,0,116
30-Dec-07,7,18,14,6
27-Jan-08,7,7,7,6
29-Jun-08,61,38,75,71
05-Jul-08,66,68,157,94
18-Feb-08,6,14,9,6
03-Feb-08,26,37,34,6
08-Nov-07,6,9,8,7
25-Oct-07,23,7,6,6
17-Jan-08,23,8,307,20
08-Feb-08,6,6,18,21
04-Jan-08,7,319,29,7
30-May-08,71,46,445,78
12-May-08,16,16,119,46
28-Apr-08,274,40,76,65
12-Nov-07,7,9,6,6
30-Jan-08,6,6,6,77
18-Jun-08,74,64,77,127
06-Feb-08,6,8,26,168
16-Nov-07,6,11,9,6
29-Feb-08,11,13,6,10
14-May-08,20,9,69,39
11-May-08,37,102,115,7
25-Jun-08,98,257,92,127
23-Mar-08,54,7,14,23
22-Mar-08,7,88,6,391
25-Mar-08,10,14,8,26
30-Mar-08,6,6,6,6
11-Dec-07,17,12,7,7
22-Jan-08,60,19,8,29
10-Jan-08,6,0,1027,19
29-Oct-07,7,7,6,7
29-Mar-08,6,9,6,6
13-Apr-08,15,52,8,17
09-Jul-08,53,6,287,69
26-Jan-08,6,6,7,21
27-Jul-08,99,0,0,128
31-Jan-08,9,6,30,26
17-May-08,12,177,163,33
15-Feb-08,6,6,73,10
04-May-08,75,204,12,92
11-Mar-08,56,8,56,77
16-Jun-08,44,23,65,64
18-May-08,13,31,29,104
24-Jun-08,59,176,114,93
19-Jul-08,96,117,72,81
06-May-08,33,32,78,15
07-Jun-08,68,34,35,21
02-Jan-08,6,15,7,6
14-Dec-07,6,1005,12,21
04-Jul-08,114,110,128,112
27-Oct-07,6,7,10,11
23-Jun-08,87,30,151,26
24-Jan-08,7,51,43,15
13-Dec-07,8,148,48,6
07-Jul-08,110,74,106,44
10-Nov-07,6,7,9,6
21-Feb-08,18,20,219,12
23-Nov-07,6,6,11,7
22-Jun-08,72,65,32,75
30-Nov-07,7,7,10,13
03-Jan-08,6,23,854,11
24-Dec-07,8,193,219,1053
22-May-08,52,18,115,30
21-Oct-07,0,27,708,0
05-Dec-07,6,304,6,6
13-Jan-08,673,4,6,6
12-Jun-08,88,84,111,65
19-May-08,20,93,10,73
06-Jul-08,27,152,66,84
07-Mar-08,153,66,326,6
17-Apr-08,9,7,7,45
28-Oct-07,8,6,7,6
21-Apr-08,25,103,11,64
08-Dec-07,7,24,6,6
27-Nov-07,20,26,9,30
09-May-08,13,194,61,48
31-May-08,58,101,35,61
12-Apr-08,22,20,6,9
16-Feb-08,6,6,228,6
14-Mar-08,10,12,14,16
25-Jul-08,112,0,0,114
14-Jun-08,107,33,53,114
26-Jul-08,64,0,0,139
03-Mar-08,6,1103,12,17
23-Dec-07,18,113,13,410
01-Jan-08,6,483,6,145
03-Nov-07,6,6,8,6
13-Feb-08,90,6,106,6
24-Jul-08,45,0,0,106
10-May-08,246,305,196,7
08-Mar-08,181,828,72,7
19-Apr-08,10,46,30,67
05-Mar-08,11,7,22,12
17-Feb-08,6,6,6,6
03-Apr-08,13,18,10,36
21-Jul-08,79,0,0,199
07-Nov-07,7,7,6,6
01-Jul-08,96,7,118,199
30-Jun-08,195,6,206,99
05-Jun-08,58,31,24,89
02-Mar-08,8,402,10,144
30-Jul-08,44,0,0,6
07-May-08,76,39,12,31
25-Nov-07,6,7,9,9
22-Feb-08,8,48,27,7
17-Jun-08,165,22,140,96
12-Dec-07,6,1129,8,6
18-Nov-07,9,101,7,6
05-Feb-08,6,6,6,6
01-Dec-07,10,17,8,51
14-Jul-08,215,7,25,26
05-Apr-08,8,7,17,6
09-Dec-07,8,8,9,6
05-May-08,57,10,69,64
28-Jan-08,6,6,96,7
06-Nov-07,8,7,6,6
26-May-08,71,54,39,113
11-Feb-08,9,6,125,38
27-Apr-08,65,30,14,215
15-Apr-08,17,13,6,6
24-Feb-08,7,7,85,17
26-Oct-07,6,11,9,6
09-Nov-07,6,6,18,6
20-Jan-08,40,131,14,224
20-Nov-07,11,6,6,12
20-Jun-08,205,32,68,74
04-Jun-08,46,63,61,69
20-May-08,14,135,11,70
15-Dec-07,634,383,7,6
08-May-08,35,57,379,18
20-Feb-08,51,7,11,10
18-Jul-08,63,6,233,54
02-Apr-08,116,8,25,26
22-Dec-07,180,459,13,298
10-Jun-08,89,66,57,49
19-Nov-07,31,16,6,6
25-Jan-08,12,12,138,10
11-Nov-07,15,6,6,6
14-Nov-07,8,9,9,6
20-Apr-08,6,38,16,6
22-Jul-08,91,0,0,164
21-Nov-07,27,150,9,60
09-Jun-08,62,34,55,63
01-Apr-08,6,71,83,12
07-Apr-08,7,16,11,7
07-Jan-08,9,0,15,1116
10-Jul-08,113,6,294,78
26-Dec-07,14,33,28,10
06-Mar-08,8,11,51,133
24-May-08,131,32,134,42
29-Nov-07,17,11,8,27
15-Jul-08,275,6,6,36
12-Jul-08,135,26,6,70
21-Jan-08,66,9,77,7
08-Apr-08,7,6,22,270
12-Mar-08,139,9,7,14
09-Feb-08,9,119,16,55
02-Jul-08,35,88,186,108
13-Mar-08,6,6,6,6
26-Nov-07,6,11,10,7
09-Jan-08,6,2,26,6
17-Jul-08,82,6,26,65
01-Feb-08,6,6,8,11
19-Dec-07,8,76,66,13
28-Jun-08,86,174,34,33
05-Nov-07,6,11,6,6
30-Apr-08,88,45,47,200
19-Feb-08,6,8,7,6
02-May-08,8,89,34,277
10-Apr-08,14,7,20,6
20-Dec-07,214,25,149,6
06-Jun-08,45,93,56,60
02-Jun-08,100,42,60,67
24-Apr-08,15,193,91,25
29-May-08,48,23,95,102
27-Mar-08,182,11,747,7
23-Apr-08,9,33,80,1523
15-May-08,27,78,74,53
27-Feb-08,6,81,6,6
13-Jul-08,249,8,6,69
01-Jun-08,138,29,40,57
01-Nov-07,6,6,6,6
23-May-08,63,29,38,116
15-Jan-08,60,4,114,20
31-Jul-08,48,0,0,0
10-Dec-07,10,21,8,6
03-Aug-08,17,0,0,0
26-Apr-08,109,40,10,26
02-Nov-07,6,6,8,7
01-May-08,15,15,495,1173
04-Dec-07,25,14,28,8
