Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,69.37525176,-152.09031676,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1682,12.7553,109.8683,"INF",0
T,,69.37032312,-152.09632868,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3706,13.1259,110.2390,"INF",0
T,,69.37306208,-152.11209102,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4278,13.5538,110.6668,"INF",0
T,,69.37451927,-152.11450190,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1165,13.6703,110.7833,"INF",0
T,,69.37655632,-152.10542296,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2620,13.9323,111.0453,"INF",0
T,,69.37818141,-152.10317988,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1248,14.0571,111.1701,"INF",0
T,,69.38489531,-152.08465571,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.6468,14.7039,111.8169,"INF",0
T,,69.37805174,-152.16258234,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",1.9541,16.6580,113.7710,"INF",0
T,,69.37616724,-152.15191646,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2904,16.9484,114.0614,"INF",0
T,,69.37650293,-152.14938353,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0659,17.0142,114.1273,"INF",0
T,,69.37474055,-152.14364620,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1853,17.1995,114.3125,"INF",0
T,,69.37901306,-152.12791437,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4834,17.6830,114.7960,"INF",0
T,,69.38130182,-152.11236569,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4101,18.0930,115.2060,"INF",0
T,,69.38189694,-152.09234619,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4888,18.5818,115.6949,"INF",0
T,,69.38745112,-152.07495114,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5713,19.1531,116.2661,"INF",0
T,,69.38809963,-152.06398007,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2706,19.4237,116.5367,"INF",0
T,,69.39257045,-152.04719539,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5119,19.9356,117.0486,"INF",0
T,,69.39571375,-152.02731318,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5300,20.4656,117.5786,"INF",0
T,,69.39622496,-152.02587887,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0496,20.5153,117.6283,"INF",0
T,,69.39734646,-152.02552792,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0780,20.5932,117.7062,"INF",0
T,,69.40236663,-152.02664179,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3479,20.9411,118.0541,"INF",0
T,,69.40340423,-152.02622982,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0724,21.0135,118.1265,"INF",0
T,,69.40560909,-152.02032468,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2093,21.2228,118.3358,"INF",0
T,,69.40815727,-152.01855468,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1812,21.4041,118.5171,"INF",0
T,,69.40971371,-152.01937862,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1094,21.5135,118.6265,"INF",0
T,,69.40998076,-152.01596064,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0851,21.5985,118.7115,"INF",0
T,,69.41040035,-152.01739496,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0453,21.6439,118.7569,"INF",0
T,,69.41017907,-152.00913996,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2012,21.8450,118.9580,"INF",0
T,,69.41120904,-152.00009152,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2311,22.0761,119.1891,"INF",0
T,,69.43355553,-151.87167356,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",3.4799,25.5560,122.6690,"INF",0
T,,69.44113914,-151.81257628,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",1.5269,27.0829,124.1959,"INF",0
T,,69.44192503,-151.78768915,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.6063,27.6891,124.8021,"INF",0
T,,69.44478602,-151.76724242,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5340,28.2231,125.3361,"INF",0
T,,69.44426727,-151.74229427,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.6063,28.8294,125.9424,"INF",0
T,,69.44503019,-151.72825618,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3446,29.1740,126.2870,"INF",0
T,,69.44648738,-151.71841423,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2591,29.4331,126.5462,"INF",0
T,,69.44618220,-151.70065306,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4314,29.8645,126.9775,"INF",0
T,,69.44720454,-151.69187922,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2242,30.0887,127.2018,"INF",0
T,,69.44868461,-151.68675226,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1610,30.2498,127.3628,"INF",0
T,,69.40818015,-152.09625240,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",10.3281,40.5779,137.6909,"INF",0
T,,69.45070641,-151.67193599,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",10.7118,51.2897,148.4027,"INF",0
T,,69.45352172,-151.66841123,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2125,51.5022,148.6152,"INF",0
T,,69.45642848,-151.66670225,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2051,51.7073,148.8203,"INF",0
T,,69.45735167,-151.66691582,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0640,51.7713,148.8843,"INF",0
T,,69.45941160,-151.66491698,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1504,51.9216,149.0346,"INF",0
T,,69.46103660,-151.66731262,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1264,52.0480,149.1610,"INF",0
T,,69.46193690,-151.66717524,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0623,52.1103,149.2233,"INF",0
T,,69.46450805,-151.66186522,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2194,52.3297,149.4427,"INF",0
T,,69.47103119,-151.65402219,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4891,52.8188,149.9318,"INF",0
T,,69.47222896,-151.65574643,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0927,52.9115,150.0246,"INF",0
T,,69.47399134,-151.65554803,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1219,53.0334,150.1464,"INF",0
T,,69.47592161,-151.65379328,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1400,53.1734,150.2864,"INF",0
T,,69.47695920,-151.65040581,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1090,53.2823,150.3954,"INF",0
T,,69.47715752,-151.65211480,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0436,53.3260,150.4390,"INF",0
T,,69.47853081,-151.65051268,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1025,53.4285,150.5415,"INF",0
T,,69.48374938,-151.63212581,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5730,54.0014,151.1145,"INF",0
T,,69.48484037,-151.62017816,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2990,54.3004,151.4134,"INF",0
T,,69.48764035,-151.61386105,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2466,54.5470,151.6600,"INF",0
T,,69.48838801,-151.59727477,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4049,54.9519,152.0649,"INF",0
T,,69.48517607,-151.57185364,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.6543,55.6062,152.7192,"INF",0
T,,69.46681970,-151.58929436,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",1.3368,56.9430,154.0560,"INF",0
T,,69.47008512,-151.59577936,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2750,57.2180,154.3310,"INF",0
T,,69.46932220,-151.59442132,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0621,57.2801,154.3931,"INF",0
T,,69.46903990,-151.59513848,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0261,57.3062,154.4192,"INF",0
T,,69.47048184,-151.59838865,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1270,57.4332,154.5462,"INF",0
T,,69.47024530,-151.60328669,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1198,57.5530,154.6660,"INF",0
T,,69.46782678,-151.60121150,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1745,57.7275,154.8405,"INF",0
T,,69.46350097,-151.59312431,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3574,58.0849,155.1980,"INF",0
T,,69.46550743,-151.59056087,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1519,58.2369,155.3499,"INF",0
T,,69.46303552,-151.59286497,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1797,58.4166,155.5296,"INF",0
T,,69.46130365,-151.58798218,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1683,58.5849,155.6979,"INF",0
T,,69.46022029,-151.58795158,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0749,58.6597,155.7727,"INF",0
T,,69.46107483,-151.58773801,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0593,58.7190,155.8320,"INF",0
T,,69.45906065,-151.58772276,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1392,58.8582,155.9712,"INF",0
T,,69.45777127,-151.58862297,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0917,58.9499,156.0629,"INF",0
T,,69.45580286,-151.59544366,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2141,59.1640,156.2770,"INF",0
T,,69.45590202,-151.59962456,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1016,59.2656,156.3786,"INF",0
T,,69.45785517,-151.59776302,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1423,59.4079,156.5209,"INF",0
T,,69.45840452,-151.59883113,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0459,59.4538,156.5669,"INF",0
T,,69.46046446,-151.59533688,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1656,59.6195,156.7325,"INF",0
T,,69.46218870,-151.59408563,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1229,59.7424,156.8554,"INF",0
T,,69.46220395,-151.59503169,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0230,59.7654,156.8784,"INF",0
T,,69.46120449,-151.59466549,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0696,59.8350,156.9480,"INF",0
T,,69.46046446,-151.59555053,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0555,59.8904,157.0034,"INF",0
T,,69.46352385,-151.59947201,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2318,60.1222,157.2352,"INF",0
T,,69.46486663,-151.59889215,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0938,60.2160,157.3291,"INF",0
T,,69.46536250,-151.59761047,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0462,60.2623,157.3753,"INF",0
T,,69.46440118,-151.59436030,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1030,60.3653,157.4783,"INF",0
T,,69.46286771,-151.59298701,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1111,60.4764,157.5894,"INF",0
T,,69.46139518,-151.58798218,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1583,60.6347,157.7477,"INF",0
T,,69.45890039,-151.58773801,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1725,60.8072,157.9202,"INF",0
T,,69.45776364,-151.58866882,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0817,60.8889,158.0019,"INF",0
T,,69.45663451,-151.59417724,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1547,61.0436,158.1566,"INF",0
T,,69.45781703,-151.58850093,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1600,61.2036,158.3166,"INF",0
T,,69.45873259,-151.58778378,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0656,61.2692,158.3823,"INF",0
T,,69.46138755,-151.58792107,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1835,61.4527,158.5657,"INF",0
T,,69.46337122,-151.59317016,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1870,61.6397,158.7527,"INF",0
T,,69.46152493,-151.58804320,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1781,61.8178,158.9308,"INF",0
T,,69.45939635,-151.58767699,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1473,61.9652,159.0782,"INF",0
T,,69.45780178,-151.58860772,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1125,62.0776,159.1906,"INF",0
T,,69.45697021,-151.59358213,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1336,62.2112,159.3242,"INF",0
T,,69.45579523,-151.59556579,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0944,62.3056,159.4186,"INF",0
T,,69.45598600,-151.60385130,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2013,62.5069,159.6199,"INF",0
T,,69.45506282,-151.60379028,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0638,62.5707,159.6837,"INF",0
T,,69.45477289,-151.60075377,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0763,62.6470,159.7600,"INF",0
T,,69.45056149,-151.60511772,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3096,62.9566,160.0696,"INF",0
T,,69.45085905,-151.60414123,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0314,62.9880,160.1010,"INF",0
T,,69.44978331,-151.60465999,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0754,63.0634,160.1764,"INF",0
T,,69.44803619,-151.60719291,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1354,63.1988,160.3118,"INF",0
T,,69.44740294,-151.61137389,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1104,63.3093,160.4223,"INF",0
T,,69.44568632,-151.60945125,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1274,63.4367,160.5497,"INF",0
T,,69.44363401,-151.61137389,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1493,63.5860,160.6990,"INF",0
T,,69.44274134,-151.61125177,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0617,63.6477,160.7608,"INF",0
T,,69.44210809,-151.61419675,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0838,63.7315,160.8445,"INF",0
T,,69.44113914,-151.61366265,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0682,63.7997,160.9127,"INF",0
T,,69.43419641,-151.61973568,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5018,64.3015,161.4146,"INF",0
T,,69.44110100,-151.61373901,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4988,64.8003,161.9133,"INF",0
T,,69.44210046,-151.61421200,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0700,64.8703,161.9833,"INF",0
T,,69.44276422,-151.61122126,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0858,64.9562,162.0692,"INF",0
T,,69.44564818,-151.60948176,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2037,65.1598,162.2728,"INF",0
T,,69.44727318,-151.61140440,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1216,65.2814,162.3944,"INF",0
T,,69.44808958,-151.60858154,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0887,65.3701,162.4831,"INF",0
T,,69.45034783,-151.60720825,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1595,65.5297,162.6427,"INF",0
T,,69.45384979,-151.61701960,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3394,65.8690,162.9820,"INF",0
T,,69.45434567,-151.61460872,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0678,65.9368,163.0498,"INF",0
T,,69.45315544,-151.62486264,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2619,66.1987,163.3117,"INF",0
T,,69.45262905,-151.62599176,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0455,66.2442,163.3572,"INF",0
T,,69.45278160,-151.62527461,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0203,66.2645,163.3776,"INF",0
T,,69.45204156,-151.62547301,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0514,66.3159,163.4289,"INF",0
T,,69.45124051,-151.62974543,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1175,66.4334,163.5464,"INF",0
T,,69.45197292,-151.63745116,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1936,66.6270,163.7400,"INF",0
T,,69.44896691,-151.66984554,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.8126,67.4396,164.5526,"INF",0
T,,69.44927973,-151.67303461,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0803,67.5199,164.6329,"INF",0
T,,69.44823450,-151.67871092,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1555,67.6754,164.7884,"INF",0
T,,69.44892878,-151.67713922,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0613,67.7367,164.8497,"INF",0
T,,69.44906616,-151.67080686,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1539,67.8906,165.0036,"INF",0
T,,69.44891352,-151.60290523,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",1.6470,69.5375,166.6505,"INF",0
T,,69.44904327,-151.67236322,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",1.6847,71.2222,168.3352,"INF",0
T,,69.44042198,-151.75736996,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",2.1465,73.3687,170.4818,"INF",0
T,,69.44815823,-151.67837522,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",1.9896,75.3583,172.4713,"INF",0
T,,69.45079803,-151.67401118,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2109,75.5692,172.6822,"INF",0
T,,69.45027919,-151.65475460,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4684,76.0376,173.1506,"INF",0
T,,69.45190427,-151.63751218,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.4330,76.4706,173.5836,"INF",0
T,,69.45123288,-151.62815857,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2315,76.7021,173.8151,"INF",0
T,,69.45221708,-151.62512206,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1002,76.8023,173.9153,"INF",0
T,,69.45266719,-151.62562556,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0334,76.8357,173.9488,"INF",0
T,,69.45320128,-151.62463373,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0440,76.8798,173.9928,"INF",0
T,,69.45478815,-151.60183713,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.5636,77.4434,174.5564,"INF",0
T,,69.45510096,-151.60348509,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0454,77.4888,174.6018,"INF",0
T,,69.45594787,-151.60391232,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0594,77.5482,174.6612,"INF",0
T,,69.45614618,-151.60317991,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0224,77.5706,174.6837,"INF",0
T,,69.45577235,-151.59561155,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1853,77.7560,174.8690,"INF",0
T,,69.45893090,-151.56433105,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.7892,78.5451,175.6581,"INF",0
T,,69.45648951,-151.56161497,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1811,78.7262,175.8392,"INF",0
T,,69.45552056,-151.55677794,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1350,78.8613,175.9743,"INF",0
T,,69.45569607,-151.55526727,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0386,78.8998,176.0129,"INF",0
T,,69.45691673,-151.55621334,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0874,78.9872,176.1003,"INF",0
T,,69.45851893,-151.55374143,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1259,79.1131,176.2261,"INF",0
T,,69.45734404,-151.55587764,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0963,79.2094,176.3224,"INF",0
T,,69.45619958,-151.55583188,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0791,79.2885,176.4015,"INF",0
T,,69.45406336,-151.54901119,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2217,79.5102,176.6232,"INF",0
T,,69.45494841,-151.54637139,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0885,79.5987,176.7117,"INF",0
T,,69.45606991,-151.54589840,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0783,79.6770,176.7900,"INF",0
T,,69.45919795,-151.55125427,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2521,79.9292,177.0422,"INF",0
T,,69.45989985,-151.55383296,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0791,80.0083,177.1213,"INF",0
T,,69.45886225,-151.55673210,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1004,80.1087,177.2217,"INF",0
T,,69.45910642,-151.56222526,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1342,80.2429,177.3559,"INF",0
T,,69.45884700,-151.55689999,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1303,80.3733,177.4863,"INF",0
T,,69.45906065,-151.55543516,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0385,80.4117,177.5247,"INF",0
T,,69.45973204,-151.55534355,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0464,80.4582,177.5712,"INF",0
T,,69.46212005,-151.53038023,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.6272,81.0854,178.1984,"INF",0
T,,69.46407312,-151.52748101,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1521,81.2375,178.3505,"INF",0
T,,69.46353148,-151.52613823,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0496,81.2871,178.4001,"INF",0
T,,69.46234125,-151.52838131,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0986,81.3857,178.4987,"INF",0
T,,69.46378319,-151.51351928,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3738,81.7595,178.8725,"INF",0
T,,69.46317290,-151.52467341,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2736,82.0331,179.1461,"INF",0
T,,69.46401972,-151.52682488,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0784,82.1115,179.2245,"INF",0
T,,69.46440118,-151.52621459,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0302,82.1417,179.2547,"INF",0
T,,69.46530911,-151.52679437,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0643,82.2060,179.3190,"INF",0
T,,69.46321866,-151.52597043,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1458,82.3518,179.4648,"INF",0
T,,69.46393582,-151.52690124,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0544,82.4062,179.5193,"INF",0
T,,69.46128840,-151.52713006,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1830,82.5892,179.7023,"INF",0
T,,69.45845791,-151.52896117,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2005,82.7898,179.9028,"INF",0
T,,69.45664214,-151.52871701,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1256,82.9154,180.0284,"INF",0
T,,69.45587914,-151.53417966,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1426,83.0579,180.1710,"INF",0
T,,69.45700835,-151.54470817,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2669,83.3249,180.4379,"INF",0
T,,69.45839689,-151.54499810,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0962,83.4211,180.5341,"INF",0
T,,69.46029657,-151.54930112,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1677,83.5887,180.7017,"INF",0
T,,69.45997613,-151.55307004,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0940,83.6827,180.7958,"INF",0
T,,69.45564268,-151.54589840,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.3462,84.0290,181.1420,"INF",0
T,,69.45400997,-151.54948418,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1424,84.1714,181.2844,"INF",0
T,,69.45585625,-151.55525202,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1893,84.3607,181.4737,"INF",0
T,,69.45635221,-151.56155395,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1566,84.5173,181.6303,"INF",0
T,,69.45890039,-151.56428520,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1881,84.7054,181.8184,"INF",0
T,,69.45581811,-151.59527586,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.7810,85.4864,182.5994,"INF",0
T,,69.45618432,-151.60354611,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2021,85.6885,182.8015,"INF",0
T,,69.45502468,-151.60360713,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.0801,85.7686,182.8816,"INF",0
T,,69.45408625,-151.61529536,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2907,86.0594,183.1724,"INF",0
T,,69.45518486,-151.62330620,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2086,86.2679,183.3809,"INF",0
T,,69.45275109,-151.63131712,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2569,86.5249,183.6379,"INF",0
T,,69.45521537,-151.62269591,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.2696,86.7945,183.9075,"INF",0
T,,69.45378869,-151.61773676,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1555,86.9500,184.0630,"INF",0
T,,69.45244591,-151.62033079,12,31,1989,8,0,0,1e25,1e25,-20.600000,"SM",0.1121,87.0621,184.1751,"INF",0
