X,Y,LATITUDE,LONGITUDE,"Type",ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_2,ATTR_20,ATTR_21,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,Datum:,ZoneOffset:
387186.216,7833851.237,70.584221° N,150.041855° W,,T,1e25,-20.600000,SM,0.0296,1.4196,6.1099,3.551186,30,,,,,,8,19,2008,12,34,19,1e25,,
387189.965,7833801.632,70.583778° N,150.041687° W,,T,1e25,-20.600000,SM,0.0308,1.4504,6.1407,3.466627,32,,,,,,8,19,2008,12,34,51,1e25,,
387202.200,7833751.592,70.583336° N,150.041290° W,,T,1e25,-20.600000,SM,0.0319,1.4823,6.1726,3.589606,32,,,,,,8,19,2008,12,35,23,1e25,,
387203.262,7833693.603,70.582817° N,150.041183° W,,T,1e25,-20.600000,SM,0.0359,1.5182,6.2085,3.495544,37,,,,,,8,19,2008,12,36,0,1e25,,
387188.168,7833652.609,70.582443° N,150.041534° W,,T,1e25,-20.600000,SM,0.0271,1.5453,6.2356,3.358936,29,,,,,,8,19,2008,12,36,29,1e25,,
387207.573,7833609.886,70.582069° N,150.040955° W,,T,1e25,-20.600000,SM,0.0291,1.5743,6.2647,3.269412,32,,,,,,8,19,2008,12,37,1,1e25,,
387208.100,7833563.841,70.581657° N,150.040878° W,,T,1e25,-20.600000,SM,0.0285,1.6029,6.2932,3.422890,30,,,,,,8,19,2008,12,37,31,1e25,,
387221.721,7833518.852,70.581261° N,150.040451° W,,T,1e25,-20.600000,SM,0.0291,1.6320,6.3223,3.493717,30,,,,,,8,19,2008,12,38,1,1e25,,
387213.117,7833471.571,70.580833° N,150.040619° W,,T,1e25,-20.600000,SM,0.0298,1.6617,6.3521,3.349022,32,,,,,,8,19,2008,12,38,33,1e25,,
387214.703,7833412.703,70.580307° N,150.040497° W,,T,1e25,-20.600000,SM,0.0365,1.6982,6.3885,3.549162,37,,,,,,8,19,2008,12,39,10,1e25,,
387218.058,7833366.516,70.579895° N,150.040344° W,,T,1e25,-20.600000,SM,0.0287,1.7269,6.4172,3.560909,29,,,,,,8,19,2008,12,39,39,1e25,,
387223.637,7833319.375,70.579475° N,150.040131° W,,T,1e25,-20.600000,SM,0.0294,1.7563,6.4466,3.528480,30,,,,,,8,19,2008,12,40,9,1e25,,
387229.045,7833268.835,70.579025° N,150.039917° W,,T,1e25,-20.600000,SM,0.0315,1.7878,6.4781,3.542001,32,,,,,,8,19,2008,12,40,41,1e25,,
387231.580,7833217.578,70.578567° N,150.039780° W,,T,1e25,-20.600000,SM,0.0318,1.8196,6.5099,3.467909,33,,,,,,8,19,2008,12,41,14,1e25,,
387231.301,7833155.398,70.578011° N,150.039703° W,,T,1e25,-20.600000,SM,0.0385,1.8581,6.5484,3.649030,38,,,,,,8,19,2008,12,41,52,1e25,,
387236.795,7833106.558,70.577576° N,150.039490° W,,T,1e25,-20.600000,SM,0.0304,1.8885,6.5789,3.424930,32,,,,,,8,19,2008,12,42,24,1e25,,
387247.380,7833057.453,70.577141° N,150.039139° W,,T,1e25,-20.600000,SM,0.0311,1.9197,6.6100,3.394281,33,,,,,,8,19,2008,12,42,57,1e25,,
387248.998,7833010.510,70.576721° N,150.039032° W,,T,1e25,-20.600000,SM,0.0291,1.9488,6.6391,3.491409,30,,,,,,8,19,2008,12,43,27,1e25,,
387250.149,7832954.221,70.576218° N,150.038925° W,,T,1e25,-20.600000,SM,0.0349,1.9836,6.6739,3.587141,35,,,,,,8,19,2008,12,44,2,1e25,,
387252.901,7832907.203,70.575798° N,150.038788° W,,T,1e25,-20.600000,SM,0.0292,2.0128,6.7031,3.387983,31,,,,,,8,19,2008,12,44,33,1e25,,
387248.779,7832858.854,70.575363° N,150.038834° W,,T,1e25,-20.600000,SM,0.0301,2.0429,6.7332,3.279062,33,,,,,,8,19,2008,12,45,6,1e25,,
387249.692,7832820.465,70.575020° N,150.038757° W,,T,1e25,-20.600000,SM,0.0238,2.0667,6.7570,3.171464,27,,,,,,8,19,2008,12,45,33,1e25,,
387259.446,7832777.374,70.574638° N,150.038437° W,,T,1e25,-20.600000,SM,0.0274,2.0940,6.7843,3.397112,29,,,,,,8,19,2008,12,46,2,1e25,,
387265.695,7832720.830,70.574135° N,150.038193° W,,T,1e25,-20.600000,SM,0.0352,2.1293,6.8196,3.523842,36,,,,,,8,19,2008,12,46,38,1e25,,
387267.792,7832672.150,70.573700° N,150.038071° W,,T,1e25,-20.600000,SM,0.0302,2.1594,6.8498,3.395436,32,,,,,,8,19,2008,12,47,10,1e25,,
387276.203,7832624.869,70.573280° N,150.037781° W,,T,1e25,-20.600000,SM,0.0297,2.1892,6.8795,3.346558,32,,,,,,8,19,2008,12,47,42,1e25,,
387280.043,7832576.963,70.572853° N,150.037613° W,,T,1e25,-20.600000,SM,0.0298,2.2190,6.9093,3.457078,31,,,,,,8,19,2008,12,48,13,1e25,,
387284.762,7832523.894,70.572380° N,150.037415° W,,T,1e25,-20.600000,SM,0.0330,2.2520,6.9423,3.494413,34,,,,,,8,19,2008,12,48,47,1e25,,
387287.430,7832475.194,70.571945° N,150.037277° W,,T,1e25,-20.600000,SM,0.0302,2.2822,6.9725,3.508338,31,,,,,,8,19,2008,12,49,18,1e25,,
387289.373,7832377.968,70.571075° N,150.037094° W,,N,1e25,-20.600000,SM,0.0602,0.0000,7.0327,3.236677,67,,,ACTIVE LOG 006|Black|1,,,8,19,2008,12,50,25,1e25,,
387292.283,7832345.442,70.570785° N,150.036972° W,,T,1e25,-20.600000,SM,0.0202,0.0202,7.0529,3.034148,24,,,,,,8,19,2008,12,50,49,1e25,,
387290.553,7832299.520,70.570374° N,150.036957° W,,T,1e25,-20.600000,SM,0.0285,0.0487,7.0814,3.305797,31,,,,,,8,19,2008,12,51,20,1e25,,
387287.392,7832247.696,70.569908° N,150.036972° W,,T,1e25,-20.600000,SM,0.0322,0.0809,7.1136,3.308010,35,,,,,,8,19,2008,12,51,55,1e25,,
387297.278,7832207.154,70.569549° N,150.036652° W,,T,1e25,-20.600000,SM,0.0258,0.1067,7.1394,3.323176,28,,,,,,8,19,2008,12,52,23,1e25,,
387289.877,7832172.590,70.569237° N,150.036804° W,,T,1e25,-20.600000,SM,0.0219,0.1286,7.1613,3.153002,25,,,,,,8,19,2008,12,52,48,1e25,,
387297.412,7832130.463,70.568863° N,150.036545° W,,T,1e25,-20.600000,SM,0.0265,0.1551,7.1878,3.290683,29,,,,,,8,19,2008,12,53,17,1e25,,
387302.333,7832092.725,70.568527° N,150.036362° W,,T,1e25,-20.600000,SM,0.0236,0.1787,7.2114,3.143099,27,,,,,,8,19,2008,12,53,44,1e25,,
387307.877,7832044.734,70.568100° N,150.036148° W,,T,1e25,-20.600000,SM,0.0299,0.2086,7.2413,3.475069,31,,,,,,8,19,2008,12,54,15,1e25,,
387304.361,7831997.198,70.567673° N,150.036179° W,,T,1e25,-20.600000,SM,0.0295,0.2381,7.2709,3.428922,31,,,,,,8,19,2008,12,54,46,1e25,,
387307.685,7831950.170,70.567253° N,150.036026° W,,T,1e25,-20.600000,SM,0.0292,0.2673,7.3001,3.285335,32,,,,,,8,19,2008,12,55,18,1e25,,
387318.534,7831906.164,70.566864° N,150.035675° W,,T,1e25,-20.600000,SM,0.0281,0.2954,7.3281,3.484967,29,,,,,,8,19,2008,12,55,47,1e25,,
387318.940,7831857.579,70.566429° N,150.035599° W,,T,1e25,-20.600000,SM,0.0301,0.3255,7.3582,3.385866,32,,,,,,8,19,2008,12,56,19,1e25,,
387321.045,7831808.909,70.565994° N,150.035477° W,,T,1e25,-20.600000,SM,0.0302,0.3557,7.3884,3.504329,31,,,,,,8,19,2008,12,56,50,1e25,,
387321.497,7831761.173,70.565567° N,150.035400° W,,T,1e25,-20.600000,SM,0.0296,0.3853,7.4180,3.434005,31,,,,,,8,19,2008,12,57,21,1e25,,
387327.648,7831713.996,70.565147° N,150.035172° W,,T,1e25,-20.600000,SM,0.0295,0.4147,7.4474,3.422386,31,,,,,,8,19,2008,12,57,52,1e25,,
387336.065,7831666.713,70.564728° N,150.034882° W,,T,1e25,-20.600000,SM,0.0297,0.4445,7.4772,3.569738,30,,,,,,8,19,2008,12,58,22,1e25,,
387331.167,7831614.134,70.564255° N,150.034943° W,,T,1e25,-20.600000,SM,0.0327,0.4772,7.5099,3.463477,34,,,,,,8,19,2008,12,58,56,1e25,,
387324.132,7831564.207,70.563805° N,150.035065° W,,T,1e25,-20.600000,SM,0.0312,0.5084,7.5411,3.513552,32,,,,,,8,19,2008,12,59,28,1e25,,
387338.325,7831530.276,70.563507° N,150.034637° W,,T,1e25,-20.600000,SM,0.0228,0.5312,7.5639,3.280316,25,,,,,,8,19,2008,12,59,53,1e25,,
387360.019,7831487.442,70.563133° N,150.033997° W,,T,1e25,-20.600000,SM,0.0297,0.5609,7.5936,3.691465,29,,,,,,8,19,2008,13,0,22,1e25,,
387378.004,7831449.904,70.562805° N,150.033463° W,,T,1e25,-20.600000,SM,0.0258,0.5867,7.6194,3.200156,29,,,,,,8,19,2008,13,0,51,1e25,,
387396.176,7831438.764,70.562714° N,150.032959° W,,T,1e25,-20.600000,SM,0.0132,0.5999,7.6326,1.638120,29,,,,,,8,19,2008,13,1,20,1e25,,
387412.536,7831448.178,70.562805° N,150.032532° W,,T,1e25,-20.600000,SM,0.0117,0.6116,7.6443,1.357066,31,,,,,,8,19,2008,13,1,51,1e25,,
387405.897,7831462.991,70.562935° N,150.032730° W,,T,1e25,-20.600000,SM,0.0101,0.6216,7.6544,1.248041,29,,,,,,8,19,2008,13,2,20,1e25,,
387391.494,7831458.599,70.562889° N,150.033111° W,,T,1e25,-20.600000,SM,0.0093,0.6310,7.6637,1.290661,26,,,,,,8,19,2008,13,2,46,1e25,,
387390.202,7831444.173,70.562759° N,150.033127° W,,T,1e25,-20.600000,SM,0.0090,0.6399,7.6727,1.291957,25,,,,,,8,19,2008,13,3,11,1e25,,
387400.011,7831436.016,70.562691° N,150.032852° W,,T,1e25,-20.600000,SM,0.0079,0.6478,7.6806,1.353984,21,,,,,,8,19,2008,13,3,32,1e25,,
387418.382,7831440.210,70.562736° N,150.032364° W,,T,1e25,-20.600000,SM,0.0117,0.6595,7.6922,1.499747,28,,,,,,8,19,2008,13,4,0,1e25,,
387419.599,7831441.853,70.562752° N,150.032333° W,,T,1e25,-20.600000,SM,0.0013,0.6608,7.6935,2.279026,2,,,,,,8,19,2008,13,4,2,1e25,,
387414.220,7831459.168,70.562904° N,150.032501° W,,T,1e25,-20.600000,SM,0.0112,0.6720,7.7047,2.526818,16,,,,,,8,19,2008,13,4,18,1e25,,
387404.468,7831457.100,70.562881° N,150.032761° W,,T,1e25,-20.600000,SM,0.0062,0.6782,7.7109,3.173478,7,,,,,,8,19,2008,13,4,25,1e25,,
387338.970,7831429.697,70.562607° N,150.034485° W,,T,1e25,-20.600000,SM,0.0440,0.7221,7.7548,5.104222,31,,,,,,8,19,2008,13,4,56,1e25,,
387329.959,7831465.082,70.562920° N,150.034775° W,,T,1e25,-20.600000,SM,0.0226,0.7447,7.7775,3.392608,24,,,,,,8,19,2008,13,5,20,1e25,,
387346.745,7831517.067,70.563393° N,150.034393° W,,T,1e25,-20.600000,SM,0.0338,0.7786,7.8113,4.685116,26,,,,,,8,19,2008,13,5,46,1e25,,
387326.891,7831551.292,70.563690° N,150.034973° W,,T,1e25,-20.600000,SM,0.0245,0.8031,7.8358,3.528507,25,,,,,,8,19,2008,13,6,11,1e25,,
387340.478,7831584.696,70.563995° N,150.034653° W,,T,1e25,-20.600000,SM,0.0223,0.8254,7.8581,2.772775,29,,,,,,8,19,2008,13,6,40,1e25,,
387353.839,7831624.926,70.564362° N,150.034347° W,,T,1e25,-20.600000,SM,0.0263,0.8517,7.8844,3.375925,28,,,,,,8,19,2008,13,7,8,1e25,,
387351.787,7831663.371,70.564705° N,150.034454° W,,T,1e25,-20.600000,SM,0.0238,0.8755,7.9082,3.434144,25,,,,,,8,19,2008,13,7,33,1e25,,
387343.074,7831704.705,70.565071° N,150.034744° W,,T,1e25,-20.600000,SM,0.0262,0.9017,7.9344,3.364085,28,,,,,,8,19,2008,13,8,1,1e25,,
387327.438,7831743.829,70.565414° N,150.035217° W,,T,1e25,-20.600000,SM,0.0261,0.9278,7.9605,3.613248,26,,,,,,8,19,2008,13,8,27,1e25,,
387312.554,7831775.250,70.565689° N,150.035660° W,,T,1e25,-20.600000,SM,0.0215,0.9493,7.9820,3.229876,24,,,,,,8,19,2008,13,8,51,1e25,,
387301.425,7831870.381,70.566536° N,150.036087° W,,N,1e25,-20.600000,SM,0.0593,0.0000,8.0414,3.337226,64,,,ACTIVE LOG 007|Black|1,,,8,19,2008,13,9,55,1e25,,
387302.913,7831900.131,70.566803° N,150.036087° W,,T,1e25,-20.600000,SM,0.0185,0.0185,8.0598,3.163064,21,,,,,,8,19,2008,13,10,16,1e25,,
387320.572,7831912.886,70.566925° N,150.035629° W,,T,1e25,-20.600000,SM,0.0135,0.0319,8.0733,2.856228,17,,,,,,8,19,2008,13,10,33,1e25,,
387327.493,7831915.096,70.566948° N,150.035446° W,,T,1e25,-20.600000,SM,0.0045,0.0364,8.0778,3.237954,5,,,,,,8,19,2008,13,10,38,1e25,,
387332.375,7831944.667,70.567215° N,150.035355° W,,T,1e25,-20.600000,SM,0.0186,0.0550,8.0964,2.570543,26,,,,,,8,19,2008,13,11,4,1e25,,
387326.703,7831990.118,70.567619° N,150.035568° W,,T,1e25,-20.600000,SM,0.0284,0.0834,8.1247,3.191797,32,,,,,,8,19,2008,13,11,36,1e25,,
387323.609,7832030.318,70.567978° N,150.035706° W,,T,1e25,-20.600000,SM,0.0250,0.1083,8.1497,3.330073,27,,,,,,8,19,2008,13,12,3,1e25,,
387307.226,7832077.147,70.568390° N,150.036209° W,,T,1e25,-20.600000,SM,0.0307,0.1391,8.1804,3.456913,32,,,,,,8,19,2008,13,12,35,1e25,,
387296.859,7832119.416,70.568764° N,150.036545° W,,T,1e25,-20.600000,SM,0.0270,0.1660,8.2074,3.234878,30,,,,,,8,19,2008,13,13,5,1e25,,
387279.363,7832155.226,70.569077° N,150.037064° W,,T,1e25,-20.600000,SM,0.0247,0.1907,8.2321,3.417818,26,,,,,,8,19,2008,13,13,31,1e25,,
387280.570,7832202.028,70.569496° N,150.037094° W,,T,1e25,-20.600000,SM,0.0290,0.2197,8.2611,3.070580,34,,,,,,8,19,2008,13,14,5,1e25,,
387283.573,7832239.368,70.569832° N,150.037064° W,,T,1e25,-20.600000,SM,0.0232,0.2429,8.2843,3.093988,27,,,,,,8,19,2008,13,14,32,1e25,,
387279.290,7832289.851,70.570282° N,150.037247° W,,T,1e25,-20.600000,SM,0.0314,0.2743,8.3157,3.322914,34,,,,,,8,19,2008,13,15,6,1e25,,
387278.843,7832337.596,70.570709° N,150.037323° W,,T,1e25,-20.600000,SM,0.0296,0.3039,8.3452,3.327327,32,,,,,,8,19,2008,13,15,38,1e25,,
387282.228,7832382.584,70.571114° N,150.037292° W,,T,1e25,-20.600000,SM,0.0279,0.3318,8.3732,3.469185,29,,,,,,8,19,2008,13,16,7,1e25,,
387277.651,7832427.119,70.571510° N,150.037476° W,,T,1e25,-20.600000,SM,0.0277,0.3596,8.4009,3.565467,28,,,,,,8,19,2008,13,16,35,1e25,,
387271.021,7832476.015,70.571945° N,150.037720° W,,T,1e25,-20.600000,SM,0.0306,0.3901,8.4315,3.438561,32,,,,,,8,19,2008,13,17,7,1e25,,
387267.491,7832518.794,70.572327° N,150.037872° W,,T,1e25,-20.600000,SM,0.0266,0.4167,8.4581,3.300645,29,,,,,,8,19,2008,13,17,36,1e25,,
387265.996,7832568.296,70.572769° N,150.037979° W,,T,1e25,-20.600000,SM,0.0307,0.4474,8.4887,3.562460,31,,,,,,8,19,2008,13,18,7,1e25,,
387260.547,7832617.985,70.573212° N,150.038193° W,,T,1e25,-20.600000,SM,0.0310,0.4784,8.5197,3.377850,33,,,,,,8,19,2008,13,18,40,1e25,,
387257.747,7832664.135,70.573624° N,150.038330° W,,T,1e25,-20.600000,SM,0.0286,0.5070,8.5484,3.325840,31,,,,,,8,19,2008,13,19,11,1e25,,
387255.434,7832708.556,70.574020° N,150.038452° W,,T,1e25,-20.600000,SM,0.0276,0.5345,8.5759,3.306420,30,,,,,,8,19,2008,13,19,41,1e25,,
387261.776,7832755.952,70.574448° N,150.038345° W,,T,1e25,-20.600000,SM,0.0296,0.5642,8.6055,3.439773,31,,,,,,8,19,2008,13,20,12,1e25,,
387263.849,7832808.682,70.574921° N,150.038361° W,,T,1e25,-20.600000,SM,0.0327,0.5969,8.6382,3.461103,34,,,,,,8,19,2008,13,20,46,1e25,,
387256.528,7832855.059,70.575333° N,150.038620° W,,T,1e25,-20.600000,SM,0.0291,0.6259,8.6673,3.489830,30,,,,,,8,19,2008,13,21,16,1e25,,
387259.659,7832894.948,70.575691° N,150.038589° W,,T,1e25,-20.600000,SM,0.0248,0.6507,8.6921,3.186677,28,,,,,,8,19,2008,13,21,44,1e25,,
387246.597,7832939.908,70.576088° N,150.039001° W,,T,1e25,-20.600000,SM,0.0290,0.6797,8.7211,3.479869,30,,,,,,8,19,2008,13,22,14,1e25,,
387241.853,7832981.043,70.576454° N,150.039185° W,,T,1e25,-20.600000,SM,0.0256,0.7054,8.7467,3.297804,28,,,,,,8,19,2008,13,22,42,1e25,,
387235.750,7833029.072,70.576881° N,150.039413° W,,T,1e25,-20.600000,SM,0.0300,0.7354,8.7767,3.373770,32,,,,,,8,19,2008,13,23,14,1e25,,
387245.106,7833068.650,70.577240° N,150.039215° W,,T,1e25,-20.600000,SM,0.0252,0.7606,8.8019,3.022946,30,,,,,,8,19,2008,13,23,44,1e25,,
387255.669,7833075.788,70.577309° N,150.038940° W,,T,1e25,-20.600000,SM,0.0079,0.7684,8.8098,3.157227,9,,,,,,8,19,2008,13,23,53,1e25,,
387253.922,7833120.181,70.577705° N,150.039047° W,,T,1e25,-20.600000,SM,0.0275,0.7960,8.8373,3.002181,33,,,,,,8,19,2008,13,24,26,1e25,,
387239.604,7833162.649,70.578079° N,150.039490° W,,T,1e25,-20.600000,SM,0.0278,0.8237,8.8651,3.330959,30,,,,,,8,19,2008,13,24,56,1e25,,
387222.681,7833198.432,70.578392° N,150.039993° W,,T,1e25,-20.600000,SM,0.0245,0.8482,8.8896,3.268690,27,,,,,,8,19,2008,13,25,23,1e25,,
387207.969,7833244.326,70.578796° N,150.040451° W,,T,1e25,-20.600000,SM,0.0299,0.8781,8.9194,3.256488,33,,,,,,8,19,2008,13,25,56,1e25,,
387213.150,7833279.854,70.579117° N,150.040359° W,,T,1e25,-20.600000,SM,0.0222,0.9003,8.9417,3.079374,26,,,,,,8,19,2008,13,26,22,1e25,,
387230.155,7833325.012,70.579529° N,150.039963° W,,T,1e25,-20.600000,SM,0.0299,0.9302,8.9716,3.362393,32,,,,,,8,19,2008,13,26,54,1e25,,
387240.373,7833370.509,70.579941° N,150.039749° W,,T,1e25,-20.600000,SM,0.0289,0.9591,9.0005,3.466142,30,,,,,,8,19,2008,13,27,24,1e25,,
387228.928,7833413.695,70.580322° N,150.040115° W,,T,1e25,-20.600000,SM,0.0277,0.9868,9.0281,3.320637,30,,,,,,8,19,2008,13,27,54,1e25,,
387207.526,7833450.554,70.580643° N,150.040741° W,,T,1e25,-20.600000,SM,0.0264,1.0132,9.0545,3.519466,27,,,,,,8,19,2008,13,28,21,1e25,,
387198.130,7833489.368,70.580986° N,150.041046° W,,T,1e25,-20.600000,SM,0.0247,1.0379,9.0793,3.070629,29,,,,,,8,19,2008,13,28,50,1e25,,
387204.914,7833534.185,70.581390° N,150.040924° W,,T,1e25,-20.600000,SM,0.0281,1.0660,9.1073,3.369350,30,,,,,,8,19,2008,13,29,20,1e25,,
387210.180,7833571.413,70.581726° N,150.040832° W,,T,1e25,-20.600000,SM,0.0233,1.0893,9.1306,3.224688,26,,,,,,8,19,2008,13,29,46,1e25,,
387212.181,7833611.360,70.582085° N,150.040832° W,,T,1e25,-20.600000,SM,0.0248,1.1140,9.1554,3.303379,27,,,,,,8,19,2008,13,30,13,1e25,,
387228.363,7833651.447,70.582451° N,150.040451° W,,T,1e25,-20.600000,SM,0.0268,1.1408,9.1822,3.109541,31,,,,,,8,19,2008,13,30,44,1e25,,
387224.230,7833693.405,70.582825° N,150.040619° W,,T,1e25,-20.600000,SM,0.0261,1.1669,9.2083,3.241910,29,,,,,,8,19,2008,13,31,13,1e25,,
387201.008,7833727.800,70.583122° N,150.041290° W,,T,1e25,-20.600000,SM,0.0257,1.1926,9.2340,3.426707,27,,,,,,8,19,2008,13,31,40,1e25,,
387190.866,7833774.317,70.583534° N,150.041626° W,,T,1e25,-20.600000,SM,0.0295,1.2221,9.2635,3.317658,32,,,,,,8,19,2008,13,32,12,1e25,,
387181.205,7833819.108,70.583931° N,150.041946° W,,T,1e25,-20.600000,SM,0.0284,1.2505,9.2919,3.523202,29,,,,,,8,19,2008,13,32,41,1e25,,
387179.289,7833860.102,70.584297° N,150.042053° W,,T,1e25,-20.600000,SM,0.0254,1.2759,9.3173,3.519850,26,,,,,,8,19,2008,13,33,7,1e25,,
387189.562,7833895.375,70.584618° N,150.041824° W,,T,1e25,-20.600000,SM,0.0228,1.2987,9.3400,3.034129,27,,,,,,8,19,2008,13,33,34,1e25,,
387183.859,7833939.967,70.585014° N,150.042038° W,,T,1e25,-20.600000,SM,0.0278,1.3265,9.3679,3.233750,31,,,,,,8,19,2008,13,34,5,1e25,,
387188.691,7833979.772,70.585373° N,150.041962° W,,T,1e25,-20.600000,SM,0.0248,1.3514,9.3927,3.311645,27,,,,,,8,19,2008,13,34,32,1e25,,
387186.338,7834023.344,70.585762° N,150.042084° W,,T,1e25,-20.600000,SM,0.0270,1.3784,9.4198,3.475197,28,,,,,,8,19,2008,13,35,0,1e25,,
387176.807,7834070.693,70.586182° N,150.042404° W,,T,1e25,-20.600000,SM,0.0299,1.4083,9.4497,3.474176,31,,,,,,8,19,2008,13,35,31,1e25,,
387169.157,7834110.271,70.586533° N,150.042664° W,,T,1e25,-20.600000,SM,0.0250,1.4333,9.4746,3.595543,25,,,,,,8,19,2008,13,35,56,1e25,,
387160.149,7834156.732,70.586945° N,150.042969° W,,T,1e25,-20.600000,SM,0.0293,1.4626,9.5040,3.517750,30,,,,,,8,19,2008,13,36,26,1e25,,
387161.544,7834195.857,70.587295° N,150.042984° W,,T,1e25,-20.600000,SM,0.0243,1.4869,9.5282,3.233449,27,,,,,,8,19,2008,13,36,53,1e25,,
387183.996,7834225.407,70.587570° N,150.042419° W,,T,1e25,-20.600000,SM,0.0230,1.5098,9.5512,3.182313,26,,,,,,8,19,2008,13,37,19,1e25,,
387164.260,7834261.333,70.587883° N,150.042999° W,,T,1e25,-20.600000,SM,0.0254,1.5352,9.5766,3.151239,29,,,,,,8,19,2008,13,37,48,1e25,,
387158.167,7834264.194,70.587906° N,150.043167° W,,T,1e25,-20.600000,SM,0.0042,1.5394,9.5807,3.000229,5,,,,,,8,19,2008,13,37,53,1e25,,
387151.512,7834267.083,70.587929° N,150.043350° W,,T,1e25,-20.600000,SM,0.0045,1.5439,9.5852,4.042139,4,,,,,,8,19,2008,13,37,57,1e25,,
387150.421,7834267.990,70.587936° N,150.043381° W,,T,1e25,-20.600000,SM,0.0009,1.5448,9.5861,1.580852,2,,,,,,8,19,2008,13,37,59,1e25,,
387138.994,7834300.091,70.588219° N,150.043732° W,,T,1e25,-20.600000,SM,0.0211,1.5659,9.6072,2.922172,26,,,,,,8,19,2008,13,38,25,1e25,,
387137.958,7834335.930,70.588539° N,150.043808° W,,T,1e25,-20.600000,SM,0.0222,1.5881,9.6294,3.198162,25,,,,,,8,19,2008,13,38,50,1e25,,
387145.830,7834379.842,70.588936° N,150.043655° W,,T,1e25,-20.600000,SM,0.0276,1.6157,9.6571,3.108778,32,,,,,,8,19,2008,13,39,22,1e25,,
387145.115,7834399.470,70.589111° N,150.043701° W,,T,1e25,-20.600000,SM,0.0122,1.6279,9.6692,2.920018,15,,,,,,8,19,2008,13,39,37,1e25,,
387146.777,7834432.619,70.589409° N,150.043701° W,,T,1e25,-20.600000,SM,0.0206,1.6484,9.6898,2.960532,25,,,,,,8,19,2008,13,40,2,1e25,,
387153.367,7834451.039,70.589577° N,150.043549° W,,T,1e25,-20.600000,SM,0.0121,1.6605,9.7019,3.115902,14,,,,,,8,19,2008,13,40,16,1e25,,
387147.540,7834493.081,70.589951° N,150.043762° W,,T,1e25,-20.600000,SM,0.0263,1.6868,9.7282,3.154937,30,,,,,,8,19,2008,13,40,46,1e25,,
387134.590,7834528.666,70.590263° N,150.044159° W,,T,1e25,-20.600000,SM,0.0235,1.7103,9.7517,3.247536,26,,,,,,8,19,2008,13,41,12,1e25,,
387124.199,7834570.087,70.590630° N,150.044495° W,,T,1e25,-20.600000,SM,0.0265,1.7367,9.7781,3.400759,28,,,,,,8,19,2008,13,41,40,1e25,,
387133.809,7834614.762,70.591034° N,150.044296° W,,T,1e25,-20.600000,SM,0.0283,1.7650,9.8064,3.287191,31,,,,,,8,19,2008,13,42,11,1e25,,
387141.592,7834656.974,70.591415° N,150.044144° W,,T,1e25,-20.600000,SM,0.0266,1.7916,9.8330,3.300591,29,,,,,,8,19,2008,13,42,40,1e25,,
387136.206,7834696.439,70.591766° N,150.044342° W,,T,1e25,-20.600000,SM,0.0247,1.8163,9.8577,3.416141,26,,,,,,8,19,2008,13,43,6,1e25,,
387125.475,7834731.062,70.592072° N,150.044678° W,,T,1e25,-20.600000,SM,0.0225,1.8388,9.8801,3.232899,25,,,,,,8,19,2008,13,43,31,1e25,,
387111.437,7834767.554,70.592392° N,150.045105° W,,T,1e25,-20.600000,SM,0.0242,1.8630,9.9043,3.353056,26,,,,,,8,19,2008,13,43,57,1e25,,
387107.950,7834777.099,70.592476° N,150.045212° W,,T,1e25,-20.600000,SM,0.0063,1.8693,9.9106,3.237033,7,,,,,,8,19,2008,13,44,4,1e25,,
387102.650,7834818.264,70.592842° N,150.045410° W,,T,1e25,-20.600000,SM,0.0257,1.8950,9.9363,3.085049,30,,,,,,8,19,2008,13,44,34,1e25,,
387106.563,7834862.373,70.593239° N,150.045364° W,,T,1e25,-20.600000,SM,0.0274,1.9224,9.9638,3.526783,28,,,,,,8,19,2008,13,45,2,1e25,,
387109.048,7834900.592,70.593582° N,150.045349° W,,T,1e25,-20.600000,SM,0.0237,1.9461,9.9875,3.284849,26,,,,,,8,19,2008,13,45,28,1e25,,
387129.138,7834939.631,70.593941° N,150.044861° W,,T,1e25,-20.600000,SM,0.0272,1.9733,10.0147,3.375671,29,,,,,,8,19,2008,13,45,57,1e25,,
387129.628,7834971.986,70.594231° N,150.044891° W,,T,1e25,-20.600000,SM,0.0200,1.9934,10.0347,2.577147,28,,,,,,8,19,2008,13,46,25,1e25,,
387110.122,7835001.086,70.594482° N,150.045456° W,,T,1e25,-20.600000,SM,0.0217,2.0151,10.0564,3.395690,23,,,,,,8,19,2008,13,46,48,1e25,,
387096.430,7835044.375,70.594864° N,150.045883° W,,T,1e25,-20.600000,SM,0.0281,2.0432,10.0845,3.265777,31,,,,,,8,19,2008,13,47,19,1e25,,
387083.517,7835091.885,70.595283° N,150.046295° W,,T,1e25,-20.600000,SM,0.0305,2.0737,10.1150,3.326718,33,,,,,,8,19,2008,13,47,52,1e25,,
387092.035,7835137.468,70.595695° N,150.046127° W,,T,1e25,-20.600000,SM,0.0287,2.1024,10.1438,3.231437,32,,,,,,8,19,2008,13,48,24,1e25,,
