X,Y,LATITUDE,LONGITUDE,"Type",ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_2,ATTR_20,ATTR_21,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,Datum:,ZoneOffset:
386935.345,7834623.874,70.591026° N,150.049652° W,,T,1e25,-20.600000,SM,0.0028,0.3266,4.5931,0.319145,32,,,,,,8,19,2008,11,26,11,1e25,,
386932.306,7834619.768,70.590988° N,150.049728° W,,T,1e25,-20.600000,SM,0.0032,0.3297,4.5962,0.392767,29,,,,,,8,19,2008,11,26,40,1e25,,
386928.744,7834616.540,70.590958° N,150.049820° W,,T,1e25,-20.600000,SM,0.0030,0.3327,4.5992,0.369516,29,,,,,,8,19,2008,11,27,9,1e25,,
386925.093,7834611.603,70.590912° N,150.049912° W,,T,1e25,-20.600000,SM,0.0038,0.3365,4.6030,0.488911,28,,,,,,8,19,2008,11,27,37,1e25,,
386921.446,7834606.674,70.590866° N,150.050003° W,,T,1e25,-20.600000,SM,0.0038,0.3403,4.6068,0.488154,28,,,,,,8,19,2008,11,28,5,1e25,,
386917.799,7834601.747,70.590820° N,150.050095° W,,T,1e25,-20.600000,SM,0.0038,0.3441,4.6106,0.546733,25,,,,,,8,19,2008,11,28,30,1e25,,
386915.890,7834597.583,70.590782° N,150.050140° W,,T,1e25,-20.600000,SM,0.0028,0.3469,4.6134,0.425527,24,,,,,,8,19,2008,11,28,54,1e25,,
386912.243,7834592.655,70.590736° N,150.050232° W,,T,1e25,-20.600000,SM,0.0038,0.3507,4.6172,0.471322,29,,,,,,8,19,2008,11,29,23,1e25,,
386909.115,7834586.849,70.590683° N,150.050308° W,,T,1e25,-20.600000,SM,0.0041,0.3548,4.6213,0.445583,33,,,,,,8,19,2008,11,29,56,1e25,,
386907.728,7834581.808,70.590637° N,150.050339° W,,T,1e25,-20.600000,SM,0.0032,0.3581,4.6246,0.466379,25,,,,,,8,19,2008,11,30,21,1e25,,
386907.386,7834575.001,70.590576° N,150.050339° W,,T,1e25,-20.600000,SM,0.0042,0.3623,4.6288,0.562918,27,,,,,,8,19,2008,11,30,48,1e25,,
386907.695,7834569.874,70.590530° N,150.050323° W,,T,1e25,-20.600000,SM,0.0032,0.3655,4.6320,0.440503,26,,,,,,8,19,2008,11,31,14,1e25,,
386909.220,7834566.390,70.590500° N,150.050278° W,,T,1e25,-20.600000,SM,0.0024,0.3678,4.6343,0.302841,28,,,,,,8,19,2008,11,31,42,1e25,,
386912.443,7834562.821,70.590469° N,150.050186° W,,T,1e25,-20.600000,SM,0.0030,0.3708,4.6373,0.315323,34,,,,,,8,19,2008,11,32,16,1e25,,
386912.220,7834569.647,70.590530° N,150.050201° W,,T,1e25,-20.600000,SM,0.0042,0.3750,4.6415,0.208633,73,,,,,,8,19,2008,11,33,29,1e25,,
386908.474,7834574.094,70.590568° N,150.050308° W,,T,1e25,-20.600000,SM,0.0036,0.3786,4.6451,0.418141,31,,,,,,8,19,2008,11,34,0,1e25,,
386908.645,7834577.503,70.590599° N,150.050308° W,,T,1e25,-20.600000,SM,0.0021,0.3807,4.6472,0.317076,24,,,,,,8,19,2008,11,34,24,1e25,,
386912.039,7834577.332,70.590599° N,150.050217° W,,T,1e25,-20.600000,SM,0.0021,0.3828,4.6493,0.302909,25,,,,,,8,19,2008,11,34,49,1e25,,
386914.608,7834572.082,70.590553° N,150.050140° W,,T,1e25,-20.600000,SM,0.0036,0.3865,4.6530,0.465396,28,,,,,,8,19,2008,11,35,17,1e25,,
386912.528,7834564.520,70.590485° N,150.050186° W,,T,1e25,-20.600000,SM,0.0049,0.3913,4.6578,0.603076,29,,,,,,8,19,2008,11,35,46,1e25,,
386909.838,7834556.137,70.590408° N,150.050247° W,,T,1e25,-20.600000,SM,0.0055,0.3968,4.6633,0.755124,26,,,,,,8,19,2008,11,36,12,1e25,,
386906.755,7834551.180,70.590363° N,150.050323° W,,T,1e25,-20.600000,SM,0.0036,0.4004,4.6669,0.500495,26,,,,,,8,19,2008,11,36,38,1e25,,
386903.108,7834546.253,70.590317° N,150.050415° W,,T,1e25,-20.600000,SM,0.0038,0.4042,4.6707,0.546737,25,,,,,,8,19,2008,11,37,3,1e25,,
386899.461,7834541.324,70.590271° N,150.050507° W,,T,1e25,-20.600000,SM,0.0038,0.4080,4.6745,0.546738,25,,,,,,8,19,2008,11,37,28,1e25,,
386895.245,7834536.416,70.590225° N,150.050613° W,,T,1e25,-20.600000,SM,0.0040,0.4120,4.6785,0.497431,29,,,,,,8,19,2008,11,37,57,1e25,,
386892.248,7834533.159,70.590195° N,150.050690° W,,T,1e25,-20.600000,SM,0.0027,0.4147,4.6812,0.469826,21,,,,,,8,19,2008,11,38,18,1e25,,
386882.082,7834522.595,70.590095° N,150.050949° W,,N,1e25,-20.600000,SM,0.0091,0.0000,4.6903,0.487802,67,,,ACTIVE LOG 005|Black|1,,,8,19,2008,11,39,25,1e25,,
386878.477,7834518.518,70.590057° N,150.051041° W,,T,1e25,-20.600000,SM,0.0034,0.0034,4.6937,0.485358,25,,,,,,8,19,2008,11,39,50,1e25,,
386875.523,7834516.110,70.590034° N,150.051117° W,,T,1e25,-20.600000,SM,0.0024,0.0057,4.6960,0.314595,27,,,,,,8,19,2008,11,40,17,1e25,,
386872.003,7834513.732,70.590012° N,150.051208° W,,T,1e25,-20.600000,SM,0.0026,0.0084,4.6987,0.364149,26,,,,,,8,19,2008,11,40,43,1e25,,
386868.396,7834509.654,70.589973° N,150.051300° W,,T,1e25,-20.600000,SM,0.0034,0.0117,4.7020,0.418562,29,,,,,,8,19,2008,11,41,12,1e25,,
386865.356,7834505.548,70.589935° N,150.051376° W,,T,1e25,-20.600000,SM,0.0032,0.0149,4.7052,0.455617,25,,,,,,8,19,2008,11,41,37,1e25,,
386861.837,7834503.168,70.589912° N,150.051468° W,,T,1e25,-20.600000,SM,0.0026,0.0175,4.7078,0.364150,26,,,,,,8,19,2008,11,42,3,1e25,,
386858.840,7834499.903,70.589882° N,150.051544° W,,T,1e25,-20.600000,SM,0.0027,0.0203,4.7106,0.380095,26,,,,,,8,19,2008,11,42,29,1e25,,
386855.797,7834495.796,70.589844° N,150.051620° W,,T,1e25,-20.600000,SM,0.0032,0.0234,4.7137,0.474761,24,,,,,,8,19,2008,11,42,53,1e25,,
386852.757,7834491.689,70.589806° N,150.051697° W,,T,1e25,-20.600000,SM,0.0032,0.0266,4.7169,0.406802,28,,,,,,8,19,2008,11,43,21,1e25,,
386849.238,7834489.311,70.589783° N,150.051788° W,,T,1e25,-20.600000,SM,0.0026,0.0292,4.7195,0.364151,26,,,,,,8,19,2008,11,43,47,1e25,,
386845.111,7834486.111,70.589752° N,150.051895° W,,T,1e25,-20.600000,SM,0.0032,0.0325,4.7228,0.388030,30,,,,,,8,19,2008,11,44,17,1e25,,
386841.023,7834483.761,70.589729° N,150.052002° W,,T,1e25,-20.600000,SM,0.0029,0.0354,4.7257,0.350296,30,,,,,,8,19,2008,11,44,47,1e25,,
386838.069,7834481.355,70.589706° N,150.052078° W,,T,1e25,-20.600000,SM,0.0024,0.0377,4.7281,0.314597,27,,,,,,8,19,2008,11,45,14,1e25,,
386835.072,7834478.098,70.589676° N,150.052154° W,,T,1e25,-20.600000,SM,0.0027,0.0405,4.7308,0.428976,23,,,,,,8,19,2008,11,45,37,1e25,,
386831.467,7834474.020,70.589638° N,150.052246° W,,T,1e25,-20.600000,SM,0.0034,0.0439,4.7342,0.433359,28,,,,,,8,19,2008,11,46,5,1e25,,
386828.424,7834469.913,70.589600° N,150.052322° W,,T,1e25,-20.600000,SM,0.0032,0.0470,4.7373,0.455773,25,,,,,,8,19,2008,11,46,30,1e25,,
386824.862,7834466.685,70.589569° N,150.052414° W,,T,1e25,-20.600000,SM,0.0030,0.0500,4.7403,0.446514,24,,,,,,8,19,2008,11,46,54,1e25,,
386821.865,7834463.419,70.589538° N,150.052490° W,,T,1e25,-20.600000,SM,0.0027,0.0527,4.7431,0.380097,26,,,,,,8,19,2008,11,47,20,1e25,,
386818.911,7834461.011,70.589516° N,150.052566° W,,T,1e25,-20.600000,SM,0.0024,0.0551,4.7454,0.339767,25,,,,,,8,19,2008,11,47,45,1e25,,
386814.780,7834457.812,70.589485° N,150.052673° W,,T,1e25,-20.600000,SM,0.0032,0.0583,4.7486,0.415938,28,,,,,,8,19,2008,11,48,13,1e25,,
386811.261,7834455.433,70.589462° N,150.052765° W,,T,1e25,-20.600000,SM,0.0026,0.0610,4.7513,0.338144,28,,,,,,8,19,2008,11,48,41,1e25,,
386806.611,7834453.112,70.589439° N,150.052887° W,,T,1e25,-20.600000,SM,0.0032,0.0642,4.7545,0.386106,30,,,,,,8,19,2008,11,49,11,1e25,,
386803.092,7834450.734,70.589416° N,150.052978° W,,T,1e25,-20.600000,SM,0.0026,0.0668,4.7571,0.350668,27,,,,,,8,19,2008,11,49,38,1e25,,
386798.961,7834447.534,70.589386° N,150.053085° W,,T,1e25,-20.600000,SM,0.0032,0.0700,4.7604,0.388210,30,,,,,,8,19,2008,11,50,8,1e25,,
386796.007,7834445.126,70.589363° N,150.053162° W,,T,1e25,-20.600000,SM,0.0024,0.0724,4.7627,0.303365,28,,,,,,8,19,2008,11,50,36,1e25,,
386791.314,7834441.955,70.589333° N,150.053284° W,,T,1e25,-20.600000,SM,0.0035,0.0759,4.7662,0.407229,31,,,,,,8,19,2008,11,51,7,1e25,,
386787.749,7834438.727,70.589302° N,150.053375° W,,T,1e25,-20.600000,SM,0.0030,0.0789,4.7692,0.382903,28,,,,,,8,19,2008,11,51,35,1e25,,
386784.144,7834434.648,70.589264° N,150.053467° W,,T,1e25,-20.600000,SM,0.0034,0.0823,4.7726,0.418418,29,,,,,,8,19,2008,11,52,4,1e25,,
386780.539,7834430.571,70.589226° N,150.053558° W,,T,1e25,-20.600000,SM,0.0034,0.0856,4.7759,0.418419,29,,,,,,8,19,2008,11,52,33,1e25,,
386779.066,7834423.820,70.589165° N,150.053589° W,,T,1e25,-20.600000,SM,0.0043,0.0899,4.7802,0.700301,22,,,,,,8,19,2008,11,52,55,1e25,,
386776.026,7834419.715,70.589127° N,150.053665° W,,T,1e25,-20.600000,SM,0.0032,0.0931,4.7834,0.474607,24,,,,,,8,19,2008,11,53,19,1e25,,
386773.634,7834417.279,70.589104° N,150.053726° W,,T,1e25,-20.600000,SM,0.0021,0.0952,4.7855,0.292687,26,,,,,,8,19,2008,11,53,45,1e25,,
386770.551,7834412.323,70.589058° N,150.053802° W,,T,1e25,-20.600000,SM,0.0036,0.0988,4.7891,0.419776,31,,,,,,8,19,2008,11,54,16,1e25,,
386767.511,7834408.217,70.589020° N,150.053879° W,,T,1e25,-20.600000,SM,0.0032,0.1020,4.7923,0.438099,26,,,,,,8,19,2008,11,54,42,1e25,,
386765.037,7834404.081,70.588982° N,150.053940° W,,T,1e25,-20.600000,SM,0.0030,0.1050,4.7953,0.429759,25,,,,,,8,19,2008,11,55,7,1e25,,
386762.605,7834400.796,70.588951° N,150.054001° W,,T,1e25,-20.600000,SM,0.0025,0.1075,4.7978,0.350480,26,,,,,,8,19,2008,11,55,33,1e25,,
386760.127,7834396.661,70.588913° N,150.054062° W,,T,1e25,-20.600000,SM,0.0030,0.1105,4.8008,0.398046,27,,,,,,8,19,2008,11,56,0,1e25,,
386758.260,7834393.348,70.588882° N,150.054108° W,,T,1e25,-20.600000,SM,0.0024,0.1128,4.8031,0.339188,25,,,,,,8,19,2008,11,56,25,1e25,,
386755.785,7834389.204,70.588844° N,150.054169° W,,T,1e25,-20.600000,SM,0.0030,0.1158,4.8061,0.358747,30,,,,,,8,19,2008,11,56,55,1e25,,
386753.790,7834383.342,70.588791° N,150.054214° W,,T,1e25,-20.600000,SM,0.0038,0.1197,4.8100,0.431533,32,,,,,,8,19,2008,11,57,27,1e25,,
386751.838,7834378.329,70.588745° N,150.054260° W,,T,1e25,-20.600000,SM,0.0033,0.1230,4.8133,0.352814,34,,,,,,8,19,2008,11,58,1,1e25,,
386750.451,7834373.287,70.588699° N,150.054291° W,,T,1e25,-20.600000,SM,0.0032,0.1262,4.8165,0.376114,31,,,,,,8,19,2008,11,58,32,1e25,,
386747.976,7834369.152,70.588661° N,150.054352° W,,T,1e25,-20.600000,SM,0.0030,0.1292,4.8195,0.383715,28,,,,,,8,19,2008,11,59,0,1e25,,
386745.978,7834363.290,70.588608° N,150.054398° W,,T,1e25,-20.600000,SM,0.0038,0.1330,4.8234,0.394599,35,,,,,,8,19,2008,11,59,35,1e25,,
386745.156,7834358.220,70.588562° N,150.054413° W,,T,1e25,-20.600000,SM,0.0032,0.1362,4.8265,0.424189,27,,,,,,8,19,2008,12,0,2,1e25,,
386742.767,7834355.785,70.588539° N,150.054474° W,,T,1e25,-20.600000,SM,0.0021,0.1383,4.8287,0.271620,28,,,,,,8,19,2008,12,0,30,1e25,,
386745.773,7834347.957,70.588470° N,150.054382° W,,T,1e25,-20.600000,SM,0.0052,0.1435,4.8338,0.584239,32,,,,,,8,19,2008,12,1,2,1e25,,
386753.561,7834345.010,70.588448° N,150.054169° W,,T,1e25,-20.600000,SM,0.0052,0.1487,4.8390,2.061865,9,,,,,,8,19,2008,12,1,11,1e25,,
386774.215,7834349.933,70.588501° N,150.053619° W,,T,1e25,-20.600000,SM,0.0131,0.1618,4.8521,1.892622,25,,,,,,8,19,2008,12,1,36,1e25,,
386781.725,7834364.047,70.588631° N,150.053436° W,,T,1e25,-20.600000,SM,0.0099,0.1717,4.8620,1.697418,21,,,,,,8,19,2008,12,1,57,1e25,,
386786.836,7834386.791,70.588837° N,150.053329° W,,T,1e25,-20.600000,SM,0.0144,0.1862,4.8765,1.925207,27,,,,,,8,19,2008,12,2,24,1e25,,
386788.140,7834390.132,70.588867° N,150.053299° W,,T,1e25,-20.600000,SM,0.0022,0.1884,4.8787,1.999824,4,,,,,,8,19,2008,12,2,28,1e25,,
386800.419,7834420.191,70.589142° N,150.053009° W,,T,1e25,-20.600000,SM,0.0201,0.2085,4.8988,2.193976,33,,,,,,8,19,2008,12,3,1,1e25,,
386809.309,7834450.421,70.589416° N,150.052811° W,,T,1e25,-20.600000,SM,0.0195,0.2280,4.9183,2.266532,31,,,,,,8,19,2008,12,3,32,1e25,,
386813.982,7834475.751,70.589645° N,150.052719° W,,T,1e25,-20.600000,SM,0.0160,0.2440,4.9343,2.127357,27,,,,,,8,19,2008,12,3,59,1e25,,
386825.570,7834503.279,70.589897° N,150.052444° W,,T,1e25,-20.600000,SM,0.0185,0.2625,4.9528,2.018149,33,,,,,,8,19,2008,12,4,32,1e25,,
386822.991,7834519.604,70.590042° N,150.052536° W,,T,1e25,-20.600000,SM,0.0102,0.2727,4.9630,2.047415,18,,,,,,8,19,2008,12,4,50,1e25,,
386813.404,7834543.096,70.590248° N,150.052826° W,,T,1e25,-20.600000,SM,0.0157,0.2884,4.9787,2.175902,26,,,,,,8,19,2008,12,5,16,1e25,,
386811.732,7834566.180,70.590454° N,150.052902° W,,T,1e25,-20.600000,SM,0.0143,0.3028,4.9931,1.985081,26,,,,,,8,19,2008,12,5,42,1e25,,
386822.323,7834585.250,70.590630° N,150.052643° W,,T,1e25,-20.600000,SM,0.0135,0.3163,5.0066,1.801346,27,,,,,,8,19,2008,12,6,9,1e25,,
386831.274,7834594.170,70.590713° N,150.052414° W,,T,1e25,-20.600000,SM,0.0078,0.3241,5.0144,1.878015,15,,,,,,8,19,2008,12,6,24,1e25,,
386839.788,7834605.669,70.590820° N,150.052200° W,,T,1e25,-20.600000,SM,0.0089,0.3330,5.0233,2.126442,15,,,,,,8,19,2008,12,6,39,1e25,,
386847.852,7834630.829,70.591049° N,150.052017° W,,T,1e25,-20.600000,SM,0.0164,0.3493,5.0396,1.900465,31,,,,,,8,19,2008,12,7,10,1e25,,
386846.669,7834641.110,70.591141° N,150.052063° W,,T,1e25,-20.600000,SM,0.0064,0.3557,5.0460,0.923161,25,,,,,,8,19,2008,12,7,35,1e25,,
386840.187,7834647.399,70.591194° N,150.052246° W,,T,1e25,-20.600000,SM,0.0056,0.3613,5.0516,0.694235,29,,,,,,8,19,2008,12,8,4,1e25,,
386832.048,7834654.623,70.591255° N,150.052475° W,,T,1e25,-20.600000,SM,0.0067,0.3681,5.0584,0.808544,30,,,,,,8,19,2008,12,8,34,1e25,,
386819.080,7834667.211,70.591362° N,150.052841° W,,T,1e25,-20.600000,SM,0.0112,0.3793,5.0696,1.342813,30,,,,,,8,19,2008,12,9,4,1e25,,
386826.812,7834674.489,70.591431° N,150.052643° W,,T,1e25,-20.600000,SM,0.0066,0.3858,5.0761,1.183488,20,,,,,,8,19,2008,12,9,24,1e25,,
386838.203,7834675.620,70.591446° N,150.052338° W,,T,1e25,-20.600000,SM,0.0071,0.3929,5.0832,2.319002,11,,,,,,8,19,2008,12,9,35,1e25,,
386857.619,7834701.061,70.591682° N,150.051849° W,,T,1e25,-20.600000,SM,0.0198,0.4127,5.1030,2.460330,29,,,,,,8,19,2008,12,10,4,1e25,,
386859.937,7834735.880,70.591995° N,150.051834° W,,T,1e25,-20.600000,SM,0.0216,0.4344,5.1247,2.779214,28,,,,,,8,19,2008,12,10,32,1e25,,
386861.537,7834745.170,70.592079° N,150.051804° W,,T,1e25,-20.600000,SM,0.0058,0.4402,5.1305,3.003067,7,,,,,,8,19,2008,12,10,39,1e25,,
386865.398,7834754.347,70.592163° N,150.051712° W,,T,1e25,-20.600000,SM,0.0062,0.4464,5.1367,2.466506,9,,,,,,8,19,2008,12,10,48,1e25,,
386867.872,7834758.482,70.592201° N,150.051651° W,,T,1e25,-20.600000,SM,0.0030,0.4493,5.1397,2.685899,4,,,,,,8,19,2008,12,10,52,1e25,,
386880.512,7834773.188,70.592339° N,150.051331° W,,T,1e25,-20.600000,SM,0.0120,0.4614,5.1517,2.702090,16,,,,,,8,19,2008,12,11,8,1e25,,
386901.769,7834778.935,70.592400° N,150.050766° W,,T,1e25,-20.600000,SM,0.0136,0.4750,5.1653,1.635728,30,,,,,,8,19,2008,12,11,38,1e25,,
386910.121,7834775.960,70.592377° N,150.050537° W,,T,1e25,-20.600000,SM,0.0055,0.4805,5.1708,0.681288,29,,,,,,8,19,2008,12,12,7,1e25,,
386915.602,7834772.277,70.592346° N,150.050384° W,,T,1e25,-20.600000,SM,0.0041,0.4846,5.1749,0.525581,28,,,,,,8,19,2008,12,12,35,1e25,,
386919.952,7834768.651,70.592316° N,150.050262° W,,T,1e25,-20.600000,SM,0.0035,0.4881,5.1784,0.504916,25,,,,,,8,19,2008,12,13,0,1e25,,
386924.262,7834764.165,70.592277° N,150.050140° W,,T,1e25,-20.600000,SM,0.0039,0.4919,5.1822,0.533312,26,,,,,,8,19,2008,12,13,26,1e25,,
386928.655,7834761.389,70.592255° N,150.050018° W,,T,1e25,-20.600000,SM,0.0032,0.4951,5.1854,0.413641,28,,,,,,8,19,2008,12,13,54,1e25,,
386933.787,7834761.984,70.592262° N,150.049881° W,,T,1e25,-20.600000,SM,0.0032,0.4983,5.1886,0.261639,44,,,,,,8,19,2008,12,14,38,1e25,,
386924.380,7834777.798,70.592400° N,150.050156° W,,T,1e25,-20.600000,SM,0.0114,0.5097,5.2000,1.414664,29,,,,,,8,19,2008,12,15,7,1e25,,
386923.924,7834802.525,70.592621° N,150.050201° W,,T,1e25,-20.600000,SM,0.0153,0.5250,5.2154,1.779029,31,,,,,,8,19,2008,12,15,38,1e25,,
386939.688,7834823.040,70.592812° N,150.049805° W,,T,1e25,-20.600000,SM,0.0160,0.5411,5.2314,1.802445,32,,,,,,8,19,2008,12,16,10,1e25,,
386959.033,7834824.623,70.592834° N,150.049286° W,,T,1e25,-20.600000,SM,0.0120,0.5531,5.2434,1.802135,24,,,,,,8,19,2008,12,16,34,1e25,,
386967.299,7834819.948,70.592796° N,150.049057° W,,T,1e25,-20.600000,SM,0.0059,0.5590,5.2493,2.116437,10,,,,,,8,19,2008,12,16,44,1e25,,
386990.442,7834806.859,70.592689° N,150.048416° W,,T,1e25,-20.600000,SM,0.0165,0.5754,5.2657,2.043292,29,,,,,,8,19,2008,12,17,13,1e25,,
387007.868,7834815.355,70.592773° N,150.047958° W,,T,1e25,-20.600000,SM,0.0120,0.5874,5.2777,1.489879,29,,,,,,8,19,2008,12,17,42,1e25,,
386993.940,7834831.388,70.592911° N,150.048355° W,,T,1e25,-20.600000,SM,0.0132,0.6006,5.2909,1.690810,28,,,,,,8,19,2008,12,18,10,1e25,,
386992.853,7834832.295,70.592918° N,150.048386° W,,T,1e25,-20.600000,SM,0.0009,0.6014,5.2918,3.155666,1,,,,,,8,19,2008,12,18,11,1e25,,
386985.589,7834834.364,70.592934° N,150.048584° W,,T,1e25,-20.600000,SM,0.0047,0.6061,5.2964,2.404418,7,,,,,,8,19,2008,12,18,18,1e25,,
386973.239,7834836.687,70.592949° N,150.048920° W,,T,1e25,-20.600000,SM,0.0078,0.6139,5.3042,2.333606,12,,,,,,8,19,2008,12,18,30,1e25,,
386958.789,7834853.608,70.593094° N,150.049332° W,,T,1e25,-20.600000,SM,0.0138,0.6277,5.3180,1.984043,25,,,,,,8,19,2008,12,18,55,1e25,,
386967.344,7834865.956,70.593208° N,150.049118° W,,T,1e25,-20.600000,SM,0.0093,0.6370,5.3273,1.395496,24,,,,,,8,19,2008,12,19,19,1e25,,
386988.256,7834864.906,70.593208° N,150.048553° W,,T,1e25,-20.600000,SM,0.0130,0.6499,5.3403,1.866268,25,,,,,,8,19,2008,12,19,44,1e25,,
387007.124,7834868.218,70.593246° N,150.048050° W,,T,1e25,-20.600000,SM,0.0119,0.6618,5.3521,1.855989,23,,,,,,8,19,2008,12,20,7,1e25,,
387007.455,7834886.099,70.593407° N,150.048065° W,,T,1e25,-20.600000,SM,0.0111,0.6729,5.3632,1.477143,27,,,,,,8,19,2008,12,20,34,1e25,,
386993.998,7834911.479,70.593628° N,150.048462° W,,T,1e25,-20.600000,SM,0.0178,0.6907,5.3810,2.001516,32,,,,,,8,19,2008,12,21,6,1e25,,
387010.378,7834921.740,70.593727° N,150.048035° W,,T,1e25,-20.600000,SM,0.0120,0.7026,5.3930,1.538639,28,,,,,,8,19,2008,12,21,34,1e25,,
387019.603,7834913.601,70.593658° N,150.047775° W,,T,1e25,-20.600000,SM,0.0076,0.7103,5.4006,1.958696,14,,,,,,8,19,2008,12,21,48,1e25,,
387025.702,7834899.665,70.593536° N,150.047592° W,,T,1e25,-20.600000,SM,0.0094,0.7197,5.4100,2.261147,15,,,,,,8,19,2008,12,22,3,1e25,,
387025.616,7834897.965,70.593521° N,150.047592° W,,T,1e25,-20.600000,SM,0.0011,0.7207,5.4110,1.897242,2,,,,,,8,19,2008,12,22,5,1e25,,
387021.830,7834856.405,70.593147° N,150.047638° W,,T,1e25,-20.600000,SM,0.0259,0.7466,5.4369,2.585073,36,,,,,,8,19,2008,12,22,41,1e25,,
387028.198,7834836.482,70.592972° N,150.047440° W,,T,1e25,-20.600000,SM,0.0130,0.7595,5.4499,2.119785,22,,,,,,8,19,2008,12,23,3,1e25,,
387038.806,7834833.394,70.592949° N,150.047150° W,,T,1e25,-20.600000,SM,0.0068,0.7664,5.4567,2.735829,9,,,,,,8,19,2008,12,23,12,1e25,,
387045.676,7834834.754,70.592964° N,150.046967° W,,T,1e25,-20.600000,SM,0.0043,0.7707,5.4610,2.600854,6,,,,,,8,19,2008,12,23,18,1e25,,
387052.024,7834836.990,70.592987° N,150.046799° W,,T,1e25,-20.600000,SM,0.0042,0.7749,5.4652,2.999583,5,,,,,,8,19,2008,12,23,23,1e25,,
387086.373,7834832.711,70.592964° N,150.045868° W,,T,1e25,-20.600000,SM,0.0214,0.7963,5.4866,2.754790,28,,,,,,8,19,2008,12,23,51,1e25,,
387096.431,7834818.576,70.592842° N,150.045578° W,,T,1e25,-20.600000,SM,0.0107,0.8070,5.4974,3.222840,12,,,,,,8,19,2008,12,24,3,1e25,,
387101.261,7834813.222,70.592796° N,150.045441° W,,T,1e25,-20.600000,SM,0.0045,0.8115,5.5018,3.214641,5,,,,,,8,19,2008,12,24,8,1e25,,
387120.492,7834801.183,70.592697° N,150.044907° W,,T,1e25,-20.600000,SM,0.0140,0.8256,5.5159,3.160379,16,,,,,,8,19,2008,12,24,24,1e25,,
387125.965,7834763.418,70.592361° N,150.044708° W,,T,1e25,-20.600000,SM,0.0236,0.8492,5.5395,3.151645,27,,,,,,8,19,2008,12,24,51,1e25,,
387126.360,7834759.990,70.592331° N,150.044693° W,,T,1e25,-20.600000,SM,0.0021,0.8513,5.5416,3.846499,2,,,,,,8,19,2008,12,24,53,1e25,,
387144.618,7834717.314,70.591957° N,150.044144° W,,T,1e25,-20.600000,SM,0.0287,0.8801,5.5704,3.449835,30,,,,,,8,19,2008,12,25,23,1e25,,
387141.837,7834673.147,70.591560° N,150.044159° W,,T,1e25,-20.600000,SM,0.0274,0.9075,5.5978,3.524483,28,,,,,,8,19,2008,12,25,51,1e25,,
387142.627,7834621.135,70.591095° N,150.044067° W,,T,1e25,-20.600000,SM,0.0322,0.9397,5.6300,3.624988,32,,,,,,8,19,2008,12,26,23,1e25,,
387140.425,7834565.865,70.590599° N,150.044052° W,,T,1e25,-20.600000,SM,0.0343,0.9740,5.6643,3.737822,33,,,,,,8,19,2008,12,26,56,1e25,,
387142.292,7834524.011,70.590225° N,150.043945° W,,T,1e25,-20.600000,SM,0.0260,0.9999,5.6902,3.736980,25,,,,,,8,19,2008,12,27,21,1e25,,
387149.772,7834481.034,70.589844° N,150.043686° W,,T,1e25,-20.600000,SM,0.0270,1.0270,5.7173,3.602815,27,,,,,,8,19,2008,12,27,48,1e25,,
387150.296,7834434.998,70.589432° N,150.043610° W,,T,1e25,-20.600000,SM,0.0285,1.0555,5.7458,3.666633,28,,,,,,8,19,2008,12,28,16,1e25,,
387158.663,7834375.791,70.588905° N,150.043304° W,,T,1e25,-20.600000,SM,0.0370,1.0925,5.7828,3.809684,35,,,,,,8,19,2008,12,28,51,1e25,,
387161.587,7834321.107,70.588417° N,150.043152° W,,T,1e25,-20.600000,SM,0.0339,1.1264,5.8167,3.700549,33,,,,,,8,19,2008,12,29,24,1e25,,
387160.161,7834270.057,70.587959° N,150.043121° W,,T,1e25,-20.600000,SM,0.0316,1.1581,5.8484,3.673656,31,,,,,,8,19,2008,12,29,55,1e25,,
387171.216,7834219.233,70.587509° N,150.042755° W,,T,1e25,-20.600000,SM,0.0322,1.1903,5.8806,3.741264,31,,,,,,8,19,2008,12,30,26,1e25,,
387170.665,7834163.020,70.587006° N,150.042694° W,,T,1e25,-20.600000,SM,0.0348,1.2251,5.9154,3.687095,34,,,,,,8,19,2008,12,31,0,1e25,,
387181.724,7834112.196,70.586555° N,150.042328° W,,T,1e25,-20.600000,SM,0.0322,1.2573,5.9476,3.624418,32,,,,,,8,19,2008,12,31,32,1e25,,
387174.386,7834056.323,70.586052° N,150.042450° W,,T,1e25,-20.600000,SM,0.0349,1.2922,5.9825,3.696058,34,,,,,,8,19,2008,12,32,6,1e25,,
387176.325,7833993.178,70.585487° N,150.042313° W,,T,1e25,-20.600000,SM,0.0391,1.3314,6.0217,3.612191,39,,,,,,8,19,2008,12,32,45,1e25,,
387181.981,7833947.728,70.585083° N,150.042099° W,,T,1e25,-20.600000,SM,0.0284,1.3597,6.0500,3.191676,32,,,,,,8,19,2008,12,33,17,1e25,,
387185.210,7833899.000,70.584648° N,150.041946° W,,T,1e25,-20.600000,SM,0.0302,1.3900,6.0803,3.403044,32,,,,,,8,19,2008,12,33,49,1e25,,
