X,Y,LATITUDE,LONGITUDE,LABEL,ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_2,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9
836420.873,7853221.53,"70° 33' 25.68"" N","149° 54' 52.83"" W",,7,SM,0,0,0,INF,-,24,2008,5,15,14,0.618042,1.00E+25,1.00E+25
836419.846,7853220.435,"70° 33' 25.65"" N","149° 54' 52.94"" W",,7,SM,0.0009,0.0009,0.0009,0.257097,13,24,2008,5,15,27,1.098633,1.00E+25,1.00E+25
836417.052,7853215.684,"70° 33' 25.51"" N","149° 54' 53.28"" W",,7,SM,0.0034,0.0043,0.0043,1.227315,10,24,2008,5,15,37,-0.343384,1.00E+25,1.00E+25
836414.734,7853210.252,"70° 33' 25.35"" N","149° 54' 53.58"" W",,7,SM,0.0037,0.008,0.008,1.314883,10,24,2008,5,15,47,-0.343384,1.00E+25,1.00E+25
836412.301,7853203.109,"70° 33' 25.13"" N","149° 54' 53.92"" W",,7,SM,0.0047,0.0127,0.0127,1.680618,10,24,2008,5,15,57,-3.707886,1.00E+25,1.00E+25
836410.492,7853198.883,"70° 33' 25.01"" N","149° 54' 54.15"" W",,7,SM,0.0028,0.0155,0.0155,1.023494,10,24,2008,5,16,7,0.137451,1.00E+25,1.00E+25
836410.846,7853194.042,"70° 33' 24.85"" N","149° 54' 54.19"" W",,7,SM,0.003,0.0185,0.0185,1.081032,10,24,2008,5,16,17,1.579346,1.00E+25,1.00E+25
836412.49,7853187.702,"70° 33' 24.64"" N","149° 54' 54.12"" W",,7,SM,0.0041,0.0226,0.0226,1.458879,10,24,2008,5,16,27,1.098633,1.00E+25,1.00E+25
836412.893,7853180.045,"70° 33' 24.39"" N","149° 54' 54.19"" W",,7,SM,0.0047,0.0273,0.0273,1.707744,10,24,2008,5,16,37,0.618042,1.00E+25,1.00E+25
836414.27,7853170.088,"70° 33' 24.07"" N","149° 54' 54.20"" W",,7,SM,0.0062,0.0335,0.0335,2.238795,10,24,2008,5,16,47,-2.746704,1.00E+25,1.00E+25
836418.621,7853160.767,"70° 33' 23.75"" N","149° 54' 53.92"" W",,7,SM,0.0064,0.0399,0.0399,2.082634,11,24,2008,5,16,58,-3.227295,1.00E+25,1.00E+25
836420.3,7853150.48,"70° 33' 23.42"" N","149° 54' 53.91"" W",,7,SM,0.0064,0.0463,0.0463,2.321701,10,24,2008,5,17,8,-3.227295,1.00E+25,1.00E+25
836424.381,7853137.542,"70° 33' 22.98"" N","149° 54' 53.71"" W",,7,SM,0.0084,0.0547,0.0547,3.021485,10,24,2008,5,17,18,-8.514648,1.00E+25,1.00E+25
836429.867,7853128.204,"70° 33' 22.66"" N","149° 54' 53.32"" W",,7,SM,0.0067,0.0614,0.0614,2.411646,10,24,2008,5,17,28,-8.033936,1.00E+25,1.00E+25
836435.45,7853119.446,"70° 33' 22.35"" N","149° 54' 52.91"" W",,7,SM,0.0064,0.0678,0.0678,2.313151,10,24,2008,5,17,38,-6.111206,1.00E+25,1.00E+25
836441.097,7853110.698,"70° 33' 22.05"" N","149° 54' 52.49"" W",,7,SM,0.0064,0.0743,0.0743,2.318785,10,24,2008,5,17,48,-5.149902,1.00E+25,1.00E+25
836446.666,7853102.878,"70° 33' 21.77"" N","149° 54' 52.07"" W",,7,SM,0.0059,0.0802,0.0802,2.137691,10,24,2008,5,17,58,-4.669312,1.00E+25,1.00E+25
836452.045,7853096.726,"70° 33' 21.55"" N","149° 54' 51.65"" W",,7,SM,0.0051,0.0853,0.0853,1.820106,10,24,2008,5,18,8,-4.669312,1.00E+25,1.00E+25
836454.77,7853092.806,"70° 33' 21.41"" N","149° 54' 51.44"" W",,7,SM,0.003,0.0882,0.0882,1.062682,10,24,2008,5,18,18,-0.824097,1.00E+25,1.00E+25
836457.386,7853087.931,"70° 33' 21.24"" N","149° 54' 51.26"" W",,7,SM,0.0034,0.0917,0.0917,1.232389,10,24,2008,5,18,28,1.579346,1.00E+25,1.00E+25
836459.749,7853082.64,"70° 33' 21.06"" N","149° 54' 51.11"" W",,7,SM,0.0036,0.0952,0.0952,1.290647,10,24,2008,5,18,38,1.579346,1.00E+25,1.00E+25
836465.253,7853078.575,"70° 33' 20.91"" N","149° 54' 50.65"" W",,7,SM,0.0042,0.0995,0.0995,1.523302,10,24,2008,5,18,48,2.540649,1.00E+25,1.00E+25
836471.989,7853073.003,"70° 33' 20.70"" N","149° 54' 50.08"" W",,7,SM,0.0054,0.1049,0.1049,1.946298,10,24,2008,5,18,58,2.060059,1.00E+25,1.00E+25
836478.656,7853067.044,"70° 33' 20.48"" N","149° 54' 49.53"" W",,7,SM,0.0055,0.1104,0.1104,1.99116,10,24,2008,5,19,8,1.579346,1.00E+25,1.00E+25
836484.774,7853061.002,"70° 33' 20.25"" N","149° 54' 49.03"" W",,7,SM,0.0053,0.1157,0.1157,1.914359,10,24,2008,5,19,18,1.579346,1.00E+25,1.00E+25
836490.56,7853055.474,"70° 33' 20.05"" N","149° 54' 48.56"" W",,7,SM,0.0049,0.1207,0.1207,1.781938,10,24,2008,5,19,28,3.02124,1.00E+25,1.00E+25
836497.778,7853047.528,"70° 33' 19.76"" N","149° 54' 47.98"" W",,7,SM,0.0066,0.1273,0.1273,2.390577,10,24,2008,5,19,38,2.540649,1.00E+25,1.00E+25
836503.82,7853038.65,"70° 33' 19.45"" N","149° 54' 47.53"" W",,7,SM,0.0066,0.134,0.134,2.391317,10,24,2008,5,19,48,2.540649,1.00E+25,1.00E+25
836510.081,7853027.924,"70° 33' 19.08"" N","149° 54' 47.09"" W",,7,SM,0.0077,0.1416,0.1416,2.765725,10,24,2008,5,19,58,1.579346,1.00E+25,1.00E+25
836514.36,7853015.77,"70° 33' 18.67"" N","149° 54' 46.85"" W",,7,SM,0.008,0.1496,0.1496,2.86993,10,24,2008,5,20,8,1.579346,1.00E+25,1.00E+25
836516.792,7853002.96,"70° 33' 18.25"" N","149° 54' 46.81"" W",,7,SM,0.0081,0.1577,0.1577,2.90402,10,24,2008,5,20,18,1.579346,1.00E+25,1.00E+25
836515.688,7852992.817,"70° 33' 17.93"" N","149° 54' 47.06"" W",,7,SM,0.0063,0.164,0.164,2.272339,10,24,2008,5,20,28,5.424561,1.00E+25,1.00E+25
836512.394,7852983.472,"70° 33' 17.65"" N","149° 54' 47.51"" W",,7,SM,0.0061,0.1701,0.1701,2.206296,10,24,2008,5,20,38,14.557007,1.00E+25,1.00E+25
836508.333,7852975.896,"70° 33' 17.43"" N","149° 54' 48.01"" W",,7,SM,0.0053,0.1754,0.1754,1.914385,10,24,2008,5,20,48,14.557007,1.00E+25,1.00E+25
836504.761,7852970.462,"70° 33' 17.27"" N","149° 54' 48.43"" W",,7,SM,0.004,0.1795,0.1795,1.44743,10,24,2008,5,20,58,13.595825,1.00E+25,1.00E+25
836505.868,7852968.935,"70° 33' 17.22"" N","149° 54' 48.34"" W",,7,SM,0.0012,0.1806,0.1806,0.420164,10,24,2008,5,21,8,13.115112,1.00E+25,1.00E+25
836510.474,7852967.936,"70° 33' 17.16"" N","149° 54' 47.92"" W",,7,SM,0.0029,0.1835,0.1835,1.048497,10,24,2008,5,21,18,11.673218,1.00E+25,1.00E+25
836518.602,7852965.586,"70° 33' 17.05"" N","149° 54' 47.17"" W",,7,SM,0.0052,0.1888,0.1888,1.883885,10,24,2008,5,21,28,8.308594,1.00E+25,1.00E+25
836528.324,7852963.099,"70° 33' 16.92"" N","149° 54' 46.28"" W",,7,SM,0.0062,0.195,0.195,2.233038,10,24,2008,5,21,38,5.424561,1.00E+25,1.00E+25
836541.287,7852962.795,"70° 33' 16.85"" N","149° 54' 45.04"" W",,7,SM,0.008,0.203,0.203,2.886201,10,24,2008,5,21,48,5.424561,1.00E+25,1.00E+25
836556.579,7852960.772,"70° 33' 16.71"" N","149° 54' 43.61"" W",,7,SM,0.0095,0.2125,0.2125,3.433491,10,24,2008,5,21,58,6.385864,1.00E+25,1.00E+25
836573.489,7852956.358,"70° 33' 16.49"" N","149° 54' 42.05"" W",,7,SM,0.0108,0.2233,0.2233,3.88968,10,24,2008,5,22,8,3.982666,1.00E+25,1.00E+25
836589.881,7852946.219,"70° 33' 16.09"" N","149° 54' 40.63"" W",,7,SM,0.0119,0.2353,0.2353,4.291077,10,24,2008,5,22,18,1.579346,1.00E+25,1.00E+25
836606.76,7852937.847,"70° 33' 15.74"" N","149° 54' 39.14"" W",,7,SM,0.0117,0.2469,0.2469,4.194146,10,24,2008,5,22,28,2.060059,1.00E+25,1.00E+25
836624.089,7852928.979,"70° 33' 15.38"" N","149° 54' 37.61"" W",,7,SM,0.012,0.2589,0.2589,4.333649,10,24,2008,5,22,38,2.540649,1.00E+25,1.00E+25
836642.013,7852917.001,"70° 33' 14.91"" N","149° 54' 36.07"" W",,7,SM,0.0133,0.2723,0.2723,4.799662,10,24,2008,5,22,48,2.540649,1.00E+25,1.00E+25
836659.177,7852905.095,"70° 33' 14.45"" N","149° 54' 34.60"" W",,7,SM,0.0129,0.2852,0.2852,4.650063,10,24,2008,5,22,58,1.579346,1.00E+25,1.00E+25
836675.594,7852892.702,"70° 33' 13.97"" N","149° 54' 33.20"" W",,7,SM,0.0127,0.2979,0.2979,4.580203,10,24,2008,5,23,8,0.618042,1.00E+25,1.00E+25
836693.053,7852882.159,"70° 33' 13.55"" N","149° 54' 31.69"" W",,7,SM,0.0126,0.3105,0.3105,4.540245,10,24,2008,5,23,18,-2.265991,1.00E+25,1.00E+25
836712.178,7852874.691,"70° 33' 13.22"" N","149° 54' 29.96"" W",,7,SM,0.0127,0.3232,0.3232,4.570436,10,24,2008,5,23,28,1.579346,1.00E+25,1.00E+25
836731.022,7852868.688,"70° 33' 12.94"" N","149° 54' 28.25"" W",,7,SM,0.0122,0.3355,0.3355,4.401987,10,24,2008,5,23,38,1.098633,1.00E+25,1.00E+25
836749.053,7852867.645,"70° 33' 12.82"" N","149° 54' 26.54"" W",,7,SM,0.0112,0.3466,0.3466,4.019933,10,24,2008,5,23,48,3.501953,1.00E+25,1.00E+25
836765.481,7852871.818,"70° 33' 12.87"" N","149° 54' 24.91"" W",,7,SM,0.0105,0.3571,0.3571,3.772574,10,24,2008,5,23,58,5.905273,1.00E+25,1.00E+25
836781.729,7852878.035,"70° 33' 12.99"" N","149° 54' 23.26"" W",,7,SM,0.0108,0.3679,0.3679,3.871502,10,24,2008,5,24,8,4.463257,1.00E+25,1.00E+25
836798.281,7852886.369,"70° 33' 13.18"" N","149° 54' 21.56"" W",,7,SM,0.0115,0.3793,0.3793,4.124987,10,24,2008,5,24,18,3.501953,1.00E+25,1.00E+25
836816.107,7852895.836,"70° 33' 13.40"" N","149° 54' 19.71"" W",,7,SM,0.0125,0.3918,0.3918,4.492265,10,24,2008,5,24,28,3.982666,1.00E+25,1.00E+25
836835.953,7852903.537,"70° 33' 13.55"" N","149° 54' 17.71"" W",,7,SM,0.0132,0.405,0.405,4.738284,10,24,2008,5,24,38,2.540649,1.00E+25,1.00E+25
836856.99,7852910.855,"70° 33' 13.68"" N","149° 54' 15.59"" W",,7,SM,0.0138,0.4187,0.4187,4.956601,10,24,2008,5,24,48,4.943848,1.00E+25,1.00E+25
836878.721,7852917.712,"70° 33' 13.79"" N","149° 54' 13.41"" W",,7,SM,0.0141,0.4328,0.4328,5.071518,10,24,2008,5,24,58,7.347168,1.00E+25,1.00E+25
836901.042,7852925.223,"70° 33' 13.92"" N","149° 54' 11.16"" W",,7,SM,0.0146,0.4474,0.4474,5.24174,10,24,2008,5,25,8,9.75061,1.00E+25,1.00E+25
836923.525,7852931.254,"70° 33' 14.01"" N","149° 54' 08.93"" W",,7,SM,0.0144,0.4618,0.4618,5.18059,10,24,2008,5,25,18,9.75061,1.00E+25,1.00E+25
836947.741,7852936.604,"70° 33' 14.06"" N","149° 54' 06.53"" W",,7,SM,0.0153,0.4771,0.4771,5.519437,10,24,2008,5,25,28,6.385864,1.00E+25,1.00E+25
836972.263,7852939.93,"70° 33' 14.05"" N","149° 54' 04.14"" W",,7,SM,0.0153,0.4924,0.4924,5.507435,10,24,2008,5,25,38,6.866455,1.00E+25,1.00E+25
836994.844,7852942.4,"70° 33' 14.02"" N","149° 54' 01.94"" W",,7,SM,0.014,0.5064,0.5064,5.055613,10,24,2008,5,25,48,10.711792,1.00E+25,1.00E+25
837017.825,7852945.117,"70° 33' 14.00"" N","149° 53' 59.70"" W",,7,SM,0.0143,0.5207,0.5207,5.150644,10,24,2008,5,25,58,12.153809,1.00E+25,1.00E+25
837041.197,7852947.331,"70° 33' 13.95"" N","149° 53' 57.44"" W",,7,SM,0.0145,0.5353,0.5353,5.225049,10,24,2008,5,26,8,11.673218,1.00E+25,1.00E+25
837064.456,7852949.902,"70° 33' 13.92"" N","149° 53' 55.17"" W",,7,SM,0.0145,0.5497,0.5497,5.207312,10,24,2008,5,26,18,10.231201,1.00E+25,1.00E+25
837089.269,7852950.451,"70° 33' 13.82"" N","149° 53' 52.79"" W",,7,SM,0.0153,0.5651,0.5651,5.524359,10,24,2008,5,26,28,2.540649,1.00E+25,1.00E+25
837113.968,7852951.358,"70° 33' 13.73"" N","149° 53' 50.42"" W",,7,SM,0.0153,0.5803,0.5803,5.500689,10,24,2008,5,26,38,-0.343384,1.00E+25,1.00E+25
837137.619,7852949.66,"70° 33' 13.56"" N","149° 53' 48.18"" W",,7,SM,0.0147,0.595,0.595,5.277242,10,24,2008,5,26,48,-5.149902,1.00E+25,1.00E+25
837161.639,7852948.02,"70° 33' 13.40"" N","149° 53' 45.90"" W",,7,SM,0.0149,0.6099,0.6099,5.358066,10,24,2008,5,26,58,-2.265991,1.00E+25,1.00E+25
837184.634,7852945.658,"70° 33' 13.21"" N","149° 53' 43.74"" W",,7,SM,0.0143,0.6242,0.6242,5.145476,10,24,2008,5,27,8,1.098633,1.00E+25,1.00E+25
837207.956,7852942.406,"70° 33' 12.99"" N","149° 53' 41.55"" W",,7,SM,0.0146,0.6387,0.6387,5.240811,10,24,2008,5,27,18,2.540649,1.00E+25,1.00E+25
837231.924,7852939.44,"70° 33' 12.78"" N","149° 53' 39.30"" W",,7,SM,0.0149,0.6537,0.6537,5.375194,10,24,2008,5,27,28,0.618042,1.00E+25,1.00E+25
837255.167,7852935.046,"70° 33' 12.53"" N","149° 53' 37.14"" W",,7,SM,0.0146,0.6683,0.6683,5.264889,10,24,2008,5,27,38,-8.995239,1.00E+25,1.00E+25
837277.691,7852931.674,"70° 33' 12.32"" N","149° 53' 35.04"" W",,7,SM,0.0141,0.6824,0.6824,5.069118,10,24,2008,5,27,48,-10.917847,1.00E+25,1.00E+25
837300.907,7852927.464,"70° 33' 12.07"" N","149° 53' 32.88"" W",,7,SM,0.0146,0.697,0.697,5.251355,10,24,2008,5,27,58,-14.763062,1.00E+25,1.00E+25
837325.327,7852921.933,"70° 33' 11.78"" N","149° 53' 30.62"" W",,7,SM,0.0155,0.7124,0.7124,5.572931,10,24,2008,5,28,8,-15.243652,1.00E+25,1.00E+25
837348.525,7852916.591,"70° 33' 11.49"" N","149° 53' 28.48"" W",,7,SM,0.0147,0.7272,0.7272,5.298563,10,24,2008,5,28,18,-11.398438,1.00E+25,1.00E+25
837372.335,7852911.344,"70° 33' 11.21"" N","149° 53' 26.28"" W",,7,SM,0.0151,0.7422,0.7422,5.427168,10,24,2008,5,28,28,-12.840454,1.00E+25,1.00E+25
837395.204,7852904.448,"70° 33' 10.88"" N","149° 53' 24.19"" W",,7,SM,0.0148,0.757,0.757,5.316845,10,24,2008,5,28,38,-12.359863,1.00E+25,1.00E+25
837418.838,7852897.48,"70° 33' 10.55"" N","149° 53' 22.03"" W",,7,SM,0.0152,0.7722,0.7722,5.484368,10,24,2008,5,28,48,-13.321045,1.00E+25,1.00E+25
837437.445,7852889.752,"70° 33' 10.21"" N","149° 53' 20.36"" W",,7,SM,0.0125,0.7847,0.7847,4.484668,10,24,2008,5,28,58,-22.453613,1.00E+25,1.00E+25
837460.143,7852881.512,"70° 33' 09.84"" N","149° 53' 18.31"" W",,7,SM,0.0149,0.7996,0.7996,5.374787,10,24,2008,5,29,8,-22.453613,1.00E+25,1.00E+25
837484.644,7852875.429,"70° 33' 09.53"" N","149° 53' 16.05"" W",,7,SM,0.0156,0.8152,0.8152,5.619604,10,24,2008,5,29,18,-19.088989,1.00E+25,1.00E+25
837508.742,7852870.79,"70° 33' 09.26"" N","149° 53' 13.82"" W",,7,SM,0.0152,0.8304,0.8304,5.461887,10,24,2008,5,29,28,-12.359863,1.00E+25,1.00E+25
837532.188,7852865.489,"70° 33' 08.98"" N","149° 53' 11.65"" W",,7,SM,0.0149,0.8453,0.8453,5.350102,10,24,2008,5,29,38,-11.398438,1.00E+25,1.00E+25
837554.246,7852861.484,"70° 33' 08.75"" N","149° 53' 09.60"" W",,7,SM,0.0139,0.8591,0.8591,4.989663,10,24,2008,5,29,48,-10.917847,1.00E+25,1.00E+25
837578.159,7852852.677,"70° 33' 08.35"" N","149° 53' 07.44"" W",,7,SM,0.0158,0.8749,0.8749,5.67243,10,24,2008,5,29,58,-11.87915,1.00E+25,1.00E+25
837601.205,7852841.292,"70° 33' 07.88"" N","149° 53' 05.40"" W",,7,SM,0.0159,0.8908,0.8908,5.722686,10,24,2008,5,30,8,-12.359863,1.00E+25,1.00E+25
837623.454,7852829.409,"70° 33' 07.39"" N","149° 53' 03.44"" W",,7,SM,0.0156,0.9064,0.9064,5.614535,10,24,2008,5,30,18,-11.398438,1.00E+25,1.00E+25
837645.109,7852816.873,"70° 33' 06.89"" N","149° 53' 01.55"" W",,7,SM,0.0155,0.9219,0.9219,5.570515,10,24,2008,5,30,28,-10.437256,1.00E+25,1.00E+25
837663.793,7852804.075,"70° 33' 06.39"" N","149° 52' 59.95"" W",,7,SM,0.014,0.9359,0.9359,5.041974,10,24,2008,5,30,38,-11.398438,1.00E+25,1.00E+25
837683.936,7852790.745,"70° 33' 05.87"" N","149° 52' 58.22"" W",,7,SM,0.0149,0.9508,0.9508,5.377808,10,24,2008,5,30,48,-10.437256,1.00E+25,1.00E+25
837705.064,7852779.635,"70° 33' 05.41"" N","149° 52' 56.36"" W",,7,SM,0.0148,0.9656,0.9656,5.313776,10,24,2008,5,30,58,-7.553101,1.00E+25,1.00E+25
837726.231,7852767.025,"70° 33' 04.91"" N","149° 52' 54.51"" W",,7,SM,0.0152,0.9808,0.9808,5.484852,10,24,2008,5,31,8,-10.437256,1.00E+25,1.00E+25
837747.463,7852754.803,"70° 33' 04.41"" N","149° 52' 52.66"" W",,7,SM,0.0152,0.9959,0.9959,5.454173,10,24,2008,5,31,18,-6.591919,1.00E+25,1.00E+25
837769.207,7852742.092,"70° 33' 03.90"" N","149° 52' 50.76"" W",,7,SM,0.0156,1.0115,1.0115,5.607393,10,24,2008,5,31,28,-3.707886,1.00E+25,1.00E+25
837792.035,7852728.04,"70° 33' 03.35"" N","149° 52' 48.78"" W",,7,SM,0.0166,1.0281,1.0281,5.967716,10,24,2008,5,31,38,-1.785278,1.00E+25,1.00E+25
837815.549,7852714.845,"70° 33' 02.81"" N","149° 52' 46.73"" W",,7,SM,0.0167,1.0448,1.0448,6.002486,10,24,2008,5,31,48,-0.343384,1.00E+25,1.00E+25
837839.231,7852702.616,"70° 33' 02.31"" N","149° 52' 44.64"" W",,7,SM,0.0165,1.0613,1.0613,5.933118,10,24,2008,5,31,58,-2.265991,1.00E+25,1.00E+25
837862.262,7852693.866,"70° 33' 01.92"" N","149° 52' 42.56"" W",,7,SM,0.0152,1.0765,1.0765,5.483825,10,24,2008,5,32,8,-4.188599,1.00E+25,1.00E+25
837885.296,7852685.493,"70° 33' 01.54"" N","149° 52' 40.48"" W",,7,SM,0.0152,1.0916,1.0916,5.455701,10,24,2008,5,32,18,-2.265991,1.00E+25,1.00E+25
837907.372,7852676.411,"70° 33' 01.14"" N","149° 52' 38.50"" W",,7,SM,0.0148,1.1064,1.1064,5.313849,10,24,2008,5,32,28,-1.785278,1.00E+25,1.00E+25
837929.588,7852666.409,"70° 33' 00.72"" N","149° 52' 36.52"" W",,7,SM,0.0151,1.1215,1.1215,5.42351,10,24,2008,5,32,38,-4.669312,1.00E+25,1.00E+25
837952.712,7852653.721,"70° 33' 00.20"" N","149° 52' 34.49"" W",,7,SM,0.0163,1.1378,1.1378,5.871997,10,24,2008,5,32,48,-6.591919,1.00E+25,1.00E+25
837975.191,7852640.747,"70° 32' 59.68"" N","149° 52' 32.53"" W",,7,SM,0.016,1.1538,1.1538,5.777894,10,24,2008,5,32,58,-7.07251,1.00E+25,1.00E+25
837995.261,7852626.279,"70° 32' 59.12"" N","149° 52' 30.82"" W",,7,SM,0.0153,1.1691,1.1691,5.508387,10,24,2008,5,33,8,-8.514648,1.00E+25,1.00E+25
838012.735,7852611.982,"70° 32' 58.58"" N","149° 52' 29.36"" W",,7,SM,0.014,1.1831,1.1831,5.026525,10,24,2008,5,33,18,-5.630493,1.00E+25,1.00E+25
838035.341,7852595.262,"70° 32' 57.94"" N","149° 52' 27.44"" W",,7,SM,0.0174,1.2005,1.2005,6.2602,10,24,2008,5,33,28,-4.188599,1.00E+25,1.00E+25
838043.904,7852578.486,"70° 32' 57.36"" N","149° 52' 26.86"" W",,7,SM,0.0117,1.2121,1.2121,4.194628,10,24,2008,5,33,38,-15.724365,1.00E+25,1.00E+25
838065.744,7852561.463,"70° 32' 56.72"" N","149° 52' 25.02"" W",,7,SM,0.0171,1.2293,1.2293,6.164975,10,24,2008,5,33,48,-12.359863,1.00E+25,1.00E+25
838086.592,7852543.537,"70° 32' 56.04"" N","149° 52' 23.28"" W",,7,SM,0.017,1.2463,1.2463,6.121693,10,24,2008,5,33,58,-15.724365,1.00E+25,1.00E+25
838104.308,7852525.135,"70° 32' 55.37"" N","149° 52' 21.86"" W",,7,SM,0.0158,1.2621,1.2621,5.687991,10,24,2008,5,34,8,-10.437256,1.00E+25,1.00E+25
838118.214,7852505.405,"70° 32' 54.68"" N","149° 52' 20.81"" W",,7,SM,0.0149,1.277,1.277,5.375458,10,24,2008,5,34,18,-8.995239,1.00E+25,1.00E+25
838133.965,7852488.4,"70° 32' 54.06"" N","149° 52' 19.55"" W",,7,SM,0.0143,1.2913,1.2913,5.161148,10,24,2008,5,34,28,-1.785278,1.00E+25,1.00E+25
838150.387,7852471.121,"70° 32' 53.43"" N","149° 52' 18.23"" W",,7,SM,0.0147,1.3061,1.3061,5.307736,10,24,2008,5,34,38,4.463257,1.00E+25,1.00E+25
838168.1,7852454.414,"70° 32' 52.81"" N","149° 52' 16.78"" W",,7,SM,0.0151,1.3211,1.3211,5.421665,10,24,2008,5,34,48,11.192505,1.00E+25,1.00E+25
838182.96,7852437.087,"70° 32' 52.19"" N","149° 52' 15.61"" W",,7,SM,0.0141,1.3353,1.3353,5.08289,10,24,2008,5,34,58,9.75061,1.00E+25,1.00E+25
838197.626,7852418.977,"70° 32' 51.54"" N","149° 52' 14.47"" W",,7,SM,0.0144,1.3497,1.3497,5.189062,10,24,2008,5,35,8,10.711792,1.00E+25,1.00E+25
838212.574,7852399.404,"70° 32' 50.84"" N","149° 52' 13.32"" W",,7,SM,0.0152,1.3649,1.3649,5.484418,10,24,2008,5,35,18,10.711792,1.00E+25,1.00E+25
838229.237,7852381.785,"70° 32' 50.20"" N","149° 52' 11.99"" W",,7,SM,0.015,1.3799,1.3799,5.399526,10,24,2008,5,35,28,14.076416,1.00E+25,1.00E+25
838246.349,7852361.6,"70° 32' 49.47"" N","149° 52' 10.64"" W",,7,SM,0.0164,1.3963,1.3963,5.89288,10,24,2008,5,35,38,9.75061,1.00E+25,1.00E+25
838263.323,7852346.475,"70° 32' 48.91"" N","149° 52' 09.24"" W",,7,SM,0.0141,1.4103,1.4103,5.06189,10,24,2008,5,35,48,5.424561,1.00E+25,1.00E+25
838281.91,7852334.796,"70° 32' 48.45"" N","149° 52' 07.63"" W",,7,SM,0.0136,1.4239,1.4239,4.886749,10,24,2008,5,35,58,4.943848,1.00E+25,1.00E+25
838301.484,7852321.572,"70° 32' 47.93"" N","149° 52' 05.95"" W",,7,SM,0.0146,1.4385,1.4385,5.25882,10,24,2008,5,36,8,3.501953,1.00E+25,1.00E+25
838322.399,7852306.104,"70° 32' 47.34"" N","149° 52' 04.17"" W",,7,SM,0.0161,1.4546,1.4546,5.79184,10,24,2008,5,36,18,1.098633,1.00E+25,1.00E+25
838342.554,7852292.781,"70° 32' 46.82"" N","149° 52' 02.44"" W",,7,SM,0.0149,1.4695,1.4695,5.378582,10,24,2008,5,36,28,3.02124,1.00E+25,1.00E+25
838363.201,7852279.909,"70° 32' 46.31"" N","149° 52' 00.65"" W",,7,SM,0.015,1.4846,1.4846,5.417126,10,24,2008,5,36,38,1.579346,1.00E+25,1.00E+25
838382.569,7852269.29,"70° 32' 45.87"" N","149° 51' 58.95"" W",,7,SM,0.0137,1.4982,1.4982,4.916958,10,24,2008,5,36,48,2.060059,1.00E+25,1.00E+25
838407.594,7852262.73,"70° 32' 45.54"" N","149° 51' 56.66"" W",,7,SM,0.016,1.5142,1.5142,5.758661,10,24,2008,5,36,58,20.324951,1.00E+25,1.00E+25
838429.051,7852331.874,"70° 32' 47.64"" N","149° 51' 53.60"" W",,7,SM,0.0448,1.559,1.559,16.121917,10,24,2008,5,37,8,383.703247,1.00E+25,1.00E+25
838466.868,7852296.003,"70° 32' 46.32"" N","149° 51' 50.50"" W",,7,SM,0.0322,1.5913,1.5913,11.605729,10,24,2008,5,37,18,306.317261,1.00E+25,1.00E+25
838474.995,7852222.118,"70° 32' 43.92"" N","149° 51' 50.80"" W",,7,SM,0.046,1.6372,1.6372,16.55478,10,24,2008,5,37,28,12.153809,1.00E+25,1.00E+25
838496.732,7852212.424,"70° 32' 43.51"" N","149° 51' 48.86"" W",,7,SM,0.0147,1.652,1.652,5.298268,10,24,2008,5,37,38,-38.796021,1.00E+25,1.00E+25
838509.468,7852223.204,"70° 32' 43.79"" N","149° 51' 47.49"" W",,7,SM,0.0103,1.6623,1.6623,3.714002,10,24,2008,5,37,48,93.865845,1.00E+25,1.00E+25
838528.5,7852179.213,"70° 32' 42.30"" N","149° 51' 46.30"" W",,7,SM,0.0297,1.6919,1.6919,10.67491,10,24,2008,5,37,58,9.269897,1.00E+25,1.00E+25
838543.895,7852162.533,"70° 32' 41.69"" N","149° 51' 45.07"" W",,7,SM,0.014,1.706,1.706,5.054059,10,24,2008,5,38,8,6.385864,1.00E+25,1.00E+25
838562.221,7852145.545,"70° 32' 41.06"" N","149° 51' 43.57"" W",,7,SM,0.0155,1.7214,1.7214,5.564074,10,24,2008,5,38,18,7.347168,1.00E+25,1.00E+25
838577.995,7852127.605,"70° 32' 40.41"" N","149° 51' 42.32"" W",,7,SM,0.0148,1.7362,1.7362,5.319241,10,24,2008,5,38,28,6.866455,1.00E+25,1.00E+25
838593.67,7852109.085,"70° 32' 39.75"" N","149° 51' 41.09"" W",,7,SM,0.015,1.7512,1.7512,5.402534,10,24,2008,5,38,38,8.308594,1.00E+25,1.00E+25
838614.271,7852092.819,"70° 32' 39.13"" N","149° 51' 39.36"" W",,7,SM,0.0162,1.7674,1.7674,5.844402,10,24,2008,5,38,48,10.711792,1.00E+25,1.00E+25
838631.753,7852076.456,"70° 32' 38.52"" N","149° 51' 37.92"" W",,7,SM,0.0148,1.7823,1.7823,5.331277,10,24,2008,5,38,58,4.943848,1.00E+25,1.00E+25
838649.344,7852059.357,"70° 32' 37.89"" N","149° 51' 36.49"" W",,7,SM,0.0152,1.7974,1.7974,5.462493,10,24,2008,5,39,8,3.982666,1.00E+25,1.00E+25
