Day,382067,382070,382049,382069
07-Dec-07,318,6177,47,28
25-Feb-08,227,1708,159,635
28-Jul-08,143,0,0,7
30-Dec-07,26,19,517,36
27-Jan-08,245,201,54,74
29-Jun-08,1522,0,170,1015
05-Jul-08,68,3,521,108
18-Feb-08,316,190,678,315
03-Feb-08,832,149,295,660
08-Nov-07,6,635,7,94
25-Oct-07,16,0,154,160
17-Jan-08,651,28,336,560
08-Feb-08,427,88,259,814
04-Jan-08,15,674,487,23
30-May-08,2798,7267,5091,3801
12-May-08,3878,3867,7888,3409
28-Apr-08,2365,898,1062,2525
12-Nov-07,6,41,16,7
30-Jan-08,285,247,343,895
18-Jun-08,5803,189,1777,4005
06-Feb-08,738,663,199,1080
16-Nov-07,6,106,8,0
29-Feb-08,734,730,66,1037
14-May-08,2904,1146,5490,4057
11-May-08,3738,5864,7478,4341
25-Jun-08,2199,410,437,1719
23-Mar-08,1818,191,216,1034
22-Mar-08,1411,117,145,2757
25-Mar-08,1217,514,30,605
30-Mar-08,737,281,473,481
11-Dec-07,198,3605,82,17
22-Jan-08,280,672,288,372
10-Jan-08,74,0,317,542
29-Oct-07,43,0,9,15
29-Mar-08,556,266,98,180
13-Apr-08,2428,584,326,670
09-Jul-08,608,77,135,79
26-Jan-08,601,283,262,153
27-Jul-08,121,0,0,72
31-Jan-08,616,58,162,521
17-May-08,5528,6733,6096,2955
15-Feb-08,154,198,398,386
04-May-08,2928,2659,2465,1960
11-Mar-08,306,230,792,1649
16-Jun-08,6258,1114,2713,2525
18-May-08,4362,7702,5427,2708
24-Jun-08,2612,347,407,2029
19-Jul-08,85,363,33,87
06-May-08,2415,1795,1341,2388
07-Jun-08,3802,1983,1813,3317
02-Jan-08,11,67,394,115
14-Dec-07,50,9488,117,300
04-Jul-08,164,9,175,269
27-Oct-07,6,0,6,0
23-Jun-08,3663,129,829,2185
24-Jan-08,196,399,531,291
13-Dec-07,156,10799,319,4
07-Jul-08,1532,97,346,59
10-Nov-07,10,364,305,41
21-Feb-08,469,211,305,973
23-Nov-07,6,20,6,26
22-Jun-08,4624,688,1058,2204
30-Nov-07,8,3,394,15
03-Jan-08,6,867,1394,169
24-Dec-07,14,850,1006,1099
22-May-08,5794,5085,4441,3717
21-Oct-07,0,0,462,0
05-Dec-07,296,2926,15,53
13-Jan-08,1435,219,12,174
12-Jun-08,6272,1183,2103,4301
19-May-08,6626,6685,4347,2827
06-Jul-08,52,142,117,75
07-Mar-08,456,251,389,684
17-Apr-08,3160,170,445,2152
28-Oct-07,16,1,98,6
21-Apr-08,1507,481,471,1479
08-Dec-07,10,2593,27,8
27-Nov-07,179,182,19,190
09-May-08,2470,2142,5713,4059
31-May-08,4661,7309,4820,5018
12-Apr-08,2659,223,117,1071
