Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.60572814,-150.04895017,8,19,2008,10,32,56,1e25,1e25,-20.600000,"SM",0.0218,3.1077,3.1077,2.900256,27,
T,,70.60604858,-150.04901120,8,19,2008,10,33,25,1e25,1e25,-20.600000,"SM",0.0222,3.1299,3.1299,2.753939,29,
T,,70.60639190,-150.04940791,8,19,2008,10,33,56,1e25,1e25,-20.600000,"SM",0.0254,3.1553,3.1553,2.950557,31,
T,,70.60673523,-150.04975886,8,19,2008,10,34,27,1e25,1e25,-20.600000,"SM",0.0251,3.1803,3.1803,2.909100,31,
T,,70.60710906,-150.05003354,8,19,2008,10,35,2,1e25,1e25,-20.600000,"SM",0.0266,3.2069,3.2069,2.734660,35,
T,,70.60742950,-150.05010981,8,19,2008,10,35,30,1e25,1e25,-20.600000,"SM",0.0222,3.2291,3.2291,2.855486,28,
T,,70.60753629,-150.05004879,8,19,2008,10,35,40,1e25,1e25,-20.600000,"SM",0.0075,3.2366,3.2366,2.703527,10,
T,,70.60777282,-150.04968259,8,19,2008,10,36,6,1e25,1e25,-20.600000,"SM",0.0184,3.2550,3.2550,2.544380,26,
T,,70.60808555,-150.04948419,8,19,2008,10,36,36,1e25,1e25,-20.600000,"SM",0.0221,3.2771,3.2771,2.649799,30,
T,,70.60812377,-150.04942317,8,19,2008,10,36,40,1e25,1e25,-20.600000,"SM",0.0030,3.2801,3.2801,2.690036,4,
T,,70.60823056,-150.04943842,8,19,2008,10,36,51,1e25,1e25,-20.600000,"SM",0.0074,3.2875,3.2875,2.417387,11,
T,,70.60828395,-150.05007930,8,19,2008,10,37,15,1e25,1e25,-20.600000,"SM",0.0152,3.3026,3.3026,2.273705,24,
T,,70.60819242,-150.05030821,8,19,2008,10,37,27,1e25,1e25,-20.600000,"SM",0.0082,3.3108,3.3108,2.466058,12,
T,,70.60794826,-150.04991150,8,19,2008,10,37,54,1e25,1e25,-20.600000,"SM",0.0192,3.3300,3.3300,2.555800,27,
T,,70.60762019,-150.04986565,8,19,2008,10,38,21,1e25,1e25,-20.600000,"SM",0.0227,3.3527,3.3527,3.025559,27,
T,,70.60726924,-150.04954521,8,19,2008,10,38,52,1e25,1e25,-20.600000,"SM",0.0253,3.3780,3.3780,2.942502,31,
T,,70.60711669,-150.04959106,8,19,2008,10,39,4,1e25,1e25,-20.600000,"SM",0.0106,3.3886,3.3886,3.177777,12,
T,,70.60693354,-150.04934689,8,19,2008,10,39,23,1e25,1e25,-20.600000,"SM",0.0138,3.4025,3.4025,2.622033,19,
T,,70.60657497,-150.04933164,8,19,2008,10,39,54,1e25,1e25,-20.600000,"SM",0.0248,3.4273,3.4273,2.877424,31,
T,,70.60622402,-150.04934689,8,19,2008,10,40,21,1e25,1e25,-20.600000,"SM",0.0243,3.4515,3.4515,3.233448,27,
T,,70.60581204,-150.04931638,8,19,2008,10,40,53,1e25,1e25,-20.600000,"SM",0.0285,3.4800,3.4800,3.203216,32,
T,,70.60544584,-150.04936215,8,19,2008,10,41,21,1e25,1e25,-20.600000,"SM",0.0253,3.5053,3.5053,3.255960,28,
T,,70.60513303,-150.04920959,8,19,2008,10,41,47,1e25,1e25,-20.600000,"SM",0.0219,3.5272,3.5272,3.031595,26,
T,,70.60470580,-150.04914849,8,19,2008,10,42,21,1e25,1e25,-20.600000,"SM",0.0296,3.5567,3.5567,3.129006,34,
T,,70.60433960,-150.04896543,8,19,2008,10,42,50,1e25,1e25,-20.600000,"SM",0.0256,3.5824,3.5824,3.183967,29,
N,ACTIVE LOG 001|Black|1,70.60357659,-150.04823302,8,19,2008,10,43,55,1e25,1e25,-20.600000,"SM",0.0553,0.0000,3.6377,3.064564,65,
N,ACTIVE LOG 002|Black|1,70.60298156,-150.04806513,8,19,2008,10,45,26,1e25,1e25,-20.600000,"SM",0.0413,0.0000,3.6790,1.633562,91,
T,,70.60293571,-150.04804987,8,19,2008,10,45,56,1e25,1e25,-20.600000,"SM",0.0032,0.0032,3.6822,0.382457,30,
T,,70.60291283,-150.04798885,8,19,2008,10,46,1,1e25,1e25,-20.600000,"SM",0.0021,0.0053,3.6843,1.520596,5,
N,ACTIVE LOG 003|Black|1,70.60245509,-150.04792783,8,19,2008,10,46,55,1e25,1e25,-20.600000,"SM",0.0317,0.0000,3.7160,2.110499,54,
T,,70.60237882,-150.04794309,8,19,2008,10,47,24,1e25,1e25,-20.600000,"SM",0.0053,0.0053,3.7213,0.655663,29,
T,,70.60233305,-150.04800411,8,19,2008,10,47,50,1e25,1e25,-20.600000,"SM",0.0035,0.0087,3.7247,0.478833,26,
T,,70.60229491,-150.04804987,8,19,2008,10,48,13,1e25,1e25,-20.600000,"SM",0.0028,0.0116,3.7276,0.443994,23,
T,,70.60224907,-150.04804987,8,19,2008,10,48,40,1e25,1e25,-20.600000,"SM",0.0032,0.0147,3.7307,0.422382,27,
T,,70.60223381,-150.04803462,8,19,2008,10,48,43,1e25,1e25,-20.600000,"SM",0.0011,0.0159,3.7318,1.332763,3,
T,,70.60195159,-150.04794309,8,19,2008,10,49,15,1e25,1e25,-20.600000,"SM",0.0196,0.0355,3.7514,2.206376,32,
T,,70.60173031,-150.04785156,8,19,2008,10,49,44,1e25,1e25,-20.600000,"SM",0.0154,0.0509,3.7669,1.915788,29,
T,,70.60152428,-150.04762265,8,19,2008,10,50,17,1e25,1e25,-20.600000,"SM",0.0152,0.0661,3.7821,1.655284,33,
T,,70.60129546,-150.04748527,8,19,2008,10,50,49,1e25,1e25,-20.600000,"SM",0.0161,0.0822,3.7982,1.813682,32,
T,,70.60103604,-150.04739374,8,19,2008,10,51,23,1e25,1e25,-20.600000,"SM",0.0180,0.1002,3.8162,1.910843,34,
T,,70.60076136,-150.04733272,8,19,2008,10,51,53,1e25,1e25,-20.600000,"SM",0.0190,0.1193,3.8353,2.283577,30,
T,,70.60039516,-150.04743950,8,19,2008,10,52,25,1e25,1e25,-20.600000,"SM",0.0254,0.1447,3.8607,2.859836,32,
T,,70.60002895,-150.04725644,8,19,2008,10,52,55,1e25,1e25,-20.600000,"SM",0.0256,0.1703,3.8863,3.077853,30,
T,,70.59989166,-150.04718017,8,19,2008,10,53,7,1e25,1e25,-20.600000,"SM",0.0096,0.1800,3.8960,2.893913,12,
T,,70.59981530,-150.04713432,8,19,2008,10,53,13,1e25,1e25,-20.600000,"SM",0.0054,0.1854,3.9013,3.227891,6,
T,,70.59946435,-150.04679862,8,19,2008,10,53,44,1e25,1e25,-20.600000,"SM",0.0254,0.2108,3.9268,2.954655,31,
T,,70.59927366,-150.04667658,8,19,2008,10,54,0,1e25,1e25,-20.600000,"SM",0.0135,0.2243,3.9403,3.030689,16,
T,,70.59915916,-150.04663082,8,19,2008,10,54,8,1e25,1e25,-20.600000,"SM",0.0080,0.2323,3.9482,3.591177,8,
T,,70.59877007,-150.04670709,8,19,2008,10,54,41,1e25,1e25,-20.600000,"SM",0.0269,0.2592,3.9752,2.938945,33,
T,,70.59835810,-150.04678337,8,19,2008,10,55,14,1e25,1e25,-20.600000,"SM",0.0285,0.2877,4.0037,3.111078,33,
T,,70.59794613,-150.04693600,8,19,2008,10,55,47,1e25,1e25,-20.600000,"SM",0.0287,0.3164,4.0324,3.128640,33,
T,,70.59757993,-150.04699702,8,19,2008,10,56,19,1e25,1e25,-20.600000,"SM",0.0253,0.3417,4.0577,2.850873,32,
T,,70.59719847,-150.04699702,8,19,2008,10,56,52,1e25,1e25,-20.600000,"SM",0.0264,0.3681,4.0841,2.875242,33,
T,,70.59687040,-150.04669184,8,19,2008,10,57,21,1e25,1e25,-20.600000,"SM",0.0237,0.3918,4.1078,2.945177,29,
T,,70.59655759,-150.04637140,8,19,2008,10,57,49,1e25,1e25,-20.600000,"SM",0.0228,0.4147,4.1306,2.935358,28,
T,,70.59622189,-150.04608147,8,19,2008,10,58,17,1e25,1e25,-20.600000,"SM",0.0241,0.4388,4.1548,3.102455,28,
T,,70.59586331,-150.04591366,8,19,2008,10,58,46,1e25,1e25,-20.600000,"SM",0.0251,0.4639,4.1798,3.112510,29,
T,,70.59545897,-150.04583739,8,19,2008,10,59,18,1e25,1e25,-20.600000,"SM",0.0280,0.4918,4.2078,3.149126,32,
N,ACTIVE LOG 004|Black|1,70.59462732,-150.04531855,8,19,2008,11,0,25,1e25,1e25,-20.600000,"SM",0.0587,0.0000,4.2665,3.153118,67,
T,,70.59437561,-150.04499811,8,19,2008,11,0,48,1e25,1e25,-20.600000,"SM",0.0189,0.0189,4.2854,2.955623,23,
T,,70.59410856,-150.04490658,8,19,2008,11,1,10,1e25,1e25,-20.600000,"SM",0.0186,0.0375,4.3040,3.038803,22,
T,,70.59378049,-150.04476928,8,19,2008,11,1,38,1e25,1e25,-20.600000,"SM",0.0229,0.0603,4.3268,2.942407,28,
T,,70.59340666,-150.04466241,8,19,2008,11,2,7,1e25,1e25,-20.600000,"SM",0.0259,0.0863,4.3528,3.220837,29,
T,,70.59306334,-150.04464716,8,19,2008,11,2,36,1e25,1e25,-20.600000,"SM",0.0237,0.1100,4.3765,2.945037,29,
T,,70.59270476,-150.04470818,8,19,2008,11,3,7,1e25,1e25,-20.600000,"SM",0.0248,0.1348,4.4013,2.881733,31,
T,,70.59260552,-150.04478454,8,19,2008,11,3,35,1e25,1e25,-20.600000,"SM",0.0071,0.1419,4.4084,0.909964,28,
T,,70.59254441,-150.04484556,8,19,2008,11,4,1,1e25,1e25,-20.600000,"SM",0.0044,0.1463,4.4129,0.615912,26,
T,,70.59249873,-150.04490658,8,19,2008,11,4,27,1e25,1e25,-20.600000,"SM",0.0035,0.1498,4.4163,0.478138,26,
T,,70.59244534,-150.04501336,8,19,2008,11,5,1,1e25,1e25,-20.600000,"SM",0.0044,0.1542,4.4207,0.469000,34,
T,,70.59239957,-150.04513549,8,19,2008,11,5,26,1e25,1e25,-20.600000,"SM",0.0042,0.1585,4.4250,0.608562,25,
T,,70.59235381,-150.04525753,8,19,2008,11,5,51,1e25,1e25,-20.600000,"SM",0.0042,0.1627,4.4292,0.608378,25,
T,,70.59228508,-150.04545593,8,19,2008,11,6,19,1e25,1e25,-20.600000,"SM",0.0066,0.1693,4.4358,0.846038,28,
T,,70.59223931,-150.04565424,8,19,2008,11,6,47,1e25,1e25,-20.600000,"SM",0.0055,0.1748,4.4413,0.712726,28,
T,,70.59221643,-150.04576103,8,19,2008,11,7,9,1e25,1e25,-20.600000,"SM",0.0029,0.1777,4.4442,0.477370,22,
T,,70.59218592,-150.04586790,8,19,2008,11,7,34,1e25,1e25,-20.600000,"SM",0.0032,0.1810,4.4475,0.465814,25,
T,,70.59214778,-150.04600519,8,19,2008,11,7,59,1e25,1e25,-20.600000,"SM",0.0041,0.1851,4.4516,0.591623,25,
T,,70.59211727,-150.04618834,8,19,2008,11,8,24,1e25,1e25,-20.600000,"SM",0.0047,0.1898,4.4563,0.677328,25,
T,,70.59209439,-150.04640191,8,19,2008,11,8,54,1e25,1e25,-20.600000,"SM",0.0052,0.1949,4.4614,0.618238,30,
T,,70.59208676,-150.04661556,8,19,2008,11,9,26,1e25,1e25,-20.600000,"SM",0.0049,0.1999,4.4664,0.555025,32,
T,,70.59207151,-150.04672235,8,19,2008,11,9,53,1e25,1e25,-20.600000,"SM",0.0027,0.2025,4.4690,0.355823,27,
T,,70.59204100,-150.04682922,8,19,2008,11,10,22,1e25,1e25,-20.600000,"SM",0.0032,0.2058,4.4723,0.401566,29,
T,,70.59201049,-150.04695126,8,19,2008,11,10,50,1e25,1e25,-20.600000,"SM",0.0035,0.2093,4.4758,0.450822,28,
T,,70.59197998,-150.04707330,8,19,2008,11,11,18,1e25,1e25,-20.600000,"SM",0.0035,0.2128,4.4793,0.450823,28,
T,,70.59194176,-150.04716491,8,19,2008,11,11,40,1e25,1e25,-20.600000,"SM",0.0034,0.2161,4.4827,0.552460,22,
T,,70.59190362,-150.04734797,8,19,2008,11,12,6,1e25,1e25,-20.600000,"SM",0.0050,0.2211,4.4876,0.686863,26,
T,,70.59185785,-150.04756163,8,19,2008,11,12,31,1e25,1e25,-20.600000,"SM",0.0058,0.2269,4.4935,0.840415,25,
T,,70.59182734,-150.04777520,8,19,2008,11,12,58,1e25,1e25,-20.600000,"SM",0.0053,0.2323,4.4988,0.711653,27,
T,,70.59178920,-150.04789732,8,19,2008,11,13,25,1e25,1e25,-20.600000,"SM",0.0038,0.2361,4.5026,0.513038,27,
T,,70.59175869,-150.04800411,8,19,2008,11,13,50,1e25,1e25,-20.600000,"SM",0.0032,0.2394,4.5059,0.465610,25,
T,,70.59172056,-150.04812615,8,19,2008,11,14,16,1e25,1e25,-20.600000,"SM",0.0038,0.2432,4.5097,0.532577,26,
T,,70.59169005,-150.04823302,8,19,2008,11,14,39,1e25,1e25,-20.600000,"SM",0.0032,0.2464,4.5130,0.506327,23,
T,,70.59165191,-150.04837031,8,19,2008,11,15,5,1e25,1e25,-20.600000,"SM",0.0041,0.2506,4.5171,0.568877,26,
T,,70.59161369,-150.04852295,8,19,2008,11,15,33,1e25,1e25,-20.600000,"SM",0.0044,0.2549,4.5215,0.564180,28,
T,,70.59157555,-150.04866024,8,19,2008,11,16,1,1e25,1e25,-20.600000,"SM",0.0041,0.2591,4.5256,0.528244,28,
T,,70.59154504,-150.04891966,8,19,2008,11,16,30,1e25,1e25,-20.600000,"SM",0.0063,0.2654,4.5319,0.784335,29,
T,,70.59156029,-150.04917900,8,19,2008,11,16,55,1e25,1e25,-20.600000,"SM",0.0060,0.2714,4.5379,0.870748,25,
T,,70.59157555,-150.04931638,8,19,2008,11,17,24,1e25,1e25,-20.600000,"SM",0.0033,0.2747,4.5413,0.412838,29,
T,,70.59159843,-150.04943842,8,19,2008,11,18,0,1e25,1e25,-20.600000,"SM",0.0032,0.2780,4.5445,0.321729,36,
T,,70.59161369,-150.04952995,8,19,2008,11,18,43,1e25,1e25,-20.600000,"SM",0.0024,0.2803,4.5468,0.196830,43,
T,,70.59162140,-150.04949944,8,19,2008,11,19,21,1e25,1e25,-20.600000,"SM",0.0009,0.2812,4.5477,0.083378,38,
T,,70.59159080,-150.04940791,8,19,2008,11,20,16,1e25,1e25,-20.600000,"SM",0.0030,0.2842,4.5507,0.195101,55,
T,,70.59153741,-150.04934689,8,19,2008,11,20,46,1e25,1e25,-20.600000,"SM",0.0039,0.2881,4.5546,0.473539,30,
T,,70.59147639,-150.04933164,8,19,2008,11,21,15,1e25,1e25,-20.600000,"SM",0.0042,0.2923,4.5589,0.525180,29,
T,,70.59140774,-150.04939266,8,19,2008,11,21,43,1e25,1e25,-20.600000,"SM",0.0049,0.2973,4.5638,0.635875,28,
T,,70.59130859,-150.04937740,8,19,2008,11,22,13,1e25,1e25,-20.600000,"SM",0.0069,0.3042,4.5707,0.823212,30,
T,,70.59126274,-150.04928587,8,19,2008,11,22,38,1e25,1e25,-20.600000,"SM",0.0038,0.3080,4.5745,0.547424,25,
T,,70.59122460,-150.04930113,8,19,2008,11,23,14,1e25,1e25,-20.600000,"SM",0.0027,0.3106,4.5771,0.265824,36,
T,,70.59119409,-150.04936215,8,19,2008,11,23,42,1e25,1e25,-20.600000,"SM",0.0025,0.3131,4.5797,0.325434,28,
T,,70.59117121,-150.04940791,8,19,2008,11,24,3,1e25,1e25,-20.600000,"SM",0.0019,0.3150,4.5816,0.325435,21,
T,,70.59113307,-150.04946893,8,19,2008,11,24,29,1e25,1e25,-20.600000,"SM",0.0030,0.3180,4.5845,0.413220,26,
T,,70.59109493,-150.04954521,8,19,2008,11,25,7,1e25,1e25,-20.600000,"SM",0.0032,0.3212,4.5877,0.299743,38,
T,,70.59106442,-150.04960631,8,19,2008,11,25,39,1e25,1e25,-20.600000,"SM",0.0025,0.3237,4.5902,0.284876,32,
T,,70.59102628,-150.04965208,8,19,2008,11,26,11,1e25,1e25,-20.600000,"SM",0.0028,0.3266,4.5931,0.319145,32,
T,,70.59098815,-150.04972835,8,19,2008,11,26,40,1e25,1e25,-20.600000,"SM",0.0032,0.3297,4.5962,0.392767,29,
T,,70.59095764,-150.04981988,8,19,2008,11,27,9,1e25,1e25,-20.600000,"SM",0.0030,0.3327,4.5992,0.369516,29,
T,,70.59091179,-150.04991150,8,19,2008,11,27,37,1e25,1e25,-20.600000,"SM",0.0038,0.3365,4.6030,0.488911,28,
T,,70.59086602,-150.05000303,8,19,2008,11,28,5,1e25,1e25,-20.600000,"SM",0.0038,0.3403,4.6068,0.488154,28,
T,,70.59082026,-150.05009456,8,19,2008,11,28,30,1e25,1e25,-20.600000,"SM",0.0038,0.3441,4.6106,0.546733,25,
T,,70.59078212,-150.05014032,8,19,2008,11,28,54,1e25,1e25,-20.600000,"SM",0.0028,0.3469,4.6134,0.425527,24,
T,,70.59073635,-150.05023185,8,19,2008,11,29,23,1e25,1e25,-20.600000,"SM",0.0038,0.3507,4.6172,0.471322,29,
T,,70.59068296,-150.05030821,8,19,2008,11,29,56,1e25,1e25,-20.600000,"SM",0.0041,0.3548,4.6213,0.445583,33,
T,,70.59063720,-150.05033872,8,19,2008,11,30,21,1e25,1e25,-20.600000,"SM",0.0032,0.3581,4.6246,0.466379,25,
T,,70.59057609,-150.05033872,8,19,2008,11,30,48,1e25,1e25,-20.600000,"SM",0.0042,0.3623,4.6288,0.562918,27,
T,,70.59053033,-150.05032347,8,19,2008,11,31,14,1e25,1e25,-20.600000,"SM",0.0032,0.3655,4.6320,0.440503,26,
T,,70.59049982,-150.05027770,8,19,2008,11,31,42,1e25,1e25,-20.600000,"SM",0.0024,0.3678,4.6343,0.302841,28,
T,,70.59046931,-150.05018609,8,19,2008,11,32,16,1e25,1e25,-20.600000,"SM",0.0030,0.3708,4.6373,0.315323,34,
T,,70.59053033,-150.05020134,8,19,2008,11,33,29,1e25,1e25,-20.600000,"SM",0.0042,0.3750,4.6415,0.208633,73,
T,,70.59056846,-150.05030821,8,19,2008,11,34,0,1e25,1e25,-20.600000,"SM",0.0036,0.3786,4.6451,0.418141,31,
T,,70.59059906,-150.05030821,8,19,2008,11,34,24,1e25,1e25,-20.600000,"SM",0.0021,0.3807,4.6472,0.317076,24,
T,,70.59059906,-150.05021660,8,19,2008,11,34,49,1e25,1e25,-20.600000,"SM",0.0021,0.3828,4.6493,0.302909,25,
T,,70.59055321,-150.05014032,8,19,2008,11,35,17,1e25,1e25,-20.600000,"SM",0.0036,0.3865,4.6530,0.465396,28,
T,,70.59048456,-150.05018609,8,19,2008,11,35,46,1e25,1e25,-20.600000,"SM",0.0049,0.3913,4.6578,0.603076,29,
T,,70.59040829,-150.05024719,8,19,2008,11,36,12,1e25,1e25,-20.600000,"SM",0.0055,0.3968,4.6633,0.755124,26,
T,,70.59036252,-150.05032347,8,19,2008,11,36,38,1e25,1e25,-20.600000,"SM",0.0036,0.4004,4.6669,0.500495,26,
T,,70.59031676,-150.05041500,8,19,2008,11,37,3,1e25,1e25,-20.600000,"SM",0.0038,0.4042,4.6707,0.546737,25,
T,,70.59027099,-150.05050653,8,19,2008,11,37,28,1e25,1e25,-20.600000,"SM",0.0038,0.4080,4.6745,0.546738,25,
T,,70.59022514,-150.05061340,8,19,2008,11,37,57,1e25,1e25,-20.600000,"SM",0.0040,0.4120,4.6785,0.497431,29,
T,,70.59019463,-150.05068967,8,19,2008,11,38,18,1e25,1e25,-20.600000,"SM",0.0027,0.4147,4.6812,0.469826,21,
N,ACTIVE LOG 005|Black|1,70.59009547,-150.05094909,8,19,2008,11,39,25,1e25,1e25,-20.600000,"SM",0.0091,0.0000,4.6903,0.487802,67,
T,,70.59005734,-150.05104062,8,19,2008,11,39,50,1e25,1e25,-20.600000,"SM",0.0034,0.0034,4.6937,0.485358,25,
T,,70.59003445,-150.05111690,8,19,2008,11,40,17,1e25,1e25,-20.600000,"SM",0.0024,0.0057,4.6960,0.314595,27,
T,,70.59001157,-150.05120843,8,19,2008,11,40,43,1e25,1e25,-20.600000,"SM",0.0026,0.0084,4.6987,0.364149,26,
T,,70.58997343,-150.05130004,8,19,2008,11,41,12,1e25,1e25,-20.600000,"SM",0.0034,0.0117,4.7020,0.418562,29,
T,,70.58993530,-150.05137632,8,19,2008,11,41,37,1e25,1e25,-20.600000,"SM",0.0032,0.0149,4.7052,0.455617,25,
T,,70.58991241,-150.05146785,8,19,2008,11,42,3,1e25,1e25,-20.600000,"SM",0.0026,0.0175,4.7078,0.364150,26,
T,,70.58988182,-150.05154412,8,19,2008,11,42,29,1e25,1e25,-20.600000,"SM",0.0027,0.0203,4.7106,0.380095,26,
T,,70.58984368,-150.05162048,8,19,2008,11,42,53,1e25,1e25,-20.600000,"SM",0.0032,0.0234,4.7137,0.474761,24,
T,,70.58980554,-150.05169676,8,19,2008,11,43,21,1e25,1e25,-20.600000,"SM",0.0032,0.0266,4.7169,0.406802,28,
T,,70.58978266,-150.05178829,8,19,2008,11,43,47,1e25,1e25,-20.600000,"SM",0.0026,0.0292,4.7195,0.364151,26,
T,,70.58975215,-150.05189507,8,19,2008,11,44,17,1e25,1e25,-20.600000,"SM",0.0032,0.0325,4.7228,0.388030,30,
T,,70.58972927,-150.05200194,8,19,2008,11,44,47,1e25,1e25,-20.600000,"SM",0.0029,0.0354,4.7257,0.350296,30,
T,,70.58970639,-150.05207822,8,19,2008,11,45,14,1e25,1e25,-20.600000,"SM",0.0024,0.0377,4.7281,0.314597,27,
T,,70.58967588,-150.05215449,8,19,2008,11,45,37,1e25,1e25,-20.600000,"SM",0.0027,0.0405,4.7308,0.428976,23,
T,,70.58963774,-150.05224602,8,19,2008,11,46,5,1e25,1e25,-20.600000,"SM",0.0034,0.0439,4.7342,0.433359,28,
T,,70.58959960,-150.05232238,8,19,2008,11,46,30,1e25,1e25,-20.600000,"SM",0.0032,0.0470,4.7373,0.455773,25,
T,,70.58956909,-150.05241391,8,19,2008,11,46,54,1e25,1e25,-20.600000,"SM",0.0030,0.0500,4.7403,0.446514,24,
T,,70.58953850,-150.05249019,8,19,2008,11,47,20,1e25,1e25,-20.600000,"SM",0.0027,0.0527,4.7431,0.380097,26,
T,,70.58951561,-150.05256646,8,19,2008,11,47,45,1e25,1e25,-20.600000,"SM",0.0024,0.0551,4.7454,0.339767,25,
T,,70.58948510,-150.05267333,8,19,2008,11,48,13,1e25,1e25,-20.600000,"SM",0.0032,0.0583,4.7486,0.415938,28,
T,,70.58946222,-150.05276486,8,19,2008,11,48,41,1e25,1e25,-20.600000,"SM",0.0026,0.0610,4.7513,0.338144,28,
T,,70.58943934,-150.05288690,8,19,2008,11,49,11,1e25,1e25,-20.600000,"SM",0.0032,0.0642,4.7545,0.386106,30,
T,,70.58941646,-150.05297843,8,19,2008,11,49,38,1e25,1e25,-20.600000,"SM",0.0026,0.0668,4.7571,0.350668,27,
T,,70.58938595,-150.05308530,8,19,2008,11,50,8,1e25,1e25,-20.600000,"SM",0.0032,0.0700,4.7604,0.388210,30,
T,,70.58936306,-150.05316158,8,19,2008,11,50,36,1e25,1e25,-20.600000,"SM",0.0024,0.0724,4.7627,0.303365,28,
T,,70.58933255,-150.05328362,8,19,2008,11,51,7,1e25,1e25,-20.600000,"SM",0.0035,0.0759,4.7662,0.407229,31,
T,,70.58930204,-150.05337523,8,19,2008,11,51,35,1e25,1e25,-20.600000,"SM",0.0030,0.0789,4.7692,0.382903,28,
T,,70.58926390,-150.05346676,8,19,2008,11,52,4,1e25,1e25,-20.600000,"SM",0.0034,0.0823,4.7726,0.418418,29,
T,,70.58922577,-150.05355829,8,19,2008,11,52,33,1e25,1e25,-20.600000,"SM",0.0034,0.0856,4.7759,0.418419,29,
T,,70.58916466,-150.05358880,8,19,2008,11,52,55,1e25,1e25,-20.600000,"SM",0.0043,0.0899,4.7802,0.700301,22,
T,,70.58912653,-150.05366508,8,19,2008,11,53,19,1e25,1e25,-20.600000,"SM",0.0032,0.0931,4.7834,0.474607,24,
T,,70.58910364,-150.05372618,8,19,2008,11,53,45,1e25,1e25,-20.600000,"SM",0.0021,0.0952,4.7855,0.292687,26,
T,,70.58905788,-150.05380246,8,19,2008,11,54,16,1e25,1e25,-20.600000,"SM",0.0036,0.0988,4.7891,0.419776,31,
T,,70.58901974,-150.05387873,8,19,2008,11,54,42,1e25,1e25,-20.600000,"SM",0.0032,0.1020,4.7923,0.438099,26,
T,,70.58898160,-150.05393975,8,19,2008,11,55,7,1e25,1e25,-20.600000,"SM",0.0030,0.1050,4.7953,0.429759,25,
T,,70.58895109,-150.05400077,8,19,2008,11,55,33,1e25,1e25,-20.600000,"SM",0.0025,0.1075,4.7978,0.350480,26,
T,,70.58891295,-150.05406188,8,19,2008,11,56,0,1e25,1e25,-20.600000,"SM",0.0030,0.1105,4.8008,0.398046,27,
T,,70.58888244,-150.05410764,8,19,2008,11,56,25,1e25,1e25,-20.600000,"SM",0.0024,0.1128,4.8031,0.339188,25,
T,,70.58884422,-150.05416866,8,19,2008,11,56,55,1e25,1e25,-20.600000,"SM",0.0030,0.1158,4.8061,0.358747,30,
T,,70.58879083,-150.05421443,8,19,2008,11,57,27,1e25,1e25,-20.600000,"SM",0.0038,0.1197,4.8100,0.431533,32,
T,,70.58874507,-150.05426019,8,19,2008,11,58,1,1e25,1e25,-20.600000,"SM",0.0033,0.1230,4.8133,0.352814,34,
T,,70.58869930,-150.05429070,8,19,2008,11,58,32,1e25,1e25,-20.600000,"SM",0.0032,0.1262,4.8165,0.376114,31,
T,,70.58866116,-150.05435172,8,19,2008,11,59,0,1e25,1e25,-20.600000,"SM",0.0030,0.1292,4.8195,0.383715,28,
T,,70.58860777,-150.05439757,8,19,2008,11,59,35,1e25,1e25,-20.600000,"SM",0.0038,0.1330,4.8234,0.394599,35,
T,,70.58856200,-150.05441283,8,19,2008,12,0,2,1e25,1e25,-20.600000,"SM",0.0032,0.1362,4.8265,0.424189,27,
T,,70.58853912,-150.05447385,8,19,2008,12,0,30,1e25,1e25,-20.600000,"SM",0.0021,0.1383,4.8287,0.271620,28,
T,,70.58847039,-150.05438232,8,19,2008,12,1,2,1e25,1e25,-20.600000,"SM",0.0052,0.1435,4.8338,0.584239,32,
T,,70.58844751,-150.05416866,8,19,2008,12,1,11,1e25,1e25,-20.600000,"SM",0.0052,0.1487,4.8390,2.061865,9,
T,,70.58850090,-150.05361931,8,19,2008,12,1,36,1e25,1e25,-20.600000,"SM",0.0131,0.1618,4.8521,1.892622,25,
T,,70.58863065,-150.05343625,8,19,2008,12,1,57,1e25,1e25,-20.600000,"SM",0.0099,0.1717,4.8620,1.697418,21,
T,,70.58883660,-150.05332947,8,19,2008,12,2,24,1e25,1e25,-20.600000,"SM",0.0144,0.1862,4.8765,1.925207,27,
T,,70.58886711,-150.05329887,8,19,2008,12,2,28,1e25,1e25,-20.600000,"SM",0.0022,0.1884,4.8787,1.999824,4,
T,,70.58914178,-150.05300903,8,19,2008,12,3,1,1e25,1e25,-20.600000,"SM",0.0201,0.2085,4.8988,2.193976,33,
T,,70.58941646,-150.05281063,8,19,2008,12,3,32,1e25,1e25,-20.600000,"SM",0.0195,0.2280,4.9183,2.266532,31,
T,,70.58964537,-150.05271910,8,19,2008,12,3,59,1e25,1e25,-20.600000,"SM",0.0160,0.2440,4.9343,2.127357,27,
T,,70.58989707,-150.05244442,8,19,2008,12,4,32,1e25,1e25,-20.600000,"SM",0.0185,0.2625,4.9528,2.018149,33,
T,,70.59004208,-150.05253595,8,19,2008,12,4,50,1e25,1e25,-20.600000,"SM",0.0102,0.2727,4.9630,2.047415,18,
