Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.58537286,-150.04196160,8,19,2008,13,34,32,1e25,1e25,-20.600000,"SM",0.0248,1.3514,9.3927,3.311645,27,
T,,70.58576195,-150.04208372,8,19,2008,13,35,0,1e25,1e25,-20.600000,"SM",0.0270,1.3784,9.4198,3.475197,28,
T,,70.58618163,-150.04240416,8,19,2008,13,35,31,1e25,1e25,-20.600000,"SM",0.0299,1.4083,9.4497,3.474176,31,
T,,70.58653258,-150.04266350,8,19,2008,13,35,56,1e25,1e25,-20.600000,"SM",0.0250,1.4333,9.4746,3.595543,25,
T,,70.58694455,-150.04296868,8,19,2008,13,36,26,1e25,1e25,-20.600000,"SM",0.0293,1.4626,9.5040,3.517750,30,
T,,70.58729550,-150.04298394,8,19,2008,13,36,53,1e25,1e25,-20.600000,"SM",0.0243,1.4869,9.5282,3.233449,27,
T,,70.58757017,-150.04241941,8,19,2008,13,37,19,1e25,1e25,-20.600000,"SM",0.0230,1.5098,9.5512,3.182313,26,
T,,70.58788299,-150.04299919,8,19,2008,13,37,48,1e25,1e25,-20.600000,"SM",0.0254,1.5352,9.5766,3.151239,29,
T,,70.58790587,-150.04316708,8,19,2008,13,37,53,1e25,1e25,-20.600000,"SM",0.0042,1.5394,9.5807,3.000229,5,
T,,70.58792875,-150.04335014,8,19,2008,13,37,57,1e25,1e25,-20.600000,"SM",0.0045,1.5439,9.5852,4.042139,4,
T,,70.58793638,-150.04338074,8,19,2008,13,37,59,1e25,1e25,-20.600000,"SM",0.0009,1.5448,9.5861,1.580852,2,
T,,70.58821868,-150.04373169,8,19,2008,13,38,25,1e25,1e25,-20.600000,"SM",0.0211,1.5659,9.6072,2.922172,26,
T,,70.58853912,-150.04380796,8,19,2008,13,38,50,1e25,1e25,-20.600000,"SM",0.0222,1.5881,9.6294,3.198162,25,
T,,70.58893584,-150.04365533,8,19,2008,13,39,22,1e25,1e25,-20.600000,"SM",0.0276,1.6157,9.6571,3.108778,32,
T,,70.58911127,-150.04370109,8,19,2008,13,39,37,1e25,1e25,-20.600000,"SM",0.0122,1.6279,9.6692,2.920018,15,
T,,70.58940883,-150.04370109,8,19,2008,13,40,2,1e25,1e25,-20.600000,"SM",0.0206,1.6484,9.6898,2.960532,25,
T,,70.58957672,-150.04354854,8,19,2008,13,40,16,1e25,1e25,-20.600000,"SM",0.0121,1.6605,9.7019,3.115902,14,
T,,70.58995055,-150.04376220,8,19,2008,13,40,46,1e25,1e25,-20.600000,"SM",0.0263,1.6868,9.7282,3.154937,30,
T,,70.59026336,-150.04415891,8,19,2008,13,41,12,1e25,1e25,-20.600000,"SM",0.0235,1.7103,9.7517,3.247536,26,
T,,70.59062957,-150.04449461,8,19,2008,13,41,40,1e25,1e25,-20.600000,"SM",0.0265,1.7367,9.7781,3.400759,28,
T,,70.59103391,-150.04429621,8,19,2008,13,42,11,1e25,1e25,-20.600000,"SM",0.0283,1.7650,9.8064,3.287191,31,
T,,70.59141537,-150.04414366,8,19,2008,13,42,40,1e25,1e25,-20.600000,"SM",0.0266,1.7916,9.8330,3.300591,29,
T,,70.59176632,-150.04434197,8,19,2008,13,43,6,1e25,1e25,-20.600000,"SM",0.0247,1.8163,9.8577,3.416141,26,
T,,70.59207151,-150.04467767,8,19,2008,13,43,31,1e25,1e25,-20.600000,"SM",0.0225,1.8388,9.8801,3.232899,25,
T,,70.59239195,-150.04510498,8,19,2008,13,43,57,1e25,1e25,-20.600000,"SM",0.0242,1.8630,9.9043,3.353056,26,
T,,70.59247585,-150.04521176,8,19,2008,13,44,4,1e25,1e25,-20.600000,"SM",0.0063,1.8693,9.9106,3.237033,7,
T,,70.59284206,-150.04541008,8,19,2008,13,44,34,1e25,1e25,-20.600000,"SM",0.0257,1.8950,9.9363,3.085049,30,
T,,70.59323877,-150.04536431,8,19,2008,13,45,2,1e25,1e25,-20.600000,"SM",0.0274,1.9224,9.9638,3.526783,28,
T,,70.59358209,-150.04534906,8,19,2008,13,45,28,1e25,1e25,-20.600000,"SM",0.0237,1.9461,9.9875,3.284849,26,
T,,70.59394067,-150.04486081,8,19,2008,13,45,57,1e25,1e25,-20.600000,"SM",0.0272,1.9733,10.0147,3.375671,29,
T,,70.59423060,-150.04489132,8,19,2008,13,46,25,1e25,1e25,-20.600000,"SM",0.0200,1.9934,10.0347,2.577147,28,
T,,70.59448239,-150.04545593,8,19,2008,13,46,48,1e25,1e25,-20.600000,"SM",0.0217,2.0151,10.0564,3.395690,23,
T,,70.59486385,-150.04588315,8,19,2008,13,47,19,1e25,1e25,-20.600000,"SM",0.0281,2.0432,10.0845,3.265777,31,
T,,70.59528345,-150.04629512,8,19,2008,13,47,52,1e25,1e25,-20.600000,"SM",0.0305,2.0737,10.1150,3.326718,33,
T,,70.59569542,-150.04612732,8,19,2008,13,48,24,1e25,1e25,-20.600000,"SM",0.0287,2.1024,10.1438,3.231437,32,
T,,70.59605400,-150.04579162,8,19,2008,13,48,54,1e25,1e25,-20.600000,"SM",0.0259,2.1284,10.1697,3.113526,30,
T,,70.59635156,-150.04583739,8,19,2008,13,49,18,1e25,1e25,-20.600000,"SM",0.0206,2.1489,10.1903,3.087911,24,
T,,70.59664149,-150.04600519,8,19,2008,13,49,41,1e25,1e25,-20.600000,"SM",0.0204,2.1693,10.2107,3.192918,23,
T,,70.59702295,-150.04606621,8,19,2008,13,50,9,1e25,1e25,-20.600000,"SM",0.0264,2.1957,10.2371,3.393459,28,
T,,70.59742729,-150.04640191,8,19,2008,13,50,39,1e25,1e25,-20.600000,"SM",0.0290,2.2247,10.2661,3.477663,30,
T,,70.59779350,-150.04685973,8,19,2008,13,51,7,1e25,1e25,-20.600000,"SM",0.0274,2.2521,10.2935,3.522559,28,
T,,70.59812156,-150.04681396,8,19,2008,13,51,33,1e25,1e25,-20.600000,"SM",0.0227,2.2748,10.3162,3.141917,26,
T,,70.59846489,-150.04664607,8,19,2008,13,52,0,1e25,1e25,-20.600000,"SM",0.0240,2.2988,10.3402,3.204302,27,
T,,70.59883880,-150.04656980,8,19,2008,13,52,26,1e25,1e25,-20.600000,"SM",0.0259,2.3247,10.3661,3.585379,26,
T,,70.59927366,-150.04667658,8,19,2008,13,52,58,1e25,1e25,-20.600000,"SM",0.0301,2.3549,10.3962,3.391341,32,
T,,70.59969326,-150.04681396,8,19,2008,13,53,27,1e25,1e25,-20.600000,"SM",0.0292,2.3840,10.4254,3.620158,29,
T,,70.60012811,-150.04687498,8,19,2008,13,53,57,1e25,1e25,-20.600000,"SM",0.0301,2.4141,10.4555,3.609370,30,
T,,70.60046380,-150.04742425,8,19,2008,13,54,26,1e25,1e25,-20.600000,"SM",0.0264,2.4405,10.4819,3.277043,29,
T,,70.60075373,-150.04832455,8,19,2008,13,54,55,1e25,1e25,-20.600000,"SM",0.0288,2.4693,10.5107,3.572463,29,
T,,70.60108180,-150.04869075,8,19,2008,13,55,21,1e25,1e25,-20.600000,"SM",0.0242,2.4935,10.5348,3.347320,26,
T,,70.60141750,-150.04884331,8,19,2008,13,55,45,1e25,1e25,-20.600000,"SM",0.0235,2.5169,10.5583,3.518553,24,
T,,70.60175319,-150.04887390,8,19,2008,13,56,11,1e25,1e25,-20.600000,"SM",0.0232,2.5401,10.5815,3.212991,26,
T,,70.60210414,-150.04876703,8,19,2008,13,56,37,1e25,1e25,-20.600000,"SM",0.0244,2.5645,10.6059,3.374589,26,
T,,70.60220330,-150.04875178,8,19,2008,13,56,44,1e25,1e25,-20.600000,"SM",0.0069,2.5714,10.6127,3.528047,7,
T,,70.60227203,-150.04879754,8,19,2008,13,56,49,1e25,1e25,-20.600000,"SM",0.0049,2.5762,10.6176,3.501817,5,
T,,70.60259239,-150.04917900,8,19,2008,13,57,14,1e25,1e25,-20.600000,"SM",0.0238,2.6000,10.6414,3.427562,25,
T,,70.60289757,-150.04878229,8,19,2008,13,57,41,1e25,1e25,-20.600000,"SM",0.0230,2.6230,10.6644,3.062324,27,
T,,70.60321801,-150.04833980,8,19,2008,13,58,9,1e25,1e25,-20.600000,"SM",0.0244,2.6474,10.6887,3.131671,28,
T,,70.60350794,-150.04823302,8,19,2008,13,58,33,1e25,1e25,-20.600000,"SM",0.0202,2.6675,10.7089,3.027232,24,
T,,70.60382838,-150.04832455,8,19,2008,13,58,57,1e25,1e25,-20.600000,"SM",0.0222,2.6898,10.7311,3.335952,24,
T,,70.60418696,-150.04858397,8,19,2008,13,59,23,1e25,1e25,-20.600000,"SM",0.0255,2.7153,10.7566,3.528054,26,
T,,70.60449977,-150.04911798,8,19,2008,13,59,49,1e25,1e25,-20.600000,"SM",0.0248,2.7401,10.7815,3.440064,26,
T,,70.60487361,-150.04965208,8,19,2008,14,0,17,1e25,1e25,-20.600000,"SM",0.0286,2.7687,10.8100,3.675735,28,
T,,70.60523210,-150.04998777,8,19,2008,14,0,44,1e25,1e25,-20.600000,"SM",0.0259,2.7946,10.8360,3.458597,27,
T,,70.60556788,-150.05029296,8,19,2008,14,1,9,1e25,1e25,-20.600000,"SM",0.0242,2.8189,10.8602,3.489661,25,
T,,70.60594934,-150.05009456,8,19,2008,14,1,40,1e25,1e25,-20.600000,"SM",0.0267,2.8456,10.8870,3.106054,31,
T,,70.60623164,-150.04934689,8,19,2008,14,2,8,1e25,1e25,-20.600000,"SM",0.0260,2.8716,10.9129,3.339662,28,
T,,70.60656734,-150.04852295,8,19,2008,14,2,41,1e25,1e25,-20.600000,"SM",0.0299,2.9015,10.9429,3.264208,33,
T,,70.60692592,-150.04890441,8,19,2008,14,3,10,1e25,1e25,-20.600000,"SM",0.0263,2.9278,10.9691,3.261803,29,
T,,70.60727687,-150.04974361,8,19,2008,14,3,42,1e25,1e25,-20.600000,"SM",0.0310,2.9587,11.0001,3.483242,32,
T,,70.60760493,-150.04991150,8,19,2008,14,4,7,1e25,1e25,-20.600000,"SM",0.0230,2.9817,11.0231,3.310878,25,
T,,70.60762782,-150.04997252,8,19,2008,14,4,9,1e25,1e25,-20.600000,"SM",0.0021,2.9838,11.0252,3.801102,2,
T,,70.60778808,-150.05030821,8,19,2008,14,4,37,1e25,1e25,-20.600000,"SM",0.0135,2.9973,11.0387,1.734153,28,
T,,70.60784147,-150.05049127,8,19,2008,14,5,3,1e25,1e25,-20.600000,"SM",0.0056,3.0029,11.0443,0.773978,26,
T,,70.60800165,-150.05078120,8,19,2008,14,5,29,1e25,1e25,-20.600000,"SM",0.0129,3.0158,11.0572,1.787838,26,
T,,70.60803979,-150.05093384,8,19,2008,14,5,36,1e25,1e25,-20.600000,"SM",0.0044,3.0202,11.0616,2.253760,7,
T,,70.60804741,-150.05110164,8,19,2008,14,5,42,1e25,1e25,-20.600000,"SM",0.0039,3.0241,11.0655,2.331320,6,
T,,70.60783384,-150.05163574,8,19,2008,14,6,11,1e25,1e25,-20.600000,"SM",0.0192,3.0433,11.0846,2.380985,29,
T,,70.60742187,-150.05192558,8,19,2008,14,6,44,1e25,1e25,-20.600000,"SM",0.0292,3.0725,11.1139,3.188814,33,
T,,70.60717771,-150.05226128,8,19,2008,14,7,3,1e25,1e25,-20.600000,"SM",0.0185,3.0911,11.1324,3.513780,19,
T,,70.60684964,-150.05300903,8,19,2008,14,7,34,1e25,1e25,-20.600000,"SM",0.0284,3.1195,11.1608,3.301211,31,
T,,70.60664361,-150.05386348,8,19,2008,14,8,1,1e25,1e25,-20.600000,"SM",0.0242,3.1437,11.1851,3.230202,27,
T,,70.60624690,-150.05430596,8,19,2008,14,8,33,1e25,1e25,-20.600000,"SM",0.0292,3.1729,11.2143,3.288366,32,
T,,70.60589595,-150.05496209,8,19,2008,14,9,2,1e25,1e25,-20.600000,"SM",0.0285,3.2015,11.2428,3.543046,29,
T,,70.60578916,-150.05526728,8,19,2008,14,9,13,1e25,1e25,-20.600000,"SM",0.0102,3.2117,11.2530,3.328952,11,
T,,70.60550686,-150.05621335,8,19,2008,14,9,44,1e25,1e25,-20.600000,"SM",0.0292,3.2408,11.2822,3.388929,31,
T,,70.60525507,-150.05709831,8,19,2008,14,10,14,1e25,1e25,-20.600000,"SM",0.0267,3.2676,11.3089,3.208597,30,
T,,70.60490412,-150.05804437,8,19,2008,14,10,50,1e25,1e25,-20.600000,"SM",0.0325,3.3001,11.3415,3.254488,36,
T,,70.60457605,-150.05842583,8,19,2008,14,11,15,1e25,1e25,-20.600000,"SM",0.0243,3.3244,11.3658,3.498971,25,
T,,70.60430137,-150.05923460,8,19,2008,14,11,43,1e25,1e25,-20.600000,"SM",0.0265,3.3510,11.3923,3.412707,28,
T,,70.60395805,-150.05990599,8,19,2008,14,12,13,1e25,1e25,-20.600000,"SM",0.0283,3.3792,11.4206,3.394167,30,
T,,70.60391991,-150.05998227,8,19,2008,14,12,16,1e25,1e25,-20.600000,"SM",0.0032,3.3824,11.4238,3.796002,3,
T,,70.60384364,-150.06027220,8,19,2008,14,12,25,1e25,1e25,-20.600000,"SM",0.0085,3.3909,11.4323,3.394865,9,
T,,70.60375974,-150.06062315,8,19,2008,14,12,35,1e25,1e25,-20.600000,"SM",0.0099,3.4008,11.4422,3.572080,10,
T,,70.60372160,-150.06076044,8,19,2008,14,12,39,1e25,1e25,-20.600000,"SM",0.0041,3.4049,11.4463,3.696398,4,
T,,70.60346981,-150.06166074,8,19,2008,14,13,6,1e25,1e25,-20.600000,"SM",0.0270,3.4319,11.4733,3.601057,27,
T,,70.60321801,-150.06259147,8,19,2008,14,13,35,1e25,1e25,-20.600000,"SM",0.0275,3.4595,11.5008,3.419482,29,
T,,70.60317225,-150.06269834,8,19,2008,14,13,39,1e25,1e25,-20.600000,"SM",0.0040,3.4635,11.5048,3.601388,4,
T,,70.60279842,-150.06362915,8,19,2008,14,14,13,1e25,1e25,-20.600000,"SM",0.0335,3.4970,11.5384,3.548821,34,
T,,70.60239407,-150.06445309,8,19,2008,14,14,47,1e25,1e25,-20.600000,"SM",0.0337,3.5307,11.5721,3.571828,34,
T,,70.60211177,-150.06532280,8,19,2008,14,15,15,1e25,1e25,-20.600000,"SM",0.0279,3.5586,11.6000,3.587952,28,
T,,70.60170743,-150.06588740,8,19,2008,14,15,47,1e25,1e25,-20.600000,"SM",0.0308,3.5894,11.6308,3.464508,32,
T,,70.60141750,-150.06665032,8,19,2008,14,16,15,1e25,1e25,-20.600000,"SM",0.0266,3.6160,11.6574,3.420611,28,
T,,70.60113519,-150.06748960,8,19,2008,14,16,43,1e25,1e25,-20.600000,"SM",0.0274,3.6435,11.6848,3.524395,28,
T,,70.60108943,-150.06761164,8,19,2008,14,16,47,1e25,1e25,-20.600000,"SM",0.0042,3.6477,11.6890,3.801641,4,
T,,70.60076136,-150.06864924,8,19,2008,14,17,20,1e25,1e25,-20.600000,"SM",0.0329,3.6806,11.7219,3.586439,33,
T,,70.60052482,-150.06974786,8,19,2008,14,17,52,1e25,1e25,-20.600000,"SM",0.0300,3.7106,11.7520,3.380195,32,
T,,70.60044855,-150.06996151,8,19,2008,14,17,59,1e25,1e25,-20.600000,"SM",0.0072,3.7178,11.7592,3.702012,7,
T,,70.60040278,-150.07011406,8,19,2008,14,18,4,1e25,1e25,-20.600000,"SM",0.0047,3.7225,11.7639,3.396658,5,
T,,70.60006709,-150.07102962,8,19,2008,14,18,36,1e25,1e25,-20.600000,"SM",0.0313,3.7538,11.7952,3.520863,32,
T,,70.59970851,-150.07167050,8,19,2008,14,19,6,1e25,1e25,-20.600000,"SM",0.0288,3.7826,11.8240,3.457487,30,
T,,70.59937282,-150.07249444,8,19,2008,14,19,37,1e25,1e25,-20.600000,"SM",0.0299,3.8125,11.8539,3.475274,31,
T,,70.59909051,-150.07360839,8,19,2008,14,20,11,1e25,1e25,-20.600000,"SM",0.0322,3.8447,11.8861,3.404894,34,
T,,70.59870142,-150.07464599,8,19,2008,14,20,48,1e25,1e25,-20.600000,"SM",0.0359,3.8806,11.9220,3.494363,37,
T,,70.59867854,-150.07470701,8,19,2008,14,20,50,1e25,1e25,-20.600000,"SM",0.0021,3.8827,11.9241,3.801842,2,
T,,70.59837336,-150.07550044,8,19,2008,14,21,18,1e25,1e25,-20.600000,"SM",0.0279,3.9106,11.9520,3.582183,28,
T,,70.59802241,-150.07641600,8,19,2008,14,21,50,1e25,1e25,-20.600000,"SM",0.0321,3.9427,11.9840,3.609777,32,
T,,70.59775536,-150.07717892,8,19,2008,14,22,15,1e25,1e25,-20.600000,"SM",0.0254,3.9681,12.0095,3.663041,25,
T,,70.59741204,-150.07794184,8,19,2008,14,22,45,1e25,1e25,-20.600000,"SM",0.0295,3.9976,12.0390,3.538157,30,
T,,70.59706871,-150.07855221,8,19,2008,14,23,13,1e25,1e25,-20.600000,"SM",0.0275,4.0252,12.0665,3.542092,28,
T,,70.59690091,-150.07958980,8,19,2008,14,23,42,1e25,1e25,-20.600000,"SM",0.0265,4.0516,12.0930,3.288257,29,
T,,70.59704583,-150.08068842,8,19,2008,14,24,14,1e25,1e25,-20.600000,"SM",0.0271,4.0788,12.1201,3.052401,32,
T,,70.59713745,-150.08087156,8,19,2008,14,24,22,1e25,1e25,-20.600000,"SM",0.0076,4.0864,12.1277,3.419407,8,
T,,70.59717558,-150.08142083,8,19,2008,14,24,38,1e25,1e25,-20.600000,"SM",0.0129,4.0993,12.1406,2.897985,16,
T,,70.59677887,-150.08192441,8,19,2008,14,25,12,1e25,1e25,-20.600000,"SM",0.0297,4.1290,12.1704,3.149786,34,
T,,70.59641258,-150.08262631,8,19,2008,14,25,42,1e25,1e25,-20.600000,"SM",0.0300,4.1590,12.2004,3.600161,30,
T,,70.59590908,-150.08335873,8,19,2008,14,26,19,1e25,1e25,-20.600000,"SM",0.0386,4.1976,12.2390,3.759369,37,
T,,70.59542846,-150.08369442,8,19,2008,14,26,53,1e25,1e25,-20.600000,"SM",0.0341,4.2317,12.2731,3.609519,34,
T,,70.59494776,-150.08435056,8,19,2008,14,27,28,1e25,1e25,-20.600000,"SM",0.0365,4.2682,12.3096,3.751098,35,
T,,70.59450528,-150.08488448,8,19,2008,14,28,0,1e25,1e25,-20.600000,"SM",0.0329,4.3011,12.3425,3.705518,32,
T,,70.59413907,-150.08566283,8,19,2008,14,28,30,1e25,1e25,-20.600000,"SM",0.0310,4.3321,12.3735,3.717054,30,
T,,70.59386440,-150.08660881,8,19,2008,14,29,0,1e25,1e25,-20.600000,"SM",0.0288,4.3610,12.4023,3.460901,30,
T,,70.59362786,-150.08760064,8,19,2008,14,29,28,1e25,1e25,-20.600000,"SM",0.0280,4.3890,12.4303,3.603575,28,
T,,70.59339903,-150.08847043,8,19,2008,14,29,53,1e25,1e25,-20.600000,"SM",0.0255,4.4145,12.4558,3.667612,25,
T,,70.59308622,-150.08949277,8,19,2008,14,30,24,1e25,1e25,-20.600000,"SM",0.0319,4.4464,12.4877,3.705240,31,
T,,70.59297172,-150.09002678,8,19,2008,14,30,39,1e25,1e25,-20.600000,"SM",0.0146,4.4609,12.5023,3.501759,15,
T,,70.59295647,-150.09014891,8,19,2008,14,30,42,1e25,1e25,-20.600000,"SM",0.0030,4.4639,12.5053,3.594387,3,
T,,70.59294121,-150.09124752,8,19,2008,14,31,9,1e25,1e25,-20.600000,"SM",0.0252,4.4892,12.5305,3.365894,27,
T,,70.59287257,-150.09147643,8,19,2008,14,31,18,1e25,1e25,-20.600000,"SM",0.0071,4.4963,12.5376,2.831701,9,
T,,70.59246060,-150.09226986,8,19,2008,14,31,53,1e25,1e25,-20.600000,"SM",0.0338,4.5301,12.5714,3.475970,35,
T,,70.59204100,-150.09284972,8,19,2008,14,32,26,1e25,1e25,-20.600000,"SM",0.0319,4.5620,12.6033,3.480220,33,
T,,70.59169005,-150.09339899,8,19,2008,14,32,56,1e25,1e25,-20.600000,"SM",0.0273,4.5893,12.6307,3.279787,30,
T,,70.59164428,-150.09350586,8,19,2008,14,33,0,1e25,1e25,-20.600000,"SM",0.0040,4.5933,12.6347,3.602161,4,
T,,70.59159843,-150.09365841,8,19,2008,14,33,5,1e25,1e25,-20.600000,"SM",0.0047,4.5980,12.6394,3.400270,5,
T,,70.59127808,-150.09484855,8,19,2008,14,33,40,1e25,1e25,-20.600000,"SM",0.0352,4.6332,12.6745,3.617040,35,
T,,70.59091941,-150.09584039,8,19,2008,14,34,13,1e25,1e25,-20.600000,"SM",0.0337,4.6668,12.7082,3.671520,33,
T,,70.59056846,-150.09701536,8,19,2008,14,34,48,1e25,1e25,-20.600000,"SM",0.0363,4.7031,12.7445,3.731043,35,
T,,70.59023277,-150.09779354,8,19,2008,14,35,16,1e25,1e25,-20.600000,"SM",0.0293,4.7324,12.7738,3.764381,28,
T,,70.58979029,-150.09866333,8,19,2008,14,35,52,1e25,1e25,-20.600000,"SM",0.0365,4.7689,12.8103,3.651772,36,
T,,70.58941646,-150.09942625,8,19,2008,14,36,22,1e25,1e25,-20.600000,"SM",0.0312,4.8001,12.8415,3.745157,30,
T,,70.58911127,-150.10032646,8,19,2008,14,36,52,1e25,1e25,-20.600000,"SM",0.0295,4.8296,12.8710,3.543403,30,
T,,70.58885185,-150.10130304,8,19,2008,14,37,20,1e25,1e25,-20.600000,"SM",0.0287,4.8584,12.8997,3.691024,28,
T,,70.58860014,-150.10224910,8,19,2008,14,37,48,1e25,1e25,-20.600000,"SM",0.0278,4.8862,12.9275,3.577920,28,
T,,70.58818817,-150.10298152,8,19,2008,14,38,21,1e25,1e25,-20.600000,"SM",0.0331,4.9192,12.9606,3.606752,33,
T,,70.58792875,-150.10388182,8,19,2008,14,38,49,1e25,1e25,-20.600000,"SM",0.0274,4.9466,12.9880,3.518022,28,
T,,70.58752441,-150.10472101,8,19,2008,14,39,24,1e25,1e25,-20.600000,"SM",0.0339,4.9805,13.0219,3.490913,35,
T,,70.58737177,-150.10507196,8,19,2008,14,39,53,1e25,1e25,-20.600000,"SM",0.0133,4.9938,13.0352,1.647680,29,
T,,70.58731075,-150.10545342,8,19,2008,14,40,21,1e25,1e25,-20.600000,"SM",0.0097,5.0035,13.0449,1.249950,28,
T,,70.58715820,-150.10571284,8,19,2008,14,40,46,1e25,1e25,-20.600000,"SM",0.0121,5.0157,13.0570,1.743460,25,
T,,70.58707422,-150.10534664,8,19,2008,14,41,16,1e25,1e25,-20.600000,"SM",0.0102,5.0259,13.0672,1.226110,30,
T,,70.58716583,-150.10523985,8,19,2008,14,41,32,1e25,1e25,-20.600000,"SM",0.0068,5.0327,13.0740,1.527381,16,
T,,70.58730313,-150.10498043,8,19,2008,14,41,56,1e25,1e25,-20.600000,"SM",0.0112,5.0439,13.0852,1.680267,24,
T,,70.58735652,-150.10473627,8,19,2008,14,42,24,1e25,1e25,-20.600000,"SM",0.0067,5.0506,13.0919,0.862955,28,
T,,70.58747093,-150.10465999,8,19,2008,14,42,54,1e25,1e25,-20.600000,"SM",0.0081,5.0587,13.1000,0.971630,30,
T,,70.58755492,-150.10435481,8,19,2008,14,43,11,1e25,1e25,-20.600000,"SM",0.0091,5.0678,13.1091,1.926840,17,
T,,70.58754729,-150.10423277,8,19,2008,14,43,15,1e25,1e25,-20.600000,"SM",0.0029,5.0706,13.1120,2.566525,4,
T,,70.58753966,-150.10411064,8,19,2008,14,43,19,1e25,1e25,-20.600000,"SM",0.0029,5.0735,13.1148,2.568228,4,
T,,70.58747093,-150.10345459,8,19,2008,14,43,39,1e25,1e25,-20.600000,"SM",0.0158,5.0893,13.1306,2.843374,20,
T,,70.58743279,-150.10310356,8,19,2008,14,43,49,1e25,1e25,-20.600000,"SM",0.0085,5.0977,13.1391,3.053171,10,
T,,70.58744042,-150.10208130,8,19,2008,14,44,20,1e25,1e25,-20.600000,"SM",0.0235,5.1212,13.1626,2.726878,31,
T,,70.58753204,-150.10108947,8,19,2008,14,44,49,1e25,1e25,-20.600000,"SM",0.0236,5.1449,13.1862,2.934618,29,
T,,70.58758543,-150.10072326,8,19,2008,14,45,0,1e25,1e25,-20.600000,"SM",0.0092,5.1541,13.1954,3.005415,11,
T,,70.58773035,-150.09973143,8,19,2008,14,45,30,1e25,1e25,-20.600000,"SM",0.0249,5.1789,13.2203,2.985653,30,
T,,70.58779900,-150.09881588,8,19,2008,14,45,55,1e25,1e25,-20.600000,"SM",0.0216,5.2005,13.2418,3.103664,25,
T,,70.58780663,-150.09870909,8,19,2008,14,45,58,1e25,1e25,-20.600000,"SM",0.0025,5.2030,13.2444,3.009855,3,
T,,70.58779900,-150.09831238,8,19,2008,14,46,9,1e25,1e25,-20.600000,"SM",0.0091,5.2121,13.2535,2.986496,11,
T,,70.58784485,-150.09719842,8,19,2008,14,46,40,1e25,1e25,-20.600000,"SM",0.0258,5.2379,13.2793,2.993370,31,
T,,70.58783714,-150.09701536,8,19,2008,14,46,45,1e25,1e25,-20.600000,"SM",0.0042,5.2421,13.2835,3.050949,5,
T,,70.58774561,-150.09584039,8,19,2008,14,47,19,1e25,1e25,-20.600000,"SM",0.0277,5.2698,13.3112,2.934357,34,
T,,70.58774561,-150.09568783,8,19,2008,14,47,23,1e25,1e25,-20.600000,"SM",0.0035,5.2734,13.3147,3.152865,4,
T,,70.58775323,-150.09551995,8,19,2008,14,47,28,1e25,1e25,-20.600000,"SM",0.0039,5.2772,13.3186,2.801720,5,
T,,70.58786010,-150.09463498,8,19,2008,14,47,55,1e25,1e25,-20.600000,"SM",0.0216,5.2989,13.3402,2.882951,27,
T,,70.58793638,-150.09342950,8,19,2008,14,48,29,1e25,1e25,-20.600000,"SM",0.0282,5.3270,13.3684,2.983746,34,
T,,70.58792112,-150.09225461,8,19,2008,14,49,0,1e25,1e25,-20.600000,"SM",0.0270,5.3540,13.3954,3.135556,31,
T,,70.58779900,-150.09118650,8,19,2008,14,49,29,1e25,1e25,-20.600000,"SM",0.0259,5.3800,13.4213,3.219981,29,
T,,70.58789824,-150.09039299,8,19,2008,14,49,54,1e25,1e25,-20.600000,"SM",0.0195,5.3995,13.4408,2.803630,25,
T,,70.58803554,-150.08956905,8,19,2008,14,50,20,1e25,1e25,-20.600000,"SM",0.0212,5.4206,13.4620,2.930633,26,
T,,70.58808130,-150.08892816,8,19,2008,14,50,38,1e25,1e25,-20.600000,"SM",0.0151,5.4357,13.4770,3.010571,18,
T,,70.58813469,-150.08868400,8,19,2008,14,50,46,1e25,1e25,-20.600000,"SM",0.0067,5.4424,13.4837,3.020263,8,
T,,70.58817283,-150.08847043,8,19,2008,14,50,53,1e25,1e25,-20.600000,"SM",0.0056,5.4480,13.4893,2.863249,7,
T,,70.58824919,-150.08737181,8,19,2008,14,51,24,1e25,1e25,-20.600000,"SM",0.0258,5.4737,13.5151,2.993095,31,
T,,70.58824919,-150.08734130,8,19,2008,14,51,25,1e25,1e25,-20.600000,"SM",0.0007,5.4744,13.5158,2.522229,1,
T,,70.58824156,-150.08726494,8,19,2008,14,51,27,1e25,1e25,-20.600000,"SM",0.0018,5.4763,13.5176,3.295725,2,
T,,70.58824156,-150.08622735,8,19,2008,14,51,56,1e25,1e25,-20.600000,"SM",0.0238,5.5001,13.5414,2.957814,29,
T,,70.58818817,-150.08503720,8,19,2008,14,52,29,1e25,1e25,-20.600000,"SM",0.0276,5.5277,13.5690,3.008490,33,
T,,70.58829496,-150.08410639,8,19,2008,14,52,58,1e25,1e25,-20.600000,"SM",0.0226,5.5503,13.5916,2.807037,29,
T,,70.58830258,-150.08399961,8,19,2008,14,53,1,1e25,1e25,-20.600000,"SM",0.0025,5.5528,13.5941,3.009784,3,
T,,70.58832547,-150.08363340,8,19,2008,14,53,11,1e25,1e25,-20.600000,"SM",0.0086,5.5613,13.6027,3.080398,10,
