X,Y,LATITUDE,LONGITUDE,"Type",ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_20,ATTR_21,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,Datum:,ZoneOffset:
387175.472,7832052.785,70.568113° N,150.039720° W,"Name|Color|Visibility";"Lat";"Long";"Month#";"Day#";"Year";"Hour";"Min";"Sec";"Altitude (Feet)";"Depth (Feet)";"Temp Deg C";"Units";"DP";"DS";"DT";"VP (Mi/hr)";"TP",Version 2:CSV,9,12,36,87.183755,1e25,1e25,SM,0.0000,0.0000,0.0000,INF,-,,,N,ACTIVE LOG|Default Color|1,8,19,2008,WGS-84,-8.000000
387174.072,7832048.230,70.568071° N,150.039751° W,,T,1e25,1e25,SM,0.0030,0.0030,0.0030,0.708292,15,,,,,8,19,2008,9,12,51,60.375144,,
387174.468,7832043.688,70.568031° N,150.039735° W,,T,1e25,1e25,SM,0.0028,0.0058,0.0058,0.781929,13,,,,,8,19,2008,9,13,4,60.375144,,
387174.393,7832034.228,70.567946° N,150.039724° W,,T,1e25,1e25,SM,0.0059,0.0116,0.0116,0.917254,23,,,,,8,19,2008,9,13,27,47.759209,,
387175.533,7832024.810,70.567862° N,150.039680° W,,T,1e25,1e25,SM,0.0059,0.0175,0.0175,0.783517,27,,,,,8,19,2008,9,13,54,44.605726,,
387173.755,7832017.635,70.567797° N,150.039719° W,,T,1e25,1e25,SM,0.0046,0.0221,0.0221,1.267971,13,,,,,8,19,2008,9,14,7,41.451442,,
387170.123,7831992.412,70.567570° N,150.039782° W,,T,1e25,1e25,SM,0.0158,0.0379,0.0379,2.583124,22,,,,,8,19,2008,9,14,29,33.566933,,
387172.925,7831970.245,70.567372° N,150.039677° W,,T,1e25,1e25,SM,0.0138,0.0517,0.0517,2.930802,17,,,,,8,19,2008,9,14,46,31.990191,,
387177.460,7831939.930,70.567103° N,150.039514° W,,T,1e25,1e25,SM,0.0190,0.0707,0.0707,2.628795,26,,,,,8,19,2008,9,15,12,35.143675,,
387175.177,7831904.866,70.566788° N,150.039529° W,,T,1e25,1e25,SM,0.0218,0.0925,0.0925,2.798522,28,,,,,8,19,2008,9,15,40,31.990191,,
387178.456,7831882.713,70.566591° N,150.039410° W,,T,1e25,1e25,SM,0.0139,0.1063,0.1063,2.496913,20,,,,,8,19,2008,9,16,0,27.259166,,
387187.371,7831854.221,70.566340° N,150.039132° W,,T,1e25,1e25,SM,0.0185,0.1248,0.1248,2.662740,25,,,,,8,19,2008,9,16,25,13.066490,,
387192.661,7831828.195,70.566109° N,150.038955° W,,T,1e25,1e25,SM,0.0165,0.1413,0.1413,2.574869,23,,,,,8,19,2008,9,16,48,19.374257,,
387203.065,7831804.234,70.565900° N,150.038643° W,,T,1e25,1e25,SM,0.0162,0.1575,0.1575,2.532355,23,,,,,8,19,2008,9,17,11,19.374257,,
387213.002,7831776.824,70.565659° N,150.038339° W,,T,1e25,1e25,SM,0.0181,0.1755,0.1755,2.708727,24,,,,,8,19,2008,9,17,35,20.950998,,
387222.156,7831749.846,70.565421° N,150.038056° W,,T,1e25,1e25,SM,0.0176,0.1932,0.1932,3.176143,20,,,,,8,19,2008,9,17,55,17.797115,,
387213.839,7831724.434,70.565190° N,150.038246° W,,T,1e25,1e25,SM,0.0166,0.2097,0.2097,2.710006,22,,,,,8,19,2008,9,18,17,13.066490,,
387208.017,7831709.065,70.565050° N,150.038382° W,,T,1e25,1e25,SM,0.0102,0.2199,0.2199,2.819073,13,,,,,8,19,2008,9,18,30,17.797115,,
387207.067,7831707.091,70.565031° N,150.038405° W,,T,1e25,1e25,SM,0.0014,0.2213,0.2213,2.442681,2,,,,,8,19,2008,9,18,32,19.374257,,
387209.795,7831678.937,70.564781° N,150.038293° W,,T,1e25,1e25,SM,0.0175,0.2388,0.2388,2.628162,24,,,,,8,19,2008,9,18,56,27.259166,,
387211.110,7831652.716,70.564546° N,150.038223° W,,T,1e25,1e25,SM,0.0163,0.2550,0.2550,2.661110,22,,,,,8,19,2008,9,19,18,24.104882,,
387206.769,7831629.578,70.564337° N,150.038308° W,,T,1e25,1e25,SM,0.0146,0.2696,0.2696,2.499896,21,,,,,8,19,2008,9,19,39,22.527740,,
387203.628,7831598.338,70.564056° N,150.038351° W,,T,1e25,1e25,SM,0.0194,0.2891,0.2891,2.800600,25,,,,,8,19,2008,9,20,4,20.950998,,
387209.968,7831570.537,70.563810° N,150.038143° W,,T,1e25,1e25,SM,0.0177,0.3067,0.3067,2.543365,25,,,,,8,19,2008,9,20,29,17.797115,,
387218.306,7831535.651,70.563501° N,150.037872° W,,T,1e25,1e25,SM,0.0222,0.3290,0.3290,2.856388,28,,,,,8,19,2008,9,20,57,11.489348,,
387235.120,7831513.889,70.563314° N,150.037390° W,,T,1e25,1e25,SM,0.0170,0.3460,0.3460,2.665605,23,,,,,8,19,2008,9,21,20,8.335464,,
387253.965,7831496.582,70.563168° N,150.036860° W,,T,1e25,1e25,SM,0.0158,0.3618,0.3618,2.715752,21,,,,,8,19,2008,9,21,41,0.450955,,
387273.935,7831481.823,70.563044° N,150.036304° W,,T,1e25,1e25,SM,0.0154,0.3772,0.3772,2.635614,21,,,,,8,19,2008,9,22,2,5.181580,,
387286.797,7831475.516,70.562994° N,150.035949° W,,T,1e25,1e25,SM,0.0089,0.3861,0.3861,1.680205,19,,,,,8,19,2008,9,22,21,11.489348,,
387293.363,7831474.598,70.562988° N,150.035771° W,,T,1e25,1e25,SM,0.0041,0.3902,0.3902,0.777564,19,,,,,8,19,2008,9,22,40,38.297959,,
387298.473,7831476.795,70.563010° N,150.035637° W,,T,1e25,1e25,SM,0.0034,0.3936,0.3936,0.826445,15,,,,,8,19,2008,9,22,55,39.874700,,
387303.189,7831478.459,70.563027° N,150.035512° W,,T,1e25,1e25,SM,0.0031,0.3967,0.3967,0.742971,15,,,,,8,19,2008,9,23,10,31.990191,,
387310.442,7831479.810,70.563043° N,150.035319° W,,T,1e25,1e25,SM,0.0046,0.4013,0.4013,0.913366,18,,,,,8,19,2008,9,23,28,25.682024,,
387320.918,7831480.774,70.563056° N,150.035039° W,,T,1e25,1e25,SM,0.0065,0.4078,0.4078,1.065576,22,,,,,8,19,2008,9,23,50,25.682024,,
387326.979,7831478.169,70.563035° N,150.034872° W,,T,1e25,1e25,SM,0.0041,0.4119,0.4119,1.050155,14,,,,,8,19,2008,9,24,4,20.950998,,
387337.176,7831476.048,70.563021° N,150.034595° W,,T,1e25,1e25,SM,0.0064,0.4183,0.4183,1.105158,21,,,,,8,19,2008,9,24,25,28.835907,,
387347.393,7831476.334,70.563028° N,150.034321° W,,T,1e25,1e25,SM,0.0063,0.4246,0.4246,1.035302,22,,,,,8,19,2008,9,24,47,30.413049,,
387354.949,7831483.305,70.563094° N,150.034127° W,,T,1e25,1e25,SM,0.0064,0.4310,0.4310,1.145805,20,,,,,8,19,2008,9,25,7,31.990191,,
387362.568,7831489.055,70.563149° N,150.033930° W,,T,1e25,1e25,SM,0.0059,0.4369,0.4369,1.119897,19,,,,,8,19,2008,9,25,26,25.682024,,
387374.438,7831500.566,70.563257° N,150.033626° W,,T,1e25,1e25,SM,0.0102,0.4472,0.4472,1.228598,30,,,,,8,19,2008,9,25,56,24.104882,,
387370.555,7831516.814,70.563401° N,150.033753° W,,T,1e25,1e25,SM,0.0103,0.4575,0.4575,1.241700,30,,,,,8,19,2008,9,26,26,20.950998,,
387369.724,7831519.159,70.563422° N,150.033778° W,,T,1e25,1e25,SM,0.0015,0.4591,0.4591,1.848508,3,,,,,8,19,2008,9,26,29,20.950998,,
387357.105,7831563.112,70.563809° N,150.034177° W,,T,1e25,1e25,SM,0.0283,0.4874,0.4874,2.999038,34,,,,,8,19,2008,9,27,3,17.797115,,
387337.023,7831602.992,70.564158° N,150.034770° W,,T,1e25,1e25,SM,0.0277,0.5150,0.5150,2.765375,36,,,,,8,19,2008,9,27,39,16.219973,,
387325.937,7831641.758,70.564500° N,150.035120° W,,T,1e25,1e25,SM,0.0250,0.5400,0.5400,2.900167,31,,,,,8,19,2008,9,28,10,9.912205,,
387319.902,7831695.361,70.564977° N,150.035355° W,,T,1e25,1e25,SM,0.0334,0.5734,0.5734,3.007184,40,,,,,8,19,2008,9,28,50,6.758722,,
387319.836,7831699.408,70.565013° N,150.035362° W,,T,1e25,1e25,SM,0.0025,0.5759,0.5759,3.008809,3,,,,,8,19,2008,9,28,53,8.335464,,
387361.885,7831631.170,70.564421° N,150.034140° W,,T,1e25,1e25,SM,0.0496,0.6256,0.6256,89.348192,2,,,,,8,19,2008,9,28,55,9.912205,,
387359.787,7831645.831,70.564551° N,150.034216° W,,T,1e25,1e25,SM,0.0092,0.6347,0.6347,3.302620,10,,,,,8,19,2008,9,29,5,11.489348,,
387345.171,7831704.011,70.565066° N,150.034687° W,,T,1e25,1e25,SM,0.0372,0.6719,0.6719,3.934156,34,,,,,8,19,2008,9,29,39,14.643231,,
387333.821,7831777.173,70.565716° N,150.035090° W,,T,1e25,1e25,SM,0.0459,0.7178,0.7178,3.930875,42,,,,,8,19,2008,9,30,21,8.335464,,
387325.170,7831841.485,70.566288° N,150.035410° W,,T,1e25,1e25,SM,0.0402,0.7579,0.7579,3.710322,39,,,,,8,19,2008,9,31,0,6.758722,,
387316.263,7831892.676,70.566742° N,150.035718° W,,T,1e25,1e25,SM,0.0322,0.7901,0.7901,3.737639,31,,,,,8,19,2008,9,31,31,8.335464,,
387313.593,7831961.370,70.567356° N,150.035882° W,,T,1e25,1e25,SM,0.0426,0.8327,0.8327,3.565120,43,,,,,8,19,2008,9,32,14,9.912205,,
387316.217,7831998.121,70.567686° N,150.035861° W,,T,1e25,1e25,SM,0.0228,0.8555,0.8555,3.423456,24,,,,,8,19,2008,9,32,38,3.604438,,
387324.065,7832047.605,70.568133° N,150.035716° W,,T,1e25,1e25,SM,0.0310,0.8866,0.8866,3.604009,31,,,,,8,19,2008,9,33,9,3.604438,,
387317.884,7832090.525,70.568514° N,150.035940° W,,T,1e25,1e25,SM,0.0269,0.9134,0.9134,3.334362,29,,,,,8,19,2008,9,33,38,-7.434354,,
387298.797,7832136.281,70.568916° N,150.036515° W,,T,1e25,1e25,SM,0.0307,0.9441,0.9441,3.454470,32,,,,,8,19,2008,9,34,10,-13.742121,,
387285.213,7832185.507,70.569350° N,150.036947° W,,T,1e25,1e25,SM,0.0316,0.9758,0.9758,2.996503,38,,,,,8,19,2008,9,34,48,-9.011496,,
387276.256,7832233.837,70.569779° N,150.037253° W,,T,1e25,1e25,SM,0.0304,1.0062,1.0062,3.321370,33,,,,,8,19,2008,9,35,21,17.797115,,
387302.772,7832263.532,70.570057° N,150.036580° W,,T,1e25,1e25,SM,0.0247,1.0309,1.0309,3.858799,23,,,,,8,19,2008,9,35,44,3.604438,,
386845.877,7832277.992,70.569981° N,150.048888° W,,T,1e25,1e25,SM,0.2829,1.3138,1.3138,25.465440,40,,,,,8,19,2008,9,36,24,2075.737580,,
387291.723,7832376.979,70.571068° N,150.037030° W,,T,1e25,1e25,SM,0.2827,1.5965,1.5965,20.770039,49,,,,,8,19,2008,9,37,13,14.643231,,
387276.670,7832417.217,70.571421° N,150.037489° W,,T,1e25,1e25,SM,0.0266,1.6231,1.6231,2.993519,32,,,,,8,19,2008,9,37,45,13.066490,,
387193.202,7832466.946,70.571829° N,150.039801° W,,T,1e25,1e25,SM,0.0601,1.6833,1.6833,5.552192,39,,,,,8,19,2008,9,38,24,576.042916,,
387237.373,7832489.430,70.572050° N,150.038643° W,,T,1e25,1e25,SM,0.0307,1.7140,1.7140,5.021036,22,,,,,8,19,2008,9,38,46,312.689433,,
387244.496,7832541.476,70.572519° N,150.038521° W,,T,1e25,1e25,SM,0.0325,1.7465,1.7465,2.342881,50,,,,,8,19,2008,9,39,36,301.651041,,
387253.772,7832587.957,70.572940° N,150.038334° W,,T,1e25,1e25,SM,0.0294,1.7759,1.7759,2.856600,37,,,,,8,19,2008,9,40,13,8.335464,,
387257.877,7832626.590,70.573287° N,150.038276° W,,T,1e25,1e25,SM,0.0241,1.7999,1.7999,2.887889,30,,,,,8,19,2008,9,40,43,8.335464,,
387250.690,7832667.325,70.573649° N,150.038524° W,,T,1e25,1e25,SM,0.0256,1.8255,1.8255,2.305883,40,,,,,8,19,2008,9,41,23,2.027697,,
387237.568,7832717.689,70.574094° N,150.038945° W,,T,1e25,1e25,SM,0.0322,1.8578,1.8578,2.698903,43,,,,,8,19,2008,9,42,6,13.066490,,
387235.750,7832747.277,70.574358° N,150.039034° W,,T,1e25,1e25,SM,0.0184,1.8761,1.8761,2.754323,24,,,,,8,19,2008,9,42,30,9.912205,,
387239.959,7832787.842,70.574723° N,150.038975° W,,T,1e25,1e25,SM,0.0253,1.9014,1.9014,2.526297,36,,,,,8,19,2008,9,43,6,6.758722,,
387237.367,7832816.664,70.574980° N,150.039084° W,,T,1e25,1e25,SM,0.0179,1.9193,1.9193,2.581177,25,,,,,8,19,2008,9,43,31,3.604438,,
387226.725,7832866.567,70.575422° N,150.039437° W,,T,1e25,1e25,SM,0.0316,1.9509,1.9509,2.844492,40,,,,,8,19,2008,9,44,11,3.604438,,
387221.216,7832886.163,70.575595° N,150.039612° W,,T,1e25,1e25,SM,0.0126,1.9636,1.9636,2.670056,17,,,,,8,19,2008,9,44,28,3.604438,,
387224.716,7832912.247,70.575830° N,150.039553° W,,T,1e25,1e25,SM,0.0163,1.9799,1.9799,2.794490,21,,,,,8,19,2008,9,44,49,2.027697,,
387242.241,7832950.274,70.576179° N,150.039133° W,,T,1e25,1e25,SM,0.0259,2.0058,2.0058,2.523283,37,,,,,8,19,2008,9,45,26,-4.280471,,
387250.145,7832994.839,70.576581° N,150.038980° W,,T,1e25,1e25,SM,0.0280,2.0338,2.0338,2.523241,40,,,,,8,19,2008,9,46,6,2.027697,,
387225.992,7833082.741,70.577358° N,150.039748° W,,T,1e25,1e25,SM,0.0565,2.0903,2.0903,2.784519,73,,,,,8,19,2008,9,47,19,3.604438,,
387225.012,7833097.618,70.577490° N,150.039795° W,,T,1e25,1e25,SM,0.0092,2.0995,2.0995,2.557471,13,,,,,8,19,2008,9,47,32,3.604438,,
387230.232,7833130.504,70.577787° N,150.039699° W,,T,1e25,1e25,SM,0.0206,2.1201,2.1201,2.970108,25,,,,,8,19,2008,9,47,57,3.604438,,
387234.667,7833175.037,70.578188° N,150.039639° W,,T,1e25,1e25,SM,0.0277,2.1479,2.1479,2.697270,37,,,,,8,19,2008,9,48,34,3.604438,,
387245.215,7833208.743,70.578494° N,150.039401° W,,T,1e25,1e25,SM,0.0219,2.1697,2.1697,2.540392,31,,,,,8,19,2008,9,49,5,0.450955,,
387243.181,7833274.006,70.579078° N,150.039544° W,,T,1e25,1e25,SM,0.0404,2.2102,2.2102,2.554517,57,,,,,8,19,2008,9,50,2,-1.126587,,
387247.200,7833330.626,70.579587° N,150.039512° W,,T,1e25,1e25,SM,0.0352,2.2454,2.2454,2.583260,49,,,,,8,19,2008,9,50,51,-1.126587,,
387240.111,7833384.312,70.580064° N,150.039775° W,,T,1e25,1e25,SM,0.0335,2.2789,2.2789,2.683388,45,,,,,8,19,2008,9,51,36,-2.703729,,
387246.613,7833363.869,70.579884° N,150.039572° W,,T,1e25,1e25,SM,0.0133,2.2922,2.2922,7.971995,6,,,,,8,19,2008,9,51,42,-56.320150,,
387232.569,7833370.975,70.579941° N,150.039960° W,,T,1e25,1e25,SM,0.0097,2.3019,2.3019,3.897402,9,,,,,8,19,2008,9,51,51,-78.397736,,
387225.970,7833399.970,70.580198° N,150.040176° W,,T,1e25,1e25,SM,0.0184,2.3203,2.3203,3.013923,22,,,,,8,19,2008,9,52,13,-73.666710,,
387216.774,7833438.811,70.580542° N,150.040476° W,,T,1e25,1e25,SM,0.0247,2.3451,2.3451,2.966792,30,,,,,8,19,2008,9,52,43,-70.512827,,
387212.686,7833443.518,70.580582° N,150.040593° W,,T,1e25,1e25,SM,0.0039,2.3489,2.3489,3.474349,4,,,,,8,19,2008,9,52,47,-68.935685,,
387197.279,7833525.394,70.581308° N,150.041118° W,,T,1e25,1e25,SM,0.0516,2.4005,2.4005,3.440361,54,,,,,8,19,2008,9,53,41,-67.358943,,
387200.146,7833564.090,70.581656° N,150.041093° W,,T,1e25,1e25,SM,0.0240,2.4246,2.4246,2.884213,30,,,,,8,19,2008,9,54,11,-65.782202,,
387215.885,7833614.535,70.582115° N,150.040737° W,,T,1e25,1e25,SM,0.0327,2.4573,2.4573,2.678023,44,,,,,8,19,2008,9,54,55,-59.474434,,
387224.234,7833664.001,70.582561° N,150.040579° W,,T,1e25,1e25,SM,0.0311,2.4884,2.4884,3.023485,37,,,,,8,19,2008,9,55,32,-57.897292,,
387227.674,7833732.746,70.583178° N,150.040579° W,,T,1e25,1e25,SM,0.0426,2.5310,2.5310,2.516213,61,,,,,8,19,2008,9,56,33,-43.704216,,
387214.543,7833776.108,70.583561° N,150.040991° W,,T,1e25,1e25,SM,0.0281,2.5591,2.5591,2.886467,35,,,,,8,19,2008,9,57,8,-32.665823,,
387209.650,7833789.394,70.583678° N,150.041141° W,,T,1e25,1e25,SM,0.0088,2.5678,2.5678,2.869783,11,,,,,8,19,2008,9,57,19,-31.088681,,
387213.464,7833837.225,70.584108° N,150.041103° W,,T,1e25,1e25,SM,0.0297,2.5976,2.5976,2.891917,37,,,,,8,19,2008,9,57,56,-43.704216,,
387217.429,7833899.212,70.584664° N,150.041079° W,,T,1e25,1e25,SM,0.0385,2.6360,2.6360,2.613432,53,,,,,8,19,2008,9,58,49,-42.127474,,
387223.977,7833950.594,70.585127° N,150.040972° W,,T,1e25,1e25,SM,0.0321,2.6681,2.6681,3.397290,34,,,,,8,19,2008,9,59,23,-42.127474,,
387185.123,7833975.063,70.585329° N,150.042051° W,,N,1e25,1e25,SM,0.0284,0.0000,2.6965,3.654869,28,,,,,8,19,2008,9,59,51,-42.127474,,
387185.351,7833976.504,70.585342° N,150.042047° W,,T,1e25,1e25,SM,0.0009,0.0009,2.6975,3.250091,1,,,,,8,19,2008,9,59,52,-42.127474,,
387184.228,7834017.084,70.585705° N,150.042132° W,,T,1e25,1e25,SM,0.0251,0.0260,2.7226,2.105295,43,,,,,8,19,2008,10,0,35,-42.127474,,
387188.094,7834047.267,70.585977° N,150.042069° W,,T,1e25,1e25,SM,0.0188,0.0449,2.7414,2.261899,30,,,,,8,19,2008,10,1,5,-43.704216,,
387171.470,7834119.946,70.586620° N,150.042614° W,,N,1e25,1e25,SM,0.0462,0.0000,2.7876,2.681463,62,,,,,8,19,2008,10,2,7,5.181580,,
387169.090,7834137.814,70.586779° N,150.042702° W,,T,1e25,1e25,SM,0.0112,0.0112,2.7988,3.091997,13,,,,,8,19,2008,10,2,20,46.182467,,
387169.303,7834178.403,70.587143° N,150.042752° W,,T,1e25,1e25,SM,0.0251,0.0363,2.8239,2.586061,35,,,,,8,19,2008,10,2,55,41.451442,,
387143.784,7834242.243,70.587703° N,150.043525° W,,T,1e25,1e25,SM,0.0426,0.0789,2.8665,2.689368,57,,,,,8,19,2008,10,3,52,41.451442,,
387134.083,7834292.736,70.588151° N,150.043854° W,,T,1e25,1e25,SM,0.0318,0.1107,2.8984,3.017202,38,,,,,8,19,2008,10,4,30,30.413049,,
387157.624,7834379.465,70.588938° N,150.043337° W,,T,1e25,1e25,SM,0.0557,0.1664,2.9540,2.636786,76,,,,,8,19,2008,10,5,46,27.259166,,
387163.635,7834450.355,70.589575° N,150.043271° W,,T,1e25,1e25,SM,0.0441,0.2105,2.9981,2.266421,70,,,,,8,19,2008,10,6,56,27.259166,,
387147.771,7834467.533,70.589722° N,150.043721° W,,N,1e25,1e25,SM,0.0145,0.0000,3.0126,4.343414,12,,,,,8,19,2008,10,7,8,30.413049,,
387145.890,7834459.699,70.589651° N,150.043762° W,,T,1e25,1e25,SM,0.0050,0.0050,3.0176,8.983419,2,,,,,8,19,2008,10,7,10,31.990191,,
387140.971,7834486.634,70.589890° N,150.043930° W,,T,1e25,1e25,SM,0.0170,0.0220,3.0345,3.816000,16,,,,,8,19,2008,10,7,26,46.182467,,
387120.908,7834500.942,70.590009° N,150.044490° W,,T,1e25,1e25,SM,0.0153,0.0372,3.0498,2.746195,20,,,,,8,19,2008,10,7,46,20.950998,,
387095.850,7834558.038,70.590509° N,150.045242° W,,T,1e25,1e25,SM,0.0386,0.0758,3.0884,2.725970,51,,,,,8,19,2008,10,8,37,17.797115,,
387098.212,7834618.131,70.591048° N,150.045259° W,,T,1e25,1e25,SM,0.0373,0.1131,3.1257,2.438318,55,,,,,8,19,2008,10,9,32,17.797115,,
387097.285,7834629.701,70.591151° N,150.045300° W,,T,1e25,1e25,SM,0.0072,0.1203,3.1328,1.522531,17,,,,,8,19,2008,10,9,49,25.682024,,
387083.370,7834710.474,70.591868° N,150.045784° W,,T,1e25,1e25,SM,0.0508,0.1710,3.1836,2.373625,77,,,,,8,19,2008,10,11,6,27.259166,,
387084.252,7834719.416,70.591949° N,150.045772° W,,T,1e25,1e25,SM,0.0056,0.1766,3.1892,2.504752,8,,,,,8,19,2008,10,11,14,27.259166,,
387097.534,7834770.760,70.592414° N,150.045484° W,,T,1e25,1e25,SM,0.0329,0.2095,3.2220,2.884409,41,,,,,8,19,2008,10,11,55,24.104882,,
387098.762,7834826.631,70.592915° N,150.045526° W,,T,1e25,1e25,SM,0.0346,0.2441,3.2566,3.115525,40,,,,,8,19,2008,10,12,35,16.219973,,
387092.814,7834868.951,70.593291° N,150.045743° W,,T,1e25,1e25,SM,0.0265,0.2705,3.2831,2.978082,32,,,,,8,19,2008,10,13,7,16.219973,,
387086.594,7834905.089,70.593612° N,150.045960° W,,T,1e25,1e25,SM,0.0227,0.2933,3.3058,2.555225,32,,,,,8,19,2008,10,13,39,5.181580,,
387092.951,7834922.781,70.593774° N,150.045812° W,,T,1e25,1e25,SM,0.0116,0.3049,3.3175,2.328834,18,,,,,8,19,2008,10,13,57,3.604438,,
387102.127,7834966.252,70.594167° N,150.045624° W,,T,1e25,1e25,SM,0.0275,0.3324,3.3450,2.752053,36,,,,,8,19,2008,10,14,33,-1.126587,,
387099.501,7835003.314,70.594498° N,150.045745° W,,T,1e25,1e25,SM,0.0230,0.3554,3.3680,2.959003,28,,,,,8,19,2008,10,15,1,-5.857212,,
387087.404,7835032.678,70.594755° N,150.046110° W,,T,1e25,1e25,SM,0.0197,0.3751,3.3877,2.950470,24,,,,,8,19,2008,10,15,25,-4.280471,,
387077.462,7835065.893,70.595048° N,150.046423° W,,T,1e25,1e25,SM,0.0215,0.3966,3.4092,2.761136,28,,,,,8,19,2008,10,15,53,-5.857212,,
387082.730,7835119.943,70.595534° N,150.046354° W,,T,1e25,1e25,SM,0.0336,0.4302,3.4428,2.632575,46,,,,,8,19,2008,10,16,39,-10.588238,,
387096.365,7835161.159,70.595909° N,150.046043° W,,T,1e25,1e25,SM,0.0269,0.4571,3.4697,2.765828,35,,,,,8,19,2008,10,17,14,-5.857212,,
387098.113,7835200.267,70.596260° N,150.046049° W,,T,1e25,1e25,SM,0.0242,0.4814,3.4939,2.815978,31,,,,,8,19,2008,10,17,45,-2.703729,,
387096.110,7835228.385,70.596511° N,150.046140° W,,T,1e25,1e25,SM,0.0175,0.4988,3.5114,2.417747,26,,,,,8,19,2008,10,18,11,-4.280471,,
387084.137,7835261.796,70.596805° N,150.046508° W,,T,1e25,1e25,SM,0.0220,0.5208,3.5334,2.552843,31,,,,,8,19,2008,10,18,42,-13.742121,,
387083.204,7835264.221,70.596826° N,150.046537° W,,T,1e25,1e25,SM,0.0016,0.5224,3.5350,2.896398,2,,,,,8,19,2008,10,18,44,-12.164979,,
387077.179,7835290.519,70.597059° N,150.046734° W,,T,1e25,1e25,SM,0.0167,0.5391,3.5517,2.734562,22,,,,,8,19,2008,10,19,6,2.027697,,
387075.966,7835318.673,70.597311° N,150.046805° W,,T,1e25,1e25,SM,0.0175,0.5566,3.5692,2.618325,24,,,,,8,19,2008,10,19,30,2.027697,,
387090.776,7835356.469,70.597656° N,150.046457° W,,T,1e25,1e25,SM,0.0251,0.5817,3.5943,2.662267,34,,,,,8,19,2008,10,20,4,0.450955,,
387102.976,7835392.328,70.597982° N,150.046177° W,,T,1e25,1e25,SM,0.0235,0.6052,3.6178,2.222645,38,,,,,8,19,2008,10,20,42,3.604438,,
387101.674,7835428.706,70.598307° N,150.046261° W,,T,1e25,1e25,SM,0.0225,0.6277,3.6403,2.898984,28,,,,,8,19,2008,10,21,10,-2.703729,,
387101.447,7835429.747,70.598317° N,150.046269° W,,T,1e25,1e25,SM,0.0007,0.6284,3.6410,2.376567,1,,,,,8,19,2008,10,21,11,-2.703729,,
387097.143,7835452.074,70.598515° N,150.046415° W,,T,1e25,1e25,SM,0.0141,0.6425,3.6551,2.816827,18,,,,,8,19,2008,10,21,29,-2.703729,,
387085.763,7835479.726,70.598757° N,150.046759° W,,T,1e25,1e25,SM,0.0185,0.6610,3.6736,2.898875,23,,,,,8,19,2008,10,21,52,2.027697,,
387071.661,7835501.562,70.598946° N,150.047168° W,,T,1e25,1e25,SM,0.0161,0.6771,3.6897,2.759580,21,,,,,8,19,2008,10,22,13,2.027697,,
387073.805,7835520.036,70.599113° N,150.047136° W,,T,1e25,1e25,SM,0.0115,0.6886,3.7012,2.182810,19,,,,,8,19,2008,10,22,32,2.027697,,
387073.860,7835557.760,70.599451° N,150.047185° W,,T,1e25,1e25,SM,0.0234,0.7120,3.7246,2.713560,31,,,,,8,19,2008,10,23,3,3.604438,,
387067.244,7835591.267,70.599748° N,150.047409° W,,T,1e25,1e25,SM,0.0212,0.7331,3.7457,2.929295,26,,,,,8,19,2008,10,23,29,3.604438,,
387064.553,7835597.057,70.599798° N,150.047489° W,,T,1e25,1e25,SM,0.0040,0.7371,3.7497,2.846688,5,,,,,8,19,2008,10,23,34,2.027697,,
387058.691,7835624.761,70.600044° N,150.047684° W,,T,1e25,1e25,SM,0.0175,0.7546,3.7672,2.745375,23,,,,,8,19,2008,10,23,57,5.181580,,
387056.088,7835647.658,70.600247° N,150.047785° W,,T,1e25,1e25,SM,0.0143,0.7689,3.7815,2.704607,19,,,,,8,19,2008,10,24,16,3.604438,,
387053.383,7835682.588,70.600559° N,150.047906° W,,T,1e25,1e25,SM,0.0217,0.7906,3.8032,2.893624,27,,,,,8,19,2008,10,24,43,3.604438,,
387053.268,7835685.122,70.600582° N,150.047912° W,,T,1e25,1e25,SM,0.0016,0.7922,3.8048,2.827518,2,,,,,8,19,2008,10,24,45,2.027697,,
387052.097,7835691.491,70.600638° N,150.047952° W,,T,1e25,1e25,SM,0.0040,0.7962,3.8088,2.887660,5,,,,,8,19,2008,10,24,50,2.027697,,
387053.269,7835718.963,70.600885° N,150.047958° W,,T,1e25,1e25,SM,0.0170,0.8132,3.8258,2.787188,22,,,,,8,19,2008,10,25,12,6.758722,,
387056.161,7835731.633,70.600999° N,150.047897° W,,T,1e25,1e25,SM,0.0081,0.8213,3.8338,2.634565,11,,,,,8,19,2008,10,25,23,5.181580,,
387053.549,7835756.693,70.601223° N,150.048001° W,,T,1e25,1e25,SM,0.0156,0.8369,3.8495,2.675463,21,,,,,8,19,2008,10,25,44,2.027697,,
387055.479,7835800.705,70.601618° N,150.048009° W,,T,1e25,1e25,SM,0.0273,0.8642,3.8767,2.728934,36,,,,,8,19,2008,10,26,20,5.181580,,
387070.158,7835868.520,70.602231° N,150.047705° W,,T,1e25,1e25,SM,0.0430,0.9071,3.9197,2.495538,62,,,,,8,19,2008,10,27,22,16.219973,,
