X,Y,LATITUDE,LONGITUDE,"Type",ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_20,ATTR_21,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,Datum:,ZoneOffset:
388630.121,7831707.835,70.565672° N,150.000138° W,,T,1e25,1e25,SM,0.0019,5.2754,18.2189,0.385260,18,,,,,8,19,2008,16,26,48,9.912205,,
388632.263,7831709.423,70.565687° N,150.000083° W,,T,1e25,1e25,SM,0.0017,5.2771,18.2205,0.283040,21,,,,,8,19,2008,16,27,9,11.489348,,
388628.144,7831706.238,70.565657° N,150.000189° W,,T,1e25,1e25,SM,0.0032,5.2803,18.2238,0.552665,21,,,,,8,19,2008,16,27,30,9.912205,,
388632.368,7831707.397,70.565669° N,150.000077° W,,T,1e25,1e25,SM,0.0027,5.2830,18.2265,0.336601,29,,,,,8,19,2008,16,27,59,5.181580,,
388629.103,7831707.426,70.565668° N,150.000165° W,,T,1e25,1e25,SM,0.0020,5.2850,18.2285,0.346466,21,,,,,8,19,2008,16,28,20,14.643231,,
388627.194,7831707.334,70.565666° N,150.000216° W,,T,1e25,1e25,SM,0.0012,5.2862,18.2297,0.283929,15,,,,,8,19,2008,16,28,35,13.066490,,
388630.025,7831705.658,70.565652° N,150.000138° W,,T,1e25,1e25,SM,0.0020,5.2882,18.2317,0.215650,34,,,,,8,19,2008,16,29,9,14.643231,,
388632.804,7831705.615,70.565653° N,150.000063° W,,T,1e25,1e25,SM,0.0017,5.2900,18.2334,0.325857,19,,,,,8,19,2008,16,29,28,16.219973,,
388630.465,7831706.910,70.565664° N,150.000128° W,,T,1e25,1e25,SM,0.0017,5.2916,18.2351,0.313616,19,,,,,8,19,2008,16,29,47,19.374257,,
388626.565,7831708.797,70.565679° N,150.000235° W,,T,1e25,1e25,SM,0.0027,5.2943,18.2378,0.438832,22,,,,,8,19,2008,16,30,9,16.219973,,
388626.024,7831710.405,70.565693° N,150.000252° W,,T,1e25,1e25,SM,0.0011,5.2954,18.2388,0.135151,28,,,,,8,19,2008,16,30,37,11.489348,,
388626.142,7831712.908,70.565716° N,150.000252° W,,T,1e25,1e25,SM,0.0016,5.2969,18.2404,0.214904,26,,,,,8,19,2008,16,31,3,22.527740,,
388627.869,7831710.764,70.565697° N,150.000203° W,,T,1e25,1e25,SM,0.0017,5.2986,18.2421,0.292288,21,,,,,8,19,2008,16,31,24,19.374257,,
388627.112,7831704.098,70.565637° N,150.000214° W,,T,1e25,1e25,SM,0.0042,5.3028,18.2462,0.787262,19,,,,,8,19,2008,16,31,43,17.797115,,
388627.661,7831702.584,70.565624° N,150.000197° W,,T,1e25,1e25,SM,0.0010,5.3038,18.2472,0.138215,26,,,,,8,19,2008,16,32,9,20.950998,,
388627.620,7831701.003,70.565610° N,150.000196° W,,T,1e25,1e25,SM,0.0010,5.3047,18.2482,0.113691,31,,,,,8,19,2008,16,32,40,24.104882,,
388611.813,7831722.612,70.565796° N,150.000650° W,,T,1e25,1e25,SM,0.0166,5.3213,18.2648,11.937170,5,,,,,8,19,2008,16,32,45,24.104882,,
388614.070,7831720.657,70.565780° N,150.000587° W,,T,1e25,1e25,SM,0.0018,5.3232,18.2666,0.255991,26,,,,,8,19,2008,16,33,11,24.104882,,
388604.799,7831706.578,70.565649° N,150.000817° W,,T,1e25,1e25,SM,0.0104,5.3336,18.2771,6.263937,6,,,,,8,19,2008,16,33,17,24.104882,,
388611.778,7831703.612,70.565626° N,150.000626° W,,T,1e25,1e25,SM,0.0047,5.3383,18.2818,0.482807,35,,,,,8,19,2008,16,33,52,11.489348,,
388620.071,7831703.585,70.565629° N,150.000403° W,,T,1e25,1e25,SM,0.0051,5.3434,18.2869,0.384980,48,,,,,8,19,2008,16,34,40,6.758722,,
388617.424,7831697.407,70.565573° N,150.000466° W,,T,1e25,1e25,SM,0.0042,5.3476,18.2911,0.348529,43,,,,,8,19,2008,16,35,23,-56.320150,,
388588.963,7831823.836,70.566692° N,150.001399° W,,N,1e25,1e25,SM,0.0803,0.0000,18.3713,3.657911,79,,,,,8,19,2008,16,36,42,-158.823168,,
388625.262,7831695.354,70.565558° N,150.000252° W,,T,1e25,1e25,SM,0.0827,0.0827,18.4540,12.404434,24,,,,,8,19,2008,16,37,6,-75.243452,,
388629.655,7831707.877,70.565672° N,150.000151° W,,N,1e25,1e25,SM,0.0082,0.0000,18.4622,0.548012,54,,,,,8,19,2008,16,38,0,-57.897292,,
388630.722,7831699.568,70.565598° N,150.000111° W,,T,1e25,1e25,SM,0.0052,0.0052,18.4674,1.167520,16,,,,,8,19,2008,16,38,16,-31.088681,,
388631.909,7831698.180,70.565586° N,150.000077° W,,T,1e25,1e25,SM,0.0011,0.0063,18.4686,0.193899,21,,,,,8,19,2008,16,38,37,-7.434354,,
388628.447,7831693.521,70.565543° N,150.000164° W,,T,1e25,1e25,SM,0.0036,0.0099,18.4722,0.294126,44,,,,,8,19,2008,16,39,21,-12.164979,,
388638.654,7831697.163,70.565580° N,149.999895° W,,N,1e25,1e25,SM,0.0067,0.0000,18.4789,0.243960,99,,,,,8,19,2008,16,41,0,-12.164979,,
388637.036,7831707.681,70.565674° N,149.999952° W,,T,1e25,1e25,SM,0.0066,0.0066,18.4855,1.483032,16,,,,,8,19,2008,16,41,16,-12.164979,,
388624.817,7831715.117,70.565735° N,150.000290° W,,T,1e25,1e25,SM,39.5773,79.1548,97.6337,28495.690189,5,,,,,8,19,2008,16,41,24,-2.703729,,
388625.388,7831703.267,70.565629° N,150.000259° W,,T,1e25,1e25,SM,0.0073,79.1622,97.6411,1.889823,14,,,,,8,19,2008,16,41,38,19.374257,,
388640.090,7831725.596,70.565835° N,149.999894° W,,T,1e25,1e25,SM,0.0166,79.1787,97.6576,1.862696,32,,,,,8,19,2008,16,42,10,24.104882,,
388632.292,7831714.758,70.565735° N,150.000089° W,,N,1e25,1e25,SM,0.0083,0.0000,97.6659,0.346139,86,,,,,8,19,2008,16,43,36,24.104882,,
388629.383,7831702.817,70.565627° N,150.000151° W,,T,1e25,1e25,SM,0.0076,0.0076,97.6735,0.583110,47,,,,,8,19,2008,16,44,23,24.104882,,
388629.777,7831700.008,70.565602° N,150.000137° W,,T,1e25,1e25,SM,0.0018,0.0094,97.6753,0.102019,62,,,,,8,19,2008,16,45,25,8.335464,,
388632.757,7831695.395,70.565562° N,150.000051° W,,T,1e25,1e25,SM,0.0034,0.0128,97.6787,0.255031,48,,,,,8,19,2008,16,46,13,-1.126587,,
388631.934,7831697.102,70.565577° N,150.000075° W,,T,1e25,1e25,SM,0.0012,0.0139,97.6798,0.150878,28,,,,,8,19,2008,16,46,41,-4.280471,,
388633.494,7831699.094,70.565595° N,150.000036° W,,T,1e25,1e25,SM,0.0016,0.0155,97.6814,0.216941,26,,,,,8,19,2008,16,47,7,-4.280471,,
388634.246,7831699.356,70.565598° N,150.000016° W,,T,1e25,1e25,SM,0.0005,0.0160,97.6819,0.221784,8,,,,,8,19,2008,16,47,15,-4.280471,,
388633.854,7831698.495,70.565590° N,150.000025° W,,T,1e25,1e25,SM,0.0006,0.0166,97.6825,0.072696,29,,,,,8,19,2008,16,47,44,-13.742121,,
388632.113,7831697.758,70.565583° N,150.000071° W,,T,1e25,1e25,SM,0.0012,0.0178,97.6836,0.183252,23,,,,,8,19,2008,16,48,7,-18.472747,,
388631.048,7831697.024,70.565576° N,150.000099° W,,T,1e25,1e25,SM,0.0008,0.0186,97.6844,0.205877,14,,,,,8,19,2008,16,48,21,-13.742121,,
388630.166,7831695.692,70.565563° N,150.000121° W,,T,1e25,1e25,SM,0.0010,0.0196,97.6854,0.209598,17,,,,,8,19,2008,16,48,38,-10.588238,,
388630.355,7831696.880,70.565574° N,150.000117° W,,T,1e25,1e25,SM,0.0007,0.0203,97.6862,0.178967,15,,,,,8,19,2008,16,48,53,-7.434354,,
388627.860,7831699.045,70.565592° N,150.000187° W,,T,1e25,1e25,SM,0.0020,0.0223,97.6882,0.306778,24,,,,,8,19,2008,16,49,17,-4.280471,,
388626.292,7831697.277,70.565576° N,150.000227° W,,T,1e25,1e25,SM,0.0015,0.0238,97.6897,0.658202,8,,,,,8,19,2008,16,49,25,-7.434354,,
388627.507,7831700.428,70.565604° N,150.000199° W,,T,1e25,1e25,SM,0.0021,0.0259,97.6918,0.221472,34,,,,,8,19,2008,16,49,59,-4.280471,,
388628.354,7831690.436,70.565515° N,150.000163° W,,T,1e25,1e25,SM,0.0062,0.0321,97.6980,0.532432,42,,,,,8,19,2008,16,50,41,-21.627031,,
388627.220,7831690.258,70.565513° N,150.000193° W,,T,1e25,1e25,SM,0.0007,0.0328,97.6987,0.098382,26,,,,,8,19,2008,16,51,7,-31.088681,,
388629.149,7831688.113,70.565495° N,150.000138° W,,T,1e25,1e25,SM,0.0018,0.0346,97.7005,0.338512,19,,,,,8,19,2008,16,51,26,-27.935198,,
388510.239,7831457.448,70.563377° N,150.003029° W,,T,1e25,1e25,SM,0.1607,0.1953,97.8612,144.658504,4,,,,,8,19,2008,16,51,30,-27.935198,,
388468.355,7831396.662,70.562814° N,150.004074° W,,T,1e25,1e25,SM,0.0457,0.2411,97.9069,27.429684,6,,,,,8,19,2008,16,51,36,-27.935198,,
388633.133,7831709.577,70.565689° N,150.000059° W,,T,1e25,1e25,SM,0.2190,0.4601,98.1260,19.713178,40,,,,,8,19,2008,16,52,16,-24.780514,,
388631.984,7831701.827,70.565619° N,150.000080° W,,T,1e25,1e25,SM,0.0049,0.4649,98.1308,1.588314,11,,,,,8,19,2008,16,52,27,-21.627031,,
388630.945,7831707.363,70.565668° N,150.000115° W,,N,1e25,1e25,SM,0.0035,0.0000,98.1343,0.007945,1581,,,,,8,19,2008,17,18,48,110.838082,,
388628.127,7831706.145,70.565656° N,150.000190° W,,T,1e25,1e25,SM,0.0019,0.0019,98.1362,0.427697,16,,,,,8,19,2008,17,19,4,31.990191,,
388629.139,7831706.320,70.565658° N,150.000163° W,,T,1e25,1e25,SM,0.0006,0.0025,98.1369,0.078933,29,,,,,8,19,2008,17,19,33,30.413049,,
388630.116,7831705.092,70.565647° N,150.000135° W,,T,1e25,1e25,SM,0.0010,0.0035,98.1378,0.194341,18,,,,,8,19,2008,17,19,51,27.259166,,
388627.063,7831709.727,70.565688° N,150.000223° W,,T,1e25,1e25,SM,0.0034,0.0069,98.1413,0.562405,22,,,,,8,19,2008,17,20,13,17.797115,,
388621.197,7831713.705,70.565721° N,150.000386° W,,T,1e25,1e25,SM,0.0044,0.0113,98.1457,0.205146,77,,,,,8,19,2008,17,21,30,11.489348,,
388626.279,7831711.469,70.565703° N,150.000246° W,,T,1e25,1e25,SM,0.0034,0.0148,98.1491,0.193333,64,,,,,8,19,2008,17,22,34,9.912205,,
388624.232,7831712.666,70.565713° N,150.000303° W,,T,1e25,1e25,SM,0.0015,0.0162,98.1506,0.101651,52,,,,,8,19,2008,17,23,26,11.489348,,
388624.775,7831712.302,70.565710° N,150.000288° W,,T,1e25,1e25,SM,0.0004,0.0166,98.1510,0.050237,29,,,,,8,19,2008,17,23,55,8.335464,,
388626.963,7831709.535,70.565686° N,150.000225° W,,T,1e25,1e25,SM,0.0022,0.0188,98.1531,0.102127,77,,,,,8,19,2008,17,25,12,0.450955,,
388628.636,7831708.189,70.565674° N,150.000179° W,,T,1e25,1e25,SM,0.0013,0.0202,98.1545,0.125946,38,,,,,8,19,2008,17,25,50,6.758722,,
388625.867,7831702.111,70.565619° N,150.000245° W,,T,1e25,1e25,SM,0.0041,0.0243,98.1586,0.082744,180,,,,,8,19,2008,17,28,50,8.335464,,
388629.691,7831707.529,70.565669° N,150.000149° W,,T,1e25,1e25,SM,0.0041,0.0284,98.1627,0.104861,141,,,,,8,19,2008,17,31,11,11.489348,,
388624.807,7831711.635,70.565704° N,150.000286° W,,T,1e25,1e25,SM,0.0040,0.0324,98.1667,0.355588,40,,,,,8,19,2008,17,31,51,9.912205,,
388620.505,7831714.516,70.565728° N,150.000406° W,,T,1e25,1e25,SM,0.0032,0.0356,98.1699,0.295884,39,,,,,8,19,2008,17,32,30,0.450955,,
388622.698,7831710.205,70.565690° N,150.000341° W,,T,1e25,1e25,SM,0.0030,0.0386,98.1729,0.224681,48,,,,,8,19,2008,17,33,18,-4.280471,,
