T,,70.4867,-149.8400983,7,24,2008,11,53,12,5.181581,1.00E+25,1.00E+25,SM,0.048,0.048,85.4933,14.387573,12
T,,70.486755,-149.839985,7,24,2008,11,53,16,-1.126588,1.00E+25,1.00E+25,SM,0.0046,0.0526,85.4979,4.151961,4
T,,70.48682833,-149.839975,7,24,2008,11,53,19,-1.126588,1.00E+25,1.00E+25,SM,0.0051,0.0576,85.503,6.086519,3
T,,70.48745833,-149.8394583,7,24,2008,11,53,28,17.797116,1.00E+25,1.00E+25,SM,0.0451,0.1028,85.5482,18.052972,9
T,,70.48882167,-149.838035,7,24,2008,11,53,44,16.219974,1.00E+25,1.00E+25,SM,0.0998,0.2025,85.6479,22.445973,16
T,,70.49023167,-149.83656,7,24,2008,11,53,57,17.797116,1.00E+25,1.00E+25,SM,0.1032,0.3057,85.7511,28.577432,13
T,,70.49195167,-149.834885,7,24,2008,11,54,10,19.374255,1.00E+25,1.00E+25,SM,0.125,0.4307,85.8761,34.606321,13
T,,70.49311167,-149.8343567,7,24,2008,11,54,19,16.219974,1.00E+25,1.00E+25,SM,0.0811,0.5118,85.9571,32.427993,9
T,,70.49456833,-149.8356117,7,24,2008,11,54,31,16.219974,1.00E+25,1.00E+25,SM,0.1047,0.6165,86.0619,31.418386,12
T,,70.496665,-149.8378067,7,24,2008,11,54,48,8.335462,1.00E+25,1.00E+25,SM,0.1535,0.77,86.2153,32.497495,17
T,,70.49753,-149.83959,7,24,2008,11,54,56,2.027697,1.00E+25,1.00E+25,SM,0.0726,0.8425,86.2879,32.649502,8
T,,70.49919,-149.843325,7,24,2008,11,55,10,-9.011496,1.00E+25,1.00E+25,SM,0.1434,0.986,86.4313,36.886179,14
T,,70.50147,-149.8484233,7,24,2008,11,55,29,-9.011496,1.00E+25,1.00E+25,SM,0.1966,1.1825,86.6279,37.246345,19
T,,70.50321833,-149.8519567,7,24,2008,11,55,43,-2.70373,1.00E+25,1.00E+25,SM,0.1457,1.3282,86.7736,37.46851,14
T,,70.50636667,-149.8575917,7,24,2008,11,56,7,6.758724,1.00E+25,1.00E+25,SM,0.2534,1.5816,87.027,38.007076,24
T,,70.50738833,-149.859415,7,24,2008,11,56,16,6.758724,1.00E+25,1.00E+25,SM,0.0822,1.6638,87.1092,32.863994,9
T,,70.50835,-149.8611117,7,24,2008,11,56,27,9.912205,1.00E+25,1.00E+25,SM,0.0771,1.7409,87.1863,25.233993,11
T,,70.50949,-149.86299,7,24,2008,11,56,42,6.758724,1.00E+25,1.00E+25,SM,0.0899,1.8308,87.2762,21.572327,15
T,,70.51113,-149.8655367,7,24,2008,11,57,7,9.912205,1.00E+25,1.00E+25,SM,0.1276,1.9584,87.4038,18.37694,25
T,,70.51121833,-149.8656733,7,24,2008,11,57,11,9.912205,1.00E+25,1.00E+25,SM,0.0069,1.9653,87.4106,6.181509,4
T,,70.51121667,-149.8656667,7,24,2008,11,57,14,9.912205,1.00E+25,1.00E+25,SM,0.0002,1.9655,87.4108,0.230439,3
T,,70.511175,-149.8656217,7,24,2008,11,57,24,9.912205,1.00E+25,1.00E+25,SM,0.0031,1.9685,87.4139,1.101623,10
T,,70.51110667,-149.8663483,7,24,2008,11,57,33,3.604439,1.00E+25,1.00E+25,SM,0.0174,1.9859,87.4313,6.961279,9
T,,70.511005,-149.8684583,7,24,2008,11,57,51,8.335462,1.00E+25,1.00E+25,SM,0.0491,2.0351,87.4804,9.828562,18
T,,70.510835,-149.8698717,7,24,2008,11,58,4,13.06649,1.00E+25,1.00E+25,SM,0.0346,2.0697,87.5151,9.590415,13
T,,70.51072,-149.8704333,7,24,2008,11,58,15,8.335462,1.00E+25,1.00E+25,SM,0.0152,2.0849,87.5303,4.971611,11
T,,70.510725,-149.8703883,7,24,2008,11,58,21,9.912205,1.00E+25,1.00E+25,SM,0.0011,2.086,87.5314,0.656003,6
T,,70.51074667,-149.8702217,7,24,2008,11,58,31,11.489347,1.00E+25,1.00E+25,SM,0.0041,2.0901,87.5355,1.484387,10
T,,70.5107,-149.8701417,7,24,2008,11,58,36,13.06649,1.00E+25,1.00E+25,SM,0.0037,2.0938,87.5392,2.674419,5
T,,70.51064667,-149.8699683,7,24,2008,11,58,51,6.758724,1.00E+25,1.00E+25,SM,0.0054,2.0993,87.5446,1.304508,15
T,,70.51066333,-149.87001,7,24,2008,11,59,21,8.335462,1.00E+25,1.00E+25,SM,0.0015,2.1007,87.5461,0.179945,30
T,,70.51062833,-149.8700433,7,24,2008,11,59,27,9.912205,1.00E+25,1.00E+25,SM,0.0025,2.1033,87.5487,1.522445,6
T,,70.51053,-149.8701567,7,24,2008,11,59,37,0.450955,1.00E+25,1.00E+25,SM,0.0073,2.1106,87.5559,2.620499,10
T,,70.510425,-149.870405,7,24,2008,11,59,50,-1.126588,1.00E+25,1.00E+25,SM,0.0092,2.1198,87.5652,2.559146,13
T,,70.51037833,-149.8705583,7,24,2008,11,59,57,-1.126588,1.00E+25,1.00E+25,SM,0.0048,2.1246,87.57,2.460532,7
T,,70.51031667,-149.870775,7,24,2008,12,0,9,0.450955,1.00E+25,1.00E+25,SM,0.0066,2.1312,87.5765,1.969523,12
T,,70.51027667,-149.8708567,7,24,2008,12,0,16,-5.857211,1.00E+25,1.00E+25,SM,0.0033,2.1345,87.5799,1.719774,7
T,,70.51018333,-149.8710833,7,24,2008,12,0,30,-10.588238,1.00E+25,1.00E+25,SM,0.0083,2.1428,87.5882,2.134259,14
T,,70.51014,-149.8711933,7,24,2008,12,0,40,-10.588238,1.00E+25,1.00E+25,SM,0.0039,2.1467,87.5921,1.412483,10
T,,70.51016167,-149.8711683,7,24,2008,12,0,54,-9.011496,1.00E+25,1.00E+25,SM,0.0016,2.1483,87.5937,0.412489,14
T,,70.51014833,-149.8712617,7,24,2008,12,1,18,-1.126588,1.00E+25,1.00E+25,SM,0.0023,2.1507,87.596,0.351072,24
T,,70.510145,-149.8712867,7,24,2008,12,1,36,6.758724,1.00E+25,1.00E+25,SM,0.0006,2.1513,87.5967,0.124125,18
T,,70.51017,-149.8712833,7,24,2008,12,1,59,6.758724,1.00E+25,1.00E+25,SM,0.0017,2.153,87.5984,0.270633,23
T,,70.51015833,-149.871395,7,24,2008,12,11,38,17.797116,1.00E+25,1.00E+25,SM,0.0027,2.1557,87.6011,0.016772,579
T,,70.510135,-149.8713617,7,24,2008,12,20,32,0.450955,1.00E+25,1.00E+25,SM,0.0018,2.1575,87.6029,0.01204,534
T,,70.51010333,-149.8713683,7,24,2008,12,20,47,0.450955,1.00E+25,1.00E+25,SM,0.0022,2.1597,87.6051,0.526403,15
T,,70.51007833,-149.8714383,7,24,2008,12,21,0,3.604439,1.00E+25,1.00E+25,SM,0.0024,2.1621,87.6074,0.654594,13
T,,70.51008333,-149.87141,7,24,2008,12,21,15,2.027697,1.00E+25,1.00E+25,SM,0.0007,2.1628,87.6082,0.177333,15
T,,70.51010667,-149.8713417,7,24,2008,12,22,46,33.566933,1.00E+25,1.00E+25,SM,0.0023,2.1651,87.6104,0.089169,91
T,,70.51006,-149.8713417,7,24,2008,12,23,10,19.374255,1.00E+25,1.00E+25,SM,0.0032,2.1683,87.6137,0.483654,24
T,,70.51009667,-149.87133,7,24,2008,12,23,42,-7.434354,1.00E+25,1.00E+25,SM,0.0025,2.1708,87.6162,0.286612,32
T,,70.50998667,-149.87135,7,24,2008,12,24,38,-1.126588,1.00E+25,1.00E+25,SM,0.0076,2.1784,87.6238,0.489487,56
N,,70.50954667,-149.8820317,7,24,2008,12,27,11,-1.126588,1.00E+25,1.00E+25,SM,0.2481,0,87.8719,5.83791,153
T,,70.509585,-149.8826017,7,24,2008,12,27,19,-1.126588,1.00E+25,1.00E+25,SM,0.0134,0.0134,87.8853,6.032007,8
T,,70.50959333,-149.8834417,7,24,2008,12,27,34,50.913493,1.00E+25,1.00E+25,SM,0.0194,0.0328,87.9047,4.649526,15
T,,70.50974,-149.8850033,7,24,2008,12,27,55,27.259166,1.00E+25,1.00E+25,SM,0.0374,0.0702,87.9421,6.411415,21
T,,70.50977833,-149.8863917,7,24,2008,12,28,14,22.52774,1.00E+25,1.00E+25,SM,0.0321,0.1023,87.9742,6.084814,19
T,,70.50983667,-149.8873867,7,24,2008,12,28,27,8.335462,1.00E+25,1.00E+25,SM,0.0233,0.1256,87.9975,6.449216,13
T,,70.50985333,-149.8876767,7,24,2008,12,28,31,3.604439,1.00E+25,1.00E+25,SM,0.0068,0.1324,88.0043,6.105349,4
T,,70.50998167,-149.8895633,7,24,2008,12,28,56,-2.70373,1.00E+25,1.00E+25,SM,0.0444,0.1768,88.0487,6.391753,25
T,,70.510035,-149.8911917,7,24,2008,12,29,17,-15.319265,1.00E+25,1.00E+25,SM,0.0377,0.2145,88.0864,6.465862,21
T,,70.509965,-149.893615,7,24,2008,12,29,42,-16.896004,1.00E+25,1.00E+25,SM,0.0561,0.2705,88.1425,8.074482,25
T,,70.50994667,-149.8960467,7,24,2008,12,30,5,-4.280472,1.00E+25,1.00E+25,SM,0.0561,0.3266,88.1985,8.776229,23
T,,70.51009,-149.897645,7,24,2008,12,30,18,0.450955,1.00E+25,1.00E+25,SM,0.0382,0.3648,88.2367,10.565505,13
T,,70.51042667,-149.899955,7,24,2008,12,30,30,-2.70373,1.00E+25,1.00E+25,SM,0.0581,0.4229,88.2948,17.432846,12
T,,70.51092667,-149.9036733,7,24,2008,12,30,45,13.06649,1.00E+25,1.00E+25,SM,0.0924,0.5153,88.3872,22.179358,15
T,,70.51116167,-149.9072567,7,24,2008,12,30,58,3.604439,1.00E+25,1.00E+25,SM,0.0842,0.5995,88.4714,23.311707,13
T,,70.511345,-149.91119,7,24,2008,12,31,10,8.335462,1.00E+25,1.00E+25,SM,0.0915,0.691,88.5629,27.464407,12
T,,70.511385,-149.91616,7,24,2008,12,31,24,13.06649,1.00E+25,1.00E+25,SM,0.1146,0.8056,88.6775,29.467643,14
T,,70.51139833,-149.922795,7,24,2008,12,31,42,2.027697,1.00E+25,1.00E+25,SM,0.1529,0.9586,88.8305,30.589082,18
T,,70.51154667,-149.92861,7,24,2008,12,31,58,14.643231,1.00E+25,1.00E+25,SM,0.1344,1.093,88.9649,30.247114,16
T,,70.511895,-149.93251,7,24,2008,12,32,9,13.06649,1.00E+25,1.00E+25,SM,0.0931,1.1861,89.058,30.456971,11
