X,Y,LATITUDE,LONGITUDE,ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9
398336.982,7833460.651,70° 35' 07.73" N,149° 44' 28.22" W,T,1.00E+25,1.00E+25,SM,0.0014,17.79,115.0143,4.985801,1,7,24,2008,14,13,35,-13.742123
398352.543,7833454.366,70° 35' 07.55" N,149° 44' 26.69" W,T,1.00E+25,1.00E+25,SM,0.0104,17.8004,115.0247,6.234151,6,7,24,2008,14,13,41,-16.896004
398357.753,7833453.201,70° 35' 07.52" N,149° 44' 26.18" W,T,1.00E+25,1.00E+25,SM,0.0033,17.8037,115.028,5.947506,2,7,24,2008,14,13,43,-16.896004
398403.921,7833450.186,70° 35' 07.49" N,149° 44' 21.69" W,T,1.00E+25,1.00E+25,SM,0.0286,17.8323,115.0566,6.064438,17,7,24,2008,14,14,0,-16.896004
398438.882,7833460.890,70° 35' 07.88" N,149° 44' 18.35" W,T,1.00E+25,1.00E+25,SM,0.0226,17.855,115.0792,7.407772,11,7,24,2008,14,14,11,-24.780515
398473.640,7833471.232,70° 35' 08.27" N,149° 44' 15.02" W,T,1.00E+25,1.00E+25,SM,0.0224,17.8774,115.1017,8.979984,9,7,24,2008,14,14,20,-18.472747
398518.841,7833474.219,70° 35' 08.43" N,149° 44' 10.66" W,T,1.00E+25,1.00E+25,SM,0.028,17.9055,115.1297,10.093995,10,7,24,2008,14,14,30,-18.472747
398592.982,7833476.647,70° 35' 08.62" N,149° 44' 03.48" W,T,1.00E+25,1.00E+25,SM,0.0459,17.9514,115.1756,12.715933,13,7,24,2008,14,14,43,-13.742123
398668.396,7833478.461,70° 35' 08.78" N,149° 43' 56.18" W,T,1.00E+25,1.00E+25,SM,0.0467,17.9981,115.2223,18.677936,9,7,24,2008,14,14,52,-7.434354
398754.026,7833481.680,70° 35' 09.01" N,149° 43' 47.89" W,T,1.00E+25,1.00E+25,SM,0.053,18.0511,115.2754,21.216608,9,7,24,2008,14,15,1,-1.126588
398849.302,7833520.569,70° 35' 10.40" N,149° 43' 38.83" W,T,1.00E+25,1.00E+25,SM,0.0637,18.1148,115.3391,20.850028,11,7,24,2008,14,15,12,-10.588238
398929.177,7833567.969,70° 35' 12.05" N,149° 43' 31.29" W,T,1.00E+25,1.00E+25,SM,0.0575,18.1723,115.3966,18.819544,11,7,24,2008,14,15,23,-15.319265
398986.980,7833617.479,70° 35' 13.73" N,149° 43' 25.90" W,T,1.00E+25,1.00E+25,SM,0.0471,18.2195,115.4437,16.965938,10,7,24,2008,14,15,33,-26.358056
399029.018,7833686.676,70° 35' 16.02" N,149° 43' 22.13" W,T,1.00E+25,1.00E+25,SM,0.0501,18.2696,115.4939,16.411492,11,7,24,2008,14,15,44,-26.358056
