221765,5785.979047
221775,5763.551891
221784,5736.990726
221793,5694.037964
221803,5620.089995
221822,5465.594043
221837,5344.520471
221849,5249.355162
221863,5133.822231
221874,5045.326182
221888,4930.084566
221902,4806.775446
221916,4680.81251
221932,4534.875929
221944,4424.107719
221955,4323.547743
221969,4196.972202
221984,4060.833355
221998,3933.306595
222012,3804.644721
222033,3613.314981
222049,3465.793332
222070,3271.051017
222088,3105.798973
222099,3005.128931
222114,2867.488733
222130,2718.068994
222150,2532.709008
222166,2385.222601
222186,2199.652192
222203,2043.632746
222221,1878.473106
222239,1708.547533
222252,1589.392526
222270,1427.706925
222287,1271.642534
222305,1109.23165
222323,947.0011246
222331,900.4485777
222344,855.948452
222362,796.1278518
222381,732.4888471
222395,697.5468843
222411,661.1021056
222427,618.8283298
222439,591.275624
222451,568.4940194
222468,535.1047718
222486,499.4391661
222500,463.374398
222512,423.9524776
222524,364.0098284
222534,275.7795933
222546,172.161477
222561,51.39882988
222578,132.765336
222590,242.1516378
222603,360.6880784
222616,476.3652702
222626,568.4098189
222637,663.4986313
222654,818.5055084
222669,954.8909777
222686,1109.99797
222702,1254.978798
222720,1419.734949
222737,1573.935669
222751,1708.378703
222769,1878.659957
222784,2019.828855
222800,2165.245121
222817,2320.341763
222832,2458.428819
222843,2559.017657
222859,2706.068622
222878,2879.715197
222894,3022.125175
222913,3191.665896
222930,3346.756232
222943,3463.719114
222961,3623.639105
222974,3742.793322
222986,3853.591344
222999,3972.134362
223015,4119.861372
223031,4268.100554
223049,4435.38539
223060,4535.466656
223078,4701.616244
223092,4828.226681
223107,4967.020912
223123,5115.576805
223136,5234.9396
223151,5374.266841
223164,5495.37725
223181,5651.79189
223194,5768.509411
223209,5905.916818
223227,6073.070493
223242,6211.994115
223256,6341.531456
223269,6461.344963
223282,6580.909946
223299,6738.157276
223312,6857.822307
223325,6977.26202
223338,7096.350504
223352,7225.55036
223366,7354.527895
223380,7483.265972
223395,7620.951948
223407,7731.073503
223418,7833.390849
223431,7951.545838
223442,8052.051227
223455,8171.443347
223467,8283.15245
223485,8448.933763
223494,8531.034241
223509,8665.587009
223522,8782.900361
223538,8931.047995
223548,9022.990744
223561,9143.373288
223578,9298.913084
223591,9415.947225
223600,9499.168087
223609,9583.705548
223622,9703.47263
223632,9795.76562
223641,9875.943716
223655,10004.01407
223666,10102.31169
223668,10120.17124
223682,10245.95943
223692,10335.3529
223705,10453.42785
223717,10564.96495
223725,10636.45487
223738,10755.8362
223750,10864.33529
223766,11010.51286
223783,11166.04951
223795,11275.40839
223808,11396.25176
223820,11501.0255
223834,11626.84862
223846,11735.27998
223861,11868.17654
223873,11976.96408
223888,12119.67438
223903,12255.49294
223917,12381.22711
223931,12498.21286
223947,12625.21578
223958,12698.44402
223967,12723.47668
223982,12757.33241
224000,12795.38901
224014,12814.56262
224015,12816.08944
224021,12832.05847
224023,12837.33838
224040,12883.6038
224051,12917.71744
224060,12951.66707
224070,12996.55296
224083,13070.35209
224092,13145.46725
224101,13230.68434
224112,13323.20884
224123,13399.99923
224133,13454.83665
224144,13493.12436
224159,13543.7827
224175,13603.20863
224189,13651.54804
224204,13695.64307
224223,13743.06184
224238,13785.74094
224252,13817.64088
224267,13849.94683
224281,13893.25829
224300,13957.37902
224314,14002.10856
224332,14051.51516
224347,14081.4771
224357,14120.4888
224370,14164.78537
224377,14171.73757
224396,14185.27232
224415,14201.69799
224436,14227.906
224451,14253.22137
224468,14283.37555
224493,14316.28705
224514,14324.4275
224531,14322.41196
224548,14314.42538
224563,14312.69206
224575,14328.5346
224578,14332.62129
224582,14332.23067
224584,14330.06914
224598,14294.92061
224613,14246.41982
