Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.60307158,-150.04776816,8,19,2008,10,44,37,6.758722,1e25,1e25,"SM",0.0120,0.5035,4.7689,2.055732,21,
T,,70.60297108,-150.04768342,8,19,2008,10,44,57,19.374257,1e25,1e25,"SM",0.0072,0.5108,4.7761,1.297970,20,
T,,70.60293144,-150.04770923,8,19,2008,10,45,13,25.682024,1e25,1e25,"SM",0.0028,0.5136,4.7789,0.630591,16,
T,,70.60291367,-150.04768551,8,19,2008,10,45,33,35.143675,1e25,1e25,"SM",0.0013,0.5149,4.7803,0.241742,20,
T,,70.60290311,-150.04763162,8,19,2008,10,45,45,41.451442,1e25,1e25,"SM",0.0014,0.5163,4.7817,0.430788,12,
T,,70.60286907,-150.04762030,8,19,2008,10,46,1,43.028584,1e25,1e25,"SM",0.0024,0.5187,4.7841,0.532255,16,
T,,70.60265634,-150.04759289,8,19,2008,10,46,19,44.605726,1e25,1e25,"SM",0.0147,0.5334,4.7988,2.942373,18,
T,,70.60240723,-150.04750631,8,19,2008,10,46,49,43.028584,1e25,1e25,"SM",0.0173,0.5507,4.8161,2.079139,30,
T,,70.60226499,-150.04748845,8,19,2008,10,47,30,41.451442,1e25,1e25,"SM",0.0098,0.5606,4.8260,0.863687,41,
T,,70.60221864,-150.04755325,8,19,2008,10,47,53,44.605726,1e25,1e25,"SM",0.0035,0.5641,4.8295,0.552665,23,
T,,70.60218536,-150.04760815,8,19,2008,10,48,35,58.798402,1e25,1e25,"SM",0.0026,0.5667,4.8321,0.224718,42,
T,,70.60199962,-150.04757118,8,19,2008,10,48,55,61.952286,1e25,1e25,"SM",0.0129,0.5796,4.8450,2.315089,20,
T,,70.60184196,-150.04744671,8,19,2008,10,49,13,61.952286,1e25,1e25,"SM",0.0113,0.5909,4.8562,2.252352,18,
T,,70.60163895,-150.04723960,8,19,2008,10,49,43,63.529428,1e25,1e25,"SM",0.0148,0.6057,4.8710,1.777202,30,
T,,70.60155823,-150.04710414,8,19,2008,10,49,59,66.682911,1e25,1e25,"SM",0.0064,0.6120,4.8774,1.436579,16,
T,,70.60157826,-150.04651381,8,19,2008,10,50,1,69.837195,1e25,1e25,"SM",0.0136,0.6257,4.8910,24.512025,2,
T,,70.60155169,-150.04645580,8,19,2008,10,50,5,77.721703,1e25,1e25,"SM",0.0023,0.6279,4.8933,2.040858,4,
T,,70.60142688,-150.04644424,8,19,2008,10,50,22,77.721703,1e25,1e25,"SM",0.0086,0.6366,4.9019,1.826976,17,
T,,70.60132815,-150.04637911,8,19,2008,10,50,38,77.721703,1e25,1e25,"SM",0.0070,0.6435,4.9089,1.571398,16,
T,,70.60118708,-150.04640484,8,19,2008,10,50,55,76.144962,1e25,1e25,"SM",0.0098,0.6533,4.9187,2.067818,17,
T,,70.60094819,-150.04640870,8,19,2008,10,51,20,77.721703,1e25,1e25,"SM",0.0165,0.6698,4.9352,2.376799,25,
T,,70.60079933,-150.04644809,8,19,2008,10,51,37,71.413936,1e25,1e25,"SM",0.0103,0.6801,4.9455,2.186486,17,
T,,70.60051460,-150.04663610,8,19,2008,10,52,0,61.952286,1e25,1e25,"SM",0.0201,0.7003,4.9657,3.152465,23,
T,,70.60024847,-150.04676920,8,19,2008,10,52,26,58.798402,1e25,1e25,"SM",0.0186,0.7189,4.9843,2.580855,26,
T,,70.60002074,-150.04675303,8,19,2008,10,52,46,50.913493,1e25,1e25,"SM",0.0157,0.7347,5.0000,2.833100,20,
T,,70.59978805,-150.04669469,8,19,2008,10,53,5,43.028584,1e25,1e25,"SM",0.0161,0.7508,5.0162,3.056667,19,
T,,70.59958362,-150.04653879,8,19,2008,10,53,22,41.451442,1e25,1e25,"SM",0.0146,0.7654,5.0307,3.085668,17,
T,,70.59934524,-150.04635707,8,19,2008,10,53,43,36.720817,1e25,1e25,"SM",0.0170,0.7824,5.0477,2.912639,21,
T,,70.59907811,-150.04623796,8,19,2008,10,54,5,35.143675,1e25,1e25,"SM",0.0187,0.8010,5.0664,3.053182,22,
T,,70.59886680,-150.04638883,8,19,2008,10,54,24,30.413049,1e25,1e25,"SM",0.0150,0.8160,5.0814,2.843050,19,
T,,70.59857268,-150.04643108,8,19,2008,10,54,49,27.259166,1e25,1e25,"SM",0.0203,0.8364,5.1017,2.929669,25,
T,,70.59819348,-150.04654725,8,19,2008,10,55,18,25.682024,1e25,1e25,"SM",0.0263,0.8627,5.1281,3.269215,29,
T,,70.59780020,-150.04687674,8,19,2008,10,55,53,25.682024,1e25,1e25,"SM",0.0282,0.8909,5.1563,2.901161,35,
T,,70.59742503,-150.04688647,8,19,2008,10,56,22,27.259166,1e25,1e25,"SM",0.0259,0.9168,5.1822,3.218026,29,
T,,70.59710090,-150.04671447,8,19,2008,10,56,49,35.143675,1e25,1e25,"SM",0.0227,0.9396,5.2049,3.032055,27,
T,,70.59704818,-150.04666745,8,19,2008,10,56,54,31.990191,1e25,1e25,"SM",0.0038,0.9434,5.2087,2.735487,5,
T,,70.59684559,-150.04644223,8,19,2008,10,57,13,28.835907,1e25,1e25,"SM",0.0149,0.9583,5.2237,2.827287,19,
T,,70.59671139,-150.04624014,8,19,2008,10,57,25,35.143675,1e25,1e25,"SM",0.0104,0.9687,5.2340,3.110265,12,
T,,70.59652087,-150.04603512,8,19,2008,10,57,42,31.990191,1e25,1e25,"SM",0.0140,0.9826,5.2480,2.960394,17,
T,,70.59629540,-150.04581342,8,19,2008,10,58,1,28.835907,1e25,1e25,"SM",0.0164,0.9990,5.2644,3.105251,19,
T,,70.59618593,-150.04580302,8,19,2008,10,58,9,24.104882,1e25,1e25,"SM",0.0076,1.0066,5.2720,3.405262,8,
T,,70.59586273,-150.04564745,8,19,2008,10,58,36,24.104882,1e25,1e25,"SM",0.0226,1.0292,5.2946,3.015349,27,
T,,70.59550373,-150.04560689,8,19,2008,10,59,4,30.413049,1e25,1e25,"SM",0.0248,1.0540,5.3194,3.191371,28,
T,,70.59511950,-150.04541419,8,19,2008,10,59,32,28.835907,1e25,1e25,"SM",0.0269,1.0809,5.3463,3.460308,28,
T,,70.59489160,-150.04526256,8,19,2008,10,59,52,27.259166,1e25,1e25,"SM",0.0161,1.0971,5.3624,2.902818,20,
T,,70.59481868,-150.04519156,8,19,2008,11,0,0,28.835907,1e25,1e25,"SM",0.0053,1.1024,5.3677,2.382971,8,
T,,70.59463578,-150.04500272,8,19,2008,11,0,16,30.413049,1e25,1e25,"SM",0.0134,1.1157,5.3811,3.005916,16,
T,,70.59441316,-150.04473190,8,19,2008,11,0,36,33.566933,1e25,1e25,"SM",0.0166,1.1323,5.3977,2.986324,20,
T,,70.59417863,-150.04459326,8,19,2008,11,0,56,28.835907,1e25,1e25,"SM",0.0165,1.1488,5.4142,2.972476,20,
T,,70.59394436,-150.04451187,8,19,2008,11,1,16,22.527740,1e25,1e25,"SM",0.0163,1.1651,5.4305,2.932968,20,
T,,70.59374780,-150.04450668,8,19,2008,11,1,32,24.104882,1e25,1e25,"SM",0.0136,1.1787,5.4441,3.055773,16,
T,,70.59354161,-150.04450919,8,19,2008,11,1,50,19.374257,1e25,1e25,"SM",0.0142,1.1930,5.4583,2.849362,18,
T,,70.59332921,-150.04442479,8,19,2008,11,2,7,22.527740,1e25,1e25,"SM",0.0148,1.2078,5.4731,3.134675,17,
T,,70.59311246,-150.04445605,8,19,2008,11,2,25,17.797115,1e25,1e25,"SM",0.0150,1.2227,5.4881,2.998718,18,
T,,70.59290383,-150.04450207,8,19,2008,11,2,41,24.104882,1e25,1e25,"SM",0.0145,1.2372,5.5026,3.251993,16,
T,,70.59265447,-150.04456946,8,19,2008,11,3,4,11.489348,1e25,1e25,"SM",0.0173,1.2545,5.5199,2.707601,23,
T,,70.59259445,-150.04463375,8,19,2008,11,3,20,11.489348,1e25,1e25,"SM",0.0044,1.2589,5.5243,0.990327,16,
T,,70.59253830,-150.04478462,8,19,2008,11,3,40,3.604438,1e25,1e25,"SM",0.0052,1.2641,5.5295,0.936247,20,
T,,70.59239111,-150.04495519,8,19,2008,11,4,29,5.181580,1e25,1e25,"SM",0.0109,1.2750,5.5404,0.800636,49,
T,,70.59236362,-150.04505670,8,19,2008,11,4,49,6.758722,1e25,1e25,"SM",0.0030,1.2780,5.5434,0.541175,20,
T,,70.59232431,-150.04514915,8,19,2008,11,5,9,8.335464,1e25,1e25,"SM",0.0034,1.2815,5.5468,0.620487,20,
T,,70.59228458,-150.04531637,8,19,2008,11,5,47,14.643231,1e25,1e25,"SM",0.0047,1.2862,5.5515,0.447121,38,
T,,70.59224761,-150.04548719,8,19,2008,11,6,10,13.066490,1e25,1e25,"SM",0.0047,1.2909,5.5562,0.732553,23,
T,,70.59220201,-150.04572088,8,19,2008,11,6,32,20.950998,1e25,1e25,"SM",0.0062,1.2971,5.5625,1.018118,22,
N,,70.59205784,-150.04648120,8,19,2008,11,7,55,24.104882,1e25,1e25,"SM",0.0201,0.0000,5.5825,0.871738,83,
T,,70.59218450,-150.04647768,8,19,2008,11,8,36,-2.703729,1e25,1e25,"SM",0.0088,0.0088,5.5913,0.768388,41,
N,,70.59151160,-150.04713356,8,19,2008,11,9,9,-2.703729,1e25,1e25,"SM",0.0489,0.0000,5.6402,5.331355,33,
T,,70.59210981,-150.04674657,8,19,2008,11,9,15,-2.703729,1e25,1e25,"SM",0.0423,0.0423,5.6824,25.366198,6,
T,,70.59208534,-150.04719953,8,19,2008,11,9,25,-92.590412,1e25,1e25,"SM",0.0105,0.0528,5.6930,3.793000,10,
T,,70.59209615,-150.04724915,8,19,2008,11,9,47,-91.013671,1e25,1e25,"SM",0.0014,0.0542,5.6943,0.222932,22,
T,,70.59208207,-150.04727807,8,19,2008,11,10,5,-89.436529,1e25,1e25,"SM",0.0012,0.0554,5.6955,0.235577,18,
T,,70.59197528,-150.04764687,8,19,2008,11,12,21,-79.974878,1e25,1e25,"SM",0.0112,0.0666,5.7068,0.297291,136,
T,,70.59189683,-150.04800872,8,19,2008,11,13,13,-78.397736,1e25,1e25,"SM",0.0099,0.0765,5.7167,0.686756,52,
T,,70.59187830,-150.04826990,8,19,2008,11,14,8,-78.397736,1e25,1e25,"SM",0.0061,0.0826,5.7228,0.401341,55,
T,,70.59171050,-150.04859218,8,19,2008,11,14,52,-76.820594,1e25,1e25,"SM",0.0138,0.0964,5.7366,1.125347,44,
T,,70.59163934,-150.04875991,8,19,2008,11,15,32,-72.089969,1e25,1e25,"SM",0.0062,0.1026,5.7428,0.562080,40,
N,,70.59167253,-150.04945896,8,19,2008,11,18,32,-53.166667,1e25,1e25,"SM",0.0162,0.0000,5.7590,0.324259,180,
N,,70.59150732,-150.04955241,8,19,2008,11,20,0,-35.819707,1e25,1e25,"SM",0.0116,0.0000,5.7706,0.475145,88,
T,,70.59148000,-150.04945711,8,19,2008,11,20,12,-27.935198,1e25,1e25,"SM",0.0029,0.0029,5.7735,0.867012,12,
T,,70.59146767,-150.04974813,8,19,2008,11,20,28,-24.780514,1e25,1e25,"SM",0.0067,0.0096,5.7803,1.515550,16,
T,,70.59139542,-150.04947958,8,19,2008,11,20,50,-9.011496,1e25,1e25,"SM",0.0079,0.0176,5.7882,1.298217,22,
T,,70.59134714,-150.04938939,8,19,2008,11,21,7,-9.011496,1e25,1e25,"SM",0.0039,0.0215,5.7921,0.831446,17,
T,,70.59127246,-150.04926911,8,19,2008,11,21,38,-12.164979,1e25,1e25,"SM",0.0059,0.0273,5.7980,0.679658,31,
T,,70.59123164,-150.04906585,8,19,2008,11,22,8,-9.011496,1e25,1e25,"SM",0.0055,0.0328,5.8034,0.654351,30,
T,,70.59119820,-150.04889376,8,19,2008,11,23,38,-7.434354,1e25,1e25,"SM",0.0046,0.0374,5.8080,0.183084,90,
T,,70.59114179,-150.04882218,8,19,2008,11,24,30,-7.434354,1e25,1e25,"SM",0.0042,0.0416,5.8122,0.292841,52,
T,,70.59100516,-150.04892486,8,19,2008,11,25,51,8.335464,1e25,1e25,"SM",0.0097,0.0513,5.8220,0.432436,81,
T,,70.59091740,-150.04911739,8,19,2008,11,26,52,16.219973,1e25,1e25,"SM",0.0075,0.0588,5.8295,0.442852,61,
T,,70.59084767,-150.04924773,8,19,2008,11,27,28,17.797115,1e25,1e25,"SM",0.0057,0.0645,5.8351,0.567211,36,
T,,70.59081741,-150.04934412,8,19,2008,11,27,44,20.950998,1e25,1e25,"SM",0.0030,0.0675,5.8382,0.685021,16,
T,,70.59079478,-150.04939148,8,19,2008,11,28,13,25.682024,1e25,1e25,"SM",0.0019,0.0695,5.8401,0.236430,29,
T,,70.59064197,-150.04961821,8,19,2008,11,29,37,11.489348,1e25,1e25,"SM",0.0118,0.0812,5.8519,0.504486,84,
T,,70.59064952,-150.04994192,8,19,2008,11,30,21,0.450955,1e25,1e25,"SM",0.0075,0.0887,5.8593,0.609616,44,
T,,70.59058649,-150.05015491,8,19,2008,11,31,1,2.027697,1e25,1e25,"SM",0.0065,0.0952,5.8659,0.589357,40,
T,,70.59054759,-150.05037392,8,19,2008,11,32,55,-7.434354,1e25,1e25,"SM",0.0057,0.1009,5.8716,0.180057,114,
T,,70.59057039,-150.05034844,8,19,2008,11,34,35,-4.280471,1e25,1e25,"SM",0.0017,0.1026,5.8732,0.060494,100,
T,,70.59042949,-150.05031542,8,19,2008,11,35,31,-4.280471,1e25,1e25,"SM",0.0098,0.1124,5.8830,0.627732,56,
T,,70.59039186,-150.05025758,8,19,2008,11,35,46,3.604438,1e25,1e25,"SM",0.0029,0.1153,5.8859,0.700746,15,
T,,70.59035137,-150.05019589,8,19,2008,11,36,2,16.219973,1e25,1e25,"SM",0.0031,0.1184,5.8891,0.705469,16,
T,,70.59031474,-150.05019539,8,19,2008,11,36,26,19.374257,1e25,1e25,"SM",0.0025,0.1210,5.8916,0.379626,24,
T,,70.59023847,-150.05018533,8,19,2008,11,37,15,30.413049,1e25,1e25,"SM",0.0053,0.1262,5.8969,0.387564,49,
T,,70.59020410,-150.05020813,8,19,2008,11,37,34,33.566933,1e25,1e25,"SM",0.0024,0.1287,5.8993,0.460700,19,
T,,70.59014174,-150.05029824,8,19,2008,11,38,10,30.413049,1e25,1e25,"SM",0.0048,0.1334,5.9041,0.477974,36,
T,,70.59012339,-150.05043251,8,19,2008,11,38,38,8.335464,1e25,1e25,"SM",0.0033,0.1368,5.9074,0.428642,28,
T,,70.59007008,-150.05049873,8,19,2008,11,38,55,5.181580,1e25,1e25,"SM",0.0040,0.1408,5.9114,0.843833,17,
T,,70.59005189,-150.05055414,8,19,2008,11,39,7,0.450955,1e25,1e25,"SM",0.0018,0.1425,5.9132,0.536467,12,
T,,70.59002389,-150.05058104,8,19,2008,11,39,23,3.604438,1e25,1e25,"SM",0.0020,0.1446,5.9152,0.456879,16,
T,,70.58998198,-150.05060317,8,19,2008,11,39,51,8.335464,1e25,1e25,"SM",0.0029,0.1475,5.9182,0.377988,28,
T,,70.58993236,-150.05078883,8,19,2008,11,40,45,3.604438,1e25,1e25,"SM",0.0055,0.1530,5.9236,0.364709,54,
T,,70.58992012,-150.05101263,8,19,2008,11,41,22,5.181580,1e25,1e25,"SM",0.0052,0.1582,5.9288,0.506708,37,
T,,70.58985525,-150.05126945,8,19,2008,11,42,4,3.604438,1e25,1e25,"SM",0.0074,0.1656,5.9362,0.634910,42,
T,,70.58961536,-150.05172173,8,19,2008,11,45,2,13.066490,1e25,1e25,"SM",0.0196,0.1852,5.9558,0.395588,178,
T,,70.58958837,-150.05171126,8,19,2008,11,45,19,17.797115,1e25,1e25,"SM",0.0019,0.1870,5.9577,0.398174,17,
T,,70.58949759,-150.05193480,8,19,2008,11,45,51,17.797115,1e25,1e25,"SM",0.0081,0.1952,5.9658,0.911781,32,
T,,70.58944177,-150.05232817,8,19,2008,11,47,32,25.682024,1e25,1e25,"SM",0.0098,0.2050,5.9756,0.350073,101,
T,,70.58937061,-150.05184956,8,19,2008,11,48,11,22.527740,1e25,1e25,"SM",0.0120,0.2170,5.9876,1.111349,39,
T,,70.58932635,-150.05188711,8,19,2008,11,48,38,5.181580,1e25,1e25,"SM",0.0032,0.2202,5.9908,0.423610,27,
T,,70.58929567,-150.05216237,8,19,2008,11,49,9,5.181580,1e25,1e25,"SM",0.0067,0.2269,5.9975,0.774184,31,
T,,70.58926474,-150.05221048,8,19,2008,11,49,40,6.758722,1e25,1e25,"SM",0.0024,0.2293,5.9999,0.279369,31,
T,,70.58926575,-150.05215868,8,19,2008,11,50,7,14.643231,1e25,1e25,"SM",0.0012,0.2305,6.0011,0.158864,27,
T,,70.58919065,-150.05260024,8,19,2008,11,51,14,13.066490,1e25,1e25,"SM",0.0114,0.2418,6.0125,0.611996,67,
T,,70.58915377,-150.05264525,8,19,2008,11,51,49,20.950998,1e25,1e25,"SM",0.0027,0.2446,6.0152,0.282839,35,
T,,70.58913742,-150.05269756,8,19,2008,11,52,8,22.527740,1e25,1e25,"SM",0.0016,0.2462,6.0169,0.312360,19,
T,,70.58911772,-150.05278867,8,19,2008,11,52,25,17.797115,1e25,1e25,"SM",0.0025,0.2487,6.0194,0.528534,17,
T,,70.58911110,-150.05279663,8,19,2008,11,52,29,17.797115,1e25,1e25,"SM",0.0005,0.2492,6.0199,0.443430,4,
T,,70.58906475,-150.05309938,8,19,2008,11,53,25,8.335464,1e25,1e25,"SM",0.0077,0.2569,6.0275,0.492057,56,
T,,70.58902477,-150.05331790,8,19,2008,11,53,59,9.912205,1e25,1e25,"SM",0.0057,0.2626,6.0332,0.606481,34,
T,,70.58899518,-150.05345084,8,19,2008,11,54,29,16.219973,1e25,1e25,"SM",0.0037,0.2663,6.0369,0.440869,30,
T,,70.58899652,-150.05366039,8,19,2008,11,55,9,14.643231,1e25,1e25,"SM",0.0048,0.2711,6.0417,0.433139,40,
T,,70.58896224,-150.05351420,8,19,2008,11,55,43,14.643231,1e25,1e25,"SM",0.0041,0.2752,6.0458,0.434994,34,
T,,70.58893240,-150.05353893,8,19,2008,11,56,9,5.181580,1e25,1e25,"SM",0.0021,0.2773,6.0480,0.296096,26,
T,,70.58889317,-150.05345897,8,19,2008,11,56,26,11.489348,1e25,1e25,"SM",0.0033,0.2806,6.0513,0.693268,17,
T,,70.58886275,-150.05343986,8,19,2008,11,56,39,14.643231,1e25,1e25,"SM",0.0021,0.2828,6.0534,0.594712,13,
T,,70.58882134,-150.05333835,8,19,2008,11,56,57,14.643231,1e25,1e25,"SM",0.0037,0.2865,6.0571,0.738043,18,
T,,70.58880868,-150.05346182,8,19,2008,11,57,19,6.758722,1e25,1e25,"SM",0.0030,0.2894,6.0601,0.485496,22,
T,,70.58874683,-150.05347766,8,19,2008,11,57,51,13.066490,1e25,1e25,"SM",0.0043,0.2937,6.0643,0.482564,32,
T,,70.58872243,-150.05339795,8,19,2008,11,58,4,9.912205,1e25,1e25,"SM",0.0025,0.2962,6.0668,0.689010,13,
T,,70.58859168,-150.05371453,8,19,2008,12,0,14,3.604438,1e25,1e25,"SM",0.0116,0.3078,6.0784,0.321125,130,
T,,70.58849311,-150.05336786,8,19,2008,12,1,23,2.027697,1e25,1e25,"SM",0.0105,0.3183,6.0889,0.546603,69,
T,,70.58856963,-150.05298095,8,19,2008,12,1,50,3.604438,1e25,1e25,"SM",0.0103,0.3286,6.0992,1.378531,27,
N,,70.58930171,-150.05277316,8,19,2008,12,3,13,3.604438,1e25,1e25,"SM",0.0508,0.0000,6.1501,2.203638,83,
T,,70.58954151,-150.05261608,8,19,2008,12,3,39,8.335464,1e25,1e25,"SM",0.0170,0.0170,6.1670,2.347899,26,
N,,70.59004418,-150.05286687,8,19,2008,12,4,24,8.335464,1e25,1e25,"SM",0.0352,0.0000,6.2022,2.816385,45,
T,,70.59001710,-150.05207336,8,19,2008,12,4,44,8.335464,1e25,1e25,"SM",0.0183,0.0183,6.2205,3.296886,20,
N,,70.59042530,-150.05301833,8,19,2008,12,5,23,8.335464,1e25,1e25,"SM",0.0356,0.0000,6.2561,3.284716,39,
T,,70.59037501,-150.05202390,8,19,2008,12,5,49,8.335464,1e25,1e25,"SM",0.0231,0.0231,6.2792,3.197910,26,
N,,70.59085160,-150.05266814,8,19,2008,12,6,20,8.335464,1e25,1e25,"SM",0.0361,0.0000,6.3153,4.192180,31,
T,,70.59102612,-150.05272077,8,19,2008,12,6,31,8.335464,1e25,1e25,"SM",0.0121,0.0121,6.3274,3.965887,11,
T,,70.59134002,-150.05256194,8,19,2008,12,7,19,8.335464,1e25,1e25,"SM",0.0220,0.0341,6.3494,1.649478,48,
T,,70.59138847,-150.05260427,8,19,2008,12,8,0,8.335464,1e25,1e25,"SM",0.0035,0.0376,6.3529,0.306055,41,
N,,70.59133943,-150.05263318,8,19,2008,12,8,32,8.335464,1e25,1e25,"SM",0.0035,0.0000,6.3564,0.388393,32,
N,,70.59142585,-150.05283963,8,19,2008,12,9,14,6.758722,1e25,1e25,"SM",0.0076,0.0000,6.3640,0.653449,42,
T,,70.59149911,-150.05230704,8,19,2008,12,9,29,3.604438,1e25,1e25,"SM",0.0132,0.0132,6.3772,3.176229,15,
T,,70.59171502,-150.05169156,8,19,2008,12,10,3,6.758722,1e25,1e25,"SM",0.0205,0.0338,6.3978,2.175759,34,
T,,70.59207729,-150.05171444,8,19,2008,12,10,33,11.489348,1e25,1e25,"SM",0.0250,0.0588,6.4228,3.004281,30,
T,,70.59236479,-150.05172316,8,19,2008,12,10,56,13.066490,1e25,1e25,"SM",0.0199,0.0787,6.4427,3.109351,23,
T,,70.59251047,-150.05100056,8,19,2008,12,11,27,11.489348,1e25,1e25,"SM",0.0194,0.0981,6.4621,2.253446,31,
T,,70.59253125,-150.05053779,8,19,2008,12,11,59,6.758722,1e25,1e25,"SM",0.0107,0.1088,6.4728,1.206123,32,
T,,70.59249396,-150.05034735,8,19,2008,12,12,26,2.027697,1e25,1e25,"SM",0.0051,0.1139,6.4779,0.676692,27,
T,,70.59246378,-150.05024451,8,19,2008,12,12,39,6.758722,1e25,1e25,"SM",0.0031,0.1170,6.4810,0.872287,13,
T,,70.59244375,-150.05015373,8,19,2008,12,12,54,6.758722,1e25,1e25,"SM",0.0025,0.1195,6.4835,0.600446,15,
T,,70.59245741,-150.05000244,8,19,2008,12,13,18,-2.703729,1e25,1e25,"SM",0.0036,0.1231,6.4871,0.539923,24,
T,,70.59241575,-150.04992457,8,19,2008,12,13,53,-7.434354,1e25,1e25,"SM",0.0034,0.1265,6.4905,0.348512,35,
T,,70.59259538,-150.05003295,8,19,2008,12,15,42,-12.164979,1e25,1e25,"SM",0.0127,0.1392,6.5032,0.418056,109,
T,,70.59277123,-150.04945493,8,19,2008,12,16,18,-16.896005,1e25,1e25,"SM",0.0180,0.1572,6.5212,1.799251,36,
T,,70.59279629,-150.04887440,8,19,2008,12,16,45,-16.896005,1e25,1e25,"SM",0.0134,0.1706,6.5346,1.792004,27,
T,,70.59265858,-150.04817292,8,19,2008,12,17,21,-21.627031,1e25,1e25,"SM",0.0187,0.1893,6.5533,1.870577,36,
T,,70.59271700,-150.04796337,8,19,2008,12,18,25,-20.049889,1e25,1e25,"SM",0.0063,0.1956,6.5596,0.353250,64,
T,,70.59288782,-150.04842865,8,19,2008,12,19,12,-20.049889,1e25,1e25,"SM",0.0159,0.2115,6.5755,1.219318,47,
T,,70.59299184,-150.04829966,8,19,2008,12,19,36,-20.049889,1e25,1e25,"SM",0.0078,0.2193,6.5833,1.165997,24,
T,,70.59316090,-150.04753590,8,19,2008,12,20,38,-21.627031,1e25,1e25,"SM",0.0211,0.2404,6.6043,1.223362,62,
T,,70.59337774,-150.04717355,8,19,2008,12,21,26,-20.049889,1e25,1e25,"SM",0.0171,0.2575,6.6215,1.285255,48,
T,,70.59337707,-150.04658606,8,19,2008,12,22,19,-21.627031,1e25,1e25,"SM",0.0135,0.2710,6.6350,0.916127,53,
T,,70.59314422,-150.04619337,8,19,2008,12,23,11,-24.780514,1e25,1e25,"SM",0.0184,0.2894,6.6534,1.276761,52,
T,,70.59315336,-150.04605339,8,19,2008,12,23,17,-27.935198,1e25,1e25,"SM",0.0033,0.2927,6.6567,1.965007,6,
T,,70.59323668,-150.04442009,8,19,2008,12,24,4,-31.088681,1e25,1e25,"SM",0.0379,0.3306,6.6946,2.905762,47,
N,,70.59197210,-150.04404316,8,19,2008,12,25,21,-31.088681,1e25,1e25,"SM",0.0878,0.0000,6.7824,4.105002,77,
T,,70.59193815,-150.04388968,8,19,2008,12,25,27,-31.088681,1e25,1e25,"SM",0.0042,0.0042,6.7867,2.539726,6,
T,,70.59174713,-150.04465210,8,19,2008,12,25,36,-48.435241,1e25,1e25,"SM",0.0219,0.0262,6.8086,8.769151,9,
T,,70.59136483,-150.04454532,8,19,2008,12,25,46,-56.320150,1e25,1e25,"SM",0.0265,0.0527,6.8351,9.550021,10,
T,,70.59091816,-150.04418749,8,19,2008,12,26,21,-35.819707,1e25,1e25,"SM",0.0319,0.0846,6.8670,3.284935,35,
T,,70.59042765,-150.04410300,8,19,2008,12,26,54,-24.780514,1e25,1e25,"SM",0.0339,0.1186,6.9010,3.703242,33,
T,,70.58995541,-150.04390360,8,19,2008,12,27,28,-21.627031,1e25,1e25,"SM",0.0329,0.1515,6.9339,3.488620,34,
T,,70.58884523,-150.04346078,8,19,2008,12,28,43,-18.472747,1e25,1e25,"SM",0.0774,0.2289,7.0113,3.714109,75,
T,,70.58784158,-150.04383897,8,19,2008,12,29,45,-16.896005,1e25,1e25,"SM",0.0699,0.2988,7.0812,4.057965,62,
T,,70.58774133,-150.04324378,8,19,2008,12,29,59,-21.627031,1e25,1e25,"SM",0.0153,0.3141,7.0965,3.940198,14,
T,,70.58762466,-150.04306742,8,19,2008,12,30,11,-20.049889,1e25,1e25,"SM",0.0090,0.3231,7.1055,2.706488,12,
T,,70.58715577,-150.04297505,8,19,2008,12,30,40,-20.049889,1e25,1e25,"SM",0.0325,0.3556,7.1380,4.030276,29,
N,,70.58629973,-150.04225974,8,19,2008,12,31,41,-24.780514,1e25,1e25,"SM",0.0614,0.0000,7.1994,3.622768,61,
T,,70.58628757,-150.04225781,8,19,2008,12,31,42,-24.780514,1e25,1e25,"SM",0.0008,0.0008,7.2002,3.027277,1,
T,,70.58606302,-150.04182707,8,19,2008,12,31,51,-24.780514,1e25,1e25,"SM",0.0184,0.0192,7.2186,7.360170,9,
T,,70.58554100,-150.04203552,8,19,2008,12,32,25,-24.780514,1e25,1e25,"SM",0.0364,0.0556,7.2550,3.852508,34,
T,,70.58493448,-150.04194282,8,19,2008,12,33,18,-24.780514,1e25,1e25,"SM",0.0420,0.0976,7.2970,2.850125,53,
T,,70.58429712,-150.04169329,8,19,2008,12,34,6,-37.396448,1e25,1e25,"SM",0.0444,0.1420,7.3414,3.330652,48,
T,,70.58354317,-150.03945868,8,19,2008,12,35,12,-37.396448,1e25,1e25,"SM",0.0731,0.2151,7.4145,3.988912,66,
T,,70.58315090,-150.04151216,8,19,2008,12,35,20,-37.396448,1e25,1e25,"SM",0.0544,0.2695,7.4689,24.479685,8,
T,,70.58293465,-150.04115123,8,19,2008,12,35,41,-37.396448,1e25,1e25,"SM",0.0171,0.2866,7.4860,2.929277,21,
T,,70.58239485,-150.04110849,8,19,2008,12,36,17,-35.819707,1e25,1e25,"SM",0.0373,0.3239,7.5233,3.730914,36,
N,,70.58119599,-150.04283776,8,19,2008,12,37,40,-35.819707,1e25,1e25,"SM",0.0919,0.0000,7.6152,3.984532,83,
T,,70.58117285,-150.04291898,8,19,2008,12,37,41,-35.819707,1e25,1e25,"SM",0.0025,0.0025,7.6176,8.844564,1,
