Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.58127595,-150.04001498,8,19,2008,12,37,58,-35.819707,1e25,1e25,"SM",0.0671,0.0695,7.6847,14.206934,17,
N,,70.58075141,-150.04003862,8,19,2008,12,38,30,-35.819707,1e25,1e25,"SM",0.0362,0.0000,7.7210,4.077705,32,
T,,70.58064857,-150.04002688,8,19,2008,12,38,37,-35.819707,1e25,1e25,"SM",0.0071,0.0071,7.7281,3.657129,7,
T,,70.58057464,-150.04023626,8,19,2008,12,38,41,-35.819707,1e25,1e25,"SM",0.0070,0.0141,7.7351,6.314546,4,
T,,70.58028907,-150.04007894,8,19,2008,12,38,56,-35.819707,1e25,1e25,"SM",0.0201,0.0342,7.7552,4.814249,15,
T,,70.58004180,-150.04023266,8,19,2008,12,39,18,-35.819707,1e25,1e25,"SM",0.0174,0.0516,7.7726,2.854737,22,
T,,70.57921803,-150.03971131,8,19,2008,12,40,17,-35.819707,1e25,1e25,"SM",0.0582,0.1098,7.8308,3.548979,59,
T,,70.57837145,-150.03969421,8,19,2008,12,41,15,-34.242965,1e25,1e25,"SM",0.0585,0.1683,7.8893,3.630652,58,
T,,70.57752580,-150.03921862,8,19,2008,12,42,16,-34.242965,1e25,1e25,"SM",0.0594,0.2277,7.9487,3.508037,61,
N,,70.57763770,-150.04025496,8,19,2008,12,42,20,-34.242965,1e25,1e25,"SM",0.0250,0.0000,7.9737,22.530871,4,
T,,70.57683815,-150.03950997,8,19,2008,12,43,3,-38.973591,1e25,1e25,"SM",0.0578,0.0578,8.0316,4.841963,43,
T,,70.57633121,-150.03901787,8,19,2008,12,43,48,-7.434354,1e25,1e25,"SM",0.0368,0.0946,8.0684,2.944465,45,
T,,70.57597750,-150.03893430,8,19,2008,12,44,10,-9.011496,1e25,1e25,"SM",0.0245,0.1192,8.0929,4.011507,22,
T,,70.57542220,-150.03871528,8,19,2008,12,44,50,-10.588238,1e25,1e25,"SM",0.0387,0.1579,8.1316,3.482664,40,
T,,70.57467302,-150.03868335,8,19,2008,12,45,46,-21.627031,1e25,1e25,"SM",0.0518,0.2096,8.1834,3.327955,56,
T,,70.57395520,-150.03822980,8,19,2008,12,46,36,-23.203772,1e25,1e25,"SM",0.0507,0.2603,8.2340,3.648977,50,
T,,70.57311743,-150.03841261,8,19,2008,12,47,42,-23.203772,1e25,1e25,"SM",0.0580,0.3183,8.2921,3.165637,66,
T,,70.57195041,-150.03834992,8,19,2008,12,49,13,-21.627031,1e25,1e25,"SM",0.0806,0.3990,8.3727,3.190378,91,
T,,70.57130777,-150.03800458,8,19,2008,12,50,1,-9.011496,1e25,1e25,"SM",0.0451,0.4441,8.4178,3.382944,48,
T,,70.57070478,-150.03755330,8,19,2008,12,50,53,-10.588238,1e25,1e25,"SM",0.0429,0.4870,8.4608,2.972389,52,
T,,70.57014034,-150.03750435,8,19,2008,12,51,34,-10.588238,1e25,1e25,"SM",0.0390,0.5260,8.4998,3.425716,41,
T,,70.56934783,-150.03733269,8,19,2008,12,52,27,-20.049889,1e25,1e25,"SM",0.0549,0.5809,8.5547,3.728993,53,
N,,70.56782819,-150.03599460,8,19,2008,12,54,27,-20.049889,1e25,1e25,"SM",0.1094,0.0000,8.6641,3.282274,120,
T,,70.56699025,-150.03651428,8,19,2008,12,54,41,-91.013671,1e25,1e25,"SM",0.0591,0.0591,8.7232,15.201152,14,
T,,70.56667141,-150.03614355,8,19,2008,12,55,43,-95.744296,1e25,1e25,"SM",0.0236,0.0827,8.7468,1.371555,62,
N,,70.56624837,-150.03611262,8,19,2008,12,56,11,-91.013671,1e25,1e25,"SM",0.0292,0.0000,8.7761,3.759111,28,
N,,70.56574579,-150.03562094,8,19,2008,12,57,3,-91.013671,1e25,1e25,"SM",0.0365,0.0000,8.8126,2.528182,52,
T,,70.56544036,-150.03565614,8,19,2008,12,57,29,-91.013671,1e25,1e25,"SM",0.0211,0.0211,8.8337,2.924190,26,
N,,70.56421475,-150.03552605,8,19,2008,12,58,41,-91.013671,1e25,1e25,"SM",0.0847,0.0000,8.9184,4.236687,72,
N,,70.56363003,-150.03595688,8,19,2008,12,59,27,-91.013671,1e25,1e25,"SM",0.0416,0.0000,8.9600,3.255412,46,
T,,70.56343968,-150.03534232,8,19,2008,12,59,52,-91.013671,1e25,1e25,"SM",0.0193,0.0193,8.9793,2.779715,25,
T,,70.56312670,-150.03496095,8,19,2008,12,59,54,-91.013671,1e25,1e25,"SM",0.0233,0.0426,9.0027,42.003000,2,
T,,70.56282034,-150.03458896,8,19,2008,13,0,10,-91.013671,1e25,1e25,"SM",0.0228,0.0655,9.0255,5.136744,16,
T,,70.56246252,-150.03380542,8,19,2008,13,0,44,-91.013671,1e25,1e25,"SM",0.0306,0.0961,9.0561,3.239033,34,
N,,70.56275002,-150.03323997,8,19,2008,13,1,24,-91.013671,1e25,1e25,"SM",0.0237,0.0000,9.0798,2.136656,40,
T,,70.56273837,-150.03271099,8,19,2008,13,2,4,13.066490,1e25,1e25,"SM",0.0122,0.0122,9.0920,1.097030,40,
N,,70.56269637,-150.03307611,8,19,2008,13,3,8,11.489348,1e25,1e25,"SM",0.0089,0.0000,9.1009,0.499623,64,
T,,70.56266502,-150.03221177,8,19,2008,13,3,46,9.912205,1e25,1e25,"SM",0.0200,0.0200,9.1209,1.893896,38,
T,,70.56286912,-150.03237010,8,19,2008,13,4,15,9.912205,1e25,1e25,"SM",0.0146,0.0346,9.1355,1.807974,29,
T,,70.56278279,-150.03251335,8,19,2008,13,4,29,9.912205,1e25,1e25,"SM",0.0068,0.0414,9.1423,1.752158,14,
T,,70.56249663,-150.03451059,8,19,2008,13,5,6,5.181580,1e25,1e25,"SM",0.0500,0.0914,9.1923,4.864599,37,
T,,70.56253561,-150.03527342,8,19,2008,13,5,23,5.181580,1e25,1e25,"SM",0.0177,0.1091,9.2100,3.757819,17,
T,,70.56324421,-150.03516597,8,19,2008,13,5,57,5.181580,1e25,1e25,"SM",0.0490,0.1581,9.2590,5.190594,34,
T,,70.56369022,-150.03540561,8,19,2008,13,6,13,5.181580,1e25,1e25,"SM",0.0313,0.1894,9.2903,7.043488,16,
T,,70.56400496,-150.03553787,8,19,2008,13,6,25,5.181580,1e25,1e25,"SM",0.0220,0.2114,9.3123,6.587420,12,
N,,70.56511313,-150.03495759,8,19,2008,13,8,0,6.758722,1e25,1e25,"SM",0.0777,0.0000,9.3900,2.945210,95,
T,,70.56512352,-150.03496480,8,19,2008,13,8,1,6.758722,1e25,1e25,"SM",0.0007,0.0007,9.3908,2.653198,1,
T,,70.56532133,-150.03533863,8,19,2008,13,8,22,-37.396448,1e25,1e25,"SM",0.0161,0.0169,9.4069,2.767731,21,
T,,70.56575024,-150.03593861,8,19,2008,13,8,51,-43.704216,1e25,1e25,"SM",0.0327,0.0496,9.4396,4.057694,29,
T,,70.56653755,-150.03664680,8,19,2008,13,9,50,-45.281358,1e25,1e25,"SM",0.0568,0.1064,9.4964,3.464663,59,
T,,70.56719938,-150.03663255,8,19,2008,13,10,46,-46.858500,1e25,1e25,"SM",0.0457,0.1521,9.5421,2.939759,56,
T,,70.56776491,-150.03640431,8,19,2008,13,11,42,-46.858500,1e25,1e25,"SM",0.0394,0.1915,9.5815,2.534453,56,
T,,70.56846589,-150.03675065,8,19,2008,13,12,35,-37.396448,1e25,1e25,"SM",0.0491,0.2406,9.6306,3.333933,53,
T,,70.56962670,-150.03779646,8,19,2008,13,14,4,-34.242965,1e25,1e25,"SM",0.0837,0.3243,9.7143,3.386795,89,
N,,70.56971605,-150.03707553,8,19,2008,13,14,21,-34.242965,1e25,1e25,"SM",0.0177,0.0000,9.7320,3.744620,17,
T,,70.56971655,-150.03687982,8,19,2008,13,14,24,-34.242965,1e25,1e25,"SM",0.0045,0.0045,9.7365,5.398339,3,
T,,70.57031091,-150.03722892,8,19,2008,13,15,12,-34.242965,1e25,1e25,"SM",0.0418,0.0463,9.7784,3.138220,48,
T,,70.57050923,-150.03728483,8,19,2008,13,15,26,-34.242965,1e25,1e25,"SM",0.0138,0.0601,9.7921,3.538909,14,
N,,70.57135706,-150.03773913,8,19,2008,13,16,20,-34.242965,1e25,1e25,"SM",0.0595,0.0000,9.8516,3.966843,54,
T,,70.57151506,-150.03741760,8,19,2008,13,16,38,-34.242965,1e25,1e25,"SM",0.0132,0.0132,9.8648,2.636512,18,
T,,70.57157365,-150.03740285,8,19,2008,13,16,45,-34.242965,1e25,1e25,"SM",0.0041,0.0172,9.8689,2.089192,7,
T,,70.57234855,-150.03784021,8,19,2008,13,17,33,-34.242965,1e25,1e25,"SM",0.0545,0.0717,9.9233,4.085721,48,
T,,70.57351020,-150.03846039,8,19,2008,13,18,55,-38.973591,1e25,1e25,"SM",0.0815,0.1532,10.0049,3.578827,82,
T,,70.57464184,-150.03877806,8,19,2008,13,20,24,-38.973591,1e25,1e25,"SM",0.0785,0.2318,10.0834,3.176450,89,
T,,70.57505054,-150.03886725,8,19,2008,13,20,52,-38.973591,1e25,1e25,"SM",0.0283,0.2601,10.1117,3.640221,28,
T,,70.57587340,-150.03925625,8,19,2008,13,21,57,-38.973591,1e25,1e25,"SM",0.0576,0.3176,10.1693,3.187492,65,
T,,70.57651889,-150.03952204,8,19,2008,13,22,50,-38.973591,1e25,1e25,"SM",0.0450,0.3626,10.2143,3.057642,53,
T,,70.57690638,-150.03969437,8,19,2008,13,23,18,-38.973591,1e25,1e25,"SM",0.0271,0.3897,10.2413,3.479731,28,
T,,70.57794213,-150.03945775,8,19,2008,13,24,43,-38.973591,1e25,1e25,"SM",0.0718,0.4615,10.3131,3.039661,85,
T,,70.57852157,-150.04013208,8,19,2008,13,25,33,-38.973591,1e25,1e25,"SM",0.0429,0.5044,10.3560,3.090856,50,
N,,70.57996226,-150.04015798,8,19,2008,13,27,22,-38.973591,1e25,1e25,"SM",0.0995,0.0000,10.4556,3.287669,109,
T,,70.58008681,-150.04001230,8,19,2008,13,27,32,-29.511940,1e25,1e25,"SM",0.0092,0.0092,10.4648,3.324146,10,
T,,70.58048939,-150.04061169,8,19,2008,13,28,6,-29.511940,1e25,1e25,"SM",0.0310,0.0403,10.4959,3.286309,34,
T,,70.58141928,-150.04211113,8,19,2008,13,29,21,-29.511940,1e25,1e25,"SM",0.0729,0.1132,10.5688,3.499194,75,
T,,70.58248739,-150.04284153,8,19,2008,13,30,49,-29.511940,1e25,1e25,"SM",0.0757,0.1889,10.6444,3.096088,88,
T,,70.58345835,-150.04287874,8,19,2008,13,31,57,-31.088681,1e25,1e25,"SM",0.0671,0.2559,10.7115,3.551946,68,
T,,70.58370603,-150.04292049,8,19,2008,13,32,17,-34.242965,1e25,1e25,"SM",0.0171,0.2731,10.7287,3.085243,20,
T,,70.58398490,-150.04296223,8,19,2008,13,32,38,-35.819707,1e25,1e25,"SM",0.0193,0.2924,10.7480,3.307135,21,
T,,70.58459837,-150.04298997,8,19,2008,13,33,17,-34.242965,1e25,1e25,"SM",0.0424,0.3348,10.7904,3.913070,39,
T,,70.58551468,-150.04320120,8,19,2008,13,34,26,-32.665823,1e25,1e25,"SM",0.0635,0.3983,10.8538,3.312861,69,
N,,70.58559875,-150.04219872,8,19,2008,13,34,33,-32.665823,1e25,1e25,"SM",0.0237,0.0000,10.8776,12.211645,7,
T,,70.58568827,-150.04217131,8,19,2008,13,34,49,-35.819707,1e25,1e25,"SM",0.0062,0.0062,10.8838,1.398847,16,
T,,70.58600586,-150.04246124,8,19,2008,13,35,16,-53.166667,1e25,1e25,"SM",0.0229,0.0291,10.9067,3.057519,27,
T,,70.58657424,-150.04292971,8,19,2008,13,36,1,-53.166667,1e25,1e25,"SM",0.0407,0.0699,10.9475,3.257449,45,
N,,70.59198090,-150.04443157,8,19,2008,13,43,28,-53.166667,1e25,1e25,"SM",0.3752,0.0000,11.3226,3.021366,447,
T,,70.59232900,-150.04525753,8,19,2008,13,43,48,-53.166667,1e25,1e25,"SM",0.0306,0.0306,11.3532,5.513027,20,
T,,70.59270434,-150.04561686,8,19,2008,13,44,20,-53.166667,1e25,1e25,"SM",0.0272,0.0578,11.3805,3.061594,32,
N,,70.59339384,-150.04541871,8,19,2008,13,45,9,-53.166667,1e25,1e25,"SM",0.0479,0.0000,11.4283,3.515970,49,
T,,70.59372148,-150.04526214,8,19,2008,13,45,43,-53.166667,1e25,1e25,"SM",0.0229,0.0229,11.4512,2.427029,34,
T,,70.59378125,-150.04549599,8,19,2008,13,45,47,-53.166667,1e25,1e25,"SM",0.0068,0.0297,11.4580,6.095670,4,
N,,70.59423672,-150.04480935,8,19,2008,13,46,19,-53.166667,1e25,1e25,"SM",0.0352,0.0000,11.4932,3.959697,32,
T,,70.59423421,-150.04481630,8,19,2008,13,46,22,-53.166667,1e25,1e25,"SM",0.0002,0.0002,11.4934,0.283192,3,
N,,70.58753388,-150.10466385,8,19,2008,14,42,36,-53.166667,1e25,1e25,"SM",1.4500,0.0000,12.9435,1.547144,3374,
T,,70.58751368,-150.10471012,8,19,2008,14,42,44,-53.166667,1e25,1e25,"SM",0.0018,0.0018,12.9452,0.789356,8,
T,,70.58752667,-150.10439026,8,19,2008,14,43,1,-50.011983,1e25,1e25,"SM",0.0074,0.0092,12.9526,1.567030,17,
T,,70.58752223,-150.10414107,8,19,2008,14,43,11,-45.281358,1e25,1e25,"SM",0.0057,0.0149,12.9583,2.063086,10,
T,,70.58748309,-150.10370814,8,19,2008,14,43,25,-43.704216,1e25,1e25,"SM",0.0103,0.0252,12.9686,2.649381,14,
T,,70.58746473,-150.10362927,8,19,2008,14,43,28,-40.550733,1e25,1e25,"SM",0.0022,0.0274,12.9709,2.653424,3,
T,,70.58741553,-150.10300322,8,19,2008,14,43,49,-43.704216,1e25,1e25,"SM",0.0148,0.0422,12.9856,2.532548,21,
T,,70.58740103,-150.10268899,8,19,2008,14,43,57,-40.550733,1e25,1e25,"SM",0.0073,0.0495,12.9929,3.278480,8,
T,,70.58742760,-150.10206294,8,19,2008,14,44,15,-32.665823,1e25,1e25,"SM",0.0145,0.0640,13.0074,2.898700,18,
T,,70.58750312,-150.10157847,8,19,2008,14,44,31,-37.396448,1e25,1e25,"SM",0.0123,0.0762,13.0197,2.764915,16,
T,,70.58754687,-150.10101093,8,19,2008,14,44,48,-50.011983,1e25,1e25,"SM",0.0134,0.0896,13.0331,2.833232,17,
T,,70.58757872,-150.10071664,8,19,2008,14,44,56,-42.127474,1e25,1e25,"SM",0.0071,0.0967,13.0402,3.198337,8,
T,,70.58769565,-150.10018221,8,19,2008,14,45,13,-45.281358,1e25,1e25,"SM",0.0147,0.1114,13.0549,3.111496,17,
T,,70.58771585,-150.10004634,8,19,2008,14,45,17,-46.858500,1e25,1e25,"SM",0.0034,0.1148,13.0583,3.076281,4,
T,,70.58776321,-150.09934612,8,19,2008,14,45,36,-42.127474,1e25,1e25,"SM",0.0164,0.1312,13.0747,3.109176,19,
T,,70.58779925,-150.09878964,8,19,2008,14,45,51,-48.435241,1e25,1e25,"SM",0.0130,0.1443,13.0877,3.124627,15,
T,,70.58780529,-150.09819126,8,19,2008,14,46,8,-51.589125,1e25,1e25,"SM",0.0137,0.1580,13.1015,2.911260,17,
T,,70.58781719,-150.09807609,8,19,2008,14,46,12,-50.011983,1e25,1e25,"SM",0.0028,0.1608,13.1042,2.492649,4,
T,,70.58782146,-150.09792455,8,19,2008,14,46,16,-51.589125,1e25,1e25,"SM",0.0035,0.1643,13.1077,3.143325,4,
T,,70.58783957,-150.09732884,8,19,2008,14,46,32,-50.011983,1e25,1e25,"SM",0.0137,0.1780,13.1215,3.090770,16,
T,,70.58782909,-150.09691578,8,19,2008,14,46,42,-42.127474,1e25,1e25,"SM",0.0095,0.1875,13.1310,3.424710,10,
T,,70.58777779,-150.09635654,8,19,2008,14,46,57,-29.511940,1e25,1e25,"SM",0.0133,0.2008,13.1443,3.197403,15,
T,,70.58777385,-150.09572614,8,19,2008,14,47,15,-16.896005,1e25,1e25,"SM",0.0145,0.2153,13.1588,2.895830,18,
T,,70.58780369,-150.09502835,8,19,2008,14,47,35,-18.472747,1e25,1e25,"SM",0.0162,0.2315,13.1749,2.908121,20,
T,,70.58788877,-150.09444505,8,19,2008,14,47,53,-12.164979,1e25,1e25,"SM",0.0146,0.2461,13.1896,2.925569,18,
T,,70.58791853,-150.09409477,8,19,2008,14,48,3,-16.896005,1e25,1e25,"SM",0.0083,0.2544,13.1979,2.988852,10,
T,,70.58792632,-150.09375891,8,19,2008,14,48,12,-21.627031,1e25,1e25,"SM",0.0077,0.2621,13.2056,3.092597,9,
T,,70.58794552,-150.09312071,8,19,2008,14,48,29,-24.780514,1e25,1e25,"SM",0.0147,0.2769,13.2203,3.116196,17,
T,,70.58793093,-150.09240624,8,19,2008,14,48,48,-24.780514,1e25,1e25,"SM",0.0164,0.2933,13.2368,3.114564,19,
T,,70.58786580,-150.09162521,8,19,2008,14,49,9,-24.780514,1e25,1e25,"SM",0.0185,0.3118,13.2552,3.169932,21,
T,,70.58782079,-150.09106035,8,19,2008,14,49,24,-18.472747,1e25,1e25,"SM",0.0133,0.3251,13.2686,3.201346,15,
T,,70.58786052,-150.09064168,8,19,2008,14,49,38,-18.472747,1e25,1e25,"SM",0.0100,0.3351,13.2786,2.571086,14,
T,,70.58786874,-150.09057714,8,19,2008,14,49,40,-18.472747,1e25,1e25,"SM",0.0016,0.3367,13.2802,2.856706,2,
T,,70.58789606,-150.09046298,8,19,2008,14,49,44,-18.472747,1e25,1e25,"SM",0.0032,0.3399,13.2834,2.907601,4,
T,,70.58791299,-150.09037019,8,19,2008,14,49,47,-18.472747,1e25,1e25,"SM",0.0024,0.3424,13.2858,2.916941,3,
T,,70.58799136,-150.09012879,8,19,2008,14,49,59,-23.203772,1e25,1e25,"SM",0.0077,0.3501,13.2936,2.324775,12,
T,,70.58801332,-150.08998873,8,19,2008,14,50,3,-18.472747,1e25,1e25,"SM",0.0036,0.3537,13.2971,3.200655,4,
T,,70.58807476,-150.08921960,8,19,2008,14,50,25,-21.627031,1e25,1e25,"SM",0.0182,0.3718,13.3153,2.972443,22,
T,,70.58809706,-150.08892716,8,19,2008,14,50,33,-21.627031,1e25,1e25,"SM",0.0069,0.3787,13.3222,3.100512,8,
T,,70.58812539,-150.08871837,8,19,2008,14,50,39,-18.472747,1e25,1e25,"SM",0.0052,0.3839,13.3274,3.107305,6,
T,,70.58819965,-150.08816441,8,19,2008,14,50,57,-20.049889,1e25,1e25,"SM",0.0137,0.3976,13.3411,2.743356,18,
T,,70.58824978,-150.08750978,8,19,2008,14,51,14,-13.742121,1e25,1e25,"SM",0.0154,0.4131,13.3565,3.266747,17,
T,,70.58822388,-150.08702036,8,19,2008,14,51,27,-15.319264,1e25,1e25,"SM",0.0114,0.4244,13.3679,3.151485,13,
T,,70.58821944,-150.08698407,8,19,2008,14,51,28,-15.319264,1e25,1e25,"SM",0.0009,0.4253,13.3688,3.197356,1,
T,,70.58821550,-150.08650890,8,19,2008,14,51,42,-23.203772,1e25,1e25,"SM",0.0109,0.4362,13.3797,2.806708,14,
T,,70.58821726,-150.08630840,8,19,2008,14,51,48,-23.203772,1e25,1e25,"SM",0.0046,0.4408,13.3843,2.763409,6,
T,,70.58821927,-150.08554439,8,19,2008,14,52,8,-20.049889,1e25,1e25,"SM",0.0175,0.4584,13.4018,3.158087,20,
T,,70.58819488,-150.08503326,8,19,2008,14,52,23,-18.472747,1e25,1e25,"SM",0.0119,0.4703,13.4137,2.845846,15,
T,,70.58819069,-150.08492522,8,19,2008,14,52,26,-15.319264,1e25,1e25,"SM",0.0025,0.4727,13.4162,2.997463,3,
T,,70.58822421,-150.08456597,8,19,2008,14,52,37,-15.319264,1e25,1e25,"SM",0.0086,0.4813,13.4248,2.804299,11,
T,,70.58823997,-150.08449808,8,19,2008,14,52,40,-18.472747,1e25,1e25,"SM",0.0019,0.4832,13.4267,2.281934,3,
T,,70.58830552,-150.08401159,8,19,2008,14,52,54,-13.742121,1e25,1e25,"SM",0.0121,0.4953,13.4387,3.099722,14,
T,,70.58832572,-150.08348320,8,19,2008,14,53,9,-16.896005,1e25,1e25,"SM",0.0122,0.5075,13.4509,2.931304,15,
T,,70.58832312,-150.08285933,8,19,2008,14,53,26,-16.896005,1e25,1e25,"SM",0.0143,0.5218,13.4653,3.033994,17,
T,,70.58835740,-150.08222423,8,19,2008,14,53,44,-15.319264,1e25,1e25,"SM",0.0148,0.5366,13.4800,2.955015,18,
T,,70.58842228,-150.08193372,8,19,2008,14,53,54,-15.319264,1e25,1e25,"SM",0.0080,0.5446,13.4881,2.893426,10,
T,,70.58844809,-150.08181805,8,19,2008,14,53,58,-15.319264,1e25,1e25,"SM",0.0032,0.5478,13.4913,2.879569,4,
T,,70.58846695,-150.08172501,8,19,2008,14,54,1,-15.319264,1e25,1e25,"SM",0.0025,0.5503,13.4938,3.002997,3,
T,,70.58849713,-150.08115311,8,19,2008,14,54,17,-12.164979,1e25,1e25,"SM",0.0133,0.5636,13.5071,2.991841,16,
T,,70.58850484,-150.08059898,8,19,2008,14,54,32,-7.434354,1e25,1e25,"SM",0.0127,0.5764,13.5198,3.056567,15,
T,,70.58850685,-150.07970723,8,19,2008,14,54,55,0.450955,1e25,1e25,"SM",0.0205,0.5968,13.5403,3.205240,23,
T,,70.58851850,-150.07897499,8,19,2008,14,55,14,24.104882,1e25,1e25,"SM",0.0168,0.6137,13.5571,3.189581,19,
T,,70.58852387,-150.07829354,8,19,2008,14,55,27,30.413049,1e25,1e25,"SM",0.0157,0.6293,13.5728,4.334572,13,
T,,70.58855798,-150.07762291,8,19,2008,14,55,47,35.143675,1e25,1e25,"SM",0.0156,0.6449,13.5884,2.804268,20,
T,,70.58859880,-150.07732174,8,19,2008,14,55,56,33.566933,1e25,1e25,"SM",0.0075,0.6524,13.5958,2.987448,9,
T,,70.58864675,-150.07704061,8,19,2008,14,56,4,39.874700,1e25,1e25,"SM",0.0073,0.6596,13.6031,3.265159,8,
T,,70.58867516,-150.07689829,8,19,2008,14,56,9,36.720817,1e25,1e25,"SM",0.0038,0.6634,13.6069,2.745040,5,
T,,70.58878396,-150.07632782,8,19,2008,14,56,27,25.682024,1e25,1e25,"SM",0.0151,0.6785,13.6220,3.020665,18,
T,,70.58883023,-150.07591099,8,19,2008,14,56,40,17.797115,1e25,1e25,"SM",0.0101,0.6886,13.6321,2.794540,13,
T,,70.58887901,-150.07523289,8,19,2008,14,57,1,43.028584,1e25,1e25,"SM",0.0159,0.7046,13.6480,2.731133,21,
T,,70.58886836,-150.07461011,8,19,2008,14,57,17,39.874700,1e25,1e25,"SM",0.0143,0.7189,13.6623,3.221900,16,
T,,70.58883148,-150.07412815,8,19,2008,14,57,29,35.143675,1e25,1e25,"SM",0.0114,0.7302,13.6737,3.407014,12,
T,,70.58878463,-150.07367578,8,19,2008,14,57,41,33.566933,1e25,1e25,"SM",0.0109,0.7411,13.6846,3.264154,12,
T,,70.58872520,-150.07316985,8,19,2008,14,57,55,28.835907,1e25,1e25,"SM",0.0123,0.7534,13.6969,3.168496,14,
T,,70.58871615,-150.07298855,8,19,2008,14,58,0,27.259166,1e25,1e25,"SM",0.0042,0.7577,13.7011,3.031141,5,
T,,70.58871925,-150.07275788,8,19,2008,14,58,6,27.259166,1e25,1e25,"SM",0.0053,0.7630,13.7064,3.180719,6,
T,,70.58873258,-150.07187778,8,19,2008,14,58,28,11.489348,1e25,1e25,"SM",0.0202,0.7832,13.7266,3.310471,22,
T,,70.58874691,-150.07133002,8,19,2008,14,58,41,6.758722,1e25,1e25,"SM",0.0126,0.7958,13.7393,3.493950,13,
T,,70.58878454,-150.07070079,8,19,2008,14,58,58,5.181580,1e25,1e25,"SM",0.0147,0.8105,13.7539,3.108929,17,
T,,70.58881237,-150.07027759,8,19,2008,14,59,9,5.181580,1e25,1e25,"SM",0.0099,0.8204,13.7639,3.242069,11,
T,,70.58886115,-150.06960503,8,19,2008,14,59,27,-1.126587,1e25,1e25,"SM",0.0158,0.8362,13.7797,3.161498,18,
T,,70.58891840,-150.06897194,8,19,2008,14,59,44,-2.703729,1e25,1e25,"SM",0.0151,0.8513,13.7947,3.190426,17,
T,,70.58894799,-150.06834447,8,19,2008,15,0,1,-4.280471,1e25,1e25,"SM",0.0146,0.8658,13.8093,3.081750,17,
T,,70.58896903,-150.06794424,8,19,2008,15,0,13,0.450955,1e25,1e25,"SM",0.0093,0.8751,13.8186,2.791421,12,
T,,70.58899585,-150.06761709,8,19,2008,15,0,24,-5.857212,1e25,1e25,"SM",0.0077,0.8829,13.8263,2.532224,11,
T,,70.58904137,-150.06704042,8,19,2008,15,0,40,-16.896005,1e25,1e25,"SM",0.0136,0.8965,13.8399,3.062305,16,
T,,70.58907875,-150.06636458,8,19,2008,15,0,58,-12.164979,1e25,1e25,"SM",0.0157,0.9122,13.8557,3.146468,18,
T,,70.58907012,-150.06584499,8,19,2008,15,1,11,-9.011496,1e25,1e25,"SM",0.0119,0.9242,13.8676,3.308154,13,
T,,70.58902930,-150.06505952,8,19,2008,15,1,31,-5.857212,1e25,1e25,"SM",0.0183,0.9424,13.8859,3.286001,20,
T,,70.58905654,-150.06448058,8,19,2008,15,1,47,-5.857212,1e25,1e25,"SM",0.0134,0.9558,13.8993,3.020962,16,
T,,70.58909258,-150.06391740,8,19,2008,15,2,2,-10.588238,1e25,1e25,"SM",0.0132,0.9690,13.9125,3.160714,15,
T,,70.58913281,-150.06355464,8,19,2008,15,2,13,-15.319264,1e25,1e25,"SM",0.0088,0.9778,13.9212,2.874002,11,
T,,70.58917975,-150.06315834,8,19,2008,15,2,24,-20.049889,1e25,1e25,"SM",0.0097,0.9874,13.9309,3.161647,11,
T,,70.58919819,-150.06298341,8,19,2008,15,2,29,-27.935198,1e25,1e25,"SM",0.0042,0.9917,13.9351,3.034114,5,
T,,70.58919651,-150.06235879,8,19,2008,15,2,45,-26.358056,1e25,1e25,"SM",0.0143,1.0060,13.9495,3.227229,16,
T,,70.58911831,-150.06170777,8,19,2008,15,3,4,-13.742121,1e25,1e25,"SM",0.0159,1.0219,13.9654,3.011802,19,
T,,70.58911965,-150.06154424,8,19,2008,15,3,9,-13.742121,1e25,1e25,"SM",0.0038,1.0257,13.9691,2.704480,5,
T,,70.58912284,-150.06099522,8,19,2008,15,3,24,-9.011496,1e25,1e25,"SM",0.0126,1.0383,13.9817,3.026081,15,
T,,70.58912259,-150.06096245,8,19,2008,15,3,25,-10.588238,1e25,1e25,"SM",0.0008,1.0390,13.9825,2.709922,1,
T,,70.58918537,-150.06031478,8,19,2008,15,3,42,-10.588238,1e25,1e25,"SM",0.0155,1.0545,13.9980,3.280609,17,
T,,70.58931218,-150.05977658,8,19,2008,15,3,59,-4.280471,1e25,1e25,"SM",0.0151,1.0697,14.0131,3.208131,17,
T,,70.58944495,-150.05927593,8,19,2008,15,4,16,-5.857212,1e25,1e25,"SM",0.0147,1.0844,14.0278,3.114540,17,
T,,70.58945124,-150.05878248,8,19,2008,15,4,31,-7.434354,1e25,1e25,"SM",0.0113,1.0957,14.0392,2.721316,15,
T,,70.58933473,-150.05821696,8,19,2008,15,4,51,-7.434354,1e25,1e25,"SM",0.0153,1.1110,14.0544,2.750123,20,
T,,70.58933775,-150.05821075,8,19,2008,15,4,52,-7.434354,1e25,1e25,"SM",0.0003,1.1112,14.0547,0.908973,1,
T,,70.58930690,-150.05795334,8,19,2008,15,5,0,-9.011496,1e25,1e25,"SM",0.0063,1.1175,14.0610,2.827425,8,
