X,Y,LABEL,ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_2,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9
867160.102,7855390.820,,7,SM,0.015,4.2518,4.2518,5.39073,10,21,2008,19,30,48,-2.265991,1.00E+25,1.00E+25
867183.411,7855378.433,,7,SM,0.0163,4.2682,4.2682,5.87507,10,21,2008,19,30,58,-0.343384,1.00E+25,1.00E+25
867205.929,7855367.801,,7,SM,0.0154,4.2836,4.2836,5.541894,10,21,2008,19,31,8,-0.824097,1.00E+25,1.00E+25
867230.241,7855365.014,,7,SM,0.0151,4.2987,4.2987,5.444684,10,21,2008,19,31,18,1.098633,1.00E+25,1.00E+25
867254.699,7855361.307,,7,SM,0.0153,4.314,4.314,5.505126,10,21,2008,19,31,28,1.579346,1.00E+25,1.00E+25
867277.935,7855356.268,,7,SM,0.0147,4.3287,4.3287,5.2903,10,21,2008,19,31,38,-0.343384,1.00E+25,1.00E+25
867303.865,7855351.294,,7,SM,0.0163,4.345,4.345,5.874886,10,21,2008,19,31,48,1.098633,1.00E+25,1.00E+25
867329.588,7855351.005,,7,SM,0.0159,4.3609,4.3609,5.724017,10,21,2008,19,31,58,1.098633,1.00E+25,1.00E+25
867352.146,7855344.722,,7,SM,0.0145,4.3754,4.3754,5.210916,10,21,2008,19,32,8,0.618042,1.00E+25,1.00E+25
867377.432,7855340.586,,7,SM,0.0158,4.3912,4.3912,5.7017,10,21,2008,19,32,18,0.137451,1.00E+25,1.00E+25
867400.981,7855339.751,,7,SM,0.0146,4.4058,4.4058,5.243018,10,21,2008,19,32,28,-2.746704,1.00E+25,1.00E+25
867428.761,7855341.876,,7,SM,0.0172,4.423,4.423,6.199245,10,21,2008,19,32,38,-3.707886,1.00E+25,1.00E+25
867455.010,7855342.618,,7,SM,0.0162,4.4392,4.4392,5.842274,10,21,2008,19,32,48,-1.785278,1.00E+25,1.00E+25
867479.165,7855338.864,,7,SM,0.0151,4.4543,4.4543,5.439592,10,21,2008,19,32,58,-1.304688,1.00E+25,1.00E+25
867509.519,7855341.415,,7,SM,0.0188,4.4732,4.4732,6.77755,10,21,2008,19,33,8,-1.304688,1.00E+25,1.00E+25
867534.811,7855338.415,,7,SM,0.0157,4.4889,4.4889,5.66693,10,21,2008,19,33,18,-1.304688,1.00E+25,1.00E+25
867558.449,7855335.896,,7,SM,0.0147,4.5036,4.5036,5.289436,10,21,2008,19,33,28,-1.304688,1.00E+25,1.00E+25
867591.659,7855344.392,,7,SM,0.0212,4.5248,4.5248,7.627812,10,21,2008,19,33,38,-3.227295,1.00E+25,1.00E+25
867614.295,7855346.804,,7,SM,0.0141,4.5388,4.5388,5.065052,10,21,2008,19,33,48,-2.265991,1.00E+25,1.00E+25
867637.420,7855347.788,,7,SM,0.0143,4.5531,4.5531,5.149684,10,21,2008,19,33,58,-1.304688,1.00E+25,1.00E+25
867667.160,7855350.241,,7,SM,0.0184,4.5716,4.5716,6.639885,10,21,2008,19,34,8,-2.265991,1.00E+25,1.00E+25
867688.007,7855345.188,,7,SM,0.0133,4.5849,4.5849,4.773223,10,21,2008,19,34,18,-0.824097,1.00E+25,1.00E+25
867711.796,7855340.243,,7,SM,0.015,4.5999,4.5999,5.406275,10,21,2008,19,34,28,1.098633,1.00E+25,1.00E+25
867734.385,7855333.402,,7,SM,0.0146,4.6145,4.6145,5.252303,10,21,2008,19,34,38,0.137451,1.00E+25,1.00E+25
867758.599,7855327.397,,7,SM,0.0154,4.6299,4.6299,5.551566,10,21,2008,19,34,48,-1.785278,1.00E+25,1.00E+25
867783.551,7855323.399,,7,SM,0.0156,4.6455,4.6455,5.6232,10,21,2008,19,34,58,-1.785278,1.00E+25,1.00E+25
867807.834,7855320.046,,7,SM,0.0151,4.6606,4.6606,5.453987,10,21,2008,19,35,8,-3.707886,1.00E+25,1.00E+25
867833.189,7855319.325,,7,SM,0.0157,4.6763,4.6763,5.64432,10,21,2008,19,35,18,-3.707886,1.00E+25,1.00E+25
867857.410,7855317.472,,7,SM,0.015,4.6913,4.6913,5.405309,10,21,2008,19,35,28,-1.785278,1.00E+25,1.00E+25
867879.179,7855312.196,,7,SM,0.0138,4.7052,4.7052,4.983789,10,21,2008,19,35,38,-1.304688,1.00E+25,1.00E+25
867905.673,7855314.870,,7,SM,0.0165,4.7216,4.7216,5.925302,10,21,2008,19,35,48,-1.785278,1.00E+25,1.00E+25
867930.414,7855312.160,,7,SM,0.0154,4.737,4.737,5.53813,10,21,2008,19,35,58,-1.785278,1.00E+25,1.00E+25
867955.957,7855312.980,,7,SM,0.0158,4.7528,4.7528,5.686406,10,21,2008,19,36,8,-0.343384,1.00E+25,1.00E+25
867980.061,7855311.864,,7,SM,0.0149,4.7677,4.7677,5.368359,10,21,2008,19,36,18,0.618042,1.00E+25,1.00E+25
868003.054,7855307.545,,7,SM,0.0145,4.7822,4.7822,5.205867,10,21,2008,19,36,28,1.098633,1.00E+25,1.00E+25
868028.445,7855308.152,,7,SM,0.0157,4.7979,4.7979,5.650987,10,21,2008,19,36,38,0.618042,1.00E+25,1.00E+25
868053.062,7855305.046,,7,SM,0.0153,4.8132,4.8132,5.521367,10,21,2008,19,36,48,1.098633,1.00E+25,1.00E+25
868078.350,7855300.164,,7,SM,0.0159,4.8292,4.8292,5.731315,10,21,2008,19,36,58,0.137451,1.00E+25,1.00E+25
868108.877,7855293.316,,7,SM,0.0193,4.8485,4.8485,6.961058,10,21,2008,19,37,8,-8.514648,1.00E+25,1.00E+25
868129.687,7855283.543,,7,SM,0.0142,4.8627,4.8627,5.116705,10,21,2008,19,37,18,-6.591919,1.00E+25,1.00E+25
868150.778,7855276.270,,7,SM,0.0138,4.8765,4.8765,4.964633,10,21,2008,19,37,28,-7.07251,1.00E+25,1.00E+25
868171.961,7855269.957,,7,SM,0.0137,4.8902,4.8902,4.919024,10,21,2008,19,37,38,-4.669312,1.00E+25,1.00E+25
868194.399,7855262.152,,7,SM,0.0147,4.9048,4.9048,5.286649,10,21,2008,19,37,48,-4.188599,1.00E+25,1.00E+25
868217.938,7855252.642,,7,SM,0.0157,4.9205,4.9205,5.649565,10,21,2008,19,37,58,-3.707886,1.00E+25,1.00E+25
868241.656,7855242.029,,7,SM,0.0161,4.9366,4.9366,5.783077,10,21,2008,19,38,8,-1.304688,1.00E+25,1.00E+25
868264.128,7855234.797,,7,SM,0.0146,4.9512,4.9512,5.252925,10,21,2008,19,38,18,-0.824097,1.00E+25,1.00E+25
868288.925,7855229.081,,7,SM,0.0157,4.9669,4.9669,5.663194,10,21,2008,19,38,28,0.137451,1.00E+25,1.00E+25
868313.420,7855222.183,,7,SM,0.0157,4.9826,4.9826,5.662219,10,21,2008,19,38,38,0.618042,1.00E+25,1.00E+25
868337.854,7855217.917,,7,SM,0.0153,4.998,4.998,5.519391,10,21,2008,19,38,48,-0.343384,1.00E+25,1.00E+25
868362.780,7855213.733,,7,SM,0.0156,5.0136,5.0136,5.623858,10,21,2008,19,38,58,-1.304688,1.00E+25,1.00E+25
868387.211,7855207.202,,7,SM,0.0156,5.0292,5.0292,5.627567,10,21,2008,19,39,8,-0.343384,1.00E+25,1.00E+25
868412.225,7855200.958,,7,SM,0.0159,5.0452,5.0452,5.737143,10,21,2008,19,39,18,1.098633,1.00E+25,1.00E+25
868437.211,7855196.029,,7,SM,0.0157,5.0609,5.0609,5.666933,10,21,2008,19,39,28,-0.343384,1.00E+25,1.00E+25
868461.862,7855191.233,,7,SM,0.0155,5.0764,5.0764,5.587724,10,21,2008,19,39,38,2.060059,1.00E+25,1.00E+25
868485.158,7855184.328,,7,SM,0.015,5.0915,5.0915,5.407559,10,21,2008,19,39,48,1.579346,1.00E+25,1.00E+25
868509.718,7855179.330,,7,SM,0.0155,5.1069,5.1069,5.576531,10,21,2008,19,39,58,0.618042,1.00E+25,1.00E+25
868534.583,7855175.137,,7,SM,0.0156,5.1225,5.1225,5.610936,10,21,2008,19,40,8,1.098633,1.00E+25,1.00E+25
868559.323,7855170.925,,7,SM,0.0155,5.138,5.138,5.584826,10,21,2008,19,40,18,2.060059,1.00E+25,1.00E+25
868583.670,7855167.967,,7,SM,0.0152,5.1532,5.1532,5.457114,10,21,2008,19,40,28,2.540649,1.00E+25,1.00E+25
868608.509,7855165.470,,7,SM,0.0154,5.1686,5.1686,5.554356,10,21,2008,19,40,38,3.501953,1.00E+25,1.00E+25
868632.332,7855160.728,,7,SM,0.015,5.1836,5.1836,5.405083,10,21,2008,19,40,48,5.905273,1.00E+25,1.00E+25
868657.316,7855155.046,,7,SM,0.0158,5.1995,5.1995,5.701835,10,21,2008,19,40,58,3.982666,1.00E+25,1.00E+25
868682.673,7855149.804,,7,SM,0.016,5.2155,5.2155,5.761173,10,21,2008,19,41,8,3.982666,1.00E+25,1.00E+25
868707.322,7855143.502,,7,SM,0.0157,5.2312,5.2312,5.66138,10,21,2008,19,41,18,4.463257,1.00E+25,1.00E+25
868731.692,7855135.456,,7,SM,0.0159,5.2471,5.2471,5.711273,10,21,2008,19,41,28,3.02124,1.00E+25,1.00E+25
868755.999,7855127.021,,7,SM,0.0159,5.263,5.263,5.72599,10,21,2008,19,41,38,2.540649,1.00E+25,1.00E+25
868780.434,7855120.117,,7,SM,0.0157,5.2787,5.2787,5.650074,10,21,2008,19,41,48,3.02124,1.00E+25,1.00E+25
868804.716,7855114.510,,7,SM,0.0154,5.2941,5.2941,5.545609,10,21,2008,19,41,58,2.540649,1.00E+25,1.00E+25
868828.843,7855106.046,,7,SM,0.0158,5.3099,5.3099,5.68967,10,21,2008,19,42,8,2.540649,1.00E+25,1.00E+25
868852.695,7855098.859,,7,SM,0.0154,5.3253,5.3253,5.543568,10,21,2008,19,42,18,2.540649,1.00E+25,1.00E+25
868877.376,7855092.374,,7,SM,0.0158,5.3411,5.3411,5.678366,10,21,2008,19,42,28,2.540649,1.00E+25,1.00E+25
868900.829,7855083.423,,7,SM,0.0155,5.3566,5.3566,5.586291,10,21,2008,19,42,38,3.02124,1.00E+25,1.00E+25
868924.590,7855077.541,,7,SM,0.0151,5.3717,5.3717,5.447227,10,21,2008,19,42,48,2.060059,1.00E+25,1.00E+25
868949.094,7855074.802,,7,SM,0.0152,5.3869,5.3869,5.485827,10,21,2008,19,42,58,3.02124,1.00E+25,1.00E+25
868974.052,7855070.819,,7,SM,0.0156,5.4026,5.4026,5.624191,10,21,2008,19,43,8,0.618042,1.00E+25,1.00E+25
868998.675,7855066.968,,7,SM,0.0154,5.418,5.418,5.545563,10,21,2008,19,43,18,-0.343384,1.00E+25,1.00E+25
869023.545,7855063.159,,7,SM,0.0156,5.4335,5.4335,5.598089,10,21,2008,19,43,28,0.137451,1.00E+25,1.00E+25
869048.166,7855057.044,,7,SM,0.0157,5.4492,5.4492,5.645108,10,21,2008,19,43,38,0.618042,1.00E+25,1.00E+25
869072.475,7855048.612,,7,SM,0.0159,5.4651,5.4651,5.726242,10,21,2008,19,43,48,0.618042,1.00E+25,1.00E+25
869096.668,7855042.049,,7,SM,0.0155,5.4806,5.4806,5.577833,10,21,2008,19,43,58,1.579346,1.00E+25,1.00E+25
869121.166,7855036.292,,7,SM,0.0156,5.4962,5.4962,5.600056,10,21,2008,19,44,8,1.579346,1.00E+25,1.00E+25
869145.819,7855031.127,,7,SM,0.0156,5.5117,5.5117,5.604872,10,21,2008,19,44,18,2.060059,1.00E+25,1.00E+25
869170.199,7855026.105,,7,SM,0.0154,5.5271,5.5271,5.538377,10,21,2008,19,44,28,2.060059,1.00E+25,1.00E+25
869194.974,7855020.206,,7,SM,0.0157,5.5429,5.5429,5.667117,10,21,2008,19,44,38,2.540649,1.00E+25,1.00E+25
869219.717,7855014.113,,7,SM,0.0158,5.5586,5.5586,5.67064,10,21,2008,19,44,48,2.540649,1.00E+25,1.00E+25
869244.161,7855011.744,,7,SM,0.0152,5.5738,5.5738,5.464102,10,21,2008,19,44,58,2.540649,1.00E+25,1.00E+25
869268.175,7855011.948,,7,SM,0.0148,5.5886,5.5886,5.343901,10,21,2008,19,45,8,3.982666,1.00E+25,1.00E+25
869293.816,7855012.232,,7,SM,0.0158,5.6045,5.6045,5.705327,10,21,2008,19,45,18,4.463257,1.00E+25,1.00E+25
869318.933,7855009.220,,7,SM,0.0156,5.6201,5.6201,5.628538,10,21,2008,19,45,28,3.501953,1.00E+25,1.00E+25
869343.496,7855003.854,,7,SM,0.0155,5.6357,5.6357,5.594474,10,21,2008,19,45,38,3.982666,1.00E+25,1.00E+25
869368.488,7854998.935,,7,SM,0.0157,5.6514,5.6514,5.667693,10,21,2008,19,45,48,3.02124,1.00E+25,1.00E+25
869393.236,7854995.486,,7,SM,0.0154,5.6668,5.6668,5.559951,10,21,2008,19,45,58,3.501953,1.00E+25,1.00E+25
869418.474,7854991.365,,7,SM,0.0158,5.6826,5.6826,5.690139,10,21,2008,19,46,8,3.982666,1.00E+25,1.00E+25
869443.405,7854987.570,,7,SM,0.0156,5.6982,5.6982,5.611545,10,21,2008,19,46,18,3.982666,1.00E+25,1.00E+25
869468.340,7854986.417,,7,SM,0.0154,5.7137,5.7137,5.553997,10,21,2008,19,46,28,2.540649,1.00E+25,1.00E+25
869493.612,7854984.756,,7,SM,0.0157,5.7293,5.7293,5.635138,10,21,2008,19,46,38,3.501953,1.00E+25,1.00E+25
869518.359,7854979.043,,7,SM,0.0157,5.745,5.745,5.651374,10,21,2008,19,46,48,2.540649,1.00E+25,1.00E+25
869542.642,7854971.934,,7,SM,0.0156,5.7607,5.7607,5.631018,10,21,2008,19,46,58,1.579346,1.00E+25,1.00E+25
869566.684,7854965.916,,7,SM,0.0153,5.776,5.776,5.514861,10,21,2008,19,47,8,2.060059,1.00E+25,1.00E+25
869591.311,7854962.072,,7,SM,0.0154,5.7914,5.7914,5.546005,10,21,2008,19,47,18,2.540649,1.00E+25,1.00E+25
869615.940,7854959.739,,7,SM,0.0153,5.8067,5.8067,5.504424,10,21,2008,19,47,28,2.540649,1.00E+25,1.00E+25
869640.353,7854957.935,,7,SM,0.0151,5.8218,5.8218,5.447047,10,21,2008,19,47,38,1.579346,1.00E+25,1.00E+25
869665.322,7854958.112,,7,SM,0.0154,5.8372,5.8372,5.55541,10,21,2008,19,47,48,3.501953,1.00E+25,1.00E+25
869690.592,7854955.697,,7,SM,0.0157,5.8529,5.8529,5.648676,10,21,2008,19,47,58,3.02124,1.00E+25,1.00E+25
869714.819,7854949.711,,7,SM,0.0154,5.8683,5.8683,5.552997,10,21,2008,19,48,8,2.540649,1.00E+25,1.00E+25
869737.113,7854939.066,,7,SM,0.0153,5.8836,5.8836,5.497884,10,21,2008,19,48,18,3.02124,1.00E+25,1.00E+25
869758.485,7854926.379,,7,SM,0.0154,5.899,5.899,5.531428,10,21,2008,19,48,28,2.540649,1.00E+25,1.00E+25
869781.265,7854915.814,,7,SM,0.0155,5.9145,5.9145,5.588903,10,21,2008,19,48,38,3.982666,1.00E+25,1.00E+25
869804.879,7854907.086,,7,SM,0.0156,5.9301,5.9301,5.602051,10,21,2008,19,48,48,2.540649,1.00E+25,1.00E+25
869829.168,7854901.866,,7,SM,0.0154,5.9454,5.9454,5.528178,10,21,2008,19,48,58,3.02124,1.00E+25,1.00E+25
869853.855,7854897.281,,7,SM,0.0155,5.9609,5.9609,5.587518,10,21,2008,19,49,8,2.060059,1.00E+25,1.00E+25
869878.238,7854892.644,,7,SM,0.0153,5.9763,5.9763,5.522631,10,21,2008,19,49,18,3.02124,1.00E+25,1.00E+25
869901.761,7854886.355,,7,SM,0.0151,5.9913,5.9913,5.418264,10,21,2008,19,49,28,1.579346,1.00E+25,1.00E+25
869925.501,7854881.424,,7,SM,0.015,6.0063,6.0063,5.395077,10,21,2008,19,49,38,0.618042,1.00E+25,1.00E+25
869949.977,7854878.501,,7,SM,0.0152,6.0216,6.0216,5.484778,10,21,2008,19,49,48,0.618042,1.00E+25,1.00E+25
869974.516,7854875.590,,7,SM,0.0153,6.0368,6.0368,5.498065,10,21,2008,19,49,58,-0.343384,1.00E+25,1.00E+25
869999.358,7854873.107,,7,SM,0.0154,6.0523,6.0523,5.555535,10,21,2008,19,50,8,1.098633,1.00E+25,1.00E+25
870025.642,7854870.675,,7,SM,0.0163,6.0686,6.0686,5.873395,10,21,2008,19,50,18,3.501953,1.00E+25,1.00E+25
870050.734,7854868.234,,7,SM,0.0156,6.0842,6.0842,5.608951,10,21,2008,19,50,28,3.501953,1.00E+25,1.00E+25
870075.548,7854866.312,,7,SM,0.0154,6.0995,6.0995,5.537821,10,21,2008,19,50,38,3.02124,1.00E+25,1.00E+25
870100.731,7854865.209,,7,SM,0.0156,6.1151,6.1151,5.608598,10,21,2008,19,50,48,3.02124,1.00E+25,1.00E+25
870125.236,7854861.349,,7,SM,0.0153,6.1305,6.1305,5.520179,10,21,2008,19,50,58,2.060059,1.00E+25,1.00E+25
870149.590,7854856.144,,7,SM,0.0154,6.1459,6.1459,5.541242,10,21,2008,19,51,8,3.982666,1.00E+25,1.00E+25
870173.786,7854848.837,,7,SM,0.0156,6.1615,6.1615,5.624793,10,21,2008,19,51,18,3.501953,1.00E+25,1.00E+25
870197.928,7854844.163,,7,SM,0.0152,6.1767,6.1767,5.470992,10,21,2008,19,51,28,3.02124,1.00E+25,1.00E+25
870223.141,7854843.254,,7,SM,0.0156,6.1923,6.1923,5.613808,10,21,2008,19,51,38,2.060059,1.00E+25,1.00E+25
870248.017,7854843.233,,7,SM,0.0154,6.2076,6.2076,5.535288,10,21,2008,19,51,48,3.02124,1.00E+25,1.00E+25
870272.834,7854842.825,,7,SM,0.0153,6.223,6.223,5.522368,10,21,2008,19,51,58,2.060059,1.00E+25,1.00E+25
870297.683,7854843.742,,7,SM,0.0154,6.2384,6.2384,5.53237,10,21,2008,19,52,8,2.540649,1.00E+25,1.00E+25
870322.928,7854844.916,,7,SM,0.0156,6.254,6.254,5.623315,10,21,2008,19,52,18,2.060059,1.00E+25,1.00E+25
870348.081,7854843.620,,7,SM,0.0156,6.2695,6.2695,5.60397,10,21,2008,19,52,28,1.579346,1.00E+25,1.00E+25
870373.018,7854840.213,,7,SM,0.0156,6.2851,6.2851,5.600246,10,21,2008,19,52,38,1.579346,1.00E+25,1.00E+25
870398.173,7854839.296,,7,SM,0.0156,6.3006,6.3006,5.600342,10,21,2008,19,52,48,1.579346,1.00E+25,1.00E+25
870423.142,7854839.858,,7,SM,0.0154,6.3161,6.3161,5.557282,10,21,2008,19,52,58,2.060059,1.00E+25,1.00E+25
870447.774,7854836.401,,7,SM,0.0154,6.3315,6.3315,5.534309,10,21,2008,19,53,8,1.579346,1.00E+25,1.00E+25
870470.992,7854828.180,,7,SM,0.0152,6.3467,6.3467,5.481218,10,21,2008,19,53,18,0.618042,1.00E+25,1.00E+25
870494.700,7854819.662,,7,SM,0.0156,6.3623,6.3623,5.606098,10,21,2008,19,53,28,1.098633,1.00E+25,1.00E+25
870519.760,7854814.389,,7,SM,0.0158,6.3781,6.3781,5.698141,10,21,2008,19,53,38,3.02124,1.00E+25,1.00E+25
870542.861,7854810.301,,7,SM,0.0145,6.3926,6.3926,5.219716,10,21,2008,19,53,48,1.579346,1.00E+25,1.00E+25
870567.216,7854804.723,,7,SM,0.0154,6.408,6.408,5.559634,10,21,2008,19,53,58,2.060059,1.00E+25,1.00E+25
870591.170,7854797.758,,7,SM,0.0154,6.4234,6.4234,5.551458,10,21,2008,19,54,8,2.540649,1.00E+25,1.00E+25
870615.524,7854791.048,,7,SM,0.0156,6.4391,6.4391,5.621294,10,21,2008,19,54,18,3.982666,1.00E+25,1.00E+25
870639.973,7854786.429,,7,SM,0.0154,6.4544,6.4544,5.536099,10,21,2008,19,54,28,3.501953,1.00E+25,1.00E+25
870665.278,7854782.709,,7,SM,0.0158,6.4703,6.4703,5.691348,10,21,2008,19,54,38,3.02124,1.00E+25,1.00E+25
870689.111,7854777.611,,7,SM,0.0151,6.4853,6.4853,5.423513,10,21,2008,19,54,48,2.060059,1.00E+25,1.00E+25
870713.990,7854773.820,,7,SM,0.0156,6.5009,6.5009,5.599345,10,21,2008,19,54,58,2.540649,1.00E+25,1.00E+25
870739.145,7854771.774,,7,SM,0.0156,6.5165,6.5165,5.615369,10,21,2008,19,55,8,2.540649,1.00E+25,1.00E+25
870764.544,7854769.769,,7,SM,0.0157,6.5322,6.5322,5.669024,10,21,2008,19,55,18,3.02124,1.00E+25,1.00E+25
870789.697,7854766.968,,7,SM,0.0156,6.5479,6.5479,5.631478,10,21,2008,19,55,28,2.540649,1.00E+25,1.00E+25
870814.422,7854762.964,,7,SM,0.0155,6.5633,6.5633,5.573128,10,21,2008,19,55,38,3.02124,1.00E+25,1.00E+25
870839.546,7854758.837,,7,SM,0.0157,6.5791,6.5791,5.665001,10,21,2008,19,55,48,3.982666,1.00E+25,1.00E+25
870864.609,7854755.834,,7,SM,0.0156,6.5947,6.5947,5.616422,10,21,2008,19,55,58,3.501953,1.00E+25,1.00E+25
870889.762,7854754.921,,7,SM,0.0156,6.6102,6.6102,5.600731,10,21,2008,19,56,8,2.540649,1.00E+25,1.00E+25
870914.765,7854755.683,,7,SM,0.0155,6.6257,6.6257,5.56565,10,21,2008,19,56,18,2.060059,1.00E+25,1.00E+25
870939.985,7854757.047,,7,SM,0.0156,6.6413,6.6413,5.619037,10,21,2008,19,56,28,1.098633,1.00E+25,1.00E+25
870964.711,7854754.932,,7,SM,0.0153,6.6566,6.6566,5.521698,10,21,2008,19,56,38,1.098633,1.00E+25,1.00E+25
870989.283,7854750.338,,7,SM,0.0155,6.6721,6.6721,5.562261,10,21,2008,19,56,48,1.098633,1.00E+25,1.00E+25
871014.221,7854744.295,,7,SM,0.0159,6.688,6.688,5.709951,10,21,2008,19,56,58,1.098633,1.00E+25,1.00E+25
871039.160,7854735.610,,7,SM,0.0163,6.7043,6.7043,5.876392,10,21,2008,19,57,8,3.02124,1.00E+25,1.00E+25
871061.922,7854724.865,,7,SM,0.0156,6.7198,6.7198,5.601681,10,21,2008,19,57,18,3.02124,1.00E+25,1.00E+25
871086.586,7854718.588,,7,SM,0.0157,6.7356,6.7356,5.663075,10,21,2008,19,57,28,4.463257,1.00E+25,1.00E+25
871111.067,7854714.546,,7,SM,0.0153,6.7509,6.7509,5.520981,10,21,2008,19,57,38,3.501953,1.00E+25,1.00E+25
871135.058,7854711.178,,7,SM,0.015,6.7659,6.7659,5.390529,10,21,2008,19,57,48,3.02124,1.00E+25,1.00E+25
871160.487,7854708.615,,7,SM,0.0158,6.7817,6.7817,5.687268,10,21,2008,19,57,58,4.463257,1.00E+25,1.00E+25
871185.580,7854702.034,,7,SM,0.016,6.7977,6.7977,5.772603,10,21,2008,19,58,8,4.463257,1.00E+25,1.00E+25
871209.693,7854694.535,,7,SM,0.0156,6.8133,6.8133,5.619187,10,21,2008,19,58,18,3.982666,1.00E+25,1.00E+25
871234.113,7854689.728,,7,SM,0.0154,6.8287,6.8287,5.537988,10,21,2008,19,58,28,3.02124,1.00E+25,1.00E+25
871259.208,7854686.545,,7,SM,0.0156,6.8443,6.8443,5.628494,10,21,2008,19,58,38,3.501953,1.00E+25,1.00E+25
871284.884,7854681.006,,7,SM,0.0162,6.8606,6.8606,5.84484,10,21,2008,19,58,48,3.982666,1.00E+25,1.00E+25
871309.365,7854674.701,,7,SM,0.0156,6.8762,6.8762,5.625305,10,21,2008,19,58,58,4.463257,1.00E+25,1.00E+25
871334.708,7854669.672,,7,SM,0.016,6.8922,6.8922,5.748405,10,21,2008,19,59,8,4.943848,1.00E+25,1.00E+25
871359.773,7854667.807,,7,SM,0.0155,6.9077,6.9077,5.592461,10,21,2008,19,59,18,4.943848,1.00E+25,1.00E+25
871384.929,7854666.145,,7,SM,0.0156,6.9233,6.9233,5.609695,10,21,2008,19,59,28,4.463257,1.00E+25,1.00E+25
871410.088,7854664.106,,7,SM,0.0156,6.9389,6.9389,5.615873,10,21,2008,19,59,38,3.501953,1.00E+25,1.00E+25
871435.061,7854661.660,,7,SM,0.0155,6.9544,6.9544,5.583245,10,21,2008,19,59,48,3.02124,1.00E+25,1.00E+25
871460.185,7854659.805,,7,SM,0.0156,6.97,6.97,5.605948,10,21,2008,19,59,58,3.501953,1.00E+25,1.00E+25
871485.312,7854657.573,,7,SM,0.0156,6.9856,6.9856,5.612777,10,21,2008,20,0,8,3.02124,1.00E+25,1.00E+25
871510.748,7854655.393,,7,SM,0.0158,7.0013,7.0013,5.679725,10,21,2008,20,0,18,3.501953,1.00E+25,1.00E+25
871536.209,7854650.387,,7,SM,0.016,7.0174,7.0174,5.774394,10,21,2008,20,0,28,3.02124,1.00E+25,1.00E+25
871560.232,7854643.442,,7,SM,0.0155,7.0328,7.0328,5.564542,10,21,2008,20,0,38,2.060059,1.00E+25,1.00E+25
871585.881,7854637.334,,7,SM,0.0163,7.0491,7.0491,5.866563,10,21,2008,20,0,48,2.540649,1.00E+25,1.00E+25
871611.682,7854634.461,,7,SM,0.016,7.0652,7.0652,5.776399,10,21,2008,20,0,58,3.02124,1.00E+25,1.00E+25
871637.023,7854631.700,,7,SM,0.0158,7.0809,7.0809,5.672023,10,21,2008,20,1,8,2.540649,1.00E+25,1.00E+25
871662.059,7854627.001,,7,SM,0.0157,7.0967,7.0967,5.667887,10,21,2008,20,1,18,3.501953,1.00E+25,1.00E+25
871687.402,7854621.599,,7,SM,0.016,7.1127,7.1127,5.765594,10,21,2008,20,1,28,3.02124,1.00E+25,1.00E+25
871712.591,7854617.870,,7,SM,0.0157,7.1284,7.1284,5.665793,10,21,2008,20,1,38,2.540649,1.00E+25,1.00E+25
871738.209,7854619.120,,7,SM,0.0159,7.1443,7.1443,5.706808,10,21,2008,20,1,48,2.060059,1.00E+25,1.00E+25
871763.918,7854617.555,,7,SM,0.0159,7.1602,7.1602,5.731139,10,21,2008,20,1,58,2.060059,1.00E+25,1.00E+25
871789.905,7854611.695,,7,SM,0.0165,7.1767,7.1767,5.927428,10,21,2008,20,2,8,3.02124,1.00E+25,1.00E+25
871815.769,7854606.191,,7,SM,0.0163,7.193,7.193,5.88377,10,21,2008,20,2,18,4.463257,1.00E+25,1.00E+25
871841.110,7854602.300,,7,SM,0.0158,7.2089,7.2089,5.705011,10,21,2008,20,2,28,3.02124,1.00E+25,1.00E+25
871866.517,7854601.440,,7,SM,0.0157,7.2246,7.2246,5.655667,10,21,2008,20,2,38,3.501953,1.00E+25,1.00E+25
871892.011,7854600.785,,7,SM,0.0158,7.2403,7.2403,5.674765,10,21,2008,20,2,48,3.982666,1.00E+25,1.00E+25
871917.080,7854597.038,,7,SM,0.0157,7.256,7.256,5.63961,10,21,2008,20,2,58,3.02124,1.00E+25,1.00E+25
871941.686,7854590.759,,7,SM,0.0157,7.2717,7.2717,5.650981,10,21,2008,20,3,8,2.540649,1.00E+25,1.00E+25
871968.011,7854585.147,,7,SM,0.0166,7.2883,7.2883,5.989109,10,21,2008,20,3,18,3.02124,1.00E+25,1.00E+25
871992.927,7854577.788,,7,SM,0.0161,7.3044,7.3044,5.780737,10,21,2008,20,3,28,2.060059,1.00E+25,1.00E+25
872016.279,7854568.093,,7,SM,0.0156,7.32,7.32,5.62667,10,21,2008,20,3,38,1.579346,1.00E+25,1.00E+25
872039.598,7854558.204,,7,SM,0.0157,7.3357,7.3357,5.637126,10,21,2008,20,3,48,1.098633,1.00E+25,1.00E+25
872063.716,7854549.581,,7,SM,0.0158,7.3515,7.3515,5.699723,10,21,2008,20,3,58,0.618042,1.00E+25,1.00E+25
872089.090,7854543.244,,7,SM,0.0162,7.3677,7.3677,5.819731,10,21,2008,20,4,8,1.579346,1.00E+25,1.00E+25
