Time,File,Total,bearded seal,beluga,Unknown,bowhead,Boating,minke,Walrus,
05-Oct-07 14:57:20,shell-367F1013.a28..1191596240.2007-10-05-14-57-20.wav_chan0.xml,0,0,0,0,0,0,0,0,
05-Oct-07 15:31:02,shell-367F1014.a28..1191598262.2007-10-05-15-31-02.wav_chan0.xml,0,0,0,0,0,0,0,0,
05-Oct-07 16:04:43,shell-367F1015.a28..1191600283.2007-10-05-16-04-43.wav_chan0.xml,1,0,0,1,0,0,0,0,
05-Oct-07 16:38:25,shell-367F1016.a28..1191602305.2007-10-05-16-38-25.wav_chan0.xml,0,0,0,0,0,0,0,0,
05-Oct-07 17:12:07,shell-367F1017.a28..1191604327.2007-10-05-17-12-07.wav_chan0.xml,1,1,0,0,0,0,0,0,
05-Oct-07 17:45:50,shell-367F1018.a28..1191606350.2007-10-05-17-45-50.wav_chan0.xml,1,1,0,0,0,0,0,0,
05-Oct-07 18:19:34,shell-367F1019.a28..1191608374.2007-10-05-18-19-34.wav_chan0.xml,1,1,0,0,0,0,0,0,
05-Oct-07 18:53:18,shell-367F1020.a28..1191610398.2007-10-05-18-53-18.wav_chan0.xml,1,1,0,0,0,0,0,0,
05-Oct-07 19:27:03,shell-367F1021.a28..1191612423.2007-10-05-19-27-03.wav_chan0.xml,2,0,0,1,1,0,0,0,
05-Oct-07 20:00:47,shell-367F1022.a28..1191614447.2007-10-05-20-00-47.wav_chan0.xml,4,0,0,0,4,
05-Oct-07 20:34:31,shell-367F1023.a28..1191616471.2007-10-05-20-34-31.wav_chan0.xml,12,1,0,0,11,0,0,0,
05-Oct-07 21:08:19,shell-367F1024.a28..1191618499.2007-10-05-21-08-19.wav_chan0.xml,2,0,0,0,2,0,0,0,
05-Oct-07 21:42:01,shell-367F1025.a28..1191620521.2007-10-05-21-42-01.wav_chan0.xml,0,0,0,0,0,0,0,0,
05-Oct-07 22:15:43,shell-367F1026.a28..1191622543.2007-10-05-22-15-43.wav_chan0.xml,0,0,0,0,0,0,0,0,
05-Oct-07 22:49:24,shell-367F1027.a28..1191624564.2007-10-05-22-49-24.wav_chan0.xml,4,0,0,0,4,0,0,0,
05-Oct-07 23:23:06,shell-367F1028.a28..1191626586.2007-10-05-23-23-06.wav_chan0.xml,0,0,0,0,0,0,0,0,
05-Oct-07 23:56:48,shell-367F1029.a28..1191628608.2007-10-05-23-56-48.wav_chan0.xml,0,0,0,0,0,0,0,0,
06-Oct-07 00:30:30,shell-367F1030.a28..1191630630.2007-10-06-00-30-30.wav_chan0.xml,1,0,0,0,1,0,0,0,
06-Oct-07 01:04:11,shell-367F1031.a28..1191632651.2007-10-06-01-04-11.wav_chan0.xml,2,0,0,0,2,0,0,0,
06-Oct-07 01:37:53,shell-367F1032.a28..1191634673.2007-10-06-01-37-53.wav_chan0.xml,1,0,0,1,0,0,0,0,
06-Oct-07 02:11:36,shell-367F1033.a28..1191636696.2007-10-06-02-11-36.wav_chan0.xml,5,3,0,0,2,0,0,0,
06-Oct-07 02:45:19,shell-367F1034.a28..1191638719.2007-10-06-02-45-19.wav_chan0.xml,6,1,0,0,5,0,0,0,
06-Oct-07 03:19:04,shell-367F1035.a28..1191640744.2007-10-06-03-19-04.wav_chan0.xml,7,2,0,2,3,0,0,0,
06-Oct-07 03:52:48,shell-367F1036.a28..1191642768.2007-10-06-03-52-48.wav_chan0.xml,6,0,1,3,2,0,
06-Oct-07 04:26:33,shell-367F1037.a28..1191644793.2007-10-06-04-26-33.wav_chan0.xml,58,41,6,3,8,0,0,0,
06-Oct-07 05:00:17,shell-367F1038.a28..1191646817.2007-10-06-05-00-17.wav_chan0.xml,8,2,0,1,5,0,0,0,
06-Oct-07 05:34:02,shell-367F1039.a28..1191648842.2007-10-06-05-34-02.wav_chan0.xml,1,0,0,1,0,0,0,0,
06-Oct-07 06:07:43,shell-367F1040.a28..1191650863.2007-10-06-06-07-43.wav_chan0.xml,2,1,0,1,0,0,0,0,
06-Oct-07 06:41:25,shell-367F1041.a28..1191652885.2007-10-06-06-41-25.wav_chan0.xml,2,2,0,0,0,0,0,0,
06-Oct-07 07:15:07,shell-367F1042.a28..1191654907.2007-10-06-07-15-07.wav_chan0.xml,9,4,0,0,5,0,0,0,
06-Oct-07 07:48:48,shell-367F1043.a28..1191656928.2007-10-06-07-48-48.wav_chan0.xml,9,0,2,4,3,0,0,0,
06-Oct-07 08:22:30,shell-367F1044.a28..1191658950.2007-10-06-08-22-30.wav_chan0.xml,1,0,0,0,1,0,0,0,
06-Oct-07 08:56:12,shell-367F1045.a28..1191660972.2007-10-06-08-56-12.wav_chan0.xml,2,0,0,0,2,0,0,0,
06-Oct-07 09:29:53,shell-367F1046.a28..1191662993.2007-10-06-09-29-53.wav_chan0.xml,0,0,0,0,0,0,0,0,
06-Oct-07 10:03:35,shell-367F1047.a28..1191665015.2007-10-06-10-03-35.wav_chan0.xml,2,0,0,1,1,0,0,0,
06-Oct-07 10:37:17,shell-367F1048.a28..1191667037.2007-10-06-10-37-17.wav_chan0.xml,3,0,0,1,2,0,0,0,
06-Oct-07 11:11:00,shell-367F1049.a28..1191669060.2007-10-06-11-11-00.wav_chan0.xml,0,0,0,0,0,0,0,0,
06-Oct-07 11:44:43,shell-367F1050.a28..1191671083.2007-10-06-11-44-43.wav_chan0.xml,2,0,0,0,2,0,0,0,
06-Oct-07 12:18:27,shell-367F1051.a28..1191673107.2007-10-06-12-18-27.wav_chan0.xml,5,0,0,0,5,0,0,0,
06-Oct-07 12:52:11,shell-367F1052.a28..1191675131.2007-10-06-12-52-11.wav_chan0.xml,6,0,0,1,5,0,0,0,
06-Oct-07 13:25:56,shell-367F1053.a28..1191677156.2007-10-06-13-25-56.wav_chan0.xml,0,0,0,0,0,0,0,0,
06-Oct-07 13:59:40,shell-367F1054.a28..1191679180.2007-10-06-13-59-40.wav_chan0.xml,2,0,0,0,2,0,0,0,
06-Oct-07 14:33:24,shell-367F1055.a28..1191681204.2007-10-06-14-33-24.wav_chan0.xml,9,0,0,0,9,0,0,0,
06-Oct-07 15:07:06,shell-367F1056.a28..1191683226.2007-10-06-15-07-06.wav_chan0.xml,0,0,0,0,0,0,0,0,
06-Oct-07 15:40:48,shell-367F1057.a28..1191685248.2007-10-06-15-40-48.wav_chan0.xml,6,0,0,1,5,0,0,0,
06-Oct-07 16:14:30,shell-367F1058.a28..1191687270.2007-10-06-16-14-30.wav_chan0.xml,8,2,0,0,6,0,0,0,
06-Oct-07 16:48:11,shell-367F1059.a28..1191689291.2007-10-06-16-48-11.wav_chan0.xml,7,1,0,0,6,0,0,0,
06-Oct-07 17:21:53,shell-367F1060.a28..1191691313.2007-10-06-17-21-53.wav_chan0.xml,28,17,0,1,10,0,0,0,
06-Oct-07 17:55:35,shell-367F1061.a28..1191693335.2007-10-06-17-55-35.wav_chan0.xml,137,45,26,41,25,0,0,0,
06-Oct-07 18:29:17,shell-367F1062.a28..1191695357.2007-10-06-18-29-17.wav_chan0.xml,26,8,4,4,10,0,0,0,
06-Oct-07 19:02:58,shell-367F1063.a28..1191697378.2007-10-06-19-02-58.wav_chan0.xml,20,7,2,4,7,0,0,0,
06-Oct-07 19:36:40,shell-367F1064.a28..1191699400.2007-10-06-19-36-40.wav_chan0.xml,2,0,0,0,2,0,0,0,
06-Oct-07 20:10:23,shell-367F1065.a28..1191701423.2007-10-06-20-10-23.wav_chan0.xml,16,7,1,4,4,0,0,0,
06-Oct-07 20:44:07,shell-367F1066.a28..1191703447.2007-10-06-20-44-07.wav_chan0.xml,13,1,0,2,10,0,0,0,
06-Oct-07 21:17:51,shell-367F1067.a28..1191705471.2007-10-06-21-17-51.wav_chan0.xml,21,4,0,5,12,0,0,0,
06-Oct-07 21:51:36,shell-367F1068.a28..1191707496.2007-10-06-21-51-36.wav_chan0.xml,7,1,0,3,3,0,0,0,
06-Oct-07 22:25:20,shell-367F1069.a28..1191709520.2007-10-06-22-25-20.wav_chan0.xml,27,1,0,5,21,0,0,0,
06-Oct-07 22:59:05,shell-367F1070.a28..1191711545.2007-10-06-22-59-05.wav_chan0.xml,18,1,2,2,13,0,0,0,
06-Oct-07 23:32:50,shell-367F1071.a28..1191713570.2007-10-06-23-32-50.wav_chan0.xml,4,1,0,1,2,0,0,0,
07-Oct-07 00:06:31,shell-367F1072.a28..1191715591.2007-10-07-00-06-31.wav_chan0.xml,2,0,0,0,2,0,0,0,
07-Oct-07 00:40:13,shell-367F1073.a28..1191717613.2007-10-07-00-40-13.wav_chan0.xml,7,0,1,3,3,0,0,0,
07-Oct-07 01:13:55,shell-367F1074.a28..1191719635.2007-10-07-01-13-55.wav_chan0.xml,5,0,1,3,1,0,0,0,
07-Oct-07 01:47:37,shell-367F1075.a28..1191721657.2007-10-07-01-47-37.wav_chan0.xml,4,0,0,2,2,0,0,0,
07-Oct-07 02:21:18,shell-367F1076.a28..1191723678.2007-10-07-02-21-18.wav_chan0.xml,4,0,0,3,1,0,0,0,
07-Oct-07 02:55:00,shell-367F1077.a28..1191725700.2007-10-07-02-55-00.wav_chan0.xml,4,1,0,2,1,0,0,0,
07-Oct-07 03:28:42,shell-367F1078.a28..1191727722.2007-10-07-03-28-42.wav_chan0.xml,2,1,0,1,0,0,0,0,
07-Oct-07 04:02:23,shell-367F1079.a28..1191729743.2007-10-07-04-02-23.wav_chan0.xml,3,1,0,2,0,0,0,0,
07-Oct-07 04:36:05,shell-367F1080.a28..1191731765.2007-10-07-04-36-05.wav_chan0.xml,2,0,0,2,0,0,0,0,
07-Oct-07 05:09:48,shell-367F1081.a28..1191733788.2007-10-07-05-09-48.wav_chan0.xml,5,0,0,5,0,0,0,0,
07-Oct-07 05:43:31,shell-367F1082.a28..1191735811.2007-10-07-05-43-31.wav_chan0.xml,4,0,0,4,0,0,0,0,
07-Oct-07 06:17:15,shell-367F1083.a28..1191737835.2007-10-07-06-17-15.wav_chan0.xml,2,0,0,2,0,0,0,0,
07-Oct-07 06:51:00,shell-367F1084.a28..1191739860.2007-10-07-06-51-00.wav_chan0.xml,3,0,0,3,0,0,0,0,
07-Oct-07 07:24:45,shell-367F1085.a28..1191741885.2007-10-07-07-24-45.wav_chan0.xml,6,0,0,5,1,0,0,0,
07-Oct-07 07:58:29,shell-367F1086.a28..1191743909.2007-10-07-07-58-29.wav_chan0.xml,2,0,0,2,0,0,0,0,
07-Oct-07 08:32:14,shell-367F1087.a28..1191745934.2007-10-07-08-32-14.wav_chan0.xml,2,0,0,2,0,0,0,0,
07-Oct-07 09:05:55,shell-367F1088.a28..1191747955.2007-10-07-09-05-55.wav_chan0.xml,14,2,3,8,1,0,0,0,
07-Oct-07 09:39:37,shell-367F1089.a28..1191749977.2007-10-07-09-39-37.wav_chan0.xml,0,0,0,0,0,0,0,0,
07-Oct-07 10:13:19,shell-367F1090.a28..1191751999.2007-10-07-10-13-19.wav_chan0.xml,3,0,0,3,0,0,0,0,
07-Oct-07 10:47:00,shell-367F1091.a28..1191754020.2007-10-07-10-47-00.wav_chan0.xml,16,1,1,11,3,0,0,0,
07-Oct-07 11:20:42,shell-367F1092.a28..1191756042.2007-10-07-11-20-42.wav_chan0.xml,115,7,31,45,9,4,19,0,
07-Oct-07 11:54:24,shell-367F1093.a28..1191758064.2007-10-07-11-54-24.wav_chan0.xml,33,5,9,10,1,1,7,0,
07-Oct-07 12:28:05,shell-367F1094.a28..1191760085.2007-10-07-12-28-05.wav_chan0.xml,39,4,10,12,1,3,9,0,
07-Oct-07 13:01:47,shell-367F1095.a28..1191762107.2007-10-07-13-01-47.wav_chan0.xml,10,1,1,4,0,0,4,0,
07-Oct-07 13:35:29,shell-367F1096.a28..1191764129.2007-10-07-13-35-29.wav_chan0.xml,0,0,0,0,0,0,0,0,
07-Oct-07 14:09:11,shell-367F1097.a28..1191766151.2007-10-07-14-09-11.wav_chan0.xml,8,3,1,3,1,0,0,0,
07-Oct-07 14:42:55,shell-367F1098.a28..1191768175.2007-10-07-14-42-55.wav_chan0.xml,2,0,0,2,0,0,0,0,
07-Oct-07 15:16:39,shell-367F1099.a28..1191770199.2007-10-07-15-16-39.wav_chan0.xml,15,5,1,7,2,0,0,0,
07-Oct-07 15:50:23,shell-367F1100.a28..1191772223.2007-10-07-15-50-23.wav_chan0.xml,8,2,1,5,0,0,0,0,
07-Oct-07 16:24:08,shell-367F1101.a28..1191774248.2007-10-07-16-24-08.wav_chan0.xml,20,2,2,12,4,0,0,0,
07-Oct-07 16:57:52,shell-367F1102.a28..1191776272.2007-10-07-16-57-52.wav_chan0.xml,5,0,0,3,2,0,0,0,
07-Oct-07 17:31:37,shell-367F1103.a28..1191778297.2007-10-07-17-31-37.wav_chan0.xml,6,0,1,5,0,0,0,0,
07-Oct-07 18:05:19,shell-367F1104.a28..1191780319.2007-10-07-18-05-19.wav_chan0.xml,3,0,1,1,1,0,0,0,
07-Oct-07 18:39:00,shell-367F1105.a28..1191782340.2007-10-07-18-39-00.wav_chan0.xml,5,1,1,3,0,0,0,0,
07-Oct-07 19:12:42,shell-367F1106.a28..1191784362.2007-10-07-19-12-42.wav_chan0.xml,3,0,0,2,1,0,0,0,
07-Oct-07 19:46:24,shell-367F1107.a28..1191786384.2007-10-07-19-46-24.wav_chan0.xml,8,3,0,5,0,0,0,0,
07-Oct-07 20:20:05,shell-367F1108.a28..1191788405.2007-10-07-20-20-05.wav_chan0.xml,13,1,1,8,3,0,0,0,
07-Oct-07 20:53:47,shell-367F1109.a28..1191790427.2007-10-07-20-53-47.wav_chan0.xml,11,0,0,4,7,0,0,0,
07-Oct-07 21:27:29,shell-367F1110.a28..1191792449.2007-10-07-21-27-29.wav_chan0.xml,32,6,4,4,18,0,0,0,
07-Oct-07 22:01:11,shell-367F1111.a28..1191794471.2007-10-07-22-01-11.wav_chan0.xml,16,2,0,6,8,0,0,0,
07-Oct-07 22:34:52,shell-367F1112.a28..1191796492.2007-10-07-22-34-52.wav_chan0.xml,74,23,5,30,16,0,0,0,
07-Oct-07 23:08:35,shell-367F1113.a28..1191798515.2007-10-07-23-08-35.wav_chan0.xml,7,2,0,5,0,0,0,0,
07-Oct-07 23:42:18,shell-367F1114.a28..1191800538.2007-10-07-23-42-18.wav_chan0.xml,1,1,0,0,0,0,0,0,
08-Oct-07 00:16:03,shell-367F1115.a28..1191802563.2007-10-08-00-16-03.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 00:49:47,shell-367F1116.a28..1191804587.2007-10-08-00-49-47.wav_chan0.xml,1,0,0,0,1,0,0,0,
08-Oct-07 01:23:32,shell-367F1117.a28..1191806612.2007-10-08-01-23-32.wav_chan0.xml,6,1,0,4,1,0,0,0,
08-Oct-07 01:57:16,shell-367F1118.a28..1191808636.2007-10-08-01-57-16.wav_chan0.xml,58,28,9,14,7,0,0,0,
08-Oct-07 02:31:00,shell-367F1119.a28..1191810660.2007-10-08-02-31-00.wav_chan0.xml,141,43,63,30,5,0,0,0,
08-Oct-07 03:04:42,shell-367F1120.a28..1191812682.2007-10-08-03-04-42.wav_chan0.xml,13,1,2,8,2,0,0,0,
08-Oct-07 03:38:24,shell-367F1121.a28..1191814704.2007-10-08-03-38-24.wav_chan0.xml,7,0,0,3,4,0,0,0,
08-Oct-07 04:12:06,shell-367F1122.a28..1191816726.2007-10-08-04-12-06.wav_chan0.xml,3,2,0,0,1,0,0,0,
08-Oct-07 04:45:47,shell-367F1123.a28..1191818747.2007-10-08-04-45-47.wav_chan0.xml,120,37,47,31,5,0,0,0,
08-Oct-07 05:19:29,shell-367F1124.a28..1191820769.2007-10-08-05-19-29.wav_chan0.xml,23,5,3,10,5,0,0,0,
08-Oct-07 05:53:11,shell-367F1125.a28..1191822791.2007-10-08-05-53-11.wav_chan0.xml,7,1,0,1,5,0,0,0,
08-Oct-07 06:26:53,shell-367F1126.a28..1191824813.2007-10-08-06-26-53.wav_chan0.xml,34,13,0,12,9,0,0,0,
08-Oct-07 07:00:34,shell-367F1127.a28..1191826834.2007-10-08-07-00-34.wav_chan0.xml,14,4,0,4,6,0,0,0,
08-Oct-07 07:34:16,shell-367F1128.a28..1191828856.2007-10-08-07-34-16.wav_chan0.xml,21,7,0,7,7,0,0,0,
08-Oct-07 08:07:59,shell-367F1129.a28..1191830879.2007-10-08-08-07-59.wav_chan0.xml,5,3,0,0,2,0,0,0,
08-Oct-07 08:41:42,shell-367F1130.a28..1191832902.2007-10-08-08-41-42.wav_chan0.xml,6,1,2,0,3,0,0,0,
08-Oct-07 09:15:26,shell-367F1131.a28..1191834926.2007-10-08-09-15-26.wav_chan0.xml,4,2,0,2,0,0,0,0,
08-Oct-07 09:49:11,shell-367F1132.a28..1191836951.2007-10-08-09-49-11.wav_chan0.xml,6,0,0,5,1,0,0,0,
08-Oct-07 10:22:55,shell-367F1133.a28..1191838975.2007-10-08-10-22-55.wav_chan0.xml,1,0,0,1,0,0,0,0,
08-Oct-07 10:56:40,shell-367F1134.a28..1191841000.2007-10-08-10-56-40.wav_chan0.xml,4,0,1,3,0,0,0,0,
08-Oct-07 11:30:24,shell-367F1135.a28..1191843024.2007-10-08-11-30-24.wav_chan0.xml,8,1,1,6,0,0,0,0,
08-Oct-07 12:04:06,shell-367F1136.a28..1191845046.2007-10-08-12-04-06.wav_chan0.xml,1,0,0,1,0,0,0,0,
08-Oct-07 12:37:47,shell-367F1137.a28..1191847067.2007-10-08-12-37-47.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 13:11:29,shell-367F1138.a28..1191849089.2007-10-08-13-11-29.wav_chan0.xml,1,0,1,0,0,0,0,0,
08-Oct-07 13:45:11,shell-367F1139.a28..1191851111.2007-10-08-13-45-11.wav_chan0.xml,1,0,0,0,1,0,0,0,
08-Oct-07 14:18:53,shell-367F1140.a28..1191853133.2007-10-08-14-18-53.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 14:52:34,shell-367F1141.a28..1191855154.2007-10-08-14-52-34.wav_chan0.xml,1,0,0,1,0,0,0,0,
08-Oct-07 15:26:16,shell-367F1142.a28..1191857176.2007-10-08-15-26-16.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 15:59:58,shell-367F1143.a28..1191859198.2007-10-08-15-59-58.wav_chan0.xml,3,0,0,3,0,0,0,0,
08-Oct-07 16:33:40,shell-367F1144.a28..1191861220.2007-10-08-16-33-40.wav_chan0.xml,1,0,0,1,0,0,0,0,
08-Oct-07 17:07:22,shell-367F1145.a28..1191863242.2007-10-08-17-07-22.wav_chan0.xml,1,0,0,1,0,0,0,0,
08-Oct-07 17:41:06,shell-367F1146.a28..1191865266.2007-10-08-17-41-06.wav_chan0.xml,5,0,0,5,0,0,0,0,
08-Oct-07 18:14:50,shell-367F1147.a28..1191867290.2007-10-08-18-14-50.wav_chan0.xml,7,0,0,1,6,0,0,0,
08-Oct-07 18:48:34,shell-367F1148.a28..1191869314.2007-10-08-18-48-34.wav_chan0.xml,5,0,0,0,5,0,0,0,
08-Oct-07 19:22:19,shell-367F1149.a28..1191871339.2007-10-08-19-22-19.wav_chan0.xml,5,0,0,1,4,0,0,0,
08-Oct-07 19:56:03,shell-367F1150.a28..1191873363.2007-10-08-19-56-03.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 20:29:47,shell-367F1151.a28..1191875387.2007-10-08-20-29-47.wav_chan0.xml,1,0,0,0,1,0,0,0,
08-Oct-07 21:03:29,shell-367F1152.a28..1191877409.2007-10-08-21-03-29.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 21:37:11,shell-367F1153.a28..1191879431.2007-10-08-21-37-11.wav_chan0.xml,1,0,0,0,1,0,0,
08-Oct-07 22:10:53,shell-367F1154.a28..1191881453.2007-10-08-22-10-53.wav_chan0.xml,2,0,0,0,2,0,0,0,
08-Oct-07 22:44:34,shell-367F1155.a28..1191883474.2007-10-08-22-44-34.wav_chan0.xml,0,0,0,0,0,0,0,0,
08-Oct-07 23:18:16,shell-367F1156.a28..1191885496.2007-10-08-23-18-16.wav_chan0.xml,2,0,0,1,1,0,0,0,
08-Oct-07 23:51:58,shell-367F1157.a28..1191887518.2007-10-08-23-51-58.wav_chan0.xml,20,0,0,13,7,0,0,0,
09-Oct-07 00:25:40,shell-367F1158.a28..1191889540.2007-10-09-00-25-40.wav_chan0.xml,3,0,0,0,3,0,0,0,
09-Oct-07 00:59:21,shell-367F1159.a28..1191891561.2007-10-09-00-59-21.wav_chan0.xml,8,0,3,0,5,0,0,0,
09-Oct-07 01:33:03,shell-367F1160.a28..1191893583.2007-10-09-01-33-03.wav_chan0.xml,5,0,0,4,1,0,0,0,
09-Oct-07 02:06:46,shell-367F1161.a28..1191895606.2007-10-09-02-06-46.wav_chan0.xml,5,1,0,0,4,0,0,0,
09-Oct-07 02:40:30,shell-367F1162.a28..1191897630.2007-10-09-02-40-30.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 03:14:14,shell-367F1163.a28..1191899654.2007-10-09-03-14-14.wav_chan0.xml,5,1,2,1,1,0,0,0,
09-Oct-07 03:47:58,shell-367F1164.a28..1191901678.2007-10-09-03-47-58.wav_chan0.xml,1,0,0,0,1,0,0,0,
09-Oct-07 04:21:43,shell-367F1165.a28..1191903703.2007-10-09-04-21-43.wav_chan0.xml,2,0,0,0,2,0,0,0,
09-Oct-07 04:55:27,shell-367F1166.a28..1191905727.2007-10-09-04-55-27.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 05:29:12,shell-367F1167.a28..1191907752.2007-10-09-05-29-12.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 06:02:53,shell-367F1168.a28..1191909773.2007-10-09-06-02-53.wav_chan0.xml,1,1,0,0,0,0,0,0,
09-Oct-07 06:36:35,shell-367F1169.a28..1191911795.2007-10-09-06-36-35.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 07:10:17,shell-367F1170.a28..1191913817.2007-10-09-07-10-17.wav_chan0.xml,4,0,0,0,4,0,0,0,
09-Oct-07 07:43:58,shell-367F1171.a28..1191915838.2007-10-09-07-43-58.wav_chan0.xml,8,1,0,0,7,0,0,0,
09-Oct-07 08:17:40,shell-367F1172.a28..1191917860.2007-10-09-08-17-40.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 08:51:22,shell-367F1173.a28..1191919882.2007-10-09-08-51-22.wav_chan0.xml,3,0,1,2,0,0,0,0,
09-Oct-07 09:25:03,shell-367F1174.a28..1191921903.2007-10-09-09-25-03.wav_chan0.xml,8,0,0,3,4,0,1,0,
09-Oct-07 09:58:45,shell-367F1175.a28..1191923925.2007-10-09-09-58-45.wav_chan0.xml,13,0,0,0,0,4,9,0,
09-Oct-07 10:32:27,shell-367F1176.a28..1191925947.2007-10-09-10-32-27.wav_chan0.xml,2,1,0,1,0,0,0,0,
09-Oct-07 11:06:10,shell-367F1177.a28..1191927970.2007-10-09-11-06-10.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 11:39:53,shell-367F1178.a28..1191929993.2007-10-09-11-39-53.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 12:13:37,shell-367F1179.a28..1191932017.2007-10-09-12-13-37.wav_chan0.xml,1,0,0,0,1,0,0,0,
09-Oct-07 12:47:22,shell-367F1180.a28..1191934042.2007-10-09-12-47-22.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 13:21:06,shell-367F1181.a28..1191936066.2007-10-09-13-21-06.wav_chan0.xml,4,0,1,3,0,0,0,0,
09-Oct-07 13:54:51,shell-367F1182.a28..1191938091.2007-10-09-13-54-51.wav_chan0.xml,4,1,0,2,1,0,0,0,
09-Oct-07 14:28:35,shell-367F1183.a28..1191940115.2007-10-09-14-28-35.wav_chan0.xml,1,0,0,0,1,0,0,0,
09-Oct-07 15:02:17,shell-367F1184.a28..1191942137.2007-10-09-15-02-17.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 15:35:58,shell-367F1185.a28..1191944158.2007-10-09-15-35-58.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 16:09:40,shell-367F1186.a28..1191946180.2007-10-09-16-09-40.wav_chan0.xml,1,0,0,1,0,0,0,0,
09-Oct-07 16:43:22,shell-367F1187.a28..1191948202.2007-10-09-16-43-22.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 17:17:04,shell-367F1188.a28..1191950224.2007-10-09-17-17-04.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 17:50:45,shell-367F1189.a28..1191952245.2007-10-09-17-50-45.wav_chan0.xml,2,2,0,0,0,0,0,0,
09-Oct-07 18:24:27,shell-367F1190.a28..1191954267.2007-10-09-18-24-27.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 18:58:09,shell-367F1191.a28..1191956289.2007-10-09-18-58-09.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 19:31:51,shell-367F1192.a28..1191958311.2007-10-09-19-31-51.wav_chan0.xml,1,1,0,0,0,0,0,0,
09-Oct-07 20:05:34,shell-367F1193.a28..1191960334.2007-10-09-20-05-34.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 20:39:18,shell-367F1194.a28..1191962358.2007-10-09-20-39-18.wav_chan0.xml,1,0,0,0,1,0,0,0,
09-Oct-07 21:13:02,shell-367F1195.a28..1191964382.2007-10-09-21-13-02.wav_chan0.xml,4,1,0,0,3,0,0,0,
09-Oct-07 21:46:46,shell-367F1196.a28..1191966406.2007-10-09-21-46-46.wav_chan0.xml,1,0,0,0,1,0,0,0,
09-Oct-07 22:20:31,shell-367F1197.a28..1191968431.2007-10-09-22-20-31.wav_chan0.xml,2,0,0,0,2,0,0,0,
09-Oct-07 22:54:15,shell-367F1198.a28..1191970455.2007-10-09-22-54-15.wav_chan0.xml,0,0,0,0,0,0,0,0,
09-Oct-07 23:28:00,shell-367F1199.a28..1191972480.2007-10-09-23-28-00.wav_chan0.xml,1,0,0,0,1,0,0,0,
10-Oct-07 00:01:42,shell-367F1200.a28..1191974502.2007-10-10-00-01-42.wav_chan0.xml,3,1,0,0,2,0,0,0,
10-Oct-07 00:35:24,shell-367F1201.a28..1191976524.2007-10-10-00-35-24.wav_chan0.xml,1,0,0,0,1,0,0,0,
10-Oct-07 01:09:05,shell-367F1202.a28..1191978545.2007-10-10-01-09-05.wav_chan0.xml,2,2,0,0,0,0,0,0,
10-Oct-07 01:42:47,shell-367F1203.a28..1191980567.2007-10-10-01-42-47.wav_chan0.xml,2,0,0,1,1,0,0,0,
10-Oct-07 02:16:29,shell-367F1204.a28..1191982589.2007-10-10-02-16-29.wav_chan0.xml,11,3,0,1,7,0,0,0,
10-Oct-07 02:50:11,shell-367F1205.a28..1191984611.2007-10-10-02-50-11.wav_chan0.xml,27,24,0,1,2,0,0,0,
10-Oct-07 03:23:52,shell-367F1206.a28..1191986632.2007-10-10-03-23-52.wav_chan0.xml,14,10,0,0,4,0,0,0,
10-Oct-07 03:57:34,shell-367F1207.a28..1191988654.2007-10-10-03-57-34.wav_chan0.xml,6,1,0,0,5,
10-Oct-07 04:31:16,shell-367F1208.a28..1191990676.2007-10-10-04-31-16.wav_chan0.xml,13,7,0,0,6,0,0,0,
10-Oct-07 05:04:59,shell-367F1209.a28..1191992699.2007-10-10-05-04-59.wav_chan0.xml,8,7,0,0,1,0,0,0,
10-Oct-07 05:38:42,shell-367F1210.a28..1191994722.2007-10-10-05-38-42.wav_chan0.xml,32,29,0,1,2,0,0,0,
10-Oct-07 06:12:26,shell-367F1211.a28..1191996746.2007-10-10-06-12-26.wav_chan0.xml,62,59,0,1,2,0,0,0,
