Time,file,SequenceRepRate,numberOfPulses,AvgSPL,AvgSEL
17-Sep-07 13:52:13,shell-EBD30297.a04..1190036808.2007-09-17-13-46-48.wav_chan0.xml,19.964988708496094,10,270.92877502441405,276.30971259744894
17-Sep-07 13:55:13,shell-EBD30297.a04..1190036808.2007-09-17-13-46-48.wav_chan0.xml,20.072193145751953,6,271.51673889160156,276.78116583417767
17-Sep-07 13:57:33,shell-EBD30297.a04..1190036808.2007-09-17-13-46-48.wav_chan0.xml,20.016450881958008,16,270.4896411895752,275.97493833887455
17-Sep-07 14:02:54,shell-EBD30297.a04..1190036808.2007-09-17-13-46-48.wav_chan0.xml,19.99830436706543,15,270.8029439290365,276.2184861175858
17-Sep-07 14:08:14,shell-EBD30297.a04..1190036808.2007-09-17-13-46-48.wav_chan0.xml,20.007837295532227,14,271.47138541085377,276.8191391268569
24-Oct-07 16:06:20,shell-EBD31874.a04..1193241918.2007-10-24-16-05-18.wav_chan0.xml,9.922932624816895,22,268.7844030206854,274.0591573491626
24-Oct-07 16:06:58,shell-EBD31874.a04..1193241918.2007-10-24-16-05-18.wav_chan0.xml,10.001992225646973,3,268.73108927408856,273.9419642027278
24-Oct-07 16:10:48,shell-EBD31874.a04..1193241918.2007-10-24-16-05-18.wav_chan0.xml,9.983001708984375,23,268.9626770019531,274.2617315300556
24-Oct-07 16:16:07,shell-EBD31874.a04..1193241918.2007-10-24-16-05-18.wav_chan0.xml,9.893635749816895,25,269.1751965332031,274.44377003681666
24-Oct-07 16:21:25,shell-EBD31874.a04..1193241918.2007-10-24-16-05-18.wav_chan0.xml,9.861313819885254,32,269.0434236526489,274.1042356879047
03-Oct-07 05:43:50,shell-EBD30963.a04..1191390225.2007-10-03-05-43-45.wav_chan0.xml,20.014860153198242,16,271.24915313720703,276.3917160485357
03-Oct-07 05:49:10,shell-EBD30963.a04..1191390225.2007-10-03-05-43-45.wav_chan0.xml,20.00862693786621,16,272.2127857208252,277.4803724867327
03-Oct-07 05:54:30,shell-EBD30963.a04..1191390225.2007-10-03-05-43-45.wav_chan0.xml,20.01561737060547,16,271.6069564819336,276.93600550762307
03-Oct-07 05:59:50,shell-EBD30963.a04..1191390225.2007-10-03-05-43-45.wav_chan0.xml,20.017375946044922,16,272.0596561431885,277.3004383562793
03-Oct-07 06:05:10,shell-EBD30963.a04..1191390225.2007-10-03-05-43-45.wav_chan0.xml,19.991451263427734,8,270.775634765625,276.5158605864355
03-Oct-07 06:10:31,shell-EBD30963.a04..1191390225.2007-10-03-05-43-45.wav_chan0.xml,19.99137306213379,16,271.0531463623047,276.50981036249686
03-Oct-07 06:17:50,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.958040237426758,9,271.46220228407117,276.98873283048823
03-Oct-07 06:20:31,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.881654739379883,4,273.24513244628906,278.408891971357
03-Oct-07 06:23:11,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.961576461791992,15,271.9303934733073,277.01641039481564
03-Oct-07 06:28:30,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.99884796142578,16,271.1380043029785,276.5501229549157
03-Oct-07 06:33:50,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.98066520690918,16,271.0412712097168,276.5642906531449
03-Oct-07 06:39:10,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.949298858642578,13,272.0602628267728,277.18297678327104
03-Oct-07 06:44:30,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,13.327780723571777,15,272.1225545247396,277.3187946387135
03-Oct-07 06:44:36,shell-EBD30964.a04..1191392257.2007-10-03-06-17-37.wav_chan0.xml,19.861711502075195,6,272.9355875651042,278.2924686775455
02-Oct-07 22:50:11,shell-EBD30950.a04..1191363801.2007-10-02-22-23-21.wav_chan0.xml,19.995832443237305,16,272.79063606262207,278.16195889232114
14-Sep-07 15:01:19,shell-EBD30171.a04..1189780795.2007-09-14-14-39-55.wav_chan0.xml,19.96504020690918,12,276.4691975911458,281.46861469953905
14-Sep-07 15:06:39,shell-EBD30171.a04..1189780795.2007-09-14-14-39-55.wav_chan0.xml,19.972843170166016,16,275.89026641845703,280.9292507260319
24-Oct-07 15:52:54,shell-EBD31873.a04..1193239886.2007-10-24-15-31-26.wav_chan0.xml,9.651325225830078,27,268.74625311957465,274.4683563716546
24-Oct-07 15:58:13,shell-EBD31873.a04..1193239886.2007-10-24-15-31-26.wav_chan0.xml,9.570511817932129,25,268.19120361328123,273.61694824509027
24-Oct-07 17:47:04,shell-EBD31877.a04..1193248013.2007-10-24-17-46-53.wav_chan0.xml,10.507197380065918,28,268.58087485177174,274.5212085228678
24-Oct-07 17:52:18,shell-EBD31877.a04..1193248013.2007-10-24-17-46-53.wav_chan0.xml,10.392953872680664,20,268.480696105957,273.71544216503617
24-Oct-07 17:34:35,shell-EBD31876.a04..1193245982.2007-10-24-17-13-02.wav_chan0.xml,10.389747619628906,22,269.08957741477275,274.40504673599094
03-Oct-07 07:25:48,shell-EBD30966.a04..1191396319.2007-10-03-07-25-19.wav_chan0.xml,20.027177810668945,12,271.1323420206706,276.50394792020296
03-Oct-07 07:30:48,shell-EBD30966.a04..1191396319.2007-10-03-07-25-19.wav_chan0.xml,20.007205963134766,10,270.4552917480469,275.8815005394535
03-Oct-07 07:36:09,shell-EBD30966.a04..1191396319.2007-10-03-07-25-19.wav_chan0.xml,20.005769729614258,15,269.8256551106771,275.3988091497471
25-Oct-07 03:33:36,shell-EBD31894.a04..1193282573.2007-10-25-03-22-53.wav_chan0.xml,10.193613052368164,28,266.61301967075894,272.09047180772933
25-Oct-07 04:30:37,shell-EBD31896.a04..1193286637.2007-10-25-04-30-37.wav_chan0.xml,10.13249397277832,29,267.7789769665948,273.16247700448434
25-Oct-07 04:36:21,shell-EBD31896.a04..1193286637.2007-10-25-04-30-37.wav_chan0.xml,9.992212295532227,10,267.9219604492188,273.2867842310167
25-Oct-07 04:41:26,shell-EBD31896.a04..1193286637.2007-10-25-04-30-37.wav_chan0.xml,10.154534339904785,30,267.2757558186849,272.8690358385719
25-Oct-07 04:46:40,shell-EBD31896.a04..1193286637.2007-10-25-04-30-37.wav_chan0.xml,10.082324981689453,25,267.09094970703126,272.49869773435114
25-Oct-07 04:52:04,shell-EBD31896.a04..1193286637.2007-10-25-04-30-37.wav_chan0.xml,10.053387641906738,21,266.84838140578495,272.41809677387533
25-Oct-07 04:57:35,shell-EBD31896.a04..1193286637.2007-10-25-04-30-37.wav_chan0.xml,10.03565788269043,25,267.11413940429685,272.720099053725
14-Sep-07 11:43:36,shell-EBD30165.a04..1189768604.2007-09-14-11-16-44.wav_chan0.xml,19.969301223754883,14,276.6418130057199,281.93545395188164
14-Sep-07 11:50:55,shell-EBD30166.a04..1189770635.2007-09-14-11-50-35.wav_chan0.xml,19.98442840576172,14,276.0933401925223,281.17020638760215
14-Sep-07 11:56:15,shell-EBD30166.a04..1189770635.2007-09-14-11-50-35.wav_chan0.xml,19.982624053955078,14,276.2711835588728,281.44682317116974
02-Oct-07 22:16:11,shell-EBD30949.a04..1191361770.2007-10-02-21-49-30.wav_chan0.xml,19.983333587646484,16,272.7776165008545,278.14277540770246
03-Oct-07 06:51:36,shell-EBD30965.a04..1191394288.2007-10-03-06-51-28.wav_chan0.xml,13.325485229492188,15,271.8316670735677,277.16080321594256
03-Oct-07 07:18:09,shell-EBD30965.a04..1191394288.2007-10-03-06-51-28.wav_chan0.xml,19.976999282836914,11,271.6214127974077,277.0390982494752
03-Oct-07 03:05:22,shell-EBD30958.a04..1191380063.2007-10-03-02-54-23.wav_chan0.xml,20.020404815673828,15,271.81756388346355,276.9785055798265
24-Oct-07 14:41:35,shell-EBD31871.a04..1193235823.2007-10-24-14-23-43.wav_chan0.xml,10.347799301147461,18,270.01194932725696,275.2961856117478
14-Sep-07 14:06:24,shell-EBD30170.a04..1189778762.2007-09-14-14-06-02.wav_chan0.xml,19.886741638183594,10,276.31170959472655,281.1332078930724
14-Sep-07 14:11:24,shell-EBD30170.a04..1189778762.2007-09-14-14-06-02.wav_chan0.xml,19.977584838867188,14,277.1812417166574,282.34115442524956
14-Sep-07 14:16:43,shell-EBD30170.a04..1189778762.2007-09-14-14-06-02.wav_chan0.xml,19.9245548248291,11,275.3905722878196,280.7399982066117
14-Sep-07 14:20:02,shell-EBD30170.a04..1189778762.2007-09-14-14-06-02.wav_chan0.xml,20.03640365600586,5,276.9718505859375,282.13747658585686
25-Oct-07 05:04:37,shell-EBD31897.a04..1193288670.2007-10-25-05-04-30.wav_chan0.xml,9.994159698486328,31,267.89954302387855,273.4456084486725
