Time,file,SequenceRepRate,numberOfPulses,AvgSPL,AvgSEL
01-Sep-07 00:56:34,shell-4ED11858.a22..1188608174.2007-09-01-00-56-14.wav_chan0.xml,10.34841537475586,29,278.1579274144666,282.1280794672519
01-Sep-07 01:01:44,shell-4ED11858.a22..1188608174.2007-09-01-00-56-14.wav_chan0.xml,10.27927017211914,24,278.86279551188153,282.69770042988927
03-Sep-07 10:08:43,shell-4ED11959.a22..1188812514.2007-09-03-09-41-54.wav_chan0.xml,11.473221778869629,24,266.85097630818683,270.7909761080875
06-Sep-07 10:23:06,shell-4ED12088.a22..1189073544.2007-09-06-10-12-24.wav_chan0.xml,10.227614402770996,23,269.6533999235734,273.75570647800834
04-Sep-07 00:24:12,shell-4ED11985.a22..1188865129.2007-09-04-00-18-49.wav_chan0.xml,10.373200416564941,25,269.0369018554687,272.8852210171512
04-Sep-07 00:29:54,shell-4ED11985.a22..1188865129.2007-09-04-00-18-49.wav_chan0.xml,10.389179229736328,24,268.95030848185223,272.88867148031875
31-Aug-07 07:30:57,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,9.68730354309082,33,267.3681427926728,271.6424197512223
31-Aug-07 07:36:17,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,9.720415115356445,32,268.2696189880371,272.6965508171477
31-Aug-07 07:41:38,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,9.588240623474121,33,269.9999352657434,274.3071496393966
31-Aug-07 07:46:55,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,19.129270553588867,15,270.84401448567706,274.82038969620936
31-Aug-07 07:47:04,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,9.563287734985352,15,270.7342264811198,274.64127124582427
31-Aug-07 07:53:04,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,9.702573776245117,28,269.8835209437779,274.3581735770132
31-Aug-07 07:58:14,shell-4ED11827.a22..1188545454.2007-08-31-07-30-54.wav_chan0.xml,9.75918960571289,29,270.42117730502423,274.4330108217005
30-Aug-07 11:50:51,shell-4ED11792.a22..1188474647.2007-08-30-11-50-47.wav_chan0.xml,10.429425239562988,31,262.6825738722278,267.05871360967245
30-Aug-07 11:56:14,shell-4ED11792.a22..1188474647.2007-08-30-11-50-47.wav_chan0.xml,10.486466407775879,30,261.6638682047526,266.1968718146703
30-Aug-07 12:01:29,shell-4ED11792.a22..1188474647.2007-08-30-11-50-47.wav_chan0.xml,10.515287399291992,29,261.5429003485318,266.23589681743323
30-Aug-07 12:06:55,shell-4ED11792.a22..1188474647.2007-08-30-11-50-47.wav_chan0.xml,10.549681663513184,25,262.12439208984375,266.6201061388987
31-Aug-07 05:26:47,shell-4ED11823.a22..1188537365.2007-08-31-05-16-05.wav_chan0.xml,10.592179298400879,30,265.2292236328125,269.6010666477673
31-Aug-07 05:32:16,shell-4ED11823.a22..1188537365.2007-08-31-05-16-05.wav_chan0.xml,10.571158409118652,23,265.4435849397079,270.09188452220826
31-Aug-07 05:38:02,shell-4ED11823.a22..1188537365.2007-08-31-05-16-05.wav_chan0.xml,9.872109413146973,28,266.62958853585377,270.8956638738556
31-Aug-07 05:42:49,shell-4ED11823.a22..1188537365.2007-08-31-05-16-05.wav_chan0.xml,9.75716495513916,29,268.2134062668373,271.47212217113383
05-Sep-07 17:54:33,shell-4ED12059.a22..1189014862.2007-09-05-17-54-22.wav_chan0.xml,10.766280174255371,29,274.42137830010773,279.21023572799635
05-Sep-07 17:59:45,shell-4ED12059.a22..1189014862.2007-09-05-17-54-22.wav_chan0.xml,10.74099349975586,30,274.78692220052085,279.74115557515756
05-Sep-07 18:05:07,shell-4ED12059.a22..1189014862.2007-09-05-17-54-22.wav_chan0.xml,10.688980102539062,25,274.00881103515627,278.9137691110005
05-Sep-07 18:10:28,shell-4ED12059.a22..1189014862.2007-09-05-17-54-22.wav_chan0.xml,10.651692390441895,30,274.3498545328776,279.0409008761674
05-Sep-07 18:15:47,shell-4ED12059.a22..1189014862.2007-09-05-17-54-22.wav_chan0.xml,10.665145874023438,30,274.1115203857422,278.7483327343651
05-Sep-07 18:21:07,shell-4ED12059.a22..1189014862.2007-09-05-17-54-22.wav_chan0.xml,10.635250091552734,30,274.1056264241536,278.609185763413
03-Sep-07 05:14:49,shell-4ED11951.a22..1188796337.2007-09-03-05-12-17.wav_chan0.xml,11.281890869140625,10,271.9158477783203,277.1314701505045
03-Sep-07 05:17:40,shell-4ED11951.a22..1188796337.2007-09-03-05-12-17.wav_chan0.xml,11.371838569641113,25,271.1582763671875,276.2785075427125
03-Sep-07 05:22:59,shell-4ED11951.a22..1188796337.2007-09-03-05-12-17.wav_chan0.xml,11.075981140136719,25,270.8508410644531,275.9372755551822
03-Sep-07 05:28:20,shell-4ED11951.a22..1188796337.2007-09-03-05-12-17.wav_chan0.xml,10.988906860351562,24,270.2963752746582,275.45102386443267
03-Sep-07 05:33:39,shell-4ED11951.a22..1188796337.2007-09-03-05-12-17.wav_chan0.xml,10.85271167755127,26,271.07879403921277,275.8325817899726
03-Sep-07 05:39:04,shell-4ED11951.a22..1188796337.2007-09-03-05-12-17.wav_chan0.xml,10.798937797546387,29,271.1726779280038,275.9063834768204
03-Sep-07 23:11:24,shell-4ED11983.a22..1188861084.2007-09-03-23-11-24.wav_chan0.xml,10.86013412475586,23,270.252733313519,274.5950618009646
03-Sep-07 23:16:51,shell-4ED11983.a22..1188861084.2007-09-03-23-11-24.wav_chan0.xml,11.03314208984375,21,269.3746744791667,273.6031931362294
03-Sep-07 23:22:12,shell-4ED11983.a22..1188861084.2007-09-03-23-11-24.wav_chan0.xml,11.111186027526855,25,269.99114013671874,274.3624962772737
04-Sep-07 10:25:49,shell-4ED12003.a22..1188901545.2007-09-04-10-25-45.wav_chan0.xml,9.580218315124512,23,274.4279970915421,278.36282739181405
04-Sep-07 10:33:28,shell-4ED12003.a22..1188901545.2007-09-04-10-25-45.wav_chan0.xml,10.014352798461914,13,275.84478994516223,279.9231762529488
04-Sep-07 10:36:31,shell-4ED12003.a22..1188901545.2007-09-04-10-25-45.wav_chan0.xml,10.057997703552246,25,275.66599609375,279.7247880731559
04-Sep-07 10:42:02,shell-4ED12003.a22..1188901545.2007-09-04-10-25-45.wav_chan0.xml,10.032421112060547,14,275.3294568743025,279.49144796748686
16-Aug-07 15:30:04,shell-4ED11200.a22..1187277130.2007-08-16-15-12-10.wav_chan0.xml,7.825425624847412,8,262.64466094970703,267.47136373528963
