CLIENT_OPERATOR,RECORDER_ID,RECORDER_TYPE,RECORDER_SERIAL_NUM,LATITUDE,LONGITUDE,LATITUDE_ANCHOR,LONGITUDE_ANCHOR,LOCATION,DEPTH_M,DATE_TIME_DEPLOY_LOC,DEPLOYMENT,DATE_TIME_REC_STRT_LOC,DATE_TIME_REC_STOP_LOC,DATE_TIME_AUTORELEASE_LOC,ACOUST_RELEASE_CODE,DATE_TIME_RECOVER_LOC,SAMPLE_RATE_HZ,BIT_DEPTH,DUTY_CYCLE_ON,DUTY_CYCLE_PCT,RECORDER_MODEL,DYR_LOWER_LIM,DYR_UPPER_LIM,PROGRAM_NAME,STUDY_YEAR,A_P,REPORT,CONTRACTOR,NOTES
CPAI/Shell/StatOil,BG04,Acoustic,205,71.2326,-162.8328,,,,46,8/12/2012 2:43,,8/9/2012 17:41,10/13/2012 6:52,,,10/13/2012 6:52,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,BG05,Acoustic,243,71.1841,-163.2245,,,,46,8/12/2012 5:40,,8/11/2012 18:38,10/13/2012 8:37,,,10/13/2012 8:37,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,BG06,Acoustic,203,71.2394,-163.604,,,,44,8/12/2012 7:04,,8/9/2012 18:09,10/13/2012 10:06,,,10/13/2012 10:06,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,BG07,Acoustic,152,71.3835,-163.5944,,,,45,8/12/2012 8:20,,8/9/2012 17:21,10/13/2012 12:16,,,10/13/2012 12:16,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,BG08,Acoustic,232,71.4429,-162.4191,,,,46,8/12/2012 0:20,,8/11/2012 23:34,10/13/2012 18:55,,,10/13/2012 18:55,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,CL5,Acoustic,183,68.9414,-166.3727,,,,32,8/8/2012 9:55,,8/5/2012 22:26,10/14/2012 10:04,,,10/14/2012 10:04,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,CL20,Acoustic,198,69.1273,-166.8372,,,,42,8/8/2012 12:00,,8/5/2012 22:02,10/14/2012 8:02,,,10/14/2012 8:02,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,CLN90B,Acoustic,230,70.9882,-167.1004,,,,47,8/9/2012 9:14,,8/5/2012 20:54,10/8/2012 4:29,,,10/8/2012 4:29,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,CLN120B,Acoustic,35,71.4859,-166.3506,,,,46,8/9/2012 22:45,,8/5/2012 23:15,10/8/2012 17:49,,,10/8/2012 17:49,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,KL01,Acoustic,182,70.8975,-165.3275,,,,42,8/12/2012 18:26,,8/11/2012 19:08,10/7/2012 18:05,,,10/7/2012 18:05,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PL5,Acoustic,173,69.8236,-163.2032,,,,15,8/13/2012 12:03,,8/11/2012 21:56,10/11/2012 23:47,,,10/11/2012 23:47,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PL20,Acoustic,238,70.0181,-163.6562,,,,28,8/13/2012 10:00,,8/11/2012 23:02,10/11/2012 21:35,,,10/11/2012 21:35,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PL35,Acoustic,201,70.2114,-164.1181,,,,37,8/13/2012 7:53,,8/11/2012 21:43,10/11/2012 18:48,,,10/11/2012 18:48,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PL50,Acoustic,207,70.4033,-164.5876,,,,44,8/13/2012 5:47,,8/11/2012 22:41,10/13/2012 15:21,,,10/13/2012 15:21,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PLN20,Acoustic,245,70.7352,-164.5872,,,,48,8/13/2012 2:55,,8/11/2012 22:12,10/13/2012 12:51,,,10/13/2012 12:51,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PLN40,Acoustic,190,71.0671,-164.5881,,,,42,8/12/2012 15:54,,8/11/2012 19:44,10/13/2012 10:07,,,10/13/2012 10:07,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PLN60,Acoustic,202,71.3988,-164.5871,,,,45,8/12/2012 12:47,,8/11/2012 21:30,10/8/2012 22:35,,,10/8/2012 22:35,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,PLN80,Acoustic,237,71.7311,-164.5874,,,,40,8/10/2012 5:44,,8/5/2012 23:05,10/9/2012 2:09,,,10/9/2012 2:09,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,SO01,Acoustic,188,71.7651,-163.6965,,,,42,8/10/2012 9:16,,8/5/2012 22:50,8/11/2012 9:00,,,10/9/2012 18:39,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,W5,Acoustic,241,70.7091,-160.18,,,,24,8/14/2012 5:58,,8/13/2012 21:40,10/5/2012 18:38,,,10/5/2012 18:38,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,W20,Acoustic,223,70.9098,-160.622,,,,55,8/14/2012 4:03,,8/13/2012 21:30,10/5/2012 21:42,,,10/5/2012 21:42,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,W35,Acoustic,186,71.1113,-161.0747,,,,48,8/14/2012 2:14,,8/13/2012 22:03,10/6/2012 0:17,,,10/6/2012 0:17,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,W50,Acoustic,185,71.3101,-161.5355,,,,49,8/10/2012 19:53,,8/9/2012 18:36,10/6/2012 3:07,,,10/6/2012 3:07,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,WN20,Acoustic,222,71.6436,-161.5381,,,,45,9/10/2012 15:43,,8/13/2012 21:57,10/10/2012 3:31,,,10/10/2012 3:31,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
CPAI/Shell/StatOil,WN40,Acoustic,229,71.9748,-161.5381,,,,37,9/10/2012 18:35,,8/13/2012 21:49,10/10/2012 6:30,,,10/10/2012 6:30,16000,24,,0,AMAR,,,Chukchi Environmental Studies Program,2012,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2011-2012,JASC,
