Time,0.0-8192.0,10.0(8.9-11.22),13.0(11.58-14.59),16.0(14.25-17.95),20.0(17.81-22.44),25.0(22.27-28.06),32.0(28.5-35.91),40.0(35.63-44.89),51.0(45.43-57.24),64.0(57.01-71.83),81.0(72.16-90.91),102.0(90.87-114.49),128.0(114.03-143.67),161.0(143.43-180.71),203.0(180.85-227.85),256.0(228.07-287.35),323.0(287.76-362.55),406.0(361.7-455.71),512.0(456.14-574.7),645.0(574.62-723.98),813.0(724.3-912.56),1024.0(912.28-1149.4),1290.0(1149.25-1447.97),1625.0(1447.71-1824.0),2048.0(1824.56-2298.8),2580.0(2298.51-2895.95),3251.0(2896.31-3649.12),4096.0(3649.12-4597.6),5161.0(4597.92-5793.02),6502.0(5792.62-7298.24),50.0(8.9-100.0),500.0(100.0-1000.0),5000.0(1000.0-8192.0)
01-Oct-07 00:16:28,105.10249999999998,74.26156250000001,71.684375,71.03281249999999,70.76750000000001,74.6815625,77.56218750000001,80.1503125,82.621875,85.11625,86.10218750000001,87.21375,88.57531250000002,89.7378125,90.08906250000001,90.4890625,90.65593750000001,90.69718750000001,91.26499999999999,91.4221875,90.9021875,90.13500000000002,90.18375,89.23125,87.1759375,87.565,88.27874999999999,87.76124999999998,87.06781250000002,88.91312500000002,91.4140625,100.35718750000001,98.166875
01-Oct-07 00:50:10,105.38187500000001,74.8175,71.88874999999999,71.271875,70.98531249999999,74.6959375,77.66000000000001,80.09781249999999,82.6828125,84.879375,85.93781249999999,87.0125,88.376875,89.3628125,90.16093749999999,90.3078125,90.4896875,90.65718749999999,91.2296875,91.39843749999999,90.94531250000003,90.25593749999999,90.38062500000001,89.4271875,87.45093750000004,88.05031250000002,88.8190625,88.15593749999998,87.3409375,89.27187500000002,91.3328125,100.27281250000003,98.47968750000001
01-Oct-07 01:23:51,104.925,73.92718750000002,71.51281249999998,70.9525,70.57625,74.683125,77.66218749999999,80.0346875,82.614375,84.68625000000002,86.045625,87.171875,88.424375,89.47968749999998,90.47687500000002,90.61874999999998,90.571875,90.67718750000002,91.28062499999999,91.4859375,90.97218749999998,90.2425,90.29999999999998,89.33812499999998,87.34718749999999,87.99750000000002,88.86031249999999,88.31624999999998,87.43812500000001,89.20875,91.32968750000003,100.39406249999999,98.45656249999999
01-Oct-07 01:57:33,109.4675,85.59406249999999,80.671875,78.89874999999999,77.4965625,80.455,84.80374999999998,81.90187499999998,83.0296875,85.4596875,86.8653125,87.70687500000001,88.791875,89.85906249999998,91.0103125,91.04312499999999,90.915,90.88062500000001,91.46062499999998,91.57687499999997,91.119375,90.4328125,90.565,89.5790625,87.56406249999998,88.33218750000002,89.2390625,88.6609375,87.78250000000001,89.60374999999999,94.40125,100.7009375,98.76718749999999
01-Oct-07 02:31:15,109.970625,87.88125,83.53593750000002,81.45468750000003,79.8365625,82.70875000000001,87.8378125,82.90749999999997,83.12031249999998,85.33281250000002,86.89343750000003,87.30625000000003,88.38625,89.37562499999997,90.27343750000001,90.39031250000002,90.52468749999998,90.62843749999999,91.12406249999998,91.28062500000001,90.83906250000001,90.14000000000001,90.2709375,89.1934375,87.0709375,87.7609375,88.67843749999997,88.25625000000001,87.55781249999998,89.4784375,95.51281249999998,100.27031250000002,98.42656249999999
01-Oct-07 03:04:56,110.61625,88.861875,84.80656250000001,82.27999999999999,80.26687500000001,83.2246875,88.4953125,82.93031250000001,82.76062500000002,84.50031250000002,86.09312499999996,87.1384375,88.2746875,89.28937499999999,89.94874999999999,90.24906249999997,90.51125000000002,90.76593749999999,91.24593750000001,91.3865625,91.01218750000002,90.31593749999999,90.4165625,89.09281250000002,86.75937499999999,87.745,88.8075,88.346875,87.71843749999998,89.83375,95.82718750000001,100.27125000000001,98.53625
01-Oct-07 03:38:38,110.43531250000005,89.2165625,85.57000000000001,83.87531249999999,81.61718750000001,84.661875,89.9878125,83.4559375,82.20749999999997,83.765,85.38156250000003,86.58656250000001,87.65625000000001,88.75406250000003,89.56625000000003,89.8434375,90.30187499999998,90.491875,90.9959375,91.18687499999999,90.764375,90.01031250000001,89.98437500000001,88.44593749999999,85.79031250000001,86.70531250000002,87.89093750000002,87.72124999999998,87.32562500000003,89.49437499999999,96.4165625,99.9321875,97.96437499999998
01-Oct-07 04:12:20,109.73531249999999,88.19906250000001,84.46906249999999,83.22062500000001,81.794375,84.78125000000001,90.28031250000002,83.6171875,82.40281250000001,83.77562500000002,85.443125,86.49187500000001,87.68562499999999,88.76375000000002,89.29343750000001,89.8471875,90.35781250000001,90.5103125,91.02843750000001,91.1915625,90.88250000000001,90.15656249999996,90.18843750000002,88.73062500000002,86.14,87.2434375,88.559375,88.08281250000002,87.4515625,89.57375000000003,96.19906250000001,99.94187499999997,98.23906249999999
01-Oct-07 04:46:01,109.61562500000001,88.27437499999999,84.475,83.40093750000001,81.93624999999999,84.93312500000003,90.67687500000001,83.7971875,82.19406249999999,83.6484375,85.36999999999999,86.51093750000001,87.611875,88.36124999999998,88.90968750000002,89.67999999999998,90.13343750000001,90.2984375,90.753125,90.94062500000001,90.63874999999999,89.94812499999998,89.99781250000001,88.4925,85.90687500000001,87.124375,88.51312499999997,87.96437499999999,87.294375,89.40906249999996,96.21593750000001,99.70281250000002,98.07406250000003
01-Oct-07 05:19:43,110.85468749999998,90.85062500000002,87.04750000000003,85.91000000000001,84.20875,87.3559375,93.32562499999999,85.69624999999998,82.31343749999999,83.62781249999999,85.19218750000002,86.49062499999997,87.5434375,88.325625,88.8928125,89.53375000000001,89.905625,90.09687499999998,90.68625,90.85906250000002,90.40781250000002,89.66562499999998,89.58968749999998,88.03187500000003,85.46125,86.63718750000001,88.0484375,87.7128125,87.10531249999998,89.1325,98.27281250000003,99.57656249999998,97.71250000000002
01-Oct-07 05:53:26,111.30906250000004,91.35843750000001,87.88531250000003,87.00656249999999,84.8684375,88.00593749999999,94.0725,86.43812500000001,82.3028125,83.53625000000001,85.03781249999999,86.22531249999999,87.40625,88.42281249999999,88.935,89.53343749999999,90.078125,90.2559375,90.78500000000001,90.934375,90.5584375,89.81531249999998,89.80406250000001,88.3653125,85.88,87.0096875,88.39874999999999,87.979375,87.26906249999999,89.22312500000001,98.8759375,99.65156249999998,97.95374999999999
01-Oct-07 06:27:10,111.7859375,92.18843750000002,88.5846875,87.98218749999998,85.81250000000001,88.97968750000001,95.1965625,87.4140625,82.85906250000001,83.72656250000003,85.22124999999998,86.41187499999998,87.54343750000001,88.4521875,89.02374999999999,89.7340625,90.2503125,90.40750000000001,90.946875,91.1025,90.62312499999999,89.84875000000001,89.7784375,88.38593750000001,85.94218750000002,87.09562499999998,88.4225,88.07093749999999,87.30312500000001,89.14250000000003,99.80812500000002,99.78437500000003,97.96249999999999
01-Oct-07 07:00:54,112.68781249999996,93.38718750000001,90.045625,89.9959375,86.90312500000002,89.89874999999998,96.17125,88.39281250000002,83.58656249999999,84.38499999999999,85.79781250000002,86.95968750000003,88.1996875,88.98906250000002,89.55031249999999,90.3240625,90.85343749999998,91.03656249999999,91.58874999999998,91.75156249999999,91.30343750000002,90.545625,90.5109375,89.03406250000002,86.671875,88.0053125,89.34624999999998,88.935,88.06375000000003,89.919375,100.85875,100.40499999999999,98.74281250000001
01-Oct-07 07:34:38,112.42843749999997,92.87656249999998,89.79843750000002,89.52406249999999,86.1225,88.8621875,95.1296875,87.41375,83.78999999999998,84.91499999999999,86.40906249999999,87.5378125,88.804375,89.64781249999999,90.2278125,90.91375,91.395,91.54624999999999,92.06031250000001,92.17125000000001,91.69125000000001,90.89750000000001,90.7690625,89.21281249999998,86.70062499999997,88.115625,89.64406249999999,89.30124999999998,88.4046875,90.249375,100.1878125,100.9203125,99.01437500000002
01-Oct-07 08:08:22,113.55531250000001,94.74499999999999,91.11218750000002,91.96343750000001,89.139375,91.50468750000003,97.934375,90.10687499999997,84.92562500000001,85.65812500000001,87.05625000000002,88.15906249999999,89.3021875,90.02968750000001,90.64031250000002,91.26812500000001,91.7909375,91.94124999999995,92.403125,92.476875,92.08312500000002,91.31750000000001,91.3628125,89.97593750000001,87.49124999999998,88.63156250000003,90.16562499999999,89.77749999999999,88.799375,90.6334375,102.44843749999998,101.30531249999997,99.53937500000002
01-Oct-07 08:42:07,113.37656249999996,94.5859375,91.034375,91.52312500000002,89.27968750000001,91.83281250000002,98.50687499999998,90.68937500000001,85.13374999999999,85.686875,87.0334375,88.18343750000003,89.25437500000002,90.0296875,90.53937500000002,91.190625,91.69156249999999,91.88906249999997,92.375,92.4609375,92.06937499999997,91.29812499999998,91.29750000000001,89.87531249999999,87.26156249999998,88.55656250000001,90.16999999999999,89.77937500000002,88.81562500000001,90.67562499999998,102.689375,101.2628125,99.50437499999997
01-Oct-07 09:15:51,113.67937500000001,95.56999999999998,91.8609375,92.34218749999998,90.95718750000003,93.28968749999999,100.048125,92.20031250000002,85.44375,85.50531250000002,86.81625000000001,88.0053125,89.04843750000002,89.88125,90.413125,91.06406250000002,91.43875000000001,91.6103125,92.15093750000001,92.24656249999998,91.77906250000002,91.00156249999998,90.94125,89.40781249999999,86.77718749999998,88.27875000000002,89.8784375,89.54593750000002,88.59625000000001,90.43312499999996,103.9621875,101.046875,99.19624999999999
01-Oct-07 09:49:32,113.04656249999998,94.53937499999999,91.19937499999999,92.0084375,90.10468749999998,92.69937499999999,99.2671875,91.500625,84.9309375,84.980625,86.33156249999999,87.55124999999998,88.70812500000001,89.5178125,90.18031249999999,90.73531249999999,91.20656249999998,91.35875,91.8675,91.93500000000002,91.4671875,90.65343749999998,90.549375,88.99312499999999,86.44406249999997,87.88593750000001,89.378125,89.09562500000001,88.206875,90.05875,103.23124999999999,100.75093749999999,98.79437499999997
