Time,file,confidence,Ntonals,maxFileSPL
11-Aug-07 23:59:54,shell-9B610979.A27-B20..1186592934.2007-08-08-17-08-54.wav_chan0.xml,0,0,0.0
04-Sep-07 04:24:06,shell-9B611969.A27-B20..1188595986.2007-08-31-21-33-06.wav_chan0.xml,1,1,78.8831787109375,61.5,61.0
09-Aug-07 11:18:41,shell-9B610871.A27-B20..1186374461.2007-08-06-04-27-41.wav_chan0.xml,2,2,81.88921356201172,19.0,36.0
11-Aug-07 06:34:44,shell-9B610948.A27-B20..1186530224.2007-08-07-23-43-44.wav_chan0.xml,3,3,82.39250946044922,75.0,162.0,162.5,60.5,324.0,191.5,27.5,75.5,150.0,186.5
10-Aug-07 03:02:43,shell-9B610899.A27-B20..1186431103.2007-08-06-20-11-43.wav_chan0.xml,1,1,76.34925842285156,77.0
31-Jul-07 22:13:46,shell-9B610506.A27-B20..1185636166.2007-07-28-15-22-46.wav_chan0.xml,0,0,0.0
29-Aug-07 20:48:07,shell-9B611742.A27-B20..1188136627.2007-08-26-13-57-07.wav_chan0.xml,2,3,83.76805877685547,391.0777893066406,82.0,383.5,60.5,275.5,282.5,59.0,26.0,205.5,104.5
26-Aug-07 10:44:28,shell-9B611596.A27-B20..1187841208.2007-08-23-03-53-28.wav_chan0.xml,0,0,0.0
23-Aug-07 22:36:02,shell-9B611489.A27-B20..1187624702.2007-08-20-15-45-02.wav_chan0.xml,2,3,72.08821868896484,120.5,180.5,570.5
24-Aug-07 09:16:40,shell-9B611508.A27-B20..1187663140.2007-08-21-02-25-40.wav_chan0.xml,0,0,0.0
08-Aug-07 01:35:57,shell-9B610811.A27-B20..1186253097.2007-08-04-18-44-57.wav_chan0.xml,0,0,0.0
10-Aug-07 19:20:31,shell-9B610928.A27-B20..1186489771.2007-08-07-12-29-31.wav_chan0.xml,0,0,0.0
22-Aug-07 00:31:01,shell-9B611407.A27-B20..1187458801.2007-08-18-17-40-01.wav_chan0.xml,3,6,72.83162689208984,74.5,89.5,104.5,119.5,570.5,571.5,242.0,75.0
11-Aug-07 20:04:02,shell-9B610972.A27-B20..1186578782.2007-08-08-13-13-02.wav_chan0.xml,2,3,78.26049041748047,60.5,166.0,60.0,196.0,131.0,130.5,75.5
02-Aug-07 11:18:50,shell-9B610572.A27-B20..1185769670.2007-07-30-04-27-50.wav_chan0.xml,1,1,85.57294464111328,68.0
09-Aug-07 02:19:15,shell-9B610855.A27-B20..1186342095.2007-08-05-19-28-15.wav_chan0.xml,3,4,79.06578826904297,26.0,91.5,131.0,118.0,78.5,39.5
24-Jul-07 19:26:28,shell-9B610202.A27-B20..1185021328.2007-07-21-12-35-28.wav_chan0.xml,0,0,0.0
20-Aug-07 18:10:10,shell-9B611353.A27-B20..1187349550.2007-08-17-11-19-10.wav_chan0.xml,0,0,0.0
20-Aug-07 00:44:57,shell-9B611322.A27-B20..1187286837.2007-08-16-17-53-57.wav_chan0.xml,0,0,0.0
12-Aug-07 17:58:47,shell-9B611011.A27-B20..1186657667.2007-08-09-11-07-47.wav_chan0.xml,2,2,78.19525146484375,60.5,75.5,281.0,281.5,281.3822326660156,59.5,60.0,75.0
13-Aug-07 20:57:16,shell-9B611059.A27-B20..1186754776.2007-08-10-14-06-16.wav_chan0.xml,2,2,80.78248596191406,75.5,68.0,272.5,65.0,83.0,229.5
25-Jul-07 08:21:44,shell-9B610225.A27-B20..1185067844.2007-07-22-01-30-44.wav_chan0.xml,0,0,0.0
03-Sep-07 20:31:51,shell-9B611955.A27-B20..1188567651.2007-08-31-13-40-51.wav_chan0.xml,1,1,81.81268310546875,61.5
19-Aug-07 07:19:42,shell-9B611291.A27-B20..1187224122.2007-08-16-00-28-42.wav_chan0.xml,1,1,84.54296112060547,60.5,60.0
28-Aug-07 20:37:50,shell-9B611699.A27-B20..1188049610.2007-08-25-13-46-50.wav_chan0.xml,0,0,0.0
22-Aug-07 14:33:56,shell-9B611432.A27-B20..1187509376.2007-08-19-07-42-56.wav_chan0.xml,2,2,72.31295776367188,70.5,63.0
25-Jul-07 08:55:26,shell-9B610226.A27-B20..1185069866.2007-07-22-02-04-26.wav_chan0.xml,0,0,0.0
30-Jul-07 02:58:12,shell-9B610429.A27-B20..1185480432.2007-07-26-20-07-12.wav_chan0.xml,0,0,0.0
29-Jul-07 17:25:07,shell-9B610412.A27-B20..1185446047.2007-07-26-10-34-07.wav_chan0.xml,0,0,0.0
25-Aug-07 07:45:47,shell-9B611548.A27-B20..1187744087.2007-08-22-00-54-47.wav_chan0.xml,0,0,0.0
02-Sep-07 16:59:10,shell-9B611906.A27-B20..1188468490.2007-08-30-10-08-10.wav_chan0.xml,1,1,76.23186492919922,61.0
31-Aug-07 10:27:41,shell-9B611809.A27-B20..1188272201.2007-08-28-03-36-41.wav_chan0.xml,2,2,77.92389678955078,53.0,79.5,79.0,105.5,63.0,106.0,70.0
31-Jul-07 05:22:30,shell-9B610476.A27-B20..1185575490.2007-07-27-22-31-30.wav_chan0.xml,1,1,78.477294921875,55.5
13-Aug-07 18:08:47,shell-9B611054.A27-B20..1186744667.2007-08-10-11-17-47.wav_chan0.xml,1,1,78.67052459716797,219.5,60.5
30-Aug-07 22:39:32,shell-9B611788.A27-B20..1188229712.2007-08-27-15-48-32.wav_chan0.xml,2,3,82.25257110595703,45.5,46.5,60.5,45.6044807434082,76.0
31-Jul-07 17:44:04,shell-9B610498.A27-B20..1185619984.2007-07-28-10-53-04.wav_chan0.xml,0,0,0.0
03-Sep-07 10:24:46,shell-9B611937.A27-B20..1188531226.2007-08-31-03-33-46.wav_chan0.xml,1,1,79.34239196777344,61.0
31-Jul-07 00:52:47,shell-9B610468.A27-B20..1185559307.2007-07-27-18-01-47.wav_chan0.xml,0,0,0.0
13-Aug-07 17:35:05,shell-9B611053.A27-B20..1186742645.2007-08-10-10-44-05.wav_chan0.xml,2,3,83.41036224365234,37.5,45.0,52.5
18-Aug-07 17:16:40,shell-9B611266.A27-B20..1187173540.2007-08-15-10-25-40.wav_chan0.xml,1,1,84.53765869140625,60.5
30-Aug-07 11:24:54,shell-9B611768.A27-B20..1188189234.2007-08-27-04-33-54.wav_chan0.xml,0,0,0.0
02-Sep-07 10:48:08,shell-9B611895.A27-B20..1188446228.2007-08-30-03-57-08.wav_chan0.xml,0,0,0.0
18-Aug-07 08:50:54,shell-9B611251.A27-B20..1187143194.2007-08-15-01-59-54.wav_chan0.xml,2,2,83.93193054199219,60.53466796875,106.0
24-Jul-07 00:54:09,shell-9B610169.A27-B20..1184954589.2007-07-20-18-03-09.wav_chan0.xml,0,0,0.0
28-Jul-07 00:57:58,shell-9B610340.A27-B20..1185300418.2007-07-24-18-06-58.wav_chan0.xml,1,1,77.74437713623047,80.5,80.0
06-Aug-07 13:04:35,shell-9B610746.A27-B20..1186121615.2007-08-03-06-13-35.wav_chan0.xml,2,2,87.43324279785156,35.5,50.5,67.5,33.5
04-Sep-07 12:50:04,shell-9B611984.A27-B20..1188626344.2007-09-01-05-59-04.wav_chan0.xml,0,0,0.0
10-Sep-07 11:04:15,shell-9B612237.A27-B20..1189138395.2007-09-07-04-13-15.wav_chan0.xml,0,0,0.0
30-Jul-07 18:42:01,shell-9B610457.A27-B20..1185537061.2007-07-27-11-51-01.wav_chan0.xml,0,0,0.0
08-Aug-07 23:30:43,shell-9B610850.A27-B20..1186331983.2007-08-05-16-39-43.wav_chan0.xml,1,1,71.90188598632812,151.5
05-Sep-07 15:49:04,shell-9B612032.A27-B20..1188723484.2007-09-02-08-58-04.wav_chan0.xml,0,0,0.0
17-Aug-07 10:56:02,shell-9B611212.A27-B20..1187064302.2007-08-14-04-05-02.wav_chan0.xml,3,3,86.10530090332031,60.51509475708008,80.5,106.0,60.6296501159668,61.0
26-Aug-07 10:10:43,shell-9B611595.A27-B20..1187839183.2007-08-23-03-19-43.wav_chan0.xml,0,0,0.0
06-Sep-07 15:25:55,shell-9B612074.A27-B20..1188808495.2007-09-03-08-34-55.wav_chan0.xml,0,0,0.0
16-Aug-07 23:07:50,shell-9B611191.A27-B20..1187021810.2007-08-13-16-16-50.wav_chan0.xml,3,6,79.2415771484375,105.5,60.0,570.5,75.0,45.0,90.5,75.5
03-Sep-07 17:43:19,shell-9B611950.A27-B20..1188557539.2007-08-31-10-52-19.wav_chan0.xml,2,2,81.4476547241211,59.5,29.5,60.0
20-Aug-07 02:59:50,shell-9B611326.A27-B20..1187294930.2007-08-16-20-08-50.wav_chan0.xml,0,0,0.0
24-Jul-07 08:12:15,shell-9B610182.A27-B20..1184980875.2007-07-21-01-21-15.wav_chan0.xml,0,0,0.0
24-Aug-07 09:50:22,shell-9B611509.A27-B20..1187665162.2007-08-21-02-59-22.wav_chan0.xml,0,0,0.0
31-Jul-07 08:11:00,shell-9B610481.A27-B20..1185585600.2007-07-28-01-20-00.wav_chan0.xml,0,0,0.0
05-Aug-07 23:35:27,shell-9B610722.A27-B20..1186073067.2007-08-02-16-44-27.wav_chan0.xml,0,0,0.0
20-Aug-07 06:55:45,shell-9B611333.A27-B20..1187309085.2007-08-17-00-04-45.wav_chan0.xml,1,1,84.94304656982422,60.5,60.0
11-Aug-07 22:52:31,shell-9B610977.A27-B20..1186588891.2007-08-08-16-01-31.wav_chan0.xml,2,2,81.68525695800781,75.5,181.5,75.0
08-Aug-07 06:39:16,shell-9B610820.A27-B20..1186271296.2007-08-04-23-48-16.wav_chan0.xml,0,0,0.0
13-Aug-07 08:01:55,shell-9B611036.A27-B20..1186708255.2007-08-10-01-10-55.wav_chan0.xml,0,0,0.0
14-Aug-07 06:30:26,shell-9B611076.A27-B20..1186789166.2007-08-10-23-39-26.wav_chan0.xml,3,4,83.87266540527344,105.0,458.0560302734375,229.0,163.5,229.5,65.5,165.0,105.5,165.5,164.5,104.5
17-Aug-07 01:56:34,shell-9B611196.A27-B20..1187031934.2007-08-13-19-05-34.wav_chan0.xml,3,9,83.2459945678711,60.14091873168945,75.0,90.5,269.5,60.0,421.5,90.0,89.61404418945312,105.0,156.5,236.5,256.5,370.0,237.0,570.5,165.0,98.5,265.0,592.0,195.5,195.0,194.5
24-Jul-07 22:14:59,shell-9B610207.A27-B20..1185031439.2007-07-21-15-23-59.wav_chan0.xml,0,0,0.0
31-Aug-07 12:08:48,shell-9B611812.A27-B20..1188278268.2007-08-28-05-17-48.wav_chan0.xml,3,2,87.67596435546875,59.5,44.5,59.0
09-Sep-07 20:27:02,shell-9B612211.A27-B20..1189085762.2007-09-06-13-36-02.wav_chan0.xml,0,0,0.0
04-Aug-07 16:41:21,shell-9B610667.A27-B20..1185961821.2007-08-01-09-50-21.wav_chan0.xml,2,2,84.13526916503906,89.5,82.0,60.0,83.0
18-Aug-07 08:17:12,shell-9B611250.A27-B20..1187141172.2007-08-15-01-26-12.wav_chan0.xml,2,2,83.28299713134766,60.45893859863281,60.0,80.5
08-Aug-07 16:12:23,shell-9B610837.A27-B20..1186305683.2007-08-05-09-21-23.wav_chan0.xml,3,6,80.63948822021484,46.5,52.5,322.5,35.0,136.5,150.5,164.0,105.0,82.0,46.0,93.0,150.0
06-Sep-07 05:18:40,shell-9B612056.A27-B20..1188772060.2007-09-02-22-27-40.wav_chan0.xml,0,0,0.0
09-Aug-07 01:45:31,shell-9B610854.A27-B20..1186340071.2007-08-05-18-54-31.wav_chan0.xml,2,3,78.05049133300781,26.0,118.0,131.0
12-Aug-07 18:32:29,shell-9B611012.A27-B20..1186659689.2007-08-09-11-41-29.wav_chan0.xml,2,2,75.0150375366211,60.5,59.5
29-Jul-07 22:28:24,shell-9B610421.A27-B20..1185464244.2007-07-26-15-37-24.wav_chan0.xml,0,0,0.0
24-Aug-07 14:54:00,shell-9B611518.A27-B20..1187683380.2007-08-21-08-03-00.wav_chan0.xml,0,0,0.0
30-Jul-07 04:05:36,shell-9B610431.A27-B20..1185484476.2007-07-26-21-14-36.wav_chan0.xml,0,0,0.0
11-Aug-07 00:23:56,shell-9B610937.A27-B20..1186507976.2007-08-07-17-32-56.wav_chan0.xml,0,0,0.0
24-Jul-07 21:41:18,shell-9B610206.A27-B20..1185029418.2007-07-21-14-50-18.wav_chan0.xml,0,0,0.0
27-Aug-07 18:12:48,shell-9B611652.A27-B20..1187954508.2007-08-24-11-21-48.wav_chan0.xml,0,0,0.0
30-Aug-07 17:35:52,shell-9B611779.A27-B20..1188211492.2007-08-27-10-44-52.wav_chan0.xml,2,2,75.59114837646484,104.5,45.0
12-Aug-07 11:14:11,shell-9B610999.A27-B20..1186633391.2007-08-09-04-23-11.wav_chan0.xml,2,2,85.2079849243164,60.5,69.5,181.5
22-Aug-07 08:23:08,shell-9B611421.A27-B20..1187487128.2007-08-19-01-32-08.wav_chan0.xml,3,4,84.33914184570312,347.12933349609375,356.1554870605469,43.5,131.0,346.9994812011719,356.0521240234375,355.9476318359375,355.5,116.5,116.0,58.0
05-Sep-07 14:41:40,shell-9B612030.A27-B20..1188719440.2007-09-02-07-50-40.wav_chan0.xml,0,0,0.0
28-Aug-07 10:30:51,shell-9B611681.A27-B20..1188013191.2007-08-25-03-39-51.wav_chan0.xml,0,0,0.0
03-Aug-07 20:27:38,shell-9B610631.A27-B20..1185888998.2007-07-31-13-36-38.wav_chan0.xml,0,0,0.0
11-Sep-07 01:07:28,shell-9B612262.A27-B20..1189188988.2007-09-07-18-16-28.wav_chan0.xml,3,18,114.18734741210938,58.5,73.5,73.32328796386719,88.0,102.5,132.0,190.5,249.5,278.5,337.5,601.5,29.5,161.0,337.2612609863281,249.15145874023438,249.0,337.0,58.6025390625,278.7321472167969,24.5,146.5,161.5,191.0,220.0,279.0,602.0,983.5,58.7181510925293,103.0,455.0,543.0,586.35693359375,879.6417236328125,337.63092041015625,879.497314453125,984.0,470.0,705.0,205.5,308.5,352.5,586.4620361328125,734.0,880.0,352.0,381.5,558.0,940.0,308.0,586.206298828125,381.0,440.0,454.5,513.5,572.0,585.799072265625,878.5,249.38059997558594,585.9962158203125
05-Aug-07 05:36:40,shell-9B610690.A27-B20..1186008340.2007-08-01-22-45-40.wav_chan0.xml,0,0,0.0
23-Aug-07 13:02:49,shell-9B611472.A27-B20..1187590309.2007-08-20-06-11-49.wav_chan0.xml,2,3,77.09391784667969,42.0,63.0,92.5,570.5
10-Sep-07 06:00:30,shell-9B612228.A27-B20..1189120170.2007-09-06-23-09-30.wav_chan0.xml,2,2,80.97575378417969,103.5,69.0,77.5
05-Aug-07 03:21:53,shell-9B610686.A27-B20..1186000253.2007-08-01-20-30-53.wav_chan0.xml,0,0,0.0
01-Sep-07 02:12:07,shell-9B611837.A27-B20..1188328867.2007-08-28-19-21-07.wav_chan0.xml,0,0,0.0
04-Aug-07 02:04:48,shell-9B610641.A27-B20..1185909228.2007-07-31-19-13-48.wav_chan0.xml,0,0,0.0
06-Sep-07 08:41:08,shell-9B612062.A27-B20..1188784208.2007-09-03-01-50-08.wav_chan0.xml,1,1,79.87675476074219,62.5
07-Sep-07 16:09:56,shell-9B612118.A27-B20..1188897536.2007-09-04-09-18-56.wav_chan0.xml,2,2,84.82942962646484,33.5,53.5
12-Aug-07 08:59:20,shell-9B610995.A27-B20..1186625300.2007-08-09-02-08-20.wav_chan0.xml,2,2,71.64424133300781,121.0,283.5
02-Sep-07 03:29:47,shell-9B611882.A27-B20..1188419927.2007-08-29-20-38-47.wav_chan0.xml,0,0,0.0
16-Aug-07 03:27:44,shell-9B611156.A27-B20..1186951004.2007-08-12-20-36-44.wav_chan0.xml,3,5,79.01602172851562,45.0,75.0,105.5,181.5,60.0,75.5
24-Jul-07 12:08:19,shell-9B610189.A27-B20..1184995039.2007-07-21-05-17-19.wav_chan0.xml,0,0,0.0
08-Aug-07 10:01:37,shell-9B610826.A27-B20..1186283437.2007-08-05-03-10-37.wav_chan0.xml,0,0,0.0
17-Aug-07 05:52:27,shell-9B611203.A27-B20..1187046087.2007-08-13-23-01-27.wav_chan0.xml,3,4,84.42566680908203,30.0,60.5,105.5,29.5,570.5,75.5,152.0
31-Jul-07 18:17:46,shell-9B610499.A27-B20..1185622006.2007-07-28-11-26-46.wav_chan0.xml,0,0,0.0
01-Sep-07 06:41:47,shell-9B611845.A27-B20..1188345047.2007-08-28-23-50-47.wav_chan0.xml,0,0,0.0
25-Aug-07 12:15:24,shell-9B611556.A27-B20..1187760264.2007-08-22-05-24-24.wav_chan0.xml,0,0,0.0
07-Aug-07 00:52:34,shell-9B610767.A27-B20..1186164094.2007-08-03-18-01-34.wav_chan0.xml,0,0,0.0
21-Aug-07 05:58:19,shell-9B611374.A27-B20..1187392039.2007-08-17-23-07-19.wav_chan0.xml,0,0,0.0
06-Aug-07 05:46:22,shell-9B610733.A27-B20..1186095322.2007-08-02-22-55-22.wav_chan0.xml,0,0,0.0
25-Jul-07 09:29:07,shell-9B610227.A27-B20..1185071887.2007-07-22-02-38-07.wav_chan0.xml,0,0,0.0
07-Sep-07 20:39:56,shell-9B612126.A27-B20..1188913736.2007-09-04-13-48-56.wav_chan0.xml,0,0,0.0
24-Aug-07 13:12:50,shell-9B611515.A27-B20..1187677310.2007-08-21-06-21-50.wav_chan0.xml,0,0,0.0
07-Sep-07 10:32:47,shell-9B612108.A27-B20..1188877307.2007-09-04-03-41-47.wav_chan0.xml,0,0,0.0
06-Aug-07 16:26:50,shell-9B610752.A27-B20..1186133750.2007-08-03-09-35-50.wav_chan0.xml,0,0,0.0
14-Aug-07 05:56:44,shell-9B611075.A27-B20..1186787144.2007-08-10-23-05-44.wav_chan0.xml,3,4,83.67115783691406,104.0,87.0,229.0,104.5,31.5,65.5,458.0,86.5,130.0,104.3841552734375
27-Jul-07 23:16:53,shell-9B610337.A27-B20..1185294353.2007-07-24-16-25-53.wav_chan0.xml,0,0,0.0
03-Sep-07 09:17:22,shell-9B611935.A27-B20..1188527182.2007-08-31-02-26-22.wav_chan0.xml,0,0,0.0
21-Aug-07 08:46:49,shell-9B611379.A27-B20..1187402149.2007-08-18-01-55-49.wav_chan0.xml,0,0,0.0
10-Aug-07 20:27:54,shell-9B610930.A27-B20..1186493814.2007-08-07-13-36-54.wav_chan0.xml,0,0,0.0
01-Sep-07 00:30:54,shell-9B611834.A27-B20..1188322794.2007-08-28-17-39-54.wav_chan0.xml,1,1,75.20901489257812,58.5
07-Aug-07 03:41:03,shell-9B610772.A27-B20..1186174203.2007-08-03-20-50-03.wav_chan0.xml,0,0,0.0
23-Aug-07 00:07:13,shell-9B611449.A27-B20..1187543773.2007-08-19-17-16-13.wav_chan0.xml,3,5,87.48595428466797,59.0,88.5,133.0,44.5,570.5,13.5,14.5,29.5,44.0,181.5
24-Aug-07 14:20:17,shell-9B611517.A27-B20..1187681357.2007-08-21-07-29-17.wav_chan0.xml,0,0,0.0
18-Aug-07 00:58:49,shell-9B611237.A27-B20..1187114869.2007-08-14-18-07-49.wav_chan0.xml,2,2,83.06202697753906,60.4128303527832,75.5
11-Aug-07 20:37:44,shell-9B610973.A27-B20..1186580804.2007-08-08-13-46-44.wav_chan0.xml,2,3,77.664794921875,27.0,166.0,181.5,75.5,145.5,61.5,165.5
17-Aug-07 00:15:19,shell-9B611193.A27-B20..1187025859.2007-08-13-17-24-19.wav_chan0.xml,3,6,84.73648834228516,60.12065887451172,75.0,105.5,191.5,199.0,279.5,571.5,60.0,410.0,90.5,432.5,80.0,917.0,570.5,153.0,45.0
23-Aug-07 11:21:43,shell-9B611469.A27-B20..1187584243.2007-08-20-04-30-43.wav_chan0.xml,3,4,70.82124328613281,75.5,570.5,135.5,331.5,136.0,181.0
19-Aug-07 10:41:57,shell-9B611297.A27-B20..1187236257.2007-08-16-03-50-57.wav_chan0.xml,1,1,85.72913360595703,60.5
29-Aug-07 15:44:27,shell-9B611733.A27-B20..1188118407.2007-08-26-08-53-27.wav_chan0.xml,0,0,0.0
03-Sep-07 19:24:26,shell-9B611953.A27-B20..1188563606.2007-08-31-12-33-26.wav_chan0.xml,2,2,79.56099700927734,76.5,29.5
17-Aug-07 05:18:46,shell-9B611202.A27-B20..1187044066.2007-08-13-22-27-46.wav_chan0.xml,3,4,84.2269287109375,60.5,105.5,30.0,29.5,60.0,105.0,181.5,75.0,181.0
31-Jul-07 20:32:34,shell-9B610503.A27-B20..1185630094.2007-07-28-13-41-34.wav_chan0.xml,0,0,0.0
01-Aug-07 06:39:31,shell-9B610521.A27-B20..1185666511.2007-07-28-23-48-31.wav_chan0.xml,0,0,0.0
21-Aug-07 02:35:55,shell-9B611368.A27-B20..1187379895.2007-08-17-19-44-55.wav_chan0.xml,0,0,0.0
06-Sep-07 13:44:37,shell-9B612071.A27-B20..1188802417.2007-09-03-06-53-37.wav_chan0.xml,1,1,84.20944213867188,68.0,68.5
